"date" "month" "week" "day" "year" "FirmEnergy" "NonFirmEnergy" "ColFallsFlow" "LowerGraniteFlow" "VernitaBarFlow" "McNaryFlow" "GCRec" "DallesFlood" "IHNav" "BonnevillFlow" "ExtraSpace" "FirmEnergySales" "NonFirmSpotSales" "TotalSysEnergy"
1988-07-31 7 52 31 1988 0 867137.078461517 350.870313577088 31235.5361796934 0 80647.9919440989 0 0 79545.4096429906 0 2552340.88293857 NA NA 2085128.60153848
1988-08-07 8 1 7 1988 50650.0735742953 903275.82 581.110936062029 26423.198558309 0 81602.4547922499 0 0 69612.8305393187 0 2691866.8196058 NA NA 1870713.3437217
1988-08-14 8 2 14 1988 53257.7362071373 903275.82 1338.98483045312 28311.2267956477 0 84658.2605706163 0 0 71514.2726236726 0 2668738.92595602 NA NA 1868105.68108886
1988-08-21 8 3 21 1988 0 857706.173032859 1476.78332198492 29020.5833148004 0 78086.8243055969 0 0 72417.4612695779 0 2590070.70666549 NA NA 1968856.35096714
1988-08-28 8 4 28 1988 0 894607.20904496 361.604466645033 31467.9799032913 0 83742.2943637523 0 0 74740.3077982935 0 2834607.83494037 NA NA 1890274.17895504
1988-09-04 9 5 4 1988 0 885147.939974787 552.40993043836 30218.7227300184 0 86758.8136468448 0 0 73623.5941534677 0 3120840.07994723 NA NA 1899733.44802521
1988-09-11 9 6 11 1988 84143.0466615483 987991.02 854.615594485858 0 8166.19176381912 0 0 0 73307.7652186479 0 3667613.16232522 NA NA 1654799.90170645
1988-09-18 9 7 18 1988 13445.4098395552 987991.02 209.88366600226 0 174.090370830658 0 0 0 71591.0349335752 0 4082537.46099326 NA NA 1725497.53852844
1988-09-25 9 8 25 1988 0 858180.567263017 0 0 0 0 0 0 70328.3492848802 0 4516243.32840114 NA NA 1870494.08473698
1988-10-02 10 9 2 1988 0 843835.409915342 0 0 0 0 0 0 64903.9735569126 0 4851839.48014154 NA NA 1884839.24208466
1988-10-09 10 10 9 1988 0 1034790.29748587 2130.014298575 0 0 0 0 0 73310.6076703868 0 4737215.19990938 NA NA 1717353.10251413
1988-10-16 10 11 16 1988 138921.222297918 1124594.28 1673.56398842929 0 10743.9220617708 0 0 0 78309.9641308366 0 4763717.42255011 NA NA 1487000.34858208
