"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "AMERI" "MINAD" "BOISE" "PAYHS" "OWYHE" "PELTO"
1980-06-01 6 44 1 1980 13913898.8374904 5323944.67244208 739049 367329 4776310 2506677.34465767 8553495.32418285 2947013.10277556 1248402 1357196.23841961 1540000 1479800 813946.431681806 1320341.98975897 135205 92998.1568242995 1672590 61554.5619786529 937105.006529887 738298.672491315 1120000 553344.149724734
1980-06-08 6 45 8 1980 14242654.4169345 5787429.46919527 833651.907851404 391092.423674122 5023140.19477264 2665956.68785917 9050338 3120445.3354881 1324933.63559012 1411185.63870842 1215243.82470141 1512500 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 938933.615231477 761934.728298995 1120000 558270
1980-06-15 6 46 15 1980 14573479.3051098 6233194.02740834 918454 417612 5233103 2779461.15273709 9069359 3268728.34772135 1420000 1449231.54448457 1540000 1545200 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 951696.038855036 782447.891702538 1120000 558270
1980-06-22 6 47 22 1980 15023147.9353003 6695995.46309917 1008156 442753 5461500 2863974.87250371 9088379 3399305.30211009 1417595.25263433 1490126.41723256 1540000 1577900 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 971528.731959904 782447.891702538 1120000 558270
1980-06-29 6 48 29 1980 15449457.060133 7093107.53240704 1097859 467894 5715275.15488066 2951170.19537401 9107400 3468000 1420000 1453674.25339148 1540000 1610600 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 992209.124542181 782447.891702538 1120000 558270
1980-07-06 7 49 6 1980 15820508 7219618 1179619 493035 5752127 2998323.02280349 9107400 3353678 1420000 1427566.23987107 1540000 1626950 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-07-13 7 50 13 1980 16210111 7255512 1261379 518176 5869400 3025374.72247741 9107400 3239356 1420000 1430207.52054029 1540000 1643300 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-07-20 7 51 20 1980 16599714 7291406 1343140 543318 5869400 3002312.95219152 8967907 3125033 1420000 1503618.67678848 1540000 1659650 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-07-27 7 52 27 1980 16969721.8108683 7309024.45591835 1368981.3025707 568459 5864194.3216426 2979250.18190562 8828415 3010074.93027244 1420000 1573424.08227018 1540000 1676000 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-08-03 8 1 3 1980 17308558.8702383 7116541 1347699 593600 5770433 2979346 8756187 2896389 1392402 1599125.86302925 1540000 1668917 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-08-10 8 2 10 1980 17714117.4432639 7221921 1354401.69832163 638280 5671467 2960915 8639117 2782067 1392402 1650635.04456682 1540000 1661833 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-08-17 8 3 17 1980 17994527.4826555 7327300 1001294.14543043 682960 5572500 2942485 8522046 2667744 1392402 1706294.98882113 1540000 1654750 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-08-24 8 4 24 1980 18294454.9516178 7321562 964570 711282 5473533 2924054 8404975 2553422 1392402 1792000 1540000 1647667 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-08-31 8 5 31 1980 18551344.7081368 7315823 985594 711282 5374567 2905623 8287904 2439100 1392402 1792000 1540000 1640583 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-09-07 9 6 7 1980 18733005.3848966 7239906 987082 737712 5275600 2887192 8378948 2387014 1352544.61948287 1792000 1482126 1633500 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
1980-09-14 9 7 14 1980 18888572.5463311 7163989 993721.134015788 764141 5176633 2868762 8469992 2334849 1285089.23896574 1792000 1424251 1617133 813946.431681806 1320341.98975897 134916.919783834 92998.1568242995 1672590 95180 1011000 782447.891702538 1120000 558270
