"date" "month" "week" "day" "year" "TotalFloodSpace" "TotalRelReducReq" "TotalMcNarySharedWater" "TotalBONSharedWater" "GCSupForVernitaBar" "BRLGSup" "BRRelForJBandLP" "DWLGSup" "DWFirmEngSup" "GCFirmEngSup" "TotalEnergySup" "UpstreamFloodEvacGC" "TotalFloodRelSharedWater" "GCMinFloodRelReq" "ARMinFloodRelReq" "ControlledFlow" "BRIn" "GCIn"
1982-01-10 1 24 10 1982 4258987.0685349 0 3167439.02014097 625811.246930812 456175.92140282 0 62195.396154916 0 NA 4577.10709625694 NA NA 215131.705676608 0 0 10000012637.7676 287361.981833976 461249.325156076
1982-01-17 1 25 17 1982 4353086.47611909 0 1887147.28964096 546229.596612496 278432.5970031 0 63357.379276408 0 NA 0 NA NA 9.31322574615479e-10 0 0 10000007164.3132 244679.063487161 479814.891326491
1982-01-24 1 26 24 1982 3016862.5469081 0 790440.977753275 542395.287337857 54575.6977799702 0 64576.628498931 0 NA 0 NA NA 9.31322574615479e-10 0 0 10000005350.5262 248984.782097785 471089.69777997
1982-01-31 1 27 31 1982 2790773.90417945 0 630531.471150818 538807.393120121 58254.0894771386 0 66036.490827984 0 NA 0 NA NA 0 0 0 10000004221.2564 256180.299793479 474768.089477138
1982-02-07 2 28 7 1982 4126054.42850961 0 2466056.14003909 2411706.06517637 462476.265782208 0 61684.730751206 0 NA 1376.17604478779 NA NA 735808.491795923 0 0 10000003091.9838 231360.841734271 586315.465079283
1982-02-14 2 29 14 1982 3401818.27391815 0 1288027.82618114 1227393.34150992 327085.958318862 0 64962.060685571 0 NA 0 NA NA 2.3283064365387e-10 0 0 1e+10 213205.738634144 369742.249714005
1982-02-21 2 30 21 1982 2603322.69784921 0 1125035.151661 1093994.151661 694992.82642791 0 64624.452028187 0 NA 0 NA NA 0 0 0 1e+10 411364.394924114 972150.551660993
1982-02-28 2 31 28 1982 2054013.97049737 0 1196536.26964319 1168618.26964319 0 0 32268.667001171 0 NA 0 NA NA 789709.24918039 0 0 1e+10 505186.735202235 1561369.65099637
1982-03-07 3 32 7 1982 2425042.01435783 0 804705.252127712 773578.108453928 0 0 37647.32880327 0 NA 0 NA NA 744913.926763687 0 0 1e+10 474284.395994061 1339421.58344436
1982-03-14 3 33 14 1982 3398264.34961857 0 599865.010416371 557689.547264659 0 0 30717.0990391279 0 NA 0 NA NA 557689.547264659 0 0 1e+10 407437.335516023 1822074.30847492
1982-03-21 3 34 21 1982 3440742.03210027 0 388549.05114416 341799.98607539 0 0 32329.676158133 0 NA 0 NA NA 341799.98607539 0 0 1e+10 431352.516336143 1887225.60240916
1982-03-28 3 35 28 1982 3330849.16303041 0 171788.596374809 125911.424886122 0 0 36298.478400407 0 NA 0 NA NA 125911.424886122 0 0 1e+10 406315.246095729 1761056.68629813
1982-04-04 4 36 4 1982 1795333.58466918 0 0 0 0 0 38900.657737923 0 NA 0 NA NA 0 0 0 1e+10 542481.508425365 1122743.3430633
1982-04-11 4 37 11 1982 1565842.76220913 0 0 0 0 0 47192.242190097 0 NA 0 NA NA 0 0 0 1e+10 486689.978445015 900012.856873738
