"date" "month" "week" "day" "year" "TotalFloodSpace" "TotalRelReducReq" "TotalMcNarySharedWater" "TotalBONSharedWater" "GCSupForVernitaBar" "BRLGSup" "BRRelForJBandLP" "DWLGSup" "DWFirmEngSup" "GCFirmEngSup" "TotalEnergySup" "UpstreamFloodEvacGC" "TotalFloodRelSharedWater" "GCMinFloodRelReq" "ARMinFloodRelReq" "ControlledFlow" "BRIn" "GCIn"
1981-07-26 7 52 26 1981 507104.709527405 0 278985 278985 0 0 81881.45658387 0 NA 0 NA NA 0 0 0 592581.580911092 -187921.466269969 1549133.69028307
1981-08-02 8 1 2 1981 1257541.75260614 0 287960 0 0 0 89280.542525109 0 NA 0 NA NA 0 0 0 10000065537.9178 -177862.62628274 1791678.91316682
1981-08-09 8 2 9 1981 1211258.06478749 0 143980 0 0 0 12178.6521928464 0 NA 0 NA NA 0 0 0 10000048282.4341 -99383.048153874 1418358.03327176
1981-08-16 8 3 16 1981 1214031.97745282 0 0 0 0 0 0 0 NA 0 NA NA 0 0 0 10000047704.2705 -91788.4361327924 950908.067777273
1981-08-23 8 4 23 1981 1214058.95004003 0 7308 0 0 0 0 0 NA 0 NA NA 9.31322574615479e-10 0 0 10000047209.091 -64599.5961811186 1020512.9844861
1981-08-30 8 5 30 1981 1120095.26729785 0 18387 0 0 0 0 0 NA 0 NA NA 0 0 0 10000042007.8849 -56162.4654962818 1000343.75895811
1981-09-06 9 6 6 1981 1427499.85116733 0 136106 0 0 0 0 0 NA 0 NA NA 0 0 0 10000036806.6366 1580.13582045272 1010719.96400503
1981-09-13 9 7 13 1981 1772770.67836712 0 253823 0 0 0 0 0 NA 0 NA NA 0 0 0 10000037447.2952 5818.26451308151 772002.925245221
1981-09-20 9 8 20 1981 2015793.55792572 0 291190.558368227 0 0 0 0 0 NA 0 NA NA 9.31322574615479e-10 0 0 10000038087.9538 22875.6844031702 371146.271885655
1981-09-27 9 9 27 1981 2123256.37100164 0 371981.265062805 0 0 0 0 0 NA 0 NA NA 0 0 0 10000038728.57 64327.2553314002 300506.688719969
1981-10-04 10 10 4 1981 2056095.06296018 0 275385.614072695 0 0 0 0 0 NA 0 NA NA 0 0 0 10000039369.2287 159395.08423988 411917.507933721
1981-10-11 10 11 11 1981 2069323.01457132 0 333942.560488768 0 0 0 0 0 NA 0 NA NA 0 0 0 10000040063.2084 113475.544752312 596289.135963005
1981-10-18 10 12 18 1981 1538381.26793625 0 217861.958878471 0 0 0 76728.871835494 0 NA 0 NA NA 9.31322574615479e-10 0 0 10000040757.1882 256941.662703356 629868.058689534
1981-10-25 10 13 25 1981 1650000.2242646 0 144285.702575598 0 0 0 62423.168696704 0 NA 0 NA NA 0 0 0 10000041451.2103 198069.408187222 423774.502030672
1981-11-01 11 14 1 1981 2031255.14771608 0 283855.134525348 922720.134525348 0 0 0 0 NA 0 NA NA 0 0 0 10000039078.4822 117016.065370234 292115.196457487
1981-11-08 11 15 8 1981 2624081.61365264 0 406605.793942451 942755.552153883 15873.3093141355 0 0 0 NA 0 NA NA 0 0 0 10000035951.3308 80536.3596465704 432387.309314135
1981-11-15 11 16 15 1981 2468321.15364422 0 41244.0848882888 196018.259722167 0 0 0 0 NA 0 NA NA 0 0 0 10000022396.8126 72169.1104906253 221518.147445895
1981-11-22 11 17 22 1981 2646603.7981532 0 209445.200841073 283166.446888907 0 0 18393.9500212413 0 NA 0 NA NA 0 0 0 10000020964.1858 220681.315398302 357034.263967406
1981-11-29 11 18 29 1981 2477632.64076301 0 205551.632277662 269188.319299461 0 0 76103.5693646501 0 NA 0 NA NA 0 0 0 10000019765.7795 391331.138636755 417621.319299461
1981-12-06 12 19 6 1981 3455156.41311965 0 558482.27277645 2163336.75905283 0 0 54904.577303325 0 NA 0 NA NA 0 0 0 10000019049.4661 199344.039904966 431186.759547045
1981-12-13 12 20 13 1981 3314642.29655593 0 290703.799984003 1881003.39845834 0 0 58871.524912107 0 NA 0 NA NA 0 0 0 10000014941.6873 174434.604838922 583058.398458337
1981-12-20 12 21 20 1981 2642507.28009528 0 138377.83403746 1614683.82134754 40779.2966893427 0 58987.329883227 0 NA 0 NA NA 0 0 0 10000013117.1628 283577.996190276 591452.150728507
1981-12-27 12 22 27 1981 2188098.01252448 0 339472.922979999 1589319.46412016 245273 0 47086.3961769841 0 NA 0 NA NA 0 0 0 10000012448.235 554329.562939 682173.612437839
1982-01-03 1 23 3 1982 3461204.84920213 0 3745264.89633594 316471.690037272 457263.775408501 0 51572.146667975 0 NA 73899.1350039726 NA NA 675882.427412817 0 0 10000012208.4472 414743.903068881 434882.079913412
1982-01-10 1 24 10 1982 4178317.10763243 0 2660539.56551205 549629.211859167 453078.120671355 0 62195.396154916 0 NA 11890.6311660746 NA NA 146283.372560207 0 0 10000007054.3127 286877.304042752 459092.982550864
1982-01-17 1 25 17 1982 3863506.30110235 0 1412493.33053037 546229.596612496 206542.972964196 0 63357.379276408 0 NA 0 NA NA 0 0 0 10000003734.5816 243947.300423698 476773.600403989
1982-01-24 1 26 24 1982 2797842.30024379 0 640135.878807719 542395.287337857 52190.1095876545 0 64576.628498931 0 NA 0 NA NA 0 0 0 10000001794.8519 248351.374062309 468704.109587655
1982-01-31 1 27 31 1982 2732743.52588935 0 627748.559119045 538807.39312012 55471.177445366 0 66036.490827984 0 NA 0 NA NA 0 0 0 10000000371.4084 255500.781434053 471985.177445366
1982-02-07 2 28 7 1982 4124301.22818856 0 2463675.64693359 2409325.57207088 459510.203031147 0 61684.730751206 0 NA 1569.82611455272 NA NA 734147.44092748 0 0 1e+10 185795.578770826 584348.778197774
1982-02-14 2 29 14 1982 3397189.4225916 0 1285153.06514476 1224617.65998018 326048.854702458 0 64962.060685571 0 NA 0 NA NA 0 0 0 1e+10 173842.285286971 368627.6190527
1982-02-21 2 30 21 1982 2601353.31390427 0 1123737.03576166 1092696.03576166 692026.763676847 0 64624.452028187 0 NA 0 NA NA 0 0 0 1e+10 326971.154656059 970852.435761656
1982-02-28 2 31 28 1982 2131309.05684937 0 1710060.17337679 1682142.17337679 230067.272470747 0 32268.667001171 0 NA 0 NA NA 813362.838919947 0 0 1e+10 439991.595387573 1560299.57337679
1982-03-07 3 32 7 1982 2793288.57538989 0 1955574.23564825 1927660.69219439 339826.085258389 0 37647.32880327 0 NA 0 NA NA 748765.156057089 0 0 1e+10 408094.617963512 1314350.79291101
1982-03-14 3 33 14 1982 3139844.8376596 0 1741865.41451935 1716451.55716635 182813.072074846 0 30717.099039128 0 NA 0 NA NA 739619.428869632 0 0 1e+10 351125.377685095 1453556.26842403
