"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "AMERI" "MINAD" "BOISE" "PAYHS" "OWYHE" "PELTO"
2004-02-15 2 29 15 2004 14396790.9414091 1317382.82732219 265638.54968387 626375 3585946.9107138 1638478.42957254 7567474.40702116 2096833 1094889.36251987 1173990 499048 1376533 200759.490878965 523713.306597022 99578.116535202 18395.476705162 525631.586946497 95180 678526.005704746 602674.334742829 376866.620658682 487010.43927766
2004-02-22 2 30 22 2004 14140461.1131255 748457 226262.544801904 582750 3534625.77248024 1603364.53223533 8035161.40702115 2091279 1094683 1050419 499048 1366140 205494.007121236 536833.81869356 104142.039774257 18728.583671456 563721.362432224 95180 702024.623266113 610000 377461.899884319 522461
2004-02-29 2 31 29 2004 13839916.0770982 713595.129305191 162520.365856797 539125 3462834.48597767 1580384 8363215.40702116 2085725 1083179 926849 499048 1355747 210146.564351897 549667.757873514 108675.892928564 19562.0727714539 603861.532004872 95180 722375.376788314 610000 377846.720420841 519270
2004-03-07 3 32 7 2004 13624243.6112829 669685.010924854 99741.0257015836 495500 3380354.45161499 1578293.26889329 8437989.40702116 2096634 1057047 838337 499048 1345353 211114.033561676 548347.080925601 110822.605581784 19673.5216723934 618456.179327104 95180 736389.286321117 610000 385087.130085222 497448.76521076
2004-03-14 3 33 14 2004 13521320 662687.756720515 70001.6024243926 413175 3323955.28777926 1585370.01195857 8469723.40702116 2107543 1030915 749825 499048 1334960 212066.969158996 550240.214682761 112969.921776506 20560.5656066504 650565.077418495 95180 780621.110319673 610000 400764.481268718 527325.204971978
2004-03-21 3 34 21 2004 13439452 672480.062944204 71577.603749895 330850 3315627.28894323 1589004.95712059 8495508.40702116 2118452 1004782 661312 499048 1324567 213834.218634666 569559.767702546 117615.494024257 24910.1133897832 708326.735467356 95180 890500.927019699 610000 416581.994792792 545595
2004-03-28 3 35 28 2004 13357584 697964.685325234 81079.2258991336 248525 3320394.66158342 1638825.18530686 8506199.76385212 2183243.98487311 978650 572800 499048 1314173 244678.107084863 716189.344004936 135205 30967.5953639083 763200.75835993 68726.032255981 961000 671029.835543246 429306.186353338 554370
2004-04-04 4 36 4 2004 13280801.8134663 756990.990178294 99936.5453395743 166200 3349745.96445069 1690098.14612639 8529202 2224998.98698635 998683 572800 499048 1303780 264624.612253388 783099.193579589 135205 35144.5919670032 850153.813834431 86074.33788668 976887.994734363 670186.904992186 433557.203086344 555345
2004-04-11 4 37 11 2004 13267808.2888217 899890.918794243 134378.153558327 191341 3453854.680687 1791923.81306368 8515522.81404231 2243411 1018716 572800 499048 1293387 287019.637027805 876972.704248605 135205 40343.4329149031 942617.66413607 88452.256538575 985945.592977182 676382.59985233 435180.049128237 556320
2004-04-18 4 38 18 2004 13324234.3323794 1252177.08391783 180536.70588156 216482 3623335.54857006 1934874.95888676 8488134.22106346 2102271.68794369 1050726.03318127 592932 660208.544675349 1282993 302377.54901776 918467.243255731 135205 44937.6352617368 1009695.1195583 93196.878275346 998761.281862111 685727.880853444 436357.256085356 557295
2004-04-25 4 39 25 2004 13335004.0854621 1576286.37509214 210032.737576136 241624 3693188.02123902 1997573.95537427 8460745.62808462 2123125.34443776 1063542 613064 967796.251970954 1272600 312477.235491071 949011.744006946 135205 49662.138228042 1080914.16245513 95180 1011000 697614.147312317 438053.29866076 558270
2004-05-02 5 40 2 2004 13452553.3441127 1891591.08366184 257666.849195403 266765 3799426.907838 2115916.3424498 7183732.75217939 2278376.17888069 1100514 717034.039770876 890478.698344778 1314040 333436.040744935 989131.328148036 135205 53327.7585329166 1121845.29266621 92157.205425404 995580.883319481 714898.683296094 437966.110511638 558270
2004-05-09 5 41 9 2004 13688463.9946242 2568507.32768336 335436.043775027 290866.367646852 3919114.52512652 2281096.5368282 7551826.77982576 2452605.78381106 963739.358547492 875036.430074954 1135349.46118809 1355480 456254.38672822 1140607.86476204 135205 55520.7023715685 1057373.75213147 36502.878446845 986144.516302813 731814.612527623 435115.705662972 558270
2004-05-16 5 42 16 2004 13906317.7715087 3263490.70132985 400855.639481871 317047 3998603.11988646 2372787.73697921 8341327.92670581 2606889.05447932 1095090.14348411 904668.675042299 1299280 1396920 509805.549833713 1253241.35982442 135205 58109.0877385351 1147134.18293707 47410.886910037 980006.252207314 740802.329954303 435071.971533622 558270
2004-05-23 5 43 23 2004 14227563.2835324 3929761.83489469 503372.235841201 342188 4088489.41293683 2468851.77081335 8395187.69325105 2755157.8980974 1211430 917994.048869689 1419640 1438360 550720.143667686 1310543.61208478 135205 59917.3952218504 1157195.73850097 29669.5961834798 975743.362548603 752998.596788285 433854.384996536 558270
2004-05-30 5 44 30 2004 14581904.8476885 4822635.8317983 605026.85082571 366322.473923613 4216996.4083909 2599965.98839126 9021439.66227208 2974787.35444315 1248402 1019217.43844904 1532761.4990968 1479800 602999.006937 1322195.10306965 135205 63012.5206575933 1296938.68877548 17822.3789719718 975528.491709172 765934.424266153 433972.624603804 558270
2004-06-06 6 45 6 2004 14905376.4031259 5410302.24397661 694807.321113161 391495.253962379 4423629.0869211 2731160.85463318 9078340.49039732 3201251.86113876 1311799.09716061 1117154.333382 1310140.00219486 1512500 577867.659843271 1267089.63244929 129570.025904325 60386.3313775467 1130560.62435079 95180 976937.382027729 780091.823064311 421226.962543076 558270
2004-06-13 6 46 13 2004 15448765.4788123 5590283.25206547 824890.603761294 417612 4739364.25015975 2840277.72661368 9069359 3345808.51978026 1327344 1220066.81775081 1239094 1545200 545970.193162544 1197148.10060529 122417.946161318 57053.0924252075 955067.988326687 95180 981596.314046929 791484.802220843 405000 558270
2004-06-20 6 47 20 2004 15905575.4631904 5788578.49964957 916383.203160962 442753 4990671.10753429 2912612.88419056 9088379 3421311.04317113 1366815 1234900.92808834 1389547 1577900 518190.450469401 1136235.49655311 116189.146333097 54150.1496505486 782977.103557428 95180 990451.175807155 769905.519306173 403547.424940013 556664.295967662
2004-06-27 6 48 27 2004 16542884.0148041 5995851.99255258 989896.339417571 467894 5217407.29604243 2972873.54220836 9107400 3468000 1420000 1206295.40981209 1540000 1610600 486298.480383422 1066306.01708495 109038.299041693 50817.4850843794 553144.117108789 95180 1000600.2368077 751694.519492915 400248.409723089 552726.619685773
