"date" "month" "week" "day" "year" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit" "Total_ORCEnergyContent"
1980-08-24 8 4 24 1980 22113.6692589367 NA 500349.300394215 1381256.26760579 0 904180 16281.1222924162
1980-08-31 8 5 31 1980 72322.3366676816 NA 396111.456065706 1485494.11193429 0 904180 60673.6783738696
1980-09-07 9 6 7 1980 246272.864441896 NA 782109.881354446 958573.750645554 0 988980 240621.115909798
1980-09-14 9 7 14 1980 349803.207478304 NA 712617.341428187 1028066.29057181 0 988980 320376.149309033
1980-09-21 9 8 21 1980 422770.185791802 NA 571364.701346985 1169318.93065301 0 988980 373011.152424964
1980-09-28 9 9 28 1980 614229.006508898 NA 756657.172929842 984026.459070158 0 988980 555847.161613854
1980-10-05 10 10 5 1980 769544.350427286 NA 703967.342430789 923581.777569211 0 1125720 464184.542319014
1980-10-12 10 11 12 1980 847582.259862575 NA 707712.296476406 919836.823523594 0 1125720 367436.690155081
1980-10-19 10 12 19 1980 869633.929592268 NA 749292.604895659 878256.515104341 0 1125720 370113.174990083
1980-10-26 10 13 26 1980 917643.389228795 NA 666627.048747809 960922.071252192 0 1125720 408120.972466811
1980-11-02 11 14 2 1980 910559.118285221 NA 660953.398717292 966595.721282708 0 1203100 381965.299361385
1980-11-09 11 15 9 1980 1341935.6996345 NA 243271.771102664 1719711.25289734 140071.981547785 1203100 269630.202097697
1980-11-16 11 16 16 1980 1612403.46427983 NA 438595.312783153 1524387.71121685 158559.239097154 1106640 550937.471897567
1980-11-23 11 17 23 1980 1619332.44736514 NA 681180.029695962 1281802.99430404 56015.961161792 1106640 350648.56205877
1980-11-30 11 18 30 1980 1754863.9439749 NA 792260.199768557 1170722.82423144 102161.393613804 998520 513958.436728859
1980-12-07 12 19 7 1980 2143378.30538205 NA 178043.895274062 2108464.13672594 507941.41876623 998520 746129.561798599
1980-12-14 12 20 14 1980 2200608.25497443 NA 220651.05241138 2065856.97958862 407541.200183783 998520 694045.151623477
1980-12-21 12 21 21 1980 2434285.22538044 NA 330403.251681171 1956104.78031883 202559.016225019 998520 494874.106040992
1980-12-28 12 22 28 1980 2770409.39632891 NA 619691.469093901 1666816.5629061 275625.181654331 998520 725827.584240567
1981-01-04 1 23 4 1981 4838282.71145225 NA 305621.811078737 1970962.14092126 3627364.97189216 1010180 4596345.53759629
1981-01-11 1 24 11 1981 4877326.82816852 NA 742799.927644249 1533784.02435575 2541868.39606012 1010180 3935234.9396609
1981-01-18 1 25 18 1981 4357196.53903498 NA 266840.538771052 2009743.41322895 1329674.31535346 1010180 2276569.90610028
1981-01-25 1 26 25 1981 3450790.15486417 NA 349691.691371827 1926892.26062817 229267.274498304 1010180 813181.291504373
1981-02-01 2 27 1 1981 3596545.69851976 NA 175690.125105752 2100893.82689425 169110.153218689 1022900 677177.663866664
1981-02-08 2 28 8 1981 3862795.30929182 NA 508918.978627339 1608879.69337266 475750.07641189 1092860 1144867.60331571
1981-02-15 2 29 15 1981 3507385.97175534 NA 895162.05722183 1222636.61477817 47110.7116525319 1022900 559470.704496678
1981-02-22 2 30 22 1981 3908428.93297416 NA 457603.305307475 1660195.36669252 212390.360371232 1022900 903787.980021083
1981-03-01 3 31 1 1981 5165431.10082907 NA 86255.030985089 2031543.64101491 1009480.48266536 1022900 1877574.51314989
1981-03-08 3 32 8 1981 4396885.46359044 NA 315121.385358613 1546636.02264139 593910.102110895 1092860 1249948.06622447
1981-03-15 3 33 15 1981 3793599.28434034 NA 95318.7649036166 1766438.64309638 103254.142918271 1092860 611363.329159385
1981-03-22 3 34 22 1981 3706120.19208549 NA 139969.648812016 1721787.75918798 73666.6295613223 1115120 769757.813826607
1981-03-29 3 35 29 1981 3534006.42307621 NA 76173.6784851742 1785583.72951483 49465.5846962143 1115120 656664.832272293
1981-04-05 4 36 5 1981 3786428.19654733 NA 84469.1459867284 1632396.69401327 750.798196827266 1190380 470826.93029611
1981-04-12 4 37 12 1981 3835245.10564683 NA 36241.2139243111 1680624.62607569 537.56689367716 1190380 234009.951743546
1981-04-19 4 38 19 1981 4189505.4696506 NA 476826.156337776 1420657.93966222 0 1190380 20627.4883507116
1981-04-26 4 39 26 1981 5331691.52491922 NA 408989.805967221 1488494.29003278 0 1190380 454444.605454641
1981-05-03 5 40 3 1981 7248894.38030482 NA 0 3563042.55918008 2579887.65376495 0 3204600.41704135
1981-05-10 5 41 10 1981 7477168.26390542 NA 0 3300823.42782834 3179888.01095337 49911.9001716562 3830680.94369348
1981-05-17 5 42 17 1981 5387249.91738432 NA 0 3598686.80836723 827718.446121632 0 1377921.29276969
1981-05-24 5 43 24 1981 4642437.93666791 NA 0 2211950.6098767 0 1138784.7181233 664354.700345102
1981-05-31 5 44 31 1981 6030314.02612841 NA 0 2204692.45299381 0 1146042.87500619 792092.189795463
1981-06-07 6 45 7 1981 7765993.03783234 NA 0 3118374.47852433 0 31387.8734756676 547025.182650959
1981-06-14 6 46 14 1981 18568269.6703935 NA 0 3573022.95271163 205970.03102519 0 594869.870580452
1981-06-21 6 47 21 1981 23288869.5420091 NA 0 3681750.63942094 3216.76673790059 0 390171.809647714
1981-06-28 6 48 28 1981 5007314.00981916 NA 0 3422721.08466523 0 0 0
1981-07-05 7 49 5 1981 9409910.66024122 NA 0 3042963.96971704 209926.791293053 0 209926.791293053
1981-07-12 7 50 12 1981 7706058.51523888 NA 0 3255816.59538085 0 0 0
1981-07-19 7 51 19 1981 3570831.12056474 NA 0 3027268.61154609 338692.143287967 0 338692.143287967
1981-07-26 7 52 26 1981 3954532.11392304 NA 0 2838665.13879943 0 114499.42120057 0
1981-08-02 8 1 2 1981 5665924.73546884 NA 0 3127713.34806864 0 0 0
1981-08-09 8 2 9 1981 3942864.8360326 NA 0 2666623.35912903 0 160843.344870969 0
1981-08-16 8 3 16 1981 1160493.80213494 NA 27423.1501417169 1895863.55385828 0 904180 0
1981-08-23 8 4 23 1981 1680118.03170921 NA 8392.08468971006 1873213.48331029 0 904180 16300.0472611534
1981-08-30 8 5 30 1981 2740844.51170911 NA 0 1906068.77282259 0 879716.795177412 60766.7773818013
1981-09-06 9 6 6 1981 1804448.89625689 NA 60888.0384889536 1679795.59351105 116528.114659386 988980 318968.175148596
1981-09-13 9 7 13 1981 1971105.42807697 NA 362426.485389734 1378257.14661027 120487.701872195 988980 511036.297108286
1981-09-20 9 8 20 1981 1997524.59657891 NA 782865.84272349 957817.78927651 108608.86396175 988980 563108.557782173
1981-09-27 9 9 27 1981 1932589.69461032 NA 928555.174737007 812128.457262993 114840.089669262 988980 578247.289849545
1981-10-04 10 10 4 1981 1829427.491831 NA 706955.97718153 920593.14281847 113132.008648105 1125720 498004.809469628
1981-10-11 10 11 11 1981 1892710.11365133 NA 652039.389411511 975509.730588489 158560.326946081 1125720 541457.037561217
1981-10-18 10 12 18 1981 1779093.51914277 NA 371054.165141077 1256494.95485892 150792.927262015 1125720 438460.903002284
1981-10-25 10 13 25 1981 1780652.62861086 NA 585405.919315394 1042143.20068461 66171.7252684986 1125720 344933.596427409
1981-11-01 11 14 1 1981 1919949.16848053 NA 765035.957985523 862513.162014478 104648.092601939 1203100 475234.257281926
1981-11-08 11 15 8 1981 2101458.38653199 NA 57465.8255635966 1905517.1984364 44929.1717225689 1203100 212464.311310746
1981-11-15 11 16 15 1981 2201756.12962636 NA 895144.108515506 1067838.91548449 21176.6611083608 1106640 222755.693828952
1981-11-22 11 17 22 1981 2251179.563908 NA 799445.398355678 1163537.62564432 134087.22882916 1106640 516999.361196221
1981-11-29 11 18 29 1981 2199427.05019003 NA 634612.239919268 1328370.78408073 154873.117053352 998520 494888.70589872
1981-12-06 12 19 6 1981 2567304.36393243 NA 488641.332362777 1797866.69963722 352678.607029555 998520 628564.512815026
