"date" "month" "week" "day" "year" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit" "Total_ORCEnergyContent"
1951-11-11 11 15 11 1951 797169.222907404 NA 405945.173093179 1557037.85090682 0 1203100 119550.837391434
1951-11-18 11 16 18 1951 895096.970212619 NA 959522.122828029 1003460.90117197 0 1106640 205562.981180691
1951-11-25 11 17 25 1951 653783.278351878 NA 998054.898357251 964928.125642749 0 1106640 168324.954846162
1951-12-02 12 18 2 1951 558490.888320853 NA 1042338.26309639 920644.760903614 0 998520 163466.173946162
1951-12-09 12 19 9 1951 1019421.95983535 NA 320666.919359843 1965841.11264016 269136.058986925 998520 507140.676061185
1951-12-16 12 20 16 1951 1093195.35634146 NA 330290.293477115 1956217.73852288 216946.246848779 998520 456121.235937229
1951-12-23 12 21 23 1951 1247967.9936116 NA 933362.703309671 1353145.32869033 0 998520 257821.082519245
1951-12-30 12 22 30 1951 966170.646407507 NA 1130853.75257741 1155654.27942259 0 998520 243618.100625858
1952-01-06 1 23 6 1952 1408102.31380224 NA 898284.647649606 1378299.30435039 428099.367491025 1010180 1283123.96456533
1952-01-13 1 24 13 1952 738736.443950347 NA 1355226.33414713 921357.617852866 0 1010180 266679.65813039
1952-01-20 1 25 20 1952 1094518.70797215 NA 731609.707548853 1544974.24445115 0 1010180 241918.613774977
1952-01-27 1 26 27 1952 1314764.88163099 NA 715079.48084936 1561504.47115064 0 1010180 237899.698268484
1952-02-03 2 27 3 1952 1443094.047051 NA 751536.848842907 1525047.10315709 0 1022900 231924.978628633
1952-02-10 2 28 10 1952 1074679.56372253 NA 216222.575353987 1901576.09664601 51789.1985932495 1092860 341889.453593032
1952-02-17 2 29 17 1952 815612.524611647 NA 1249793.49311524 868005.178884764 0 1022900 281436.616281368
1952-02-24 2 30 24 1952 829420.149315433 NA 1245394.66575271 872404.006247292 0 1022900 392584.161929332
1952-03-02 3 31 2 1952 782130.586442582 NA 1073761.21117549 1044037.46082451 944.243653544017 1022900 351421.251918197
1952-03-09 3 32 9 1952 216230.030574476 NA 894952.687620842 966804.720379158 0 1092860 201203.186716434
1952-03-16 3 33 16 1952 247003.249505453 NA 825019.825620492 1036737.58237951 0 1092860 234820.225942486
1952-03-23 3 34 23 1952 912530.882577972 NA 712533.413085561 1149223.99491444 53919.068188719 1115120 670650.993857794
1952-03-30 3 35 30 1952 1262463.44096548 NA 0 2058088.37020373 175976.50756872 918789.037796265 1018908.44880862
1952-04-06 4 36 6 1952 1262375.87818032 NA 0 1739153.90072707 7535.44969294911 1168091.93927293 450680.262188052
1952-04-13 4 37 13 1952 1601020.8214199 NA 254373.614999108 1462492.22500089 0 1190380 276824.252153422
1952-04-20 4 38 20 1952 2346013.76102509 NA 0 1947312.87397699 0 1140551.22202301 328251.359962037
1952-04-27 4 39 27 1952 3631490.0270254 NA 0 1964838.73080322 0 1123025.36519677 379207.592068149
1952-05-04 5 40 4 1952 5678558.812139 NA 0 3146277.09319995 2658607.72955446 204458.234800049 2975267.58702935
1952-05-11 5 41 11 1952 5767480.93372421 NA 0 2926800.07110489 2793010.07931559 423935.256895111 3218585.04937889
1952-05-18 5 42 18 1952 4545056.83949369 NA 0 2835540.65431416 1542720.52877285 515194.673685843 2150551.98282785
1952-05-25 5 43 25 1952 3467078.86764098 NA 0 2502004.40534901 0 848730.922650986 700356.184614633
1952-06-01 6 44 1 1952 4789781.59987751 NA 159868.095607007 1940067.23239299 0 1250800 803139.927645242
1952-06-08 6 45 8 1952 6405480.77069928 NA 0 2757088.09315334 0 392674.258846665 596886.680541038
1952-06-15 6 46 15 1952 15831337.4451707 NA 0 3211061.68349183 187722.300405641 0 848021.605511979
1952-06-22 6 47 22 1952 3023030.48588895 NA 0 2706620.84744316 886772.333652549 443141.504556837 1211854.94951252
1952-06-29 6 48 29 1952 2555210.62885296 NA 0 2529493.25906914 0 620269.092930861 0
1952-07-06 7 49 6 1952 3285326.61629794 NA 0 3026143.69096938 525429.365964594 0 525429.365964594
1952-07-13 7 50 13 1952 4415910.62367186 NA 0 3197596.94009646 0 0 0
1952-07-20 7 51 20 1952 4389408.4906623 NA 0 3523361.75799569 170307.23793568 0 170307.23793568
1952-07-27 7 52 27 1952 4315633.23436443 NA 0 2582198.09955096 0 370966.460449044 0
1952-08-03 8 1 3 1952 9429620.44139973 NA 0 2657040.94261146 0 170425.761388537 0
