"Weeks_final" "Months" "Days" "Years" "ALBEN" "AMERI" "ARROW" "BONFE" "BONNE" "BOUND" "BOXCA" "BROWN" "CABIN" "CHELA" "CHIEF" "COLFA" "CORRA" "DALLE" "DUNCA" "DWORS" "FLAPO" "FLASF" "GCOUL" "HCANY" "ICEHA" "IPARK" "JDAYY" "JLAKE" "LIBBY" "LGOOS" "LGRAN" "LMONU" "LUCKY" "MCNAR" "MICAA" "MILNE" "MINAD" "NOXON" "OWYHE" "OXBOW" "PALIS" "PAYHS" "PELTO" "PRIRA" "REVEL" "RIRDM" "RISLA" "ROCKY" "THOMF" "WANAP" "WELLS" "SNKHE" "HFORK" "LIMEP"
15 11 12 2006 152049.700693353 98114.2116204181 128028.082180712 70139.8386446312 1350208.89615083 155265.597322217 150567.094191406 349520.517847209 105118.873760138 2666.91037372447 568054.406651903 21789.1884952916 127137.132576911 1292746.37873593 10245.5580490289 18306.7593907118 27926.2377533365 5323.9161075423 506512.959247692 355620.53044113 472889.418746957 5329.52585428187 1182544.43726337 3404.08974011131 61484.6419411398 510826.771778168 514779.674103761 512699.998301283 8344.05739723715 1147108.63843631 54629.1638703681 115986.916017502 100425.336560949 112489.524335772 652.587980743664 349520.517847209 22065.4788001238 16244.9255697452 64601.5712708984 665460.269231561 81414.7924570501 1062.44172108066 636933.614252088 612147.941385319 117759.307221178 637869.370290162 593120.263540318 32167.8191699827 22973.6390401866 439156.402575644
16 11 19 2006 149007.30445833 101450.250688819 119309.948120896 68223.761925186 1270088.20260426 149602.847967945 146652.041905735 386630.730613525 106442.207928223 2996.35389944648 543216.462093076 22033.4294893927 122211.828232607 1220179.04076467 8850.14041622196 35001.1920969234 28363.8554482679 6022.52486611937 494666.799447141 397671.730220223 567655.750825379 5603.81459743708 1119625.1649547 3375.53763278578 58694.9052360944 606299.421947801 608344.678592931 616935.52483474 8516.15252363964 1120595.38696382 52825.6985381028 115679.622370683 101369.797194916 114594.084883873 670.6831982284 386630.730613525 26802.8385106117 16790.7418232683 69439.2713462927 599452.151902704 79414.7696805053 1305.29155009992 587367.667866323 568139.9156304 120572.353032792 576137.835906851 563424.320188716 38245.6499229126 23914.7822251779 485470.638704558
17 11 26 2006 141654.931912482 96874.5574471938 118586.88289588 58557.2157329266 1214006.10760535 143419.980245079 139847.643285529 336222.138698359 96645.1876122731 2557.36569867203 493511.593084118 18850.2364747076 107770.052471402 1160195.35211025 9908.42915593641 18596.9373215403 24273.7838921514 4942.78405551618 445509.664211386 343912.895880065 482148.347897093 4724.52604105233 1063581.70402167 3136.1946659928 55882.6332179589 504947.319925848 501266.5325123 516545.987878035 6513.21551675005 1028571.32436252 52809.8321587842 113441.273698739 99749.4659816631 104109.874380713 504.986052665247 336222.138698359 22856.3069063328 12394.2211665545 50043.2098140909 565893.301580277 81059.6597209031 870.174522764744 545375.372588852 525439.182244921 109072.930541494 542008.737763356 513946.713775843 33294.3795995921 20516.945242073 423253.411713083
18 12 3 2006 138201.512939148 81643.6632647828 109575.219122711 58689.4623885706 1170374.4585341 143104.446088254 140974.724123421 290008.180061284 113732.817303861 3439.30867435931 440262.69547545 20988.1928059187 100377.990947035 1107005.1633991 9245.25149437928 21811.0530644561 28211.5804059026 6106.90419762416 397103.46144243 299027.617624824 423074.380225391 4792.65138792157 1046621.70232506 3624.53655749325 51645.1838826667 451970.075233531 456155.598730318 459789.285475019 6613.74890681172 1035187.63578295 47232.7773139351 94821.0335313265 83637.6375528477 121800.891868977 832.675519470625 290008.180061284 21837.9225245002 12975.6212131552 48847.9768576964 503803.693875619 75631.2228478393 606.417568834821 484224.804339938 473478.24114942 129280.610182777 475940.911185641 459926.946310741 30938.1018834597 20306.5652719088 366103.248412549
19 12 10 2006 203867.332427269 85847.9975549618 130943.131356385 83750.3330605391 1971798.01354194 214433.04108311 215462.612398835 406561.32482777 194118.997268484 5346.84881340203 669780.909325938 33850.4251336216 146231.596768595 1874730.45530773 11846.5500693021 55063.9840436952 55103.636791123 11491.0898887044 618479.925162169 424497.646136689 722155.257851375 5137.47238398714 1752030.61304202 4326.36649964942 56752.3005983433 741487.204334637 754475.626158472 788386.654060498 7085.11105327917 1823199.6846117 41615.377860831 109066.871345633 94296.2453279131 201929.392056 3351.14375876638 406561.32482777 23995.2480592 14304.4792948096 92002.2201315067 711545.639082844 70040.1480096051 457.68979344602 675302.643630582 688056.677721354 211036.384855859 638784.004322308 692360.942602956 33965.0537925527 21298.3676566852 471890.07993124
20 12 17 2006 184339.818955078 93210.5229006711 107719.680221989 62935.0876324059 2572292.84138049 195463.805985284 195403.849057456 768896.799978866 168815.995698346 3881.88271750007 545752.042167886 21332.8303117522 107600.330539946 2458593.6944403 7968.55322113584 93534.9541819115 34474.4318657565 7889.59365365169 486515.527271026 794288.24838651 963814.417735439 5114.99394605224 2178563.43308989 4275.71823624884 48690.0502549376 1086187.40543503 1139085.46070153 1082539.99928833 28176.1349021025 2098949.70485259 41050.8352265295 137987.015397747 110186.814361968 177767.301352718 5933.24221134792 768896.799978866 23345.099586988 47058.528300636 215281.317691812 667341.850581422 69140.1710274016 569.593875141101 591276.401605797 593675.566468256 185198.538494491 578550.462527839 572685.350142672 33704.0613730729 22218.552071995 790081.695978871
21 12 24 2006 166706.439084634 71970.3071381181 105062.245196318 56338.4050654174 2560727.32357465 178769.980169858 177435.221547953 423644.77466336 146562.756635396 3666.32591098002 476232.700182167 19365.6894897749 95155.3793158509 2364144.28283983 7098.85951160091 45201.4830232872 29814.9578688296 6822.42155994846 424493.626472291 466076.745291523 1010744.00368364 5093.37273634937 2224671.85787176 4229.17911796454 46343.027705321 952923.084915911 907655.107328946 1040593.44844474 9201.60683713556 2040617.47814899 40634.6057518444 76485.6065771509 71995.3744386173 154227.754371727 1950.14761012949 423644.77466336 22863.9945158085 21488.0165715861 102612.814261293 559803.976226247 68542.574047668 651.977099108717 513520.265730293 516324.79418741 158227.135123549 499826.075013185 499117.637099725 31967.0243551019 20751.5663630079 574218.858220867
22 12 31 2006 155338.689836313 69820.5813907819 102006.171243163 54895.6078098221 1914225.44989497 165377.967748664 164845.793798869 325884.627091712 138674.39346388 3902.8666218055 436578.49679177 18639.4373323743 92113.2620915539 1712629.43690419 6453.79589765842 42649.2185287089 28527.2528328952 6476.12563920289 394496.71612468 347418.80595124 676293.603937341 5071.18752655128 1619648.6655404 4172.39802916391 45091.294449769 667535.253612556 664664.532749328 724307.873940629 7664.79365074888 1555001.03684142 40212.5849702572 71186.2399625561 68656.8309478106 145696.536596605 1702.2550451434 325884.627091712 22600.6863900843 19970.8627981289 71142.0952709243 497883.992783392 67908.07754712 663.701826447612 462046.989714265 466002.172735756 151064.759208783 445297.496457405 455608.722032337 31587.6407759094 20502.4650837087 406932.671718098
23 1 7 2007 202651.49786176 108042.369332747 103544.678596969 56562.7100745398 1499295.27422459 206580.993657614 209689.989544302 314377.129795301 160213.347616386 6236.23052067307 619301.338765089 24061.2955257376 114525.067950431 1386897.59299577 7459.78971979047 36183.5258901038 34782.2947230352 9076.39056939051 562637.468075464 334531.235509792 504778.044285359 6977.6609675491 1302904.65552682 7954.44574929714 45054.979818183 532777.889035734 531025.83277281 531382.805688821 11868.7556192397 1241130.35289632 41235.4260528647 123210.764065363 119990.247278688 152612.786073177 10333.4191986279 314377.129795301 41044.0211139618 19899.2415103421 52512.7410193434 614702.984703639 66883.8937703014 892.345089277421 601025.241297719 627527.702197385 142963.954324399 591250.478704536 647624.301451351 44965.4017908067 34940.2435524644 413150.704610223
24 1 14 2007 207605.140600878 114545.565202696 104716.335141823 57524.258803547 1975341.32831068 209644.908304154 214077.92095593 370784.246872074 172989.291564173 9496.57327545617 625229.07181848 23582.4461485616 115599.237201498 1734869.74659897 7269.46784359346 62098.7339834487 36419.3579411744 9114.48839441631 580128.869709314 391942.314570691 687485.661797071 6948.61363475757 1629964.54624846 7867.4718256491 44640.0632866733 713200.892827805 727353.24620478 744539.716645124 18059.3878877159 1582796.15042488 40810.7737296823 143602.972316316 132402.606966749 164444.572312101 14038.4683803977 370784.246872074 40661.1001716834 25620.4612629781 85001.8172199199 631160.55668092 66015.9131667417 591.842578413328 607738.733930121 623713.050440693 154806.84509519 591108.709412399 652184.591294422 44602.7658614268 34701.5940047716 469601.267474677
25 1 21 2007 244126.98712569 123712.859198411 121291.442997894 71149.5222564318 2814660.32425546 245488.411467546 251513.276851251 568919.254556207 192860.950465044 9636.57461489414 954759.387637115 24135.9001477003 149822.992885083 2606034.82029403 9599.79425041017 118932.693342898 35557.3614164109 9117.87529443538 898794.637498587 591914.845088228 1058318.69201546 6919.70019444817 2412028.70609401 7795.79862249453 48006.1693243008 1045240.07466552 1055354.96711708 1127375.3439622 23947.8941065783 2257476.71790209 40572.5085437871 183516.984438953 156065.887271262 172387.653767868 33934.6343222273 568919.254556207 40201.3540462772 26530.1116115696 144170.463151638 923260.164886992 65403.3444700251 377.485096189762 883682.948056111 924223.89127655 154975.444266211 846000.229884614 992883.223661745 44145.733396284 34374.1728694813 660668.733826178
26 1 28 2007 239584.138043974 105630.109651948 100040.5411411 59354.9561442542 2663788.60904206 244295.701486204 248081.043425125 412886.112226688 172340.625633734 7534.30491517708 873589.903887517 21706.7278454376 118035.213699358 2469064.47372509 6185.14533251173 69932.2546195426 30708.8129846533 8169.10040605216 777826.753562393 446277.231722028 885314.192957913 6890.82164008581 2328665.04213347 7720.26203702858 41989.9207763926 855497.483965276 834293.604172653 915281.82776884 15384.6724288561 2099988.57862563 40014.9715634776 127360.142902254 120806.54781007 152464.281701826 15456.620718175 412886.112226688 39772.3142696546 21608.1379667571 90097.1055570026 933836.262529186 64313.2604962965 43.0410152231506 877642.555235327 904847.395896945 133764.666429163 874806.704418528 920733.530894471 43577.9781743048 33992.3242917893 558554.764096433
27 2 4 2007 199768.362203392 99113.1699516175 92074.4423402748 54612.8873810945 1869392.13082319 209372.192859818 207311.995477264 340412.941944722 148903.827811913 5714.65585682841 656695.582099428 20619.3152921345 104986.540940769 1721287.0330087 7015.47492654216 62921.9852026566 29052.1338847 7791.12998092135 592717.634148358 359239.84414378 661443.756077042 6851.83546093898 1588279.95785402 7376.69674927008 42165.1959948917 638616.569108207 635677.290317161 690235.213459162 14632.502936438 1444479.83782621 38672.8314601749 110581.906409288 109341.505508141 145747.818731858 12783.138823729 340412.941944722 38058.6893316364 21102.4106460155 85493.1465996117 704344.652507859 58749.1242082432 3.10635981956403 693069.30613491 684523.654945227 135146.162404179 691007.828110406 681360.227414947 42462.5591247254 33987.028309336 432254.262919567
28 2 11 2007 174536.314819357 95895.1802443812 84881.8449155498 53234.8434602199 1598035.46807952 186846.159706136 181374.203975963 331705.767441518 136331.188206294 4240.55289798907 572446.110726389 19704.5896475327 97947.7639407268 1483996.74543985 6464.94957543927 56218.6137086729 27837.3006658074 7439.7917002775 517622.414729435 348710.654239227 626544.455841995 6815.56813609188 1360362.65386623 7089.44976562317 42247.1831058783 597075.78566101 596214.170205545 653995.582699069 15629.4566830708 1249485.93664901 37487.2846557809 103906.0127763 104003.17512945 141307.432326403 13224.3646343873 331705.767441518 36681.0015381726 21851.2073608076 84253.8998526807 631094.696252882 54340.3430564298 9.262885367738 632921.520751838 604019.484302975 135779.722442419 633454.936829464 586523.170990657 41573.312083967 33824.6276676831 415554.22060854
29 2 18 2007 175191.385968402 110820.415085694 83344.0472585242 52473.9326496067 1796647.82958618 186603.163365809 181726.831335648 469918.623257535 140593.923628111 3910.13829377865 585213.556296669 18937.2290725032 95924.477222134 1720187.10840667 5830.73273645818 85186.109071292 26974.7338621105 7048.61572244557 534999.474170106 489211.882359948 857765.730077963 6787.07499800646 1588785.87576827 7005.5993167313 41117.866083918 833839.858080614 839559.262524803 904216.858634505 22135.7014987303 1486645.8061323 37119.0400701075 140621.215896829 128407.661733366 146036.581269198 20946.6211686744 469918.623257535 36465.9692760622 28479.2122553464 94801.6456749644 622989.881497368 53569.033627225 389.312477280259 629341.530264206 604357.971045614 142206.3339117 623700.275255092 594895.288610536 41638.6218806935 33567.5181153587 550548.006710932
30 2 25 2007 158923.163741068 108987.988699108 81799.9551832931 49619.4882209307 1747835.29878882 170164.224682835 165121.997353509 402245.38574212 128030.734912862 3585.3853367555 527640.253010029 18169.3468931766 91181.8914469365 1642895.87572811 5300.87389341047 44193.1250619571 26015.8511807465 6666.348648265 474852.30012972 422856.18686928 725995.45202253 6758.6937214129 1516671.67529963 6888.78298561904 39923.4895531556 693788.893733367 684185.054725937 749129.819767345 18479.9592796281 1339472.66119548 36765.8221179043 134180.434961826 123892.367989677 134114.605127162 16378.215795785 402245.38574212 36338.2475753323 22590.5755221449 77155.7911040797 588774.887303893 52812.6754086906 696.845173246746 585516.467375262 558269.064835988 130897.505021433 588156.881452844 540634.301800103 41884.8186665732 33440.4594720252 492064.439229261
31 3 4 2007 175804.350625442 82886.7080096495 91566.4540006369 83023.8271688156 1708730.86380244 181242.708194923 179874.535852007 381476.29432336 158233.427636646 8406.62642299271 675970.087868437 22240.1171373566 140281.551599839 1611657.1984491 4132.02134569648 169289.731667765 35693.1500387582 6500.7902628929 708098.504054216 406208.074894081 948764.899238584 6101.67165378067 1528589.26555923 6435.67137809239 41793.5976019371 988597.334245935 1026110.28906387 1069081.76065845 21576.9580970147 1547446.89234275 38968.9259524128 99626.7233654765 92507.0156322852 147444.378066376 21064.6453253046 381476.29432336 31310.6472653332 21897.6267893616 85829.6481909124 665675.203038673 56058.4576067369 335.720877183777 620396.114396303 613342.459476462 145237.011704662 598784.161587253 660900.218368808 35554.3808124172 28974.3036029271 475937.868440665
32 3 11 2007 246191.104282562 66818.1099898898 93326.5592327541 73802.4979705468 3010755.32797055 268011.986318981 257358.580614184 365197.651532107 157406.723496504 8546.4038789857 1149202.00258213 21143.0413500468 149453.689201682 2887810.77315112 2977.51421918152 101605.978152526 28308.8615805077 5799.24545950515 1095340.53025816 395915.096973477 1251286.75585763 5593.5482010239 2769047.27975797 6109.5209634959 36486.4982246061 1176658.58534921 1127988.6039952 1322623.88534649 20577.0680295323 2536624.46001082 40510.362955377 78969.0798339945 73454.1737928048 130236.068683126 21999.4273485713 365197.651532107 27413.2832110113 17502.7678116666 74107.6351294171 1219220.27663639 58191.3576889756 93.6423574696065 1154684.25349128 1143986.89603876 108148.81027137 1167414.29149191 1154262.36152079 30880.1644327912 25712.2475509628 483514.810168021
33 3 18 2007 195211.908432551 81041.9295930678 106798.666497532 55983.9278779066 2606054.35104814 210551.520417877 203132.575613093 359471.476819473 128379.334292126 10215.8127586638 826180.762297965 23266.9497891748 121785.87248205 2406221.19866637 6478.92028472693 97898.877813899 34062.9252953405 6735.59168370859 803754.350712077 384748.643113041 963467.64043088 5536.18339211749 2259481.12804236 6045.99972751169 39801.7837388611 940075.514504982 928914.186417432 1044265.36035574 24953.3059682669 2019955.21213562 40541.2229491997 98676.5824887641 85255.9525606051 118729.77718773 22399.5434850532 359471.476819473 27956.880312819 22204.8184756722 71027.1055004883 932792.125889027 57648.4752417534 266.966462227315 870235.995731381 850408.242629747 110608.455721742 892487.529403009 850030.204891686 32907.8863352236 26611.0250860804 452439.198899728
34 3 25 2007 249790.619060745 159304.806503676 153863.313414229 93537.2211464811 2546450.99262386 265200.46751344 258313.173475532 576892.543567593 170511.870017432 14270.0468218408 1070657.0994257 36108.4828858314 201977.7507206 2413707.62846262 16242.5612923146 139862.190480963 53250.8328241896 11258.6758802198 1072539.4794864 612114.735910137 1159025.48434845 5582.47708997789 2309334.77890671 6044.74222197066 57055.0310369047 1220803.34031596 1235869.09338492 1280448.08940674 63439.4599414169 2230509.60337824 42410.0486862163 188717.767596307 158350.086151716 156602.29636535 32376.0954715767 576892.543567593 46055.5234571859 39823.4345313797 87709.295845951 1086888.0396013 60062.5842243572 1844.8412542344 1084904.66847438 1068680.19735547 146478.04067028 1081431.36745923 1097010.6690915 60613.0573542089 41710.196599735 672830.992304505
