"Week" "Month" "Day" "Year" "ALBEN" "ARROW" "BONFE" "BONNE" "BOUND" "BROWN" "CABIN" "CHIEF" "COLFA" "CORRA" "DALLE" "DUNCA" "DWORS" "FLAPO" "FLASF" "GCOUL" "HCANY" "ICEHA" "JDAYY" "LIBBY" "LGOOS" "LGRAN" "LMONU" "MCNAR" "MICAA" "NOXON" "OXBOW" "PALIS" "PRIRA" "REVEL" "RISLA" "ROCKY" "WANAP" "WELLS" "LUCKY" "AMERI" "MINAD" "THOMF" "CHELA" "BOXCA" "JLAKE" "IPARK" "RIRDM" "PAYHS" "MILNE" "OWYHE" "PELTO" "BoiseSys" "Minidoka" "Owyhee" "UpSnake" "Payette" "SNKHE" "HFORK" "LIMEP"
1 8 6 2006 394.617723158861 72.3796127595412 15.9867345070422 5174.11521696308 10.0664647076754 314967.454710925 0 217.419959411516 0 2735.2794314593 4080.10386987092 0 0 1383.10151693802 0 108061.346017176 2769.17999720853 2581.78950405665 37208.8835884178 167.661047849319 100.281468846202 26914.5307726503 2940.70204161231 78050.0061488362 29.652721502004 0 0 7426.3606688762 2395.6292715237 0 3233.02571251699 2496.78118358722 889.669544570069 10392.5826702091 558.919054502372 177378.645719921 33224.0463605887 31182.2292183021 85.7895893165453 0 0 0 2944.62784911303 577.051407437352 56604.6398669986 4194.33077122443 10501.9167538344 43025.3338983759 214498.528084202 22868.3419770782 116639.377699341 17719.7602471011 11588.9476935985 52094.9481760944 12478.7346641136
2 8 13 2006 200.053821497727 181.076187141918 65.499027365612 8584.70709955166 10.0664647076754 269585.207813582 0 641.35821218384 0 1659.61086616466 6446.49568893198 0 0 3175.63633836977 0 114063.649622365 1759.9069369864 3378.59998782215 30623.0906211027 800.283379385561 14.7877932874196 36561.3464580694 2285.76122175574 71941.6446794569 0 0 0 6091.07246294429 1501.36266309441 0 1405.50547975449 2452.36903733926 379.695256302821 8793.81032681832 255.695873348669 173872.259464868 28053.6483754296 44396.7572689724 418.547236528081 0 0 0 2273.22720152927 206.422615463859 38462.3702745384 2956.93392971675 13543.7987290663 47367.8523298633 148871.336062015 21107.415071757 109669.817628902 22095.2110032636 5298.27296233589 61177.3960751588 18685.5764086481
3 8 20 2006 140.688243419866 74.6844517063957 61.5944947095236 4567.84926112982 10.0664647076754 219206.169660468 0 140.550766256626 0 1238.2378158229 2618.47768549291 0 0 5300.71789590455 0 89736.4397992288 1975.50484580882 1117.68969586712 20215.5143239208 412.531184746344 14.7877932874196 22150.3088962119 2122.93899446097 44145.7345370251 0 0 0 3557.69112510748 2169.81221474821 0 2391.18113450602 1876.97261282841 962.188109343332 9022.00372750374 1096.91342531613 96844.6516670965 9480.58306792313 21597.5174881183 10.3057645863797 0 0 0 796.392338075092 602.687181391721 18619.6914159533 3536.89357472233 10426.2330910484 30808.7970179956 108892.221184608 10355.9755648463 71091.7292424773 16038.4069216663 3969.45710912569 22579.8576535686 8471.03695020269
4 8 27 2006 140.750693241683 73.4007395547356 31.6232821732 8441.10492608201 10.0664647076754 200358.529651313 0 513.219289241656 0 707.401957527205 3059.56241068574 0 0 4389.3238595842 0 78838.1802159772 184.309944658066 2161.03757235116 21910.2711177259 124.978002275649 97.6349980693272 17078.7218655969 3164.2363899819 52096.7685236713 0 0 0 2909.43449344216 2021.25599524079 0 2728.11566770904 2467.74458896845 591.573243253873 7365.78066207611 912.573713206211 52285.0390405205 8785.52267685646 25522.4067895664 383.644146191555 0 0 0 847.779414428339 1078.42010580016 17265.1352598632 4450.51857983515 6403.30748536922 33868.8149136751 112933.0622232 11786.9873442496 32804.2380715996 10520.8316049937 2985.81520761341 17342.7651757358 10019.4446684839
5 9 3 2006 112.61685265207 75.7904221294113 0 2821.43567679915 7.61482194961193 199782.990622351 0 92.8308334498228 0 994.580377051262 5100.46624730562 0 0 1666.40256002077 0 69882.7726253853 400.224194089862 1255.09481289274 20743.1362623918 141.763353206838 10.8099731569757 24210.72934381 3502.5116768371 49934.9315002985 0 130.863553994062 0 6585.64047855227 1957.71411888861 0 1958.66581209316 1287.6150629886 668.923966023061 8934.94448937305 703.78908482455 39925.7498782834 12784.6768431747 19025.6931094906 382.865574522118 0 0 0 599.748419527622 498.781359779672 17994.964695318 2505.16986476479 3661.82817598291 42684.6008495391 90001.4533779173 17591.5426679297 24743.8254667274 22030.8414337485 2620.94497113045 13160.7278599531 15932.3550123442
6 9 10 2006 112.61685265207 74.901802848558 0 5082.52049326463 7.61482194961193 151833.065978184 0 438.874412967168 0 1180.9004768383 6586.59375997786 0 0 457.093775504288 0 70382.7162818503 1257.41632721248 297.225571812012 8465.42281741825 0 10.8099731569757 20231.1729002404 1636.32454073177 32202.2246923573 275.067312721982 0 0 3723.830929815 1850.90135508496 0 2285.92088984417 1346.69971827075 325.281060958885 6731.61362939989 14.0263283004344 44824.506219721 12139.1468806743 30473.00124168 134.778292975029 0 0 0 1491.22731476323 588.532779830931 15036.0864132369 2478.51593086595 6326.51430713304 34693.1377478004 66079.9832237632 10442.5371056606 31900.4805711558 13383.2132417218 1641.04384610798 12774.2091172205 6374.38402839707
7 9 17 2006 112.61685265207 54.190392937025 64.4341627054569 2962.52201182939 7.61482194961193 142345.132109463 0 175.992370029575 0 1093.13521579009 1085.30015145505 0 0 1728.38624053389 0 40573.5355106045 669.836021264066 1022.00163909036 7552.52981719585 0 10.8099731569757 15224.3563812499 1334.45054633556 28441.5271681354 0 0 0 7728.85350056948 1711.15383897997 0 1818.31203925152 2624.21610414734 706.754190141976 5532.14739477436 498.07318227382 63932.7024764975 12125.207633699 26497.8489407872 5.9109262648067 0 0 0 1479.84189325714 1450.11946924985 9456.12766153261 3989.95967600415 7548.45888239588 20148.0161035633 72510.8777441724 3746.54478311136 52362.0871192759 11635.412953626 1126.5453789158 11923.9118715629 6391.21117418857
8 9 24 2006 373.51951593049 20.5724565234161 57.1082207160616 1584.1211879982 7.61482194961193 81091.7238340663 0 388.978147697454 0 1346.46438767495 3379.38245562659 0 0 2162.98679133348 0 25004.23632703 2674.69514195826 948.944688735039 11300.9930073002 140.209882197545 10.8099731569757 12521.3910783993 1789.03084204415 33899.0794562791 0 0 0 4331.49004247354 1566.10784156744 0 933.921422794345 550.752138377567 422.134922424241 6257.37470810337 865.029270097822 39094.4100500652 3683.28802746229 18081.7198988511 369.680785190376 0 0 0 936.208643064412 803.007229573972 4552.28201801364 2365.19030917762 5979.17847492606 5642.98919172719 44601.5279527092 1484.60393907224 31812.776365606 4118.55861382973 394.146207077308 7823.69612044637 4496.93712937799
9 10 1 2006 67.6854509924011 65.4421278226939 26.4188154900133 3324.68074913774 3.46924973569725 127500.356164441 0 176.807749737934 0 1411.38474232526 5795.71210264633 0 0 2572.47213944663 0 34470.7036256255 3113.22189661586 847.902679963022 14146.7307302815 134.583518683156 4.23513418713859 16545.327174275 2712.31929122949 44967.5774563323 0 113.301328008193 0 2651.14419397401 1277.34968874878 0 1038.31818977263 782.621094601602 530.583545188292 4217.66304287289 673.434326900914 31704.5370753594 7723.55138944406 15155.3837542697 52.4779645726703 0 0 0 273.626964873647 1139.21832330536 13754.5572894347 3166.98004852656 12095.9147450782 14811.8488454725 54669.7780954461 9910.54596232088 23861.10083952 7883.07728448088 549.535819221801 7567.52738149132 12231.8344658253
10 10 8 2006 115.069764488277 163.540451532019 0 7571.33509320127 3.46924973569725 102482.240883695 0 14.0852912995483 0 938.468745754528 1633.7540406166 0 0 2209.92640746807 0 31507.5338505047 516.035668143796 1147.20545619868 7207.66927261009 172.118530261898 4.23513418713859 11320.8396384075 1644.3303123331 29353.5435776961 0 0 0 2280.84734752276 807.795507336036 0 1106.49937240286 971.501082966582 254.822188090954 3648.03864092077 1043.56983389828 25877.205007831 9485.8398473792 13598.8432537638 0 0 0 0 457.463271205029 371.143769102431 15901.3664814533 3094.00662440717 6333.05648409517 15263.0853102402 51543.8032173119 6426.84832746737 19621.6330753931 11414.0328651864 915.1081501318 5797.92705351112 5890.53712713682
