"Weeks_final" "Months" "Days" "Years" "ALBEN" "AMERI" "ARROW" "BONFE" "BONNE" "BOUND" "BOXCA" "BROWN" "CABIN" "CHELA" "CHIEF" "COLFA" "CORRA" "DALLE" "DUNCA" "DWORS" "FLAPO" "FLASF" "GCOUL" "HCANY" "ICEHA" "IPARK" "JDAYY" "JLAKE" "LIBBY" "LGOOS" "LGRAN" "LMONU" "LUCKY" "MCNAR" "MICAA" "MILNE" "MINAD" "NOXON" "OWYHE" "OXBOW" "PALIS" "PAYHS" "PELTO" "PRIRA" "REVEL" "RIRDM" "RISLA" "ROCKY" "THOMF" "WANAP" "WELLS" "SNKHE" "HFORK" "LIMEP"
11 10 15 2006 145117.996181108 87337.9296766262 208195.687761281 73592.5912218924 1143084.99484449 150980.388088544 150142.744596036 434518.163712495 117155.688918807 3423.08363431104 495594.141684771 17697.5049735831 110316.212756168 1137472.13084694 17595.7390367553 8448.88972249999 25613.072727926 5315.41362626011 434022.280573009 444378.894561162 524075.356043832 3990.96744566217 1053734.52295487 3096.15989018434 73851.1923241237 555258.613394651 554303.052110101 556668.533521048 5974.96615802874 1015979.86487808 111516.069341078 115850.04418156 101608.91737526 115297.475886983 2514.39021082608 434518.163712495 27706.977417394 10854.5641660207 69292.1829928429 521288.59137372 154943.267125701 1096.75816064961 513924.506573103 508153.398784159 115755.475925657 504222.929550568 508209.604543909 37664.6905779303 20938.5373584306 519289.941185281
12 10 22 2006 137229.159071385 85346.0096296842 127384.097186054 59806.4303475477 1166487.46265746 142902.66684824 142022.383912137 414126.635662535 110479.632386135 3278.04202654735 416188.381373327 13934.5789432554 84353.8233422585 1153172.80445916 10069.2880823449 8150.78290313226 21922.7919267599 4614.17069457099 356452.435127781 422534.947543518 493501.766310874 3942.49806624761 1062679.32014601 2965.40430679536 58987.556913536 525001.827363399 525396.182150742 525011.272723745 5741.28129781934 988741.552392796 90984.2020058839 113460.454744321 99381.2090869516 108688.949388382 2395.52634819436 414126.635662535 26906.2449956656 10519.4313640097 64111.1927986367 474428.865353773 122785.026326981 900.768702441105 453689.708713021 443908.023515364 109095.421669503 453658.139025873 432063.932432416 36605.8353809761 20472.808918312 492445.72871762
13 10 29 2006 132738.302407305 83523.6337083055 113833.264471413 56868.8860616692 1010959.91033201 138120.627914448 137332.012381058 400020.012961642 107189.848459198 3174.90492958525 372628.869266001 12921.5981561578 78501.289536772 998614.409242621 8755.60403406932 7912.01336326389 20717.5318296913 3938.21813796333 323715.432849118 408054.578691932 475566.450578658 3917.65129314435 920447.893231857 2902.60456010364 56197.62506488 505877.921933547 506277.596029284 505909.198434193 5512.61657757431 867087.444897677 85870.7140467323 110946.70413899 97147.4879895299 105503.911542444 2283.76525775879 400020.012961642 26387.227823922 10224.1548361241 57331.6131938045 408004.538614478 113349.678194527 654.167598435535 397351.649064176 391198.420200053 105965.186313105 392754.132211964 385673.862163983 35867.6630680964 20169.727125816 475000.362860494
14 11 5 2006 144081.391108404 100358.776612632 223687.452443735 75423.8353807711 973393.436644368 144435.156595183 148576.439196132 346670.952043298 135765.487197894 8465.54899328889 469924.616614645 39067.8228515825 130472.098134605 942085.186630126 18579.3060999353 19572.7126788556 52710.1284106394 7640.65896179354 432710.651548891 349417.404721686 443944.450235622 5895.84299964645 879066.556597913 7167.45155458454 71471.6874499532 487594.886469702 495927.968624518 480619.782697297 7813.37332990199 878877.59870143 106298.954408678 114664.515256295 104051.260427067 140240.957138004 970.650572851539 346670.952043298 39257.1249197981 16643.0091496167 75446.772995873 497688.733419392 122572.760595777 643.286493769557 499521.565493583 488262.485280552 180184.534527372 481659.259865995 493140.500382823 53518.4655697977 27398.7696729907 427583.397375252
15 11 12 2006 179607.405006996 109975.446845275 262844.636607351 94640.8199155767 1328439.59662851 182850.321960147 187065.653787251 423982.194930224 157842.697662861 11370.613837079 670779.503781414 44377.8095175475 166192.167928952 1282442.0370054 21491.4899812931 34204.5409694728 64246.7866703137 11275.8855430298 608022.516950024 424841.356845966 554139.24285982 6182.91114528167 1209034.47221315 5639.99781055558 79590.6415825086 600678.78606519 610163.734146667 598979.705776445 12526.1431894007 1232196.70502028 110530.871847449 129149.829455135 114374.003727896 160488.466602001 589.367033465774 423982.194930224 37613.9577902684 25734.3228022274 101391.1465833 748822.209511073 121827.176211196 835.859329817528 733501.393578917 706698.054364127 214230.382482744 719279.964057095 700550.547032606 53255.8639452476 28409.2669312768 501020.762497586
16 11 19 2006 168167.133516059 98503.3791966509 181841.477208486 74705.1609082564 1518774.19349164 172026.330787483 175601.219828315 414139.677617779 142171.128898437 8193.57346713038 642715.46628012 29681.3027967011 130863.141666699 1443866.65414466 15427.5781851919 17154.8473590528 45286.010542171 7714.82459332472 557488.166062141 423949.49337675 585058.612467508 4833.85005738408 1359826.24626838 4411.78206318387 64476.7811894454 613028.4121506 606147.869965906 619192.298485375 7983.15897746991 1301805.34450308 100803.858636731 115433.377927747 103932.575590737 143630.348777159 476.328858448459 414139.677617779 31194.7472299729 15373.4050044877 60385.0267863816 741418.086477477 109269.229520599 525.873922850157 706277.825183651 676674.302034654 187938.906546865 705918.940897161 656228.737439183 44532.7828780228 24070.0851835549 512383.599984775
17 11 26 2006 159505.712082968 82896.7518705483 213978.444878624 89650.7274760201 1247485.67997179 161520.651789368 165908.945624912 315739.161302605 139178.169216439 8470.54908967764 614148.752957276 30170.5273337524 156765.815494942 1180823.88807396 14767.2522489705 18849.7132779867 48977.0640497383 7145.09056299191 556400.7424313 320741.970094822 469004.999936859 4215.82311165013 1117485.31652082 4034.08024262082 73700.572888512 491446.75389416 490045.537309936 498925.426913754 7805.94719727563 1092047.24471699 103775.399217182 94680.1103040874 86472.677140362 141807.369711184 342.525598256882 315739.161302605 27602.1091402939 13775.8808290824 53752.1299295946 672513.200865319 113281.578360659 359.856942981235 661525.668255261 639838.536330878 188161.043109575 646930.761479363 638791.105727612 38872.8259565894 20934.6033061892 395438.097951161
18 12 3 2006 134073.640928556 76283.5346919778 129024.593469713 57677.5376020611 1201204.59900213 139674.304432943 139299.101293985 297753.836029976 131659.531424189 5666.42796264778 490787.732338065 21446.5189588321 98948.4934973332 1158479.45950842 8432.90079109647 10970.4949745905 32995.3458405763 5418.92419752969 433556.432172625 299978.215248533 411029.767195778 4318.87272254713 1089188.75102482 4282.00132252287 50020.6214443027 437020.432957476 435982.785883519 435461.204083829 5951.18149297019 1008963.08974426 77671.8641798085 87587.479482906 77180.7724919904 139789.782495736 222.26998776962 297753.836029976 25099.3358625948 11582.5437041908 43237.0968902447 573922.686316953 83900.6790590411 259.482567206064 540931.020238171 521217.81170047 167828.881853254 543997.667730014 503327.50090073 35891.9271456103 20089.276170101 359086.463165759
19 12 10 2006 131279.804973208 77609.5560468742 101603.702222427 59215.7982496361 1032866.23019312 139816.560588384 135478.185170062 335098.052710444 152588.149607824 5476.23019500322 447500.417314228 23521.0297309308 96394.157997263 1048793.83792649 7737.15429517719 13575.3134311948 31921.1377847827 4763.19232305019 411842.389900367 332554.291704713 422271.147184624 4551.53118489359 975157.205190586 4648.2914491453 46980.7829303633 464212.397885001 469546.598673028 450691.142178981 7208.6914281742 915849.681105977 59019.6686425947 90702.4487685025 75277.0630037906 166835.643656379 182.019204074491 335098.052710444 24300.7391207131 13961.2974753472 71397.1877202344 489644.269622982 65612.3627642433 278.888505098028 476033.245348764 469131.254509303 180090.203147007 468642.548065267 465003.884772373 36249.6929058644 19960.1779187303 371741.285750263
20 12 17 2006 129165.612446967 76881.267325484 100273.629583287 57046.2369668161 1000961.20620946 137624.621197288 133326.436028435 322878.666294801 150122.550015141 5342.45223442098 442328.368134837 22640.4365289825 94606.6442504224 1022106.86590121 7597.88329324183 12481.7718313789 30747.2212235688 4471.06778806484 407138.702149472 322854.925105188 432380.403916327 4531.57781093553 956843.509146231 4609.75805918593 44979.1605606744 467470.097639932 467156.833970358 456850.042346287 6636.52745004992 900834.221584928 58010.0566620068 89837.140908797 74668.2517549379 164006.109039751 153.471024018335 322878.666294801 24141.7146531821 12795.8167099746 54951.9087172303 476028.975799885 64419.2237445331 350.200914609305 467259.592925034 461476.87727653 176779.827786026 457455.065551103 459492.004117531 35976.9021065915 19756.6231717979 367081.770603375
21 12 24 2006 126537.418227081 76037.6395987057 108104.616446445 56746.5951114317 1031723.1754544 134655.716518395 130553.283087013 309836.871110225 147580.869651094 8339.02950515963 450063.872022969 22058.2200072389 98090.1140534588 1018183.2824602 8790.27472065041 19529.4628623031 29972.2387930265 4280.52986484284 418468.378078161 309355.350831413 425991.890229802 4511.86319931722 948290.60220084 4570.11911978478 44348.9848242124 457602.914736137 461127.402756014 454199.279318582 6482.50154853462 912847.092107415 57465.4440679037 88247.3486288724 73553.1371392831 160867.012307502 140.88609629746 309836.871110225 23962.3825184361 12389.6765871414 62844.1577842609 488655.281285611 63846.6371500649 330.907668542542 480348.866230272 469293.356867773 173417.734462722 466960.176426155 467802.977875902 35701.2686014372 19560.603246275 351333.824181141
22 12 31 2006 125158.749040436 75914.3730920062 108793.8267668 56796.9165887561 1335321.72809106 133092.491368294 129098.858064991 305817.346389165 145663.843990451 10805.377466843 463669.223251266 22823.3130586672 100542.653228846 1276785.11607222 8934.77197446487 34008.5778153742 30087.1335039573 4271.79722798614 428173.97006073 306174.228195823 488875.214302068 4492.40661559946 1172527.14093541 4519.57455647215 44491.2773788003 508635.539409296 512739.154843234 523744.618254921 6928.29848329371 1109713.27073281 56930.9326322458 88370.4730579047 73308.4994064272 158440.212597549 135.531233475081 305817.346389165 23806.8086719715 12817.5330887218 86141.0305880744 549879.571320386 63481.562050385 258.15277911122 519448.466624049 495809.79040073 170907.395499665 509336.759785583 487333.635721352 35529.6901657627 19367.3634100307 348556.603659855
23 1 7 2007 200568.957457049 116222.427937524 120165.807642939 65085.2453082179 1775813.51891251 215229.552513789 203881.889258692 264317.116981218 168055.428188825 13775.0821583084 615960.912890982 25473.4587318695 142789.784075113 1664095.5191257 10038.4777563771 55698.8234697921 36555.8290492976 5883.86131140975 561763.689520313 279253.410897595 518204.306618297 6605.52396981526 1548081.44478647 9282.58588515467 47915.949300274 504789.381918443 498944.107725015 538707.420405559 9586.87055542477 1447889.22254572 44714.9459290468 135680.606176352 127413.751448912 158043.304086861 99.3686457762941 264317.116981218 44527.0440160254 13411.31696233 68036.2227268588 727183.652086997 56590.3413709767 218.459353514804 670118.569398374 660306.583707782 145495.476790373 670314.571501411 649495.327960897 51851.1105060057 35418.0541630537 337089.914186361
24 1 14 2007 185359.207187637 114683.288065712 114662.367628766 57025.3607932659 1460009.03237956 199518.446991495 188589.367661329 257120.980149257 154022.176997142 10429.8466727026 515228.262523779 22688.5556900593 121243.301405478 1346509.55235745 9058.76387340669 29626.155155557 31863.4127685407 4790.53053636321 468812.538632388 271130.391376309 421967.466154717 6578.07890280853 1250560.03051849 9183.79855104384 44541.5687032873 430886.991841511 430480.558661319 442954.803979345 9063.79079531206 1153182.18899364 44109.5219501538 133576.513744074 125578.876560533 146124.692717449 100.449512100997 257120.980149257 44226.8161087087 13097.204781629 55031.2809503499 595042.615794425 55904.5952297705 62.2634414457383 561564.661253451 554725.69773971 135050.216590886 564533.721145225 543039.588584969 51482.6863035431 35092.9155155311 325319.815102763
25 1 21 2007 180054.981228065 116538.465811655 109209.598004313 55934.3985198336 1279142.81619826 193608.914572953 183117.505530897 252092.735130367 150904.038869851 9749.647412355 506367.577798738 21085.2725030548 118477.665980737 1193279.94314718 7989.74851498268 25835.052852991 30083.8420872251 4544.982019587 459676.839788703 265463.677016992 401026.483937907 6545.7882912041 1118971.07325994 9106.86634939403 43358.9664287057 414451.930747389 414682.509239911 421999.290121161 9309.37843123959 1066594.04795933 43690.2074192347 135620.945277027 126973.828177003 143413.348987904 90.873927994912 252092.735130367 44491.8647002027 13076.3724728422 52327.3216714201 568272.532404112 55454.2002050765 440.066912824139 545797.189906648 541116.374583971 132316.276345115 545402.134761825 532196.375560013 52280.8123484352 35243.7802143092 318058.143337178
26 1 28 2007 172700.890835689 115290.776029507 99748.2288713857 53026.0981049714 1222853.28020664 185874.679995436 175686.182258731 258430.830531075 145725.884885012 9079.21154476497 461337.273557312 20292.49122489 107754.969554605 1136712.23585572 4907.1078338666 24011.9856895831 28929.9563453664 4461.73390857025 420226.991804081 271672.247825878 391253.377553802 6510.08731615655 1060541.34026858 9036.50008731735 41104.2305374466 408933.346268623 410866.601506613 413060.54329566 9236.39208595035 1003522.83485933 43131.610507729 136933.241609531 127216.418034923 138644.454075171 100.091983289579 258430.830531075 43777.1466291489 12975.3845159299 60455.637369815 516278.705075586 54721.0374809054 717.098832308139 496614.055034501 491469.809993528 128053.053301911 496672.726585823 483555.251848606 51153.5975082111 34600.8248923277 320460.168600095
27 2 4 2007 161578.028798719 107594.832131433 91889.279681931 52373.678847813 1308391.76173025 172290.082308647 166985.953265217 244884.243726402 142993.667064369 9296.80784465578 482872.636936349 18950.2359000842 100056.631753539 1218814.5726781 4611.14955511126 23010.6530379265 27698.2987318218 4351.73401709206 441018.64854776 260309.371266166 409449.324874088 6558.98476266333 1141502.63531055 8586.87643643936 40917.3279439016 416076.258094921 413925.250368554 437002.302498443 7561.46406103421 1058028.11141891 39898.7506279659 117649.44568098 114527.545575666 137253.312382356 304.136819483783 244884.243726402 44095.9779322846 11286.8564701709 58794.1202930695 523179.825310363 53137.6042443873 580.821693122232 527239.785618352 516417.769296851 137701.718511453 527032.533161699 507898.050595153 51089.9076184873 33784.6580337736 305884.972374034
28 2 11 2007 151598.389094237 101981.759633964 87264.8557583989 52026.943784282 1210600.96259212 160484.162212633 158705.534329939 232811.098167685 139145.685830744 8795.20811488248 483498.942773135 17836.3746542145 96515.5587252508 1151984.68960406 7206.5014314881 16618.3869459327 26694.5247789613 4255.70188650487 441862.390276154 248063.311012464 359716.468154816 6588.56441291067 1096775.78156065 8243.46841355473 41118.5272488258 379241.576522041 377184.158823665 386796.798091967 6863.89623236994 998687.463943338 37458.9698798126 102125.372698645 104298.567770327 134573.119393916 469.171000158783 232811.098167685 44339.5868122929 9982.79274246802 35197.5263578329 513178.395983816 51896.9971480656 426.015009755417 535476.238828021 521422.222931431 143125.731286069 537294.994058311 510499.198103668 51179.092163909 33202.2003365731 286379.61924513
29 2 18 2007 146921.220649126 102255.610541941 85924.6998098628 50038.9075918564 1155404.59141416 155519.795876823 153790.380922496 247994.097910718 135263.041730251 8073.90373908486 464956.83168189 17159.757567852 92520.2514952646 1108257.64310228 4767.3755311741 14071.5578300734 25506.8372528766 4104.17313326075 425339.728229025 264853.928681065 371197.06500294 6561.30457968697 1059264.91242475 8183.61868703912 39333.1617288599 395650.644918997 393925.791918578 400688.53856912 6888.12411680523 981169.737825718 37079.4645016033 106288.019501689 106671.163878467 130937.418687293 549.101230231754 247994.097910718 44029.6986553164 9971.68245730985 37510.7477054354 489031.593535631 51350.0447220874 429.332240807783 510624.211137149 498462.130262071 139173.621613075 511904.243017154 488938.643790591 50849.8228836154 32905.6444406868 301419.495108209
30 2 25 2007 141694.179499852 103105.510638769 85635.6920239125 48995.583083769 1137387.28388644 149949.599119943 148305.911172682 279962.900720697 130946.486809078 7496.11941676849 451134.250989355 16496.9848769139 90028.3389301683 1093433.07073705 4101.39064693894 13880.6713335081 24259.9985736131 3938.13976995703 413544.991363975 297133.880792252 382203.391746139 6534.08416538535 1043113.26743764 8120.6813592098 38554.9246299205 412900.190222732 414983.06855399 416013.917570533 9068.1255854609 964522.437067677 36804.4485840276 113296.157241375 110499.282463978 126876.920539727 764.16548837631 279962.900720697 43803.7909759636 11137.4306663456 49923.7548357246 471262.101244446 50894.5052890019 430.467402359646 493858.348928983 482825.599209938 134963.876350056 494244.17251655 475150.532458065 50582.7597060879 32615.2178680303 323951.517017253
31 3 4 2007 212951.608710315 117650.39338512 106049.392041719 103875.817671512 1861868.58909777 211885.833798044 213584.572816817 732074.973552034 198891.988307793 20903.0682190876 711713.924264562 17596.3756049456 156790.01197218 1810488.42495272 5555.41859957683 177491.300215903 38510.7541617367 5174.96801142393 706248.134641669 766724.752464238 1016628.16538457 5904.58325106563 1691992.71456691 5892.55481677432 40311.6473422167 1140064.04543919 1203757.75773493 1147712.03574193 46794.1312556067 1781946.31012413 39981.0006719799 156625.539462197 133487.738115839 183066.269797367 12445.931801187 732074.973552034 35064.6481783017 38352.6487003733 169815.346313403 717362.205996703 54461.529877049 828.068521225647 750248.947721973 721396.503370765 182281.937893734 694031.378954037 733375.780158577 43628.6135281419 34093.0851472832 797287.857739479
32 3 11 2007 318217.067715336 90242.4300074133 177969.555585382 165827.444910752 3241347.34371311 322068.60826579 318041.03134096 627800.156647863 263645.674611885 36738.53735358 1188328.56789763 40126.3105195019 253541.196802541 3230929.24200595 10734.3330948861 148750.656666043 67458.6416254845 10762.0565844752 1123309.14837523 681059.309679347 1342057.66428564 5876.84251036657 3083109.10983112 4215.01431256857 54263.775326001 1348661.18797547 1335399.88669696 1407440.3142395 63567.2912152249 2943436.81968111 46684.6042087805 100173.756509123 96923.2143678407 235724.614501115 10266.0169945007 627800.156647863 27033.0633822932 59580.9863025396 123324.766766248 1374383.35378868 63428.4721382807 1690.75880210613 1416150.48859108 1347973.02548951 214144.341415172 1326286.31227134 1282372.31455966 34151.7040215272 29427.6999380394 860660.019112901
33 3 18 2007 351565.692030025 101704.791624511 182931.161334984 192139.122990141 3308877.33006609 361035.256975637 352767.077585902 573395.064578951 261015.853830016 44782.244822349 1259943.55227714 111642.926194409 275042.252514866 3232104.87914639 14136.5177435236 167435.591484132 118532.733307654 38212.5885122938 1179757.27903408 617373.658264578 1130698.79216384 11339.0894682681 3085757.55844469 15565.9307979838 59131.3127797342 1160322.49834232 1172855.28375523 1197267.59818764 79599.9588210868 2915844.9173999 46886.8561118055 101359.740657735 101144.522652862 230979.687558799 8543.98735212377 573395.064578951 61941.0349165221 88196.9408108048 101689.518682474 1479938.72299828 63883.5977389048 2780.82602292264 1518446.58930126 1421979.45573082 209338.223741214 1434337.54743385 1336541.00725584 64083.4110658546 42735.5534775445 784664.80426111
34 3 25 2007 717577.467497899 216267.826219736 235148.524798735 259391.658780595 3725745.55121136 730761.193435321 719778.105362861 770798.629294505 554660.652312964 36346.6439887651 1908231.19880124 126763.236005676 418871.434298292 3761583.80170234 14437.6590472993 176528.931016471 198779.516743373 49714.6248283141 1824872.0211287 817224.808943612 1551805.33859579 10101.4935128977 3702649.92100148 14788.7357204466 70414.1654453161 1611438.33547258 1614137.72844992 1653863.68208016 71808.3102532621 3684920.62225615 50556.1992149669 225667.234520768 225683.267733447 504705.792794711 9703.9195390207 770798.629294505 87364.2023876866 93948.3635393534 82008.3179907063 1955990.90495267 71245.1028100617 2699.58086616048 2071885.02270221 2010169.38438606 441857.846432574 1920314.49699522 1997450.57882366 109386.341304107 46748.3923068587 1093875.89275912
