"Weeks_final" "Months" "Days" "Years" "ALBEN" "AMERI" "ARROW" "BONFE" "BONNE" "BOUND" "BOXCA" "BROWN" "CABIN" "CHELA" "CHIEF" "COLFA" "CORRA" "DALLE" "DUNCA" "DWORS" "FLAPO" "FLASF" "GCOUL" "HCANY" "ICEHA" "IPARK" "JDAYY" "JLAKE" "LIBBY" "LGOOS" "LGRAN" "LMONU" "LUCKY" "MCNAR" "MICAA" "MILNE" "MINAD" "NOXON" "OWYHE" "OXBOW" "PALIS" "PAYHS" "PELTO" "PRIRA" "REVEL" "RIRDM" "RISLA" "ROCKY" "THOMF" "WANAP" "WELLS" "SNKHE" "HFORK" "LIMEP"
11 10 15 1950 114378.928314633 98626.6497812445 194952.007777922 60622.9971927821 993351.498829 117913.972375824 118911.625267492 410166.219431153 99972.4334627999 3935.69915653361 433367.414697343 19887.795024553 117304.071966567 983396.718307772 25226.5626994469 11111.1853458261 15466.8165662297 2917.90265670395 402493.917426912 419477.65135878 503483.928975022 4345.78950203406 888832.357849571 3277.29832844297 60902.5124607958 522426.742439641 522546.264976973 530907.659184492 5417.88473877305 879727.177336658 74562.4875352647 122131.620428569 102120.239946388 99615.8512199609 4386.4244964691 410166.219431153 30579.5295746995 8678.41766712291 91782.2260070523 461950.419740349 107123.059625157 1414.76929931576 461555.563844752 459072.901356513 112556.610345278 442158.748717378 469451.251891181 41636.9548153637 19102.300681547 499604.1743773
12 10 22 1950 120775.952444759 95144.7713027007 166668.554938315 53965.2360525455 1161148.56247378 126257.285502437 126354.718063495 419037.125197749 100438.050497601 3387.08115100992 483272.367194168 15031.7687407082 107516.99065136 1153172.29222513 21477.212605601 7847.15457300283 12817.9022928965 2472.35780041772 428586.458253726 427802.476335822 488237.67521902 3861.38055724949 1064565.6501277 2877.70510371504 53656.2920345099 510139.980718105 507404.483471065 512608.136515233 5053.34396509997 1043372.34260168 68074.8087622717 124887.404301693 102338.490835575 98983.5253168304 4108.11465477427 419037.125197749 26136.738313199 7658.41037498916 54607.3269415851 576503.601041643 97673.4603766873 693.74079311171 548330.56948563 535694.574851145 109782.531776642 545195.419613126 521720.887738669 36162.7861379041 17412.6559296055 499894.83720548
13 10 29 1950 110250.41749267 86688.7615209705 154017.398544073 54510.0211820647 1043534.50572011 114076.749067154 114879.23837556 380749.105560442 95123.3578578331 3220.68881034528 421858.87639488 16567.7494497645 101593.072988625 1019568.39805328 19043.0748671613 6909.9768703221 13273.3197008159 2335.40466749405 381535.171044458 389087.192652765 446328.40177897 3761.13277694269 934156.722833856 2730.21753111939 53361.9596957093 465207.662098696 462759.97156394 467750.84836251 4922.14965362329 900816.100691033 66298.9093727661 110749.782798152 91725.3414790227 94240.6627478492 3924.08426542991 380749.105560442 24870.7060401611 7450.88874301732 48930.820600065 479980.227206634 94635.5713227714 571.571498150854 463252.918550163 455747.204382729 105585.928102255 455859.607259162 451990.019208165 33956.0582268576 16789.2646929979 458281.382673357
14 11 5 1950 119455.100895281 76684.7268883431 121394.227606641 51181.0774929027 975812.277466225 130102.86207731 126504.64484171 320179.852771453 98741.4396598027 4669.74988348292 427758.183644859 12993.5854422558 92389.641026015 960065.08304764 10660.4526079381 6546.44354639705 16698.2815360856 3032.61785365026 386136.187541478 323918.731749207 371003.511313825 3885.37407543141 907522.150592182 3108.05818788482 49932.8155951476 398893.860084929 400458.490293356 398592.61235465 4351.5024828911 893672.039963654 48183.9474827903 94114.4444447815 83371.8446363047 97313.0416700904 1696.65685445029 320179.852771453 24113.5382779765 8740.54180588948 41885.9205599321 494084.834935346 75304.6175531501 355.3858809346 478625.494044328 467474.316924366 109394.954267359 472899.808928591 451794.379443186 33078.5491377826 18420.5182348423 364844.140793327
15 11 12 1950 121008.659231312 80596.1291732197 107144.639196509 64477.908019367 928062.168425323 131882.285646277 127810.598649434 313843.353278262 107275.818243104 6200.02964218821 354616.381753248 28184.9845154283 94042.2802981941 878241.96779623 14263.8867631144 26180.8702235039 29724.7748955044 7594.90446361903 337655.296650144 317153.510560963 363269.421150679 6438.19729664304 813704.571413729 5396.2692743247 56393.6161858035 405102.387444258 418260.511210178 402932.467292998 8157.58917547057 803228.084423385 42136.535484824 93354.2351577591 85240.9934964466 105063.342628652 787.980334929954 313843.353278262 32439.7702849796 18647.7794575616 72929.4481767483 398535.090948472 67483.7896560385 623.550181274086 388362.699996574 377190.964507158 120923.444207004 381191.770949639 369521.833393318 43008.3557783951 25502.849741365 345573.27768336
16 11 19 1950 223297.418697293 198461.55866207 135627.487593524 104422.413280602 1497664.1153678 241842.559433344 236136.890872481 589259.535937303 183143.531160788 6306.00538031397 697009.507905956 40135.2672311227 172183.822268721 1460512.01457142 12242.3072646593 41311.318784113 54015.5481480846 13988.7850112041 663521.320740751 586421.16060209 703304.809038282 10785.8897446807 1349522.84852672 11250.4757494873 68998.6002975487 758555.416639068 769539.935962348 771722.687789107 15643.8627766764 1404859.859406 44343.3689141728 226733.803625233 204568.429791793 174450.904950052 1412.18711347659 589259.535937303 71118.2341019836 27200.3428707498 114471.472296109 692190.641959782 71918.8074709021 1665.26502128631 701486.210848859 695333.88712293 193444.000657042 668520.149100027 709342.912257915 103439.409020466 47673.6884277138 604573.498589773
17 11 26 1950 144401.970932499 84913.0858864233 118083.269506193 55289.6652665359 1711607.17548438 161025.140702473 154204.263212116 457201.418296907 106332.194585687 5428.56772867681 521315.333811816 18493.1782529711 104124.66086812 1619051.2675558 14211.7554160995 12699.6380246645 23665.2034880075 6579.74914492899 469508.256864127 475000.703718473 635908.27517734 4224.84567421998 1516085.36064089 3651.66410431088 51716.7782345764 643464.455886839 628094.096755013 672767.573183038 6836.94352097915 1404868.92558741 41822.990468949 106323.245537776 94962.7604256732 103197.289929876 795.940861390484 457201.418296907 26966.0396041666 9746.89413763431 52092.9142562948 649352.352321812 66538.6639879371 1398.37929661401 598810.977120939 577714.747683607 115121.189067996 602269.19422814 550729.028374024 37812.4575133332 20346.9531650185 517385.810903916
18 12 3 1950 124945.452179935 75893.4843925793 86456.4536778392 47404.6386504525 1207884.50706773 133905.900287126 130743.451169788 350450.268981268 96137.8772775221 4530.59326532495 417939.5215442 16014.9845261376 85022.5862496707 1155290.49214411 7170.47038725248 9065.70139311209 21382.4632627388 6159.63633639008 374665.032577156 362087.370597299 441981.442232663 4207.70991415813 1098660.55153888 3725.67992592861 41735.5392319987 456529.666766124 453440.659094362 471007.517876301 6344.43058310304 1009374.27810318 35027.049407197 89970.0757209648 84381.7467392465 94263.3987495996 526.944164416237 350450.268981268 24844.4085957491 9882.08652420366 55830.1857367934 507231.504941332 57236.1913459312 1306.06641601096 465806.498059679 453561.251992993 107584.571476665 463097.572535587 439743.495960208 34616.9885310753 19343.6857372127 391219.14260703
19 12 10 1950 118481.669818439 79393.4183896037 70502.0213289992 47375.1013596592 1000130.57221732 121578.857887286 121073.721116696 349490.744784294 95816.9495258278 4573.95700630882 372009.428462644 15793.256142043 81517.3133669565 997094.153445367 5312.10039407745 9992.03307897565 22194.6287547774 6409.32769890188 328968.106479035 367922.701645771 441016.992939836 4611.07837804072 975906.36371417 4321.06148863762 37619.0696847888 458516.311697557 458434.220012551 472745.09221674 6194.65231824858 900877.743278567 28804.3869747097 94024.5413659238 90594.1761765838 93413.3298882667 285.615527897517 349490.744784294 25088.1785902988 11674.7460348394 70676.9871921552 452106.075026822 49636.1440480563 831.23409320361 409778.770541548 400678.811383864 109085.415690559 404478.558101779 392713.941863832 35700.2011013909 20059.5288897221 398403.551215796
20 12 17 1950 111195.726316949 76417.6602741094 68595.3465253363 44607.0686872459 881764.667530708 114166.320124234 113608.899160392 322921.487273916 90851.432224424 4316.29575728421 343192.19666199 15111.4764909976 76326.2501378541 883823.018817059 4695.57983448846 9069.28056564369 20898.5848102279 5946.07018918941 304519.88327103 339439.025941641 409607.852068219 4538.6193851683 871275.510583408 4284.34403229531 35831.8060163894 426529.212350779 426571.009430195 439167.350722929 5657.30435746329 816056.114013854 28372.2199348644 90464.7278358273 87189.1474811016 88829.8578094723 253.684105437325 322921.487273916 24420.4650346838 11034.1445283335 60492.7318125306 408850.18306758 48846.6780416346 772.911134321761 374671.743193965 367009.528911103 103922.759959973 368286.968647085 361354.473194551 34546.4574039097 19566.3745628449 369891.455256572
21 12 24 1950 105430.384748854 75551.45156935 67540.4414592457 42719.6782805921 828220.491211142 108261.421017519 107712.498960776 308652.36713747 87221.3365746692 4189.46647810038 324145.394868828 14437.7976835019 72797.4881591213 830194.135845057 3945.12871318487 8297.99832602566 19770.6043674115 5601.09049390046 288041.6225635 324050.037455276 392155.901310659 4519.4469624594 823207.400786457 4230.11723840878 34429.5227391123 409194.344647374 409573.365543536 420863.911990355 5508.05499524016 773082.439012923 27985.4218504085 89223.1983825355 86008.6566978915 85466.6463517963 242.410288476655 308652.36713747 24260.5954477025 10701.2266031828 54494.9943802177 384393.195278528 48174.4349419695 694.515225037492 353213.38990153 346094.272217976 100098.908320603 346807.244061527 341412.235475717 34314.0173354876 19437.8178276824 354450.934024944
22 12 31 1950 100913.492520506 79560.2807290911 66396.9737849382 41099.646973559 794103.831639849 103593.386659459 103079.759230759 315112.317424326 84581.9895577126 3815.45074241857 310176.453020356 13863.865621606 69424.2532804159 801317.555640264 3189.61611315621 8165.26169678808 18969.8240516573 5310.40026680585 275777.14050009 327639.782487427 384584.275470607 4504.83129853789 798788.602558593 4178.83122922262 33136.3137351044 405244.611335003 407894.772476145 414824.102817894 6776.15582321533 747264.891293012 27617.9170760474 95994.9464015245 91094.9098712368 83093.278390192 316.602925631138 315112.317424326 24828.2963269617 11758.0199952551 52785.1886276128 366096.80426908 47533.7131115361 720.193764922857 337227.608794075 330676.508061642 97475.8627607199 330969.163043627 326749.276099149 35640.4083390144 19596.6538026445 350408.2257869
23 1 7 1951 102044.673445882 119739.243027332 84107.0056206639 45051.0067248975 1165652.48983542 109670.121609184 113322.888410241 367967.43597176 74498.6477818691 4116.39423470019 367322.609966819 20387.6064601481 75673.3535954142 1182226.16999903 2910.15396483581 21845.4733427925 28406.7487463631 7519.10742722421 321444.8704338 381297.551424783 582406.046831592 6864.45696653456 1102550.72719391 7296.10289790635 37653.634615984 598227.965145567 602264.212403924 632537.359961806 16066.3478039248 1054607.31072457 38673.6544140145 140172.184186154 130733.83418678 74955.3886387627 296.974434425536 367967.43597176 39668.2182869564 19176.5342980143 74065.3218230238 421073.914683904 49099.3996487115 866.126205745386 401226.45103516 392212.501190214 87010.0892511244 398301.793610372 381690.21561403 46352.9134574446 31434.1508520549 448456.013795001
24 1 14 1951 98330.8990172741 118274.581993022 83430.6480577908 45686.1736890588 1198371.79448145 106161.73970596 109380.133512954 325326.298320864 71025.7305354492 3821.56914440249 377865.945299242 19526.444868799 76228.9949810142 1194024.83825724 1990.00569778788 18005.6547725566 27484.7885318546 7161.78267415474 327466.507232195 335443.318720061 504975.066632898 6821.55725296831 1099386.79527046 7216.66410911805 36963.2780954857 513910.395138003 512456.269123148 537220.49938702 12943.9509397726 1015015.35308853 38404.7552587845 137562.894174762 128866.412204086 71288.6604711139 214.462406793983 325326.298320864 39438.3058461615 14066.3355388898 63212.9048973527 439128.922553526 48826.7593246159 773.70850265696 415784.409872602 406396.539379454 82495.7763177064 413534.124761831 393604.20534779 45912.2214793458 31052.7981696814 396578.063927337
25 1 21 1951 92009.0592041351 112231.705376727 80820.7359409821 40312.0114803745 1030595.75223601 99281.0680758265 102304.228441159 291078.135563555 66987.0590596311 3572.00472594669 338685.44066968 18341.4641696901 66714.3139341053 1026579.77118397 1176.14949316076 15037.7455816242 25530.0220383838 6805.68857564967 293609.684435919 299841.179855557 431855.243326602 6788.92295638995 944554.051655425 7111.66402383267 33062.1728946577 453656.359663081 454223.263765692 462752.27685822 10040.4305171927 888785.43295218 37697.0649907076 128250.304177342 121345.350461453 67355.4806185022 173.869612636604 291078.135563555 38306.2205754312 12199.1108273061 62322.0898786991 395211.451678383 47921.89601893 734.326374590051 374460.395906512 365370.160021643 78128.3976693405 373782.336585734 352388.725596726 44182.7395623017 30413.9826886311 358747.921157303
26 1 28 1951 87976.178797207 110425.409638298 79707.8092099073 38652.4284814349 923486.190622075 94973.0816929764 97823.5163738099 279962.54078548 64538.8162135502 3414.771765726 322180.971162758 17582.7579997264 63670.400147715 924279.248195161 794.421732501161 14508.5968335499 24398.1185616761 6497.92877109371 280226.717646767 287961.096688286 406973.98124385 6762.6025439156 859672.358782062 7005.26076621624 31656.0962406621 431397.940704483 433212.184895935 437397.986106984 9641.62755941135 825449.481966384 37247.6468616323 125759.206176336 119097.857018394 64899.4039966794 166.71360617052 279962.54078548 37873.8496354872 11752.3465588363 54321.6204746256 368869.880560943 47367.2971252518 636.010195856776 353253.152082493 345649.458564874 75230.7995637191 351311.66051451 334697.107859109 43629.5447030027 30145.5741700694 344737.883087446
27 2 4 1951 84925.9684030706 100865.429291181 78976.40038301 38335.4114564472 866856.853724749 90710.3360158999 94180.2317247557 283771.966877529 66277.4833921836 3663.77701454301 299831.464349083 15380.0875195848 60422.2570413245 860442.603295583 1065.92257354311 14475.8320771134 20803.3831445261 5913.87728221574 255485.626032986 289317.292842434 385612.675362512 6610.6697005439 797933.222270548 6742.89765712137 31646.0958253057 418376.338828269 421502.430256054 422114.964789909 8745.73247138571 748923.618679527 37152.4308851509 112503.975502422 109407.290387986 65820.90705277 138.634145218625 283771.966877529 37085.0200162714 11375.6344966184 53253.4521799194 339044.940898613 48918.8402555683 457.485425260654 329144.269196456 320949.88455165 70816.1859359295 327502.021597184 313096.377697525 43158.3502573438 31268.3683693243 344268.116469138
28 2 11 1951 81613.3867981281 93844.7597162597 78200.8381114506 37672.5036079697 869121.295747189 86375.2696251166 90286.7106771568 288940.535848727 66778.7022058966 3754.08686294039 281320.721492202 13659.6785140332 57584.9323898242 857622.10888688 1147.65558390624 14566.8293551658 18165.989365425 5449.99057241455 235601.441073062 293190.761785097 388250.736285147 6468.28160652277 790161.357144349 6553.3789687196 31137.7463164759 422141.935180347 422680.579973047 428904.348653217 8079.19812313922 718641.480419233 36979.2502563633 103063.139592217 102292.534999623 65806.8102886225 120.382214840858 288940.535848727 36437.6372774896 10802.4991196184 50961.7176787331 317732.854267015 49912.7724278231 339.278585322085 310049.393591579 301304.919875451 67086.5724455461 308701.757405285 295375.420411269 42748.2244022248 32070.1494771404 347565.514932991
29 2 18 1951 80323.4155964443 98777.4582030303 79052.1854048886 37968.8056376553 890277.109881435 84608.8676149554 88701.5824312936 298195.550521885 66162.8051957879 3986.06700270148 290921.684784285 13151.87937793 60211.9266447865 882689.869985117 3674.04124134567 20435.4223608525 18154.2113592353 5240.9708997389 246910.680624145 299467.246545355 416544.595481802 6374.50922760645 818025.211261727 6505.64829590354 31383.1164031343 435038.926375152 439610.495733352 464037.226394164 10620.361315611 745987.247593751 36602.9895136894 112735.855051869 109962.944811113 65191.142450506 154.827983101817 298195.550521885 36910.5601448732 11937.0187789396 49314.2295450324 327274.880251308 49355.6534023706 480.246426293461 317386.520041668 309945.698079394 66518.797475453 313620.456374712 307613.792970679 44298.8317956902 32199.6429195549 345774.049542587
30 2 25 1951 82893.4254879691 105976.663616117 84907.860262926 41484.6557324812 1021642.07153414 87044.540807006 91423.9124854481 367295.821339503 67885.2408562673 4571.07472268579 337813.262750635 13493.6637956752 66178.5335622224 1006148.35676082 10377.9572401795 25082.8037885193 20624.659192232 5442.83807855529 282448.789271519 371645.775980811 463836.48153197 6330.64139019353 928044.459910293 6461.91370541482 34569.0720176388 509998.864480674 519387.183284974 517779.209435812 16727.7824352536 859754.517030849 36826.8016962388 117575.408968207 115379.286955599 67134.8865089785 184.252459850351 367295.821339503 39266.5134559223 15799.7677261822 80334.0271052067 404499.849040533 49500.9942056298 809.717539240259 385497.835409732 373971.904780828 68811.9585125263 385498.164948798 366389.120513951 47334.3013376022 33231.7056894595 417035.214726255
31 3 4 1951 100714.82489453 96477.39370533 90356.3399385013 41114.3997213758 1114780.35527785 105865.970360019 108396.736702467 360605.735686483 77925.7580645565 4595.92754576739 369498.093880719 17032.6769568257 70602.6999687232 1083675.98690076 7440.88736473318 38086.0807843189 24175.5966939472 6430.35639359083 314447.025461317 366379.128156449 521493.889563647 6080.42746436971 1014693.14439891 6293.38885901121 35855.6327586012 567923.101738886 547605.20686074 561042.626633687 16541.4973101123 938621.171825372 40188.4042009301 107523.197816372 105705.234471297 76733.9977788895 349.855285464809 360605.735686483 35884.1142438051 17910.9239756846 69031.5655850396 410467.505818495 53429.6635641399 781.848006286718 406863.365503703 397268.811150211 77368.982101468 404809.22813651 386304.500432588 43529.3182086602 30843.552393068 421716.69809036
32 3 11 1951 118570.627488798 89655.6019328691 98111.5466561079 54543.9650752716 1207526.6454686 122501.394270096 124539.424455747 355989.125187654 93092.4944798792 5917.53820280158 394875.365844757 26255.0128406213 85258.5327334712 1162291.4667998 8464.49613273455 58993.4295422208 37429.9134007579 10213.14766234 340611.250533182 364758.927326376 542019.070834231 6015.81152894634 1083461.6823878 6161.41084822525 43404.327954916 606177.881193023 566486.084146144 570070.604598663 21602.0729108096 998162.19073999 43368.585333576 91017.1702368792 93892.5569497798 92131.6929647238 518.48517779831 355989.125187654 35576.7743867733 27207.4715095259 77821.9256361583 419736.272456715 56813.48931516 772.654587421857 430111.817399444 419430.419421451 93786.4138003476 428137.614141541 404868.498244322 42923.2186389596 29849.0113268467 433562.431848338
33 3 18 1951 122410.75761669 75662.613095098 98308.8684822187 46583.6211536161 1269373.05442214 129786.325429466 129907.659633545 308159.916266573 77938.1064040335 4183.77839635287 449994.074672821 19390.9298014171 84195.3262941481 1243471.35072502 4906.79357769059 39961.8862338172 25358.3481774303 7097.63572800879 374867.495966361 318074.115004731 533027.552167547 5811.57894195408 1184071.69954431 6088.35922519886 33693.6996977119 555571.931680248 503377.129946779 544399.783798798 14040.5526241429 1068583.47691719 42031.250139864 77266.8339098852 79746.8790097347 74277.2010896639 455.730644665739 308159.916266573 31194.2494892831 18423.1361041093 42813.7227663833 482898.850606651 55322.0326727365 866.488116969659 486812.729661871 477407.05265244 73177.9235241464 489066.335546434 456074.527311623 37503.8164975926 26765.4017009147 385700.609297437
34 3 25 1951 104824.438032338 74062.8923421235 86527.4179994716 35919.6741336038 1030101.1701471 110397.252310632 110922.437527616 288657.500074006 65426.0674610686 4106.58103140946 323541.548509251 17845.2075026086 62855.955205827 985084.059791276 2706.08475191903 27634.6459550168 22301.63850394 6435.36464994776 272271.629425156 296148.122137633 418700.273374872 5774.79017464205 926200.960088789 6042.53259541082 29061.4792475009 460218.591294261 425697.239321799 434719.74045118 13137.7287030177 823105.127995987 41078.1640882713 77503.1482098313 79124.5692078454 63861.4659104507 405.45189596921 288657.500074006 30410.9588341483 19702.1441014911 39132.7276713969 353991.312372553 53796.5914480575 853.92825227471 355430.133658558 345344.124052853 63839.3673428947 358964.672788102 328579.394515027 36563.0112086293 26352.7659272315 351351.057887414
