Week Month Day Year DY Flood Critical AssuredRefill LowerLimit BiOp VariableRefill OperatingRuleCurve RefillReq
1 8 6 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
2 8 13 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
3 8 20 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
4 8 27 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
5 9 3 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
6 9 10 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
7 9 17 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
8 9 24 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
9 10 1 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
10 10 8 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
11 10 15 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
12 10 22 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
13 10 29 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 0
14 11 5 1950 1951 1792000 1792000 572800 0 1792000 1792000 1792000 -1131
15 11 12 1950 1951 1792000 1790869 572800 0 1792000 1792000 1790869 -1130
16 11 19 1950 1951 1792000 1789739 572800 0 1792000 1792000 1789739 -1131
17 11 26 1950 1951 1792000 1788608 572800 0 1792000 1792000 1788608 -1131
18 12 3 1950 1951 1792000 1787477 572800 0 1792000 1792000 1787477 -17653
19 12 10 1950 1951 1792000 1769824 572800 0 1792000 1792000 1769824 -17653
20 12 17 1950 1951 1792000 1752171 572800 0 1792000 1792000 1752171 -17653
21 12 24 1950 1951 1792000 1734518 572800 0 1792000 1792000 1734518 -17653
22 12 31 1950 1951 1792000 1716865 572800 0 1792000 1792000 1716865 -59147
23 1 7 1951 1951 1792000 1657718 572800 0 1792000 1792000 1657718 -59147
24 1 14 1951 1951 1792000 1598571 572800 0 1792000 1792000 1598571 -59147
25 1 21 1951 1951 1792000 1539424 572800 0 1792000 1792000 1539424 -59147
