"date" "month" "week" "day" "year" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit" "Total_ORCEnergyContent"
2006-08-06 8 1 6 2006 5382769.52204643 NA 0 3510115.94467682 1265554.73011007 0 1295156.15085653
2006-08-13 8 2 13 2006 3709031.67929217 NA 0 3573546.57012674 632777.333563267 0 662378.754309731
2006-08-20 8 3 20 2006 1998070.00098585 NA 0 2214290.99465227 0 613175.709347726 0
2006-08-27 8 4 27 2006 2428535.62554755 NA 0 2027244.89116524 0 758540.676834759 16281.1222924162
2006-09-03 9 5 3 2006 3031612.22904005 NA 65086.2781172043 1816519.2898828 0 904180 60680.7747269125
2006-09-10 9 6 10 2006 1802286.72721362 NA 469093.453869175 1271590.17813083 50586.4263050578 988980 318514.42370806
2006-09-17 9 7 17 2006 1691197.35497491 NA 554307.870463894 1186375.76153611 78302.6210244987 988980 364652.710491087
2006-09-24 9 8 24 2006 1583544.63896342 NA 573447.729423955 1167235.90257604 121851.920984354 988980 509129.101463747
2006-10-01 10 9 1 2006 1314403.26202126 NA 660473.738029032 1080209.89397097 64634.1231023747 988980 467442.697755704
2006-10-08 10 10 8 2006 1218642.83519479 NA 603654.124917378 1023894.99508262 32263.8659452746 1125720 395952.60237636
2006-10-15 10 11 15 2006 1257027.69241895 NA 614955.867646871 1012593.25235313 47454.1210090962 1125720 431809.922596465
2006-10-22 10 12 22 2006 1144891.72863678 NA 588521.651064388 1039027.46893561 24404.5062312475 1125720 355535.843450885
2006-10-29 10 13 29 2006 1078593.37093586 NA 621601.616021102 1005947.5039789 13300.7557508718 1125720 345451.096876809
2006-11-05 11 14 5 2006 1141151.06350718 NA 636025.03785225 991524.082147751 37101.5282877919 1203100 427869.078373225
2006-11-12 11 15 12 2006 1413243.03641615 NA 111130.42584224 1851852.59815776 17552.147205709 1203100 228565.56748964
2006-11-19 11 16 19 2006 1608147.02988415 NA 686649.343693204 1276333.6803068 21434.7345818589 1106640 294352.070750751
2006-11-26 11 17 26 2006 1579017.73402618 NA 792487.071204497 1170495.9527955 11472.0563125433 1106640 279778.98551582
2006-12-03 12 18 3 2006 1568929.94247716 NA 745378.346807533 1217604.67719247 55986.7894240932 998520 421210.288149464
2006-12-10 12 19 10 2006 1874209.26152297 NA 757.461526711937 2285750.57047329 480836.515759081 998520 633213.116443872
2006-12-17 12 20 17 2006 2006277.29002642 NA 132248.851591377 2154259.18040862 353744.653460731 998520 553746.818308456
2006-12-24 12 21 24 2006 2263325.59881216 NA 985574.801454562 1300933.23054544 43071.8454017244 998520 379182.870253679
2006-12-31 12 22 31 2006 1947192.1935524 NA 778604.594496961 1507903.43750304 60241.4326265481 998520 436054.471918136
2007-01-07 1 23 7 2007 2782684.32544603 NA 779793.677351392 1496790.27464861 1105496.5305275 1010180 1976172.10290585
2007-01-14 1 24 14 2007 1577545.53421578 NA 1134114.24208775 1142469.70991225 34303.4461809541 1010180 481653.455707437
2007-01-21 1 25 21 2007 1762270.71649945 NA 601784.966140576 1674798.98585942 5692.64594390981 1010180 376186.201637784
2007-01-28 1 26 28 2007 1910858.32959469 NA 636937.205911518 1639646.74608848 4368.20585001926 1010180 363777.912452727
2007-02-04 2 27 4 2007 2003077.53796769 NA 579044.120824919 1697539.83117508 3804.86314969347 1022900 347828.088292786
2007-02-11 2 28 11 2007 1840676.56023167 NA 0 2187006.09351107 939518.507931107 1023652.57848893 1348908.75191654
2007-02-18 2 29 18 2007 1511199.82942186 NA 425334.082040954 1692464.58995905 1247.91385718148 1022900 418142.425396673
2007-02-25 2 30 25 2007 1327221.4508357 NA 924573.859413432 1193224.81258657 638.207050386604 1022900 364519.522660607
2007-03-04 3 31 4 2007 1095884.89253027 NA 595884.364411721 1521914.30758828 69457.0677083739 1022900 591326.671435736
2007-03-11 3 32 11 2007 968716.40979171 NA 0 1988377.3366915 513770.385738583 966240.071308498 973279.715752259
2007-03-18 3 33 18 2007 1074469.59016231 NA 10838.654476301 1850918.7535237 685261.742799263 1092860 1163352.24707726
2007-03-25 3 34 25 2007 1546324.6475797 NA 0 2083214.07669474 557998.370115 893663.331305258 1488421.46952612
2007-04-01 4 35 1 2007 1474391.40417037 NA 0 2007846.48821409 747049.992674929 969030.919785909 1414307.85926415
2007-04-08 4 36 8 2007 919380.866573484 NA 0 2368187.18887567 67637.2948390904 539058.651124327 475654.194743671
2007-04-15 4 37 15 2007 1350171.40556231 NA 0 2499744.68981319 4557.83782341795 407501.150186814 324339.322544781
2007-04-22 4 38 22 2007 1406463.97533192 NA 0 2909055.0816839 0 178809.014316103 214557.469546272
2007-04-29 4 39 29 2007 2134191.62220731 NA 0 2241506.10820503 0 846357.987794967 442909.773569884
2007-05-06 5 40 6 2007 3162649.90241527 NA 0 3446170.92490052 186547.866682636 0 670404.917893003
2007-05-13 5 41 13 2007 3171945.99160916 NA 0 3251448.89107159 0 99286.4369284133 475741.333406078
2007-05-20 5 42 20 2007 4741888.15119222 NA 0 3221936.95345373 0 128798.374546271 800401.541471631
2007-05-27 5 43 27 2007 5438254.63662276 NA 0 2848874.92341739 0 501860.40458261 720261.608390021
2007-06-03 6 44 3 2007 12464109.9033363 NA 0 2192839.29126029 0 1157896.03673971 863067.990373904
2007-06-10 6 45 10 2007 10714197.572504 NA 0 3224727.03435529 0 0 598583.54186784
2007-06-17 6 46 17 2007 16163748.7498007 NA 0 3219531.33373937 0 0 495396.25866347
2007-06-24 6 47 24 2007 10611439.0168759 NA 0 3261730.09417395 0 0 266192.507366533
2007-07-01 7 48 1 2007 12232719.0151429 NA 0 2225026.19656377 0 924736.155436233 0
2007-07-08 7 49 8 2007 22553969.6976418 NA 0 3388388.99474237 0 0 0
2007-07-15 7 50 15 2007 4706706.07905865 NA 0 3176405.55288385 104720.772050787 0 104720.772050787
2007-07-22 7 51 22 2007 7726310.99917226 NA 0 2630760.9650967 0 322403.594903303 0
2007-07-29 7 52 29 2007 4378585.52056602 NA 0 2077287.79339107 0 875876.766608932 0
2007-08-05 8 1 5 2007 14377660.5468584 NA 0 2726905.79926793 0 100560.904732072 0
2007-08-12 8 2 12 2007 2934447.51056709 NA 0 2885347.47607571 136678.887244128 0 136678.887244128
2007-08-19 8 3 19 2007 1499952.87545843 NA 0 1955905.75796725 0 871560.946032747 0
2007-08-26 8 4 26 2007 2442453.36069788 NA 0 2006597.14619709 0 779188.421802915 16281.1222924162
2007-09-02 9 5 2 2007 2541427.41973012 NA 0 2028698.13491893 0 757087.433081073 60680.7747269125
2007-09-09 9 6 9 2007 1802352.38104462 NA 0 1978613.32795509 168580.820705726 751050.304044912 318519.293712526
2007-09-16 9 7 16 2007 1969029.9925964 NA 196845.553136031 1543838.07886397 160649.098035921 988980 510412.485680466
2007-09-23 9 8 23 2007 2102764.01231748 NA 662964.815568262 1077718.81643174 130041.128434844 988980 669376.231138256
2007-09-30 9 9 30 2007 2284742.46775044 NA 532465.603972765 1208218.02802724 217967.960678693 988980 877043.735779471
2007-10-07 10 10 7 2007 2540135.53949578 NA 51698.0087741683 1575851.11122583 588271.210462375 1125720 899624.76850677
2007-10-14 10 11 14 2007 2892071.91616688 NA 441569.544021911 1185979.57597809 340840.54351645 1125720 1018714.43462272
2007-10-21 10 12 21 2007 2721371.9453838 NA 452965.339802305 1174583.7801977 106718.983133459 1125720 615172.481395858
2007-10-28 10 13 28 2007 2932615.12335104 NA 654673.535804625 972875.584195375 150776.710677616 1125720 601919.057309172
2007-11-04 11 14 4 2007 3188295.21640568 NA 713936.217582458 913612.902417543 280545.613878974 1203100 737954.304639195
2007-11-11 11 15 11 2007 3462491.16486848 NA 154843.655725629 1808139.36827437 387850.941213403 1203100 643356.184723242
2007-11-18 11 16 18 2007 3737847.99727499 NA 706115.366717146 1256867.65728285 367350.703584508 1106640 795804.691383648
2007-11-25 11 17 25 2007 4345571.25114146 NA 149218.354845987 1813764.66915401 604650.214520801 1106640 1112983.50511385
2007-12-02 12 18 2 2007 5076898.9583843 NA 248213.469562876 1714769.55443712 844977.885889008 998520 1512089.13516141
2007-12-09 12 19 9 2007 5442588.02715048 NA 708644.989725339 1577863.04227466 1078650.78788477 998520 2088480.91290038
2007-12-16 12 20 16 2007 5471058.4525212 NA 541463.774890985 1745044.25710901 1086739.59695129 998520 1989664.69919481
2007-12-23 12 21 23 2007 5282094.88882063 NA 655709.310629275 1630798.72137072 713123.509304981 998520 1607906.14113268
2007-12-30 12 22 30 2007 4935613.92390601 NA 352012.398399778 1934495.63360022 444016.65969723 998520 1000493.39184928
2008-01-06 1 23 6 2008 6379943.91584923 NA 260385.437777469 2016198.51422253 9997973.65215238 1010180 10595607.0982818
2008-01-13 1 24 13 2008 6052574.86810557 NA 238124.588013886 2038459.36398611 8256823.36665463 1010180 9108610.32728696
2008-01-20 1 25 20 2008 5611500.54006183 NA 302899.678417247 1973684.27358275 6549129.64361528 1010180 7652651.18603687
2008-01-27 1 26 27 2008 5029790.24426729 NA 340589.877048488 1935994.07495151 4770717.05754535 1010180 6010685.77018364
2008-02-03 2 27 3 2008 4263374.05112035 NA 283070.967157321 1993512.98484268 3047496.63428805 1022900 4240879.61289745
2008-02-10 2 28 10 2008 3298553.96577436 NA 0 2226582.48061216 3790064.97579799 984076.191387841 4728490.52043235
2008-02-17 2 29 17 2008 2370722.67934221 NA 0 2247121.59823572 1655018.29913111 893577.073764275 2736272.09716795
2008-02-24 2 30 24 2008 1881403.63072942 NA 789674.792111974 1328123.87988803 203718.800711628 1022900 1274332.62373289
2008-03-02 3 31 2 2008 1233613.0128906 NA 707636.7758453 1410161.8961547 37092.1760962056 1022900 554579.813792167
2008-03-09 3 32 9 2008 830098.312707921 NA 479984.295351814 1381773.11264819 9037.24340168108 1092860 429392.470963261
2008-03-16 3 33 16 2008 635138.842317686 NA 487192.788939311 1374564.61906069 39388.2063217081 1092860 439622.34189381
2008-03-23 3 34 23 2008 811728.451695718 NA 278226.245577508 1583531.16242249 95449.0039878827 1115120 687146.05554793
2008-03-30 3 35 30 2008 981434.081213371 NA 60033.6418282241 1801723.76617178 128268.644094028 1115120 695657.321886647
2008-04-06 4 36 6 2008 1162193.85365975 NA 14773.7606696831 1702092.07933032 31628.0337231213 1190380 483265.956001401
2008-04-13 4 37 13 2008 2279175.01650998 NA 0 2333329.89841579 58653.6751033329 573915.94158421 601353.962498368
2008-04-20 4 38 20 2008 3507500.22464707 NA 0 2548536.61397157 0 539327.482028432 433131.785687153
2008-04-27 4 39 27 2008 4717178.61671397 NA 0 2488833.3768821 0 599030.719117904 315950.559177397
2008-05-04 5 40 4 2008 4819051.7100638 NA 0 2153478.65966062 0 1197256.66833938 315436.282131713
2008-05-11 5 41 11 2008 6793638.95713541 NA 0 3267817.67189369 1720173.63284492 82917.6561063132 2146868.8525983
2008-05-18 5 42 18 2008 6314486.92995045 NA 0 3136901.38405861 776206.037020481 213833.943941387 1324770.42278501
2008-05-25 5 43 25 2008 5717976.38038201 NA 0 2225384.67088769 0 1125350.65711231 667794.900799997
2008-06-01 6 44 1 2008 6582903.43863123 NA 475731.392994974 1624203.93500503 0 1250800 793460.739008443
2008-06-08 6 45 8 2008 7081643.64118833 NA 598255.865147059 1479846.48685294 0 1071660 435886.865238764
2008-06-15 6 46 15 2008 7460476.39516297 NA 0 2749937.27753213 691357.298232701 399825.074467871 1265333.49706107
2008-06-22 6 47 22 2008 7530801.97396763 NA 0 2785674.74596117 463973.399415735 364087.606038835 708843.308076781
2008-06-29 6 48 29 2008 6782623.01455674 NA 0 2845528.46650161 521420.416373404 304233.885498391 521420.416373404
2008-07-06 7 49 6 2008 6647164.08695276 NA 0 2632548.65265715 157971.676721941 320615.907342853 157971.676721941
2008-07-13 7 50 13 2008 27524030.3086912 NA 0 2094721.54702775 0 858443.012972245 0
2008-07-20 7 51 20 2008 34732970.0317216 NA 0 3314041.92277251 215163.721394212 0 215163.721394212
2008-07-27 7 52 27 2008 7389892.11234175 NA 0 3352732.24653469 39310.8473795473 0 39310.8473795473
2008-08-03 8 1 3 2008 5343360.25789707 NA 0 3806736.48916385 1263183.85409325 0 1263183.85409325
2008-08-10 8 2 10 2008 3670847.02516785 NA 0 3281687.12500704 631284.738765308 0 631284.738765308
2008-08-17 8 3 17 2008 1999279.65430097 NA 0 2310017.10276526 0 517449.601234741 0
