"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "AMERI" "MINAD" "BOISE" "PAYHS" "OWYHE" "PELTO"
2006-08-06 8 1 6 2006 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 850000 1401000 135205 100500 1672590 95180 1011000 847192 1120000 558270
2006-08-13 8 2 13 2006 20075000 7327300 1424900 638280 5671467 2960915 8549430 2782067 1420000 1792000 1540000 1661833 812512.905638358 1339212.44799922 129242.126360981 96067.7023725353 1523718.66393798 95180 963632.147670137 800452 1098892.58492824 558270
2006-08-20 8 3 20 2006 20075000 7327300 1424900 682960 5572500 2942485 8409937 2667744 1392402 1792000 1540000 1654750 788212.488075315 1299159.64211002 125376.787588498 93194.5353547873 1414826.44275338 95180 932823.350652141 784413.593078334 1088536.6093634 558270
2006-08-27 8 4 27 2006 20073116 7321562 1423330 727640 5473533 2924054 8270445 2553422 1392402 1792000 1540000 1647667 776999.416013748 1280677.86098266 123593.183578987 91868.7544816255 1301893.38053018 95180 898954.535738466 773892.76147334 1076749.62201915 558270
2006-09-03 9 5 3 2006 20058445.7328543 7315823 1412578.64210364 769750.556393667 5374567 2905623 8130952 2439100 1392402 1792000 1540000 1640583 768541.536351014 1266737.28520914 122247.833438046 90868.7345920905 1211891.92715226 95180 856269.934888927 751861.920039591 1059158.07935122 558270
2006-09-10 9 6 10 2006 19926562.7938446 7239906 1324919.75638054 737712 5275600 2887192 8239435 2387014 1368175.16425756 1792000 1482126 1633500 757637.384678225 1248764.67756964 120513.367759317 89579.4790119549 1145811.9439285 95180 821576.797141126 738478.70679787 1048715.54224556 558270
2006-09-17 9 7 17 2006 19818428.2873444 7163989 1250957.7431158 764141 5176633 2868762 8347918 2334849 1316350.32851512 1792000 1424251 1617133 739739.091936873 1219264.07976889 117666.381088618 87463.2691054774 1073301.06618432 95180 801428.781037563 726843.293844244 1044968.99746245 558270
2006-09-24 9 8 24 2006 19724995.9435163 7088071 1193024.18154941 790571 5077667 2801321 8456401 2282683 1264525.49277268 1792000 1366377 1600767 728864.919121535 1201340.88434032 115936.683988032 86177.5580843698 1028699.53823161 95180 795785.791845836 722724.735230414 1043484.39352337 557970
2006-10-01 10 9 1 2006 19603235.5215686 7012154 1127477.87884467 799933.063416814 5086558.78317564 2726227 8564884 2230518 1212700.65703024 1792000 1308502 1584400 720708.770437396 1187897.63221505 114639.328596457 85213.2134458333 974029.760136169 95180 780973.943000363 714841.657945933 1033573.84756105 557670
2006-10-08 10 10 8 2006 19431092.3580386 6937496 1073994.81719323 799866.851921974 5096886.27180261 2727213.07851061 8673368 2221742.72737056 1191286.38665268 1772195.12172448 1199292 1574007 714001.747242412 1176842.87986661 113572.4779246 84420.2065857204 922485.956918857 95180 765710.857690123 703427.625080746 1027146.99923358 557370
2006-10-15 10 11 15 2006 19267515.8278463 6862838 1032784.32651998 805948.167589112 5114834.0545233 2726974.97213687 8781851 2212142.67709306 1169872.11627511 1751627.84519468 1090082 1563613 704729.778476261 1161560.49370028 112097.634939862 83323.9326316049 876808.05628327 95180 745712.321609694 692494.918948934 1020037.59792314 557070
2006-10-22 10 12 22 2006 19076707.1150095 6788181 987155.366912515 808294.578820878 5118144.54327528 2726035.62283144 8890334 2202244.51999619 1148457.84589754 1727571.49464165 980873 1553220 698118.397366791 1150663.38201279 111045.997548208 82542.2340416029 838128.346965243 95180 729024.390972366 685717.41532779 1016853.16117513 556770
2006-10-29 10 13 29 2006 18874222.3992057 6713523 941690.901048028 808910.782199086 5118788.85676381 2724420.32096941 8943846 2192107.59335946 1127043.57551997 1704124.42690621 871663 1542827 691839.482558278 1140314.25301664 110047.243810932 81799.8447024787 809040.184202033 95180 716746.779637401 683006.654427914 1014803.62596683 556470
2006-11-05 11 14 5 2006 18705910.5350389 6638865 912302.680624913 817000 5134725.34421376 2726507.4599312 8943846 2193631.36603831 1105629.30514241 1710208.24114474 762453 1532433 691082.633431925 1139066.78757427 109926.855827251 81710.3584234217 803078.947041417 95180 711000 681664.818119047 1014522.58503111 556170
2006-11-12 11 15 12 2006 18647872.5894686 6e+06 923865.904773329 817000 5158780.78579627 2711956 8904440 2209786.96700778 1141501.14199961 1734242.3582975 696602 1522040 695334.251242481 1162710.46755398 115693.252972533 59960 896977.917374563 95180 711000 697680.480921274 1015111.95206458 555870
2006-11-19 11 16 19 2006 18378268.0913107 6e+06 876764.913126865 817000 5167722.36698572 2653781 8802960 2208892.87436684 1177371.9788568 1754012.20604297 630751 1511647 698357.653305665 1181163.15272077 120110.589029917 59960 965422.733283857 95180 711000 703335.225925762 1015588.28092303 555570
2006-11-26 11 17 26 2006 18070298.8197684 6e+06 822195.28107814 817000 5185887.73987423 2595605 8701480 2209693.64764482 1213243.815714 1776983.88275896 564899 1501253 701003.353548285 1196400.90161844 123909.898141567 59960 1022471.58690246 95180 711000 707392.446754845 1015930.80652128 553106.623729595
2006-12-03 12 18 3 2006 17795978.3536346 6e+06 778225.506876936 817000 5047252 2537430 8600000 2202615.20261941 1249114.6525712 1787477 499048 1490860 703896.974870808 1208887.95615851 127812.256864114 59960 1075306.9470093 95180 711000 610000 1016153.07650905 540128.214419839
2006-12-10 12 19 10 2006 17646582.4114936 4902115.99532114 784527.963184349 817000 4740955 2423590 8628571 2198141.57605061 1284986.4894284 1769824 499048 1480467 707156.886319953 1220210.12383008 131947.274049008 59960 1130034.26675057 92847.5069569164 711000 610000 1016335.09571313 549048.302140074
2006-12-17 12 20 17 2006 17460353.0645882 4e+06 779306.59987642 817000 4434658 2309751 8657143 2192574.40788199 1315344 1752171 499048 1470073 710378.264379139 1231411.80042408 135205 59960 1185069.61347187 90634.4913863703 711000 610000 1016488.56673715 541523.110857304
2006-12-24 12 21 24 2006 17000017.3664292 4e+06 682638.285132691 817000 4201120.63068119 2195911 8685714 2194054.93074429 1301510 1734518 499048 1459680 713560.003498924 1242473.78382273 135205 59960 1242698.39055214 88149.9889269477 711000 610000 1016629.45283344 541890.168641565
