"date" "month" "week" "day" "year" "FirmEnergy" "NonFirmEnergy" "ColFallsFlow" "LowerGraniteFlow" "VernitaBarFlow" "McNaryFlow" "GCRec" "DallesFlood" "IHNav" "BonnevillFlow" "ExtraSpace" "FirmEnergySales" "NonFirmSpotSales" "TotalSysEnergy"
2006-08-06 8 1 6 2006 0 0 0 0 0 0 0 0 17616.3274976847 0 0 NA NA 3739998.72574457
2006-08-13 8 2 13 2006 0 0 0 0 0 0 0 0 13534.8094590507 0 0 NA NA 3741479.24767052
2006-08-20 8 3 20 2006 0 429332.150066367 0 599.942842581942 0 64945.0287380285 0 0 51327.0421640215 0 1597101 NA NA 2397230.37393363
2006-08-27 8 4 27 2006 0 569633.508734773 0 3568.58879492214 0 74927.0494705891 0 0 54108.9292967405 0 1995912 NA NA 2215247.87926523
2006-09-03 9 5 3 2006 0 774208.951817395 0 5328.78607934402 0 85037.8878624359 0 0 56545.9576581435 0 2376316 NA NA 2010672.43618261
2006-09-10 9 6 10 2006 0 723106.520969892 432.002749526391 0 0 0 0 0 59452.5480379035 0 2781258.06864842 NA NA 2005568.13103011
2006-09-17 9 7 17 2006 0 865392.913501331 553.640427475218 0 2469.62562304671 0 1.11435194820206 0 59994.1469023488 0 3251857.28551733 NA NA 1863281.73849867
2006-09-24 9 8 24 2006 0 826770.905445328 0 0 745.682591792895 0 0 0 60456.7011868343 0 3654220.64102471 NA NA 1901903.74655467
2006-10-01 10 9 1 2006 16210.5272644854 987991.02 0 0 9721.71854295462 0 0 0 63503.9995975179 0 4074863.38216161 NA NA 1722732.42110351
2006-10-08 10 10 8 2006 64222.950917139 1124594.28 2192.09269876169 0 17295.9334125738 0 0 0 63341.8046500835 0 4152009.09596401 NA NA 1561698.61996286
2006-10-15 10 11 15 2006 77141.9295055838 1124594.28 2204.66265378909 0 15934.883785968 0 0 0 65502.7035777065 0 4195466.38678522 NA NA 1548779.64137442
2006-10-22 10 12 22 2006 89766.7859218831 1124594.28 2425.18463614541 0 15892.5379480899 0 0 0 66567.1135249137 0 4207129.01282156 NA NA 1536154.78495812
2006-10-29 10 13 29 2006 70014.3231468047 1124594.28 2449.45956307391 0 14141.7215520002 0 0 0 66847.6538250509 0 4273300.91261501 NA NA 1555907.2477332
2006-11-05 11 14 5 2006 6308.15154338023 1201896.9 832.914822326095 0 8503.55890513414 0 0 0 66627.8527067858 0 4410659.1440283 NA NA 1619613.41933662
2006-11-12 11 15 12 2006 0 1089274.88637518 0 0 0 0 0 0 72557.8447318401 0 4531488.06786578 NA NA 2075605.03762482
2006-11-19 11 16 19 2006 0 1002114.7033738 0 0 0 0 0 0 67522.0413610418 0 4988085.25265686 NA NA 2066401.6806262
2006-11-26 11 17 26 2006 0 1073996.56923572 0 0 0 0 0 0 74754.3209738195 0 5218175.56931014 NA NA 1994519.81476428
2006-12-03 12 18 3 2006 0 890467.96621929 0 0 0 0 0 0 70568.4620210725 0 5603412.8131614 NA NA 2070036.53778071
2006-12-10 12 19 10 2006 0 421528.682530648 0 0 0 0 0 0 76885.9084514965 0 5574059.2842979 NA NA 2862500.82946935
2006-12-17 12 20 17 2006 0 545098.677210708 0 0 0 0 0 0 75635.927607201 0 6520357.56452185 NA NA 2738930.83478929
2006-12-24 12 21 24 2006 0 884423.259033282 0 0 0 0 0 0 73339.5098110988 0 7325850.9276534 NA NA 2399606.25296672
2006-12-31 12 22 31 2006 0 846472.74648768 0 0 0 0 0 0 69240.3604229962 0 7559167.78701261 NA NA 2437556.76551232
2007-01-07 1 23 7 2007 0 0 0 0 0 0 0 0 63888.3935027537 0 7684168.41815355 NA NA 3434067.88714515
2007-01-14 1 24 14 2007 0 1006145.46746979 0 0 0 0 11.0312683395791 0 74764.4852738802 0 8765720.24245168 NA NA 2279608.30453021
2007-01-21 1 25 21 2007 0 988451.002460866 0 0 0 0 11.8393183221458 0 77402.8457808225 0 8706611.75726095 NA NA 2297302.76953913
2007-01-28 1 26 28 2007 0 984708.352817891 0 0 0 0 11.8393183221458 0 78018.0604716091 0 8921520.77958423 NA NA 2301045.41918211
2007-02-04 2 27 4 2007 0 959653.514298492 0 0 0 0 11.8393183221458 0 75645.7567578138 0 9179896.82181299 NA NA 2338807.53770151
2007-02-11 2 28 11 2007 0 0 0 0 0 0 11.8393183221458 0 74624.5221716735 0 9302487.14574806 NA NA 3345970.43904354
2007-02-18 2 29 18 2007 0 694837.217618462 0 0 0 0 16.9818019471313 0 72877.2510565622 0 10585817.8080917 NA NA 2444838.55438154
2007-02-25 2 30 25 2007 269588.514647199 1021877.1 0 0 6232.56012226211 0 22.1003196441279 0 72263.5968013387 0 10791572.6340036 NA NA 1846092.3586808
2007-03-04 3 31 4 2007 0 808112.634953624 121.736296241681 0 0 0 15.6051535088361 0 27568.6233453535 0 10251746.7497081 NA NA 2331563.13704638
2007-03-11 3 32 11 2007 0 0 701.421525842939 0 0 0 10.9178759160293 0 10342.3259040829 0 9382720.19586915 NA NA 3024693.14504527
2007-03-18 3 33 18 2007 0 0 0 0 0 0 9.83492841402335 0 27107.7605747372 0 8511092.62099549 NA NA 3074182.4565399
2007-03-25 3 34 25 2007 0 0 0 0 0 0 9.3901384524363 0 0 0 7826644.84947778 NA NA 3558020.97224076
2007-04-01 4 35 1 2007 0 0 0 0 0 0 9.00916659073914 0 7487.19000651588 0 6836712.72281875 NA NA 3424623.33523298
2007-04-08 4 36 8 2007 0 0 0 0 0 0 8.49873012589524 0 0 0 15241725.9463415 NA NA 3000022.15414618
2007-04-15 4 37 15 2007 0 0 0 14958.2458353226 2763.96789482143 0 8.3360919257907 0 17262.1553010359 0 14601459.6285167 NA NA 2980939.40817792
2007-04-22 4 38 22 2007 0 116287.011008763 0 0 12305.4914224219 0 16.6066168089508 0 0 0 15324592.4861995 NA NA 2970386.70499124
2007-04-29 4 39 29 2007 0 475210.946810703 0 13798.3932977175 24326.0996405767 47758.0780699033 24.9568287979694 0 24123.7067763854 0 15331210.6304489 NA NA 2611462.7691893
