"date" "month" "week" "day" "year" "ARFirmEngSupReq" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit"
1996-10-20 10 12 20 1996 160949.512367481 32443515.9658509 2521379.1482818 722758.932132408 776969.867867592 2030213.05300938 363600
1996-10-27 10 13 27 1996 164124.725722648 31466295.2280871 1875183.16871335 738704.917892612 795929.482107388 1373390.77417183 363600
1996-11-03 11 14 3 1996 0 30427060.9215086 1216735.28941072 0 1920121.24923319 1226734.28941072 0
1996-11-10 11 15 10 1996 0 30724518.7616368 3613877.25854957 0 1926955.83835424 3623876.25854957 2856244.16164576
1996-11-17 11 16 17 1996 0 28603290.0333616 1579372.38766985 0 1745484.75116253 1589371.38766985 2994515.24883747
1996-11-24 11 17 24 1996 0 27248836.6505354 294368.657331369 0 1737625.69729627 304367.657331368 2959174.30270373
1996-12-01 12 18 1 1996 0 26883135.0020469 132043.500549128 0 1694129.9662017 142042.500549128 2959470.0337983
1996-12-08 12 19 8 1996 0 26652139.4753022 3517098.67643539 0 1526330.56648943 3527097.67643539 1779085.63351057
1996-12-15 12 20 15 1996 0 24792490.4536042 2143491.52442765 0 1685623.54921629 2153490.52442765 1699587.25078371
1996-12-22 12 21 22 1996 0 22903671.9340462 800616.89727731 0 1698309.52279713 810615.89727731 1766695.87720287
1996-12-29 12 22 29 1996 0 22247189.5014144 246292.627177435 0 2195319.18760996 256291.627177435 985880.812390037
1997-01-05 1 23 5 1997 0 26337226.0733937 5114741.87238003 0 1998393.17931031 5124740.87238003 458966.820689693
1997-01-12 1 24 12 1997 20144.8726725248 25908700.1639271 4785056.56133204 95568.7368003747 1655286.46319963 4732061.39600708 727200
1997-01-19 1 25 19 1997 27271.8963435154 24923035.140455 4058752.33452696 132075.335143378 1622173.46485662 3982253.03473028 727200
1997-01-26 1 26 26 1997 41018.3551071531 23853913.2841247 3289249.78823691 204033.963426028 1553608.43657397 3171043.86250884 727200
1997-02-02 2 27 2 1997 0 21181695.9586541 2006101.44114202 0 2709786.02525739 2016100.44114202 0
1997-02-09 2 28 9 1997 16860.6296584923 21065419.6990424 5728572.52626493 66919.3695492349 1580794.63045077 5695192.05593737 969600
1997-02-16 2 29 16 1997 0 19904352.6500327 4773813.70987056 0 1770917.17803707 4783812.70987056 717882.821962928
1997-02-23 2 30 23 1997 0 19057342.659509 4186327.74157816 0 1668726.93826987 4196326.74157816 707873.061730125
1997-03-02 3 31 2 1997 0 14428916.1752694 2589946.94606492 0 4270294.30836568 2599945.94606492 0
1997-03-09 3 32 9 1997 0 13786776.2626503 3894281.29107577 0 1877643.39585072 3904280.29107577 1378256.60414928
1997-03-16 3 33 16 1997 0 12491304.408472 2678703.12168919 0 2446691.28189386 2688702.12168919 709908.718106135
1997-03-23 3 34 23 1997 0 11831491.7940033 2121838.41313549 0 3360350.8181579 2131837.41313549 0
1997-03-30 3 35 30 1997 0 11871467.7202554 2266038.31357201 0 2813105.74078922 2276037.31357201 144894.259210781
1997-04-06 4 36 6 1997 0 10746338.6678011 2917087.25176416 0 3106613.71082296 2927086.25176416 0
1997-04-13 4 37 13 1997 0 10804032.1606324 3060597.68965632 0 2340987.65207286 3070596.68965632 375212.347927145
1997-04-20 4 38 20 1997 0 10771499.7449808 3218844.52573501 0 3914711.34447861 3228843.52573501 0
1997-04-27 4 39 27 1997 0 11273957.0045192 3720000.53752065 0 4120012.01212346 3729999.53752065 0
1997-05-04 5 40 4 1997 0 13334331.6147809 1716119.66154077 0 2693086.98611973 1726118.66154077 0
1997-05-11 5 41 11 1997 0 19454267.2510867 3460649.33058816 0 3073732.92989249 3470648.33058816 0
1997-05-18 5 42 18 1997 0 25420872.7389714 6078488.23958214 0 3736570.71696139 6088487.23958214 0
1997-05-25 5 43 25 1997 0 29981837.9804831 7780953.55870527 0 4290510.81310288 7790952.55870528 0
1997-06-01 6 44 1 1997 0 34362065.3095012 8612210.53604168 0 4427962.85761096 8622209.53604168 0
1997-06-08 6 45 8 1997 0 37912827.0538182 4642848.05752953 0 4593644.71621093 4652847.05752952 0
1997-06-15 6 46 15 1997 0 40167960.3770732 5996545.23856074 0 4687935.49944008 6006544.23856074 0
1997-06-22 6 47 22 1997 0 41457450.7977236 5631940.55997064 0 4466347.42201946 5641939.55997064 0
1997-06-29 6 48 29 1997 0 41688076.5726518 4133654.16323423 0 4760290.28069573 4143653.16323423 0
1997-07-06 7 49 6 1997 0 43387247.3205748 3752744.09356927 0 4010338.73328266 3762743.09356927 0
1997-07-13 7 50 13 1997 0 43819198.5783865 2888757.48408347 0 4306276.14598967 2898756.48408347 0
1997-07-20 7 51 20 1997 0 43853946.0612787 1787305.96101919 0 3811395.6973328 1797304.96101919 30104.3026672029
1997-07-27 7 52 27 1997 0 55633156.3856598 0 0 3179181.01647018 9999 645218.983529818
1997-08-03 8 1 3 1997 0 43767971.641936 4190981.22673728 0 3198185.20890226 4200980.22673728 0
1997-08-10 8 2 10 1997 0 161935901.558355 3766239.82668916 0 3206514.0077133 3776238.82668916 0
1997-08-17 8 3 17 1997 0 309324879.838871 2883504.10532056 0 3270634.1091399 2893503.10532056 0
1997-08-24 8 4 24 1997 0 307289887.372465 2400703.7233601 0 3262849.68789652 2410702.7233601 0
1997-08-31 8 5 31 1997 0 183884768.730512 2230170.78442911 0 1944347.37617825 2240169.78442911 0
1997-09-07 9 6 7 1997 39757.4515530257 40512456.9353025 3187768.86349496 221705.444393976 1042410.55560602 3021158.31431932 181800
1997-09-14 9 7 14 1997 38519.2362414685 41045475.1312782 3576375.08669227 219330.677542932 1088417.32245707 3400042.31191427 181800
1997-09-21 9 8 21 1997 26994.4205547676 41226245.5398187 3606274.21786525 154433.422754262 1196946.57724574 3485015.35844307 181800
1997-09-28 9 9 28 1997 0 41311814.7003495 3621133.77474227 0 1930669.09015946 3631132.77474227 0
1997-10-05 10 10 5 1997 0 36454029.6654914 4622248.23897919 0 2107010.15019193 4632247.23897919 0
1997-10-12 10 11 12 1997 0 36461861.9545993 4712191.53251165 0 1870649.3859199 4722190.53251165 0
1997-10-19 10 12 19 1997 0 36450402.3592535 4784676.45124776 0 1605408.09442257 4794675.45124776 243071.90557743
1997-10-26 10 13 26 1997 36887.682206368 36391345.1495677 4830870.25633838 189799.339851437 1344835.06014856 4680077.89699124 363600
1997-11-02 11 14 2 1997 0 35654357.060796 4318962.09226958 0 1856997.12032027 4328961.09226958 60602.8796797274
1997-11-09 11 15 9 1997 0 35667724.8902359 6306685.15728203 0 1896325.90107592 6316684.15728203 2886874.09892408
1997-11-16 11 16 16 1997 0 33553917.826214 4256595.24586727 0 1828388.30405408 4266594.24586727 2911611.69594592
1997-11-23 11 17 23 1997 0 31614916.4906275 2383901.57331063 0 1780310.51850188 2393900.57331063 2916489.48149812
1997-11-30 11 18 30 1997 0 30043291.0953327 883830.926718148 0 1839788.76741181 893829.926718148 2813811.23258819
1997-12-07 12 19 7 1997 0 28481398.809476 3545504.49149822 0 1970235.96115562 3555503.49149822 1335180.23884438
1997-12-14 12 20 14 1997 0 27313791.3471171 2408288.29095079 0 1909382.62697769 2418287.29095079 1475828.17302231
1997-12-21 12 21 21 1997 0 25502221.1632804 1102918.77865349 0 1883966.30571099 1112917.77865349 1581039.09428901
1997-12-28 12 22 28 1997 0 24032272.9668862 146683.609860751 0 1877682.06834051 156682.609860751 1303517.93165949
1998-01-04 1 23 4 1998 0 28384043.5194906 5518785.81459151 0 1761022.66654179 5528784.81459151 696337.333458208
1998-01-11 1 24 11 1998 7725.28249837585 27250499.1054518 4936068.18431318 39067.5913521321 1711787.60864787 4916819.75420435 727200
1998-01-18 1 25 18 1998 41328.0739641815 26137397.7480678 4325883.64783433 210818.741895442 1543430.05810456 4176859.1948475 727200
1998-01-25 1 26 25 1998 48737.8810477555 24981492.5860369 3623907.66411488 253416.229415696 1504226.1705843 3447022.0405539 727200
1998-02-01 2 27 1 1998 24095.2567562393 23702664.5330224 2904496.41219886 128202.87421159 1632833.12578841 2818950.94519955 727200
1998-02-08 2 28 8 1998 6641.47452340468 22624999.6887525 4084782.90408786 30924.1493962668 1616789.85060373 4071655.98000102 969600
1998-02-15 2 29 15 1998 0 21478253.5960163 3577318.32219424 0 1634738.96370694 3587317.32219424 854061.036293062
1998-02-22 2 30 22 1998 0 20480372.8326281 3217537.38783303 0 1624666.70384022 3227536.38783303 751933.296159777
1998-03-01 3 31 1 1998 0 19521518.8815825 2944698.02910086 0 1636664.67452952 2954697.02910086 627735.325470479
1998-03-08 3 32 8 1998 0 18672682.8737121 3342880.34699605 0 1664669.7110887 3352879.34699605 1591230.2889113
1998-03-15 3 33 15 1998 0 16999334.2838655 2197113.83088136 0 1574510.51073 2207112.83088136 1582089.48927
1998-03-22 3 34 22 1998 0 16064914.8489577 1261034.78850236 0 1728658.96715413 1271033.78850236 1328641.03284587
1998-03-29 3 35 29 1998 0 15283551.0654915 519572.092623794 0 1590167.87286533 529571.092623794 1367832.12713467
1998-04-05 4 36 5 1998 0 14855056.788574 341739.339072087 0 1691920.46390036 351738.339072087 1084579.53609964
1998-04-12 4 37 12 1998 0 14891735.995786 412578.765451467 0 1585119.86488004 422577.765451467 1131080.13511996
1998-04-19 4 38 19 1998 0 15183454.3030961 530965.243930853 0 1666583.42031242 540964.243930853 989316.579687576
1998-04-26 4 39 26 1998 0 16089479.9294327 979774.217904178 0 3004224.90578935 989773.217904178 0
1998-05-03 5 40 3 1998 0 19917954.8128027 1047900.63318795 0 3091610.28463569 1057899.63318795 0
1998-05-10 5 41 10 1998 0 23712364.1260226 1874220.27804078 0 3297860.49374933 1884219.27804078 0
1998-05-17 5 42 17 1998 0 26110296.575113 2773596.22630025 0 3049037.76937479 2783595.22630025 0
1998-05-24 5 43 24 1998 0 30259698.2583564 4393914.96293569 0 3255846.98422359 4403913.96293569 0
1998-05-31 5 44 31 1998 0 33595653.6189277 5233300.25268251 0 3394532.7290721 5243299.25268251 0
1998-06-07 6 45 7 1998 0 104267132.601607 2642709.69180728 0 3114295.44961477 2652708.69180728 0
1998-06-14 6 46 14 1998 0 106367232.128011 2876027.27046305 0 3287072.05972995 2886026.27046305 0
1998-06-21 6 47 21 1998 0 136241989.347688 2639522.91532111 0 3406332.14431296 2649521.91532111 0
1998-06-28 6 48 28 1998 0 256445516.905736 2693056.63617557 0 3573576.73109896 2703055.63617557 0
1998-07-05 7 49 5 1998 0 168742132.794947 2207744.07163061 0 2684073.98336386 2217743.07163061 1191626.01663614
1998-07-12 7 50 12 1998 0 275118894.918435 1363232.02436366 0 2829450.80490863 1373231.02436366 1029149.19509137
1998-07-19 7 51 19 1998 0 238361885.298977 710253.819827763 0 2413293.24300789 720252.819827763 1428206.75699211
1998-07-26 7 52 26 1998 0 87738681.7015848 0 0 1498021.89471631 9999 2326378.10528369
1998-08-02 8 1 2 1998 0 183685693.528786 2559639.25405724 0 2593925.20879225 2569638.25405724 0
1998-08-09 8 2 9 1998 0 175950745.830247 2431370.96623168 0 2098163.72581919 2441369.96623168 0
1998-08-16 8 3 16 1998 0 136703420.160375 2276540.49696496 0 1623137.39628941 2286539.49696496 0
1998-08-23 8 4 23 1998 0 125221241.819055 2166290.71867549 0 1446846.04847585 2176289.71867549 163553.951524146
1998-08-30 8 5 30 1998 0 118385564.57339 2166572.46984768 0 1345266.25656435 2176571.46984768 347933.743435651
1998-09-06 9 6 6 1998 76274.4748898314 39908302.0071758 2781223.69814055 415503.508107098 848612.491892902 2541167.11151495 181800
1998-09-13 9 7 13 1998 87074.320097189 39886926.389062 2796337.69951513 474265.850438936 833482.149561064 2520656.9844264 181800
1998-09-20 9 8 20 1998 111363.269687613 39090583.3150558 2732744.68942417 601173.174147785 750206.825852215 2374515.24990095 181800
1998-09-27 9 9 27 1998 111225.122858754 38297193.5478621 2437883.1122299 597460.788052046 797551.211947954 2080026.19298305 181800
1998-10-04 10 10 4 1998 143285.197760314 32975716.0836005 3094576.11803992 648508.102052668 781409.497947332 2649333.11603591 363600
1998-10-11 10 11 11 1998 154463.751742314 31937095.6197436 2463063.47434162 703861.343164742 760961.856835258 1977285.20636916 363600
1998-10-18 10 12 18 1998 161686.928831538 30828395.8862144 1737458.38292913 745265.751353955 754463.048646045 1221320.77770317 363600
1998-10-25 10 13 25 1998 167496.259781807 29680809.2984247 993963.916849863 783190.919839384 751443.480160616 472603.790885954 363600
1998-11-01 11 14 1 1998 0 28524009.3982465 260674.044639496 0 1904347.66354414 270673.044639496 13252.3364558634
1998-11-08 11 15 8 1998 0 28548106.5562649 2416401.01393351 0 1915314.7536224 2426400.01393351 2867885.2463776
1998-11-15 11 16 15 1998 0 26798507.2224348 769082.902547117 0 1828676.45836121 779081.902547117 2911323.54163879
1998-11-22 11 17 22 1998 0 26288319.2763866 234661.544263037 0 1717417.07686155 244660.544263037 2979382.92313845
1998-11-29 11 18 29 1998 0 26367808.4804283 210785.263504146 0 1663440.42052117 220784.263504146 2990159.57947883
1998-12-06 12 19 6 1998 0 25996560.6001063 3453435.89535077 0 1814712.60226615 3463434.89535077 1490703.59773385
1998-12-13 12 20 13 1998 0 24494462.415118 2246570.3532607 0 1704437.60120422 2256569.3532607 1680773.19879578
1998-12-20 12 21 20 1998 0 22609394.0433949 860562.540639395 0 1797172.7817487 870561.540639395 1667832.6182513
1998-12-27 12 22 27 1998 63183.5076372631 21517913.1723436 130570.084727626 285380.319715105 1458687.68028489 107927.816825484 1454400
1999-01-03 1 23 3 1999 20381.7331582398 24770567.5464049 4450270.29076771 89453.9843867668 1658007.61561323 4401463.305022 727200
1999-01-10 1 24 10 1999 9527.92748614096 23945425.7181999 3869280.49012368 43475.9420983493 1707379.25790165 3850522.3056464 727200
1999-01-17 1 25 17 1999 46547.8041845799 23145363.6568645 3215388.42861184 220593.026015804 1533655.7739842 3080112.5129855 727200
1999-01-24 1 26 24 1999 37411.4852798893 22034990.8509089 2380809.04465471 184976.389355705 1572666.01064429 2274203.23048458 727200
1999-01-31 1 27 31 1999 13963.5289254886 20905609.6810483 1620337.38986967 72992.3982802872 1688043.60171971 1584321.08136434 727200
1999-02-07 2 28 7 1999 0 19767118.3332129 2799251.5552394 0 1678134.64300594 2809250.5552394 922865.356994058
1999-02-14 2 29 14 1999 0 18651194.5893393 2256034.62359592 0 1657775.24006556 2266033.62359592 831024.759934439
1999-02-21 2 30 21 1999 0 17774958.9508885 1854538.76092585 0 1585366.73522561 1864537.76092585 791233.264774385
1999-02-28 2 31 28 1999 0 17084111.0167753 1506408.34283299 0 1798889.55349086 1516407.34283299 465510.446509145
1999-03-07 3 32 7 1999 0 16387635.8526912 1904141.70962219 0 1692541.43392864 1914140.70962219 1563358.56607136
1999-03-14 3 33 14 1999 0 14742583.7081945 723037.434098893 0 1664667.00996015 733036.434098893 1491932.99003985
1999-03-21 3 34 21 1999 0 14446273.6939157 487774.718151988 0 2068500.61356288 497773.718151988 988799.386437121
1999-03-28 3 35 28 1999 0 14156217.6923729 486357.186906978 0 2154737.95568146 496356.186906978 803262.044318544
1999-04-04 4 36 4 1999 0 12753943.1681707 225143.085582451 0 2739361.8640812 235142.085582451 37138.1359187965
1999-04-11 4 37 11 1999 0 12800584.6255789 445656.497768471 0 1740873.54794813 455655.497768471 975326.452051866
1999-04-18 4 38 18 1999 0 12922838.4436515 382845.252199928 0 2818025.96134707 392844.252199928 0
1999-04-25 4 39 25 1999 0 13769336.3401643 965525.817429885 0 3582274.41682133 975524.817429885 0
1999-05-02 5 40 2 1999 0 14738168.4386345 609198.785405412 0 2556757.65066178 619197.785405412 0
1999-05-09 5 41 9 1999 0 15201703.2179396 773221.577691818 0 2452144.61955318 783220.577691818 0
1999-05-16 5 42 16 1999 0 16277456.9303493 934079.704101479 0 2561688.14876198 944078.704101479 0
1999-05-23 5 43 23 1999 0 20831701.8661067 1947733.82839866 0 3122777.37717681 1957732.82839866 0
1999-05-30 5 44 30 1999 0 25474664.1576174 2963906.99444257 0 3353295.09040358 2973905.99444257 0
1999-06-06 6 45 6 1999 0 44873146.4278637 228686.545314045 0 2567673.61506929 238685.545314045 0
1999-06-13 6 46 13 1999 0 35651963.1212925 2266722.58385789 0 3706004.81791471 2276721.58385789 0
1999-06-20 6 47 20 1999 0 38592056.2636926 3416099.43932156 0 4509514.55160237 3426098.43932156 0
1999-06-27 6 48 27 1999 0 40273119.3525927 3113299.14994461 0 4443810.68485551 3123298.14994461 0
1999-07-04 7 49 4 1999 0 41776012.1424647 2299062.00293567 0 4159554.65137391 2309061.00293567 0
1999-07-11 7 50 11 1999 0 43614594.857209 3180457.22619021 0 3981456.42181351 3190456.22619021 0
1999-07-18 7 51 18 1999 0 43789460.3285149 2122206.78334319 0 4094422.46771515 2132205.78334319 0
1999-07-25 7 52 25 1999 0 43726665.15669 0 0 3781975.88595405 9999 42424.1140459487
1999-08-01 8 1 1 1999 0 43749450.967535 4164320.1924624 0 3525468.634756 4174319.1924624 0
1999-08-08 8 2 8 1999 0 43527335.6158296 4243950.38506028 0 3614521.49073122 4253949.38506028 0
1999-08-15 8 3 15 1999 0 43306568.8334958 4326359.07112386 0 3240432.8220072 4336358.07112386 0
1999-08-22 8 4 22 1999 0 162361152.575771 3857891.24133671 0 3289957.6671242 3867890.24133671 0
1999-08-29 8 5 29 1999 0 335515246.974706 2923236.51065604 0 3376912.37080382 2933235.51065604 0
1999-09-05 9 6 5 1999 41322.2013702683 41670881.7325069 4218139.45654468 241972.706892638 1022143.29310736 4020121.20818288 181800
1999-09-12 9 7 12 1999 84243.6150019396 41700285.7006474 4110103.03311135 492464.705650122 815283.294349878 3697693.48616446 181800
1999-09-19 9 8 19 1999 101675.227407454 41355986.8784622 3738258.5275388 585073.482912757 766306.517087243 3257739.21112628 181800
1999-09-26 9 9 26 1999 121815.338101356 40726960.5410605 3375430.96346607 687977.290773947 707034.709226053 2883827.90834781 181800
1999-10-03 10 10 3 1999 150144.959671832 35058625.5781484 3906507.24088352 705035.898042333 724881.701957667 3426252.72262664 363600
1999-10-10 10 11 10 1999 150983.39504537 34125351.5362551 3356831.80632927 705053.888366449 759769.311633551 2876734.12342127 363600
1999-10-17 10 12 17 1999 161457.681387776 33145455.2235939 2740743.63267761 753189.277001831 746539.522998169 2227561.66607447 363600
1999-10-24 10 13 24 1999 168407.877114321 32184246.0111076 2112746.75337185 786308.376755021 748326.023244979 1577689.23550659 363600
1999-10-31 10 14 31 1999 165895.882719656 31297829.9415863 1473587.09475264 779153.481811817 790386.518188183 958048.529806936 363600
1999-11-07 11 15 7 1999 0 31606585.7620306 3191351.56244612 0 2059649.60872231 3201350.56244612 2723550.39127769
1999-11-14 11 16 14 1999 0 29935318.5631295 2102606.05957031 0 1560038.81762183 2112605.05957031 3179961.18237817
1999-11-21 11 17 21 1999 0 28900649.1623305 735950.303995164 0 1587143.4093666 745949.303995164 3109656.5906334
1999-11-28 11 18 28 1999 0 28891489.876346 511194.336119645 0 1502246.81755525 521193.336119645 3151353.18244475
1999-12-05 12 19 5 1999 0 28269709.1011485 1910512.79008161 0 1739992.28099112 1920511.79008161 1565423.91900888
1999-12-12 12 20 12 1999 0 27074707.8927022 954373.739575456 0 1608076.50166404 964372.739575456 1777134.29833597
1999-12-19 12 21 19 1999 34624.9201867461 26292320.6635542 565237.996310799 189267.097598834 1467536.90240117 477895.901188398 1824605.4
1999-12-26 12 22 26 1999 12191.450782551 25586229.0566658 527738.20299333 65153.8940499614 1678914.10595004 504375.429826644 1454400
2000-01-02 1 23 2 2000 33058.9439162367 29977972.6554644 6236322.10682813 177019.515582065 1570442.08441794 6118974.15422541 727200
2000-01-09 1 24 9 2000 19268.4769944719 28907889.4418143 5650325.65187782 104340.101906089 1646515.09809391 5584767.63852328 727200
2000-01-16 1 25 16 2000 28249.0036955795 27794977.3798351 5046573.0960816 154270.900014702 1599977.8999853 4944159.16738474 727200
2000-01-23 1 26 23 2000 19866.7166340271 26554863.0863156 4374408.04159213 109357.956386614 1648284.44361339 4304155.2870718 727200
2000-01-30 1 27 30 2000 30129.007372014 25416514.7326631 3766344.88891368 168086.906293231 1592949.09370677 3651989.03235808 727200
2000-02-06 2 28 6 2000 34074.9242355428 24214458.7065371 4391910.09902541 162080.708280762 1485633.29171924 4282836.8979247 969600
2000-02-13 2 29 13 2000 8028.90885085079 22832489.4614265 3521862.80587641 41608.5368078197 1492783.46319218 3500596.36125344 969600
2000-02-20 2 30 20 2000 0 21541303.4144573 2762127.86906863 0 1504637.35074579 2772126.86906863 871962.649254206
2000-02-27 2 31 27 2000 0 20490908.1481968 2160965.40477828 0 1570227.00985156 2170964.40477828 694172.990148441
2000-03-05 3 32 5 2000 0 19843226.0997126 2363117.17700842 0 1500436.03535512 2373116.17700842 1755463.96464488
2000-03-12 3 33 12 2000 0 18107695.3388706 1133986.81995527 0 1458691.06631074 1143985.81995527 1697908.93368926
2000-03-19 3 34 19 2000 0 17033790.6698403 559115.77331162 0 1470347.42697149 569114.77331162 1586952.57302851
2000-03-26 3 35 26 2000 0 16661555.7689888 625960.544649856 0 1519893.14782937 635959.544649856 1438106.85217063
2000-04-02 4 36 2 2000 0 16412544.58803 476787.513730551 0 1561667.61892999 486786.513730551 1214832.38107001
2000-04-09 4 37 9 2000 0 16932417.6513398 566047.472791905 0 1781862.40244832 576046.472791905 934337.597551676
2000-04-16 4 38 16 2000 0 18168073.1711905 662184.193949674 0 1959628.51504441 672183.193949673 696271.484955586
2000-04-23 4 39 23 2000 0 18842158.5020818 840326.467867732 0 3126363.38680911 850325.467867732 0
2000-04-30 4 40 30 2000 0 20271085.355284 811739.900258326 0 2990711.97711591 821738.900258326 0
2000-05-07 5 41 7 2000 0 21309492.2367594 1006447.83028405 0 2790553.87366648 1016446.83028405 0
2000-05-14 5 42 14 2000 0 22649664.8614378 1235573.30217713 0 2628402.78917136 1245572.30217713 0
2000-05-21 5 43 21 2000 0 26719803.4319655 2291253.65931156 0 2986915.81503936 2301252.65931156 0
2000-05-28 5 44 28 2000 0 28215131.2465214 3169007.85927494 0 2908355.28679437 3179006.85927494 0
2000-06-04 6 45 4 2000 0 377005697.906992 435262.254799342 0 3624682.5601868 445261.254799342 0
2000-06-11 6 46 11 2000 0 129360505.347583 1312520.22633851 0 3035353.75859385 1322519.22633851 0
2000-06-18 6 47 18 2000 0 185678918.24098 2198501.55255226 0 3241825.04001251 2208500.55255226 0
2000-06-25 6 48 25 2000 0 238278452.677347 2746723.54707031 0 3521693.59549932 2756722.54707031 0
2000-07-02 7 49 2 2000 0 107330205.305883 1701092.82822341 0 2545624.78148571 1711091.82822341 1330075.21851429
2000-07-09 7 50 9 2000 0 210761696.948882 1421134.72054574 0 2843004.59310526 1431133.72054574 1015595.40689474
2000-07-16 7 51 16 2000 0 282183293.18457 770791.441544099 0 2931112.07730875 780790.441544099 910387.922691248
2000-07-23 7 52 23 2000 0 166835966.199474 0 0 1837095.09972187 9999 1987304.90027813
2000-08-06 8 1 6 2000 0 199096503.146616 2131596.4976605 0 2359515.8510182 2141595.4976605 0
2000-08-13 8 2 13 2000 0 146499461.304354 2131596.4976605 0 1618616.54524729 2141595.4976605 0
2000-08-20 8 3 20 2000 0 118649597.41753 2131970.00882956 0 1349815.78921615 2141969.00882956 177784.210783852
2000-08-27 8 4 27 2000 6375.10542963115 83619086.5995944 2151308.17730458 74621.2623332322 1062234.73766677 2143722.23710199 484800
2000-09-03 9 5 3 2000 86863.0694931909 39752509.0732715 2214334.70853984 497484.199095244 722999.800904755 1924045.34636338 484800
2000-09-10 9 6 10 2000 99361.8865359648 39216427.4127497 2466565.11489024 528509.572720435 735606.427279565 2158654.21999053 181800
2000-09-17 9 7 17 2000 108716.943926644 39053996.2134473 2327179.58783077 574082.358202895 733665.641797105 1989331.47834523 181800
2000-09-24 9 8 24 2000 121941.824738118 38484780.7463254 2122715.36404004 636598.607507626 714781.392492374 1743937.72390708 181800
2000-10-01 10 9 1 2000 134457.839037461 33277605.8406016 1857121.03535141 617245.208477677 777766.791522323 1438779.16315966 181800
2000-10-08 10 10 8 2000 160904.654488736 32569582.0795012 2058856.31797006 698100.860785031 731816.739214969 1584360.5277388 363600
2000-10-15 10 11 15 2000 156721.373264178 31661537.3591211 1483557.36713815 697700.980765747 767122.219234254 1005438.10717275 363600
2000-10-22 10 12 22 2000 155817.11737607 30743616.0870883 921838.695255217 720358.373392971 779370.426607029 527541.595844106 363600
2000-10-29 10 13 29 2000 151415.023492334 29871827.7389915 367719.062275395 739327.436438004 795306.963561995 197940.731399679 363600
2000-11-05 11 14 5 2000 29967.6504690969 29025290.3871139 125805.79472711 147271.374643053 1422268.62535695 106396.629285143 363600
2000-11-12 11 15 12 2000 17396.9453212453 28841904.4759503 731797.447443527 80032.9919092136 1445875.00809079 725391.200396866 3272400
2000-11-19 11 16 19 2000 3663.12836531333 28067283.2419185 221234.837242417 19230.487051537 1463045.51294846 217175.236221274 3272400
2000-11-26 11 17 26 2000 0 27861217.9934756 313028.80816246 0 1441279.02060319 323027.80816246 3255520.97939681
2000-12-03 12 18 3 2000 0 27120143.4759865 462305.562744884 0 1553053.32165779 472304.562744884 3100546.67834221
2000-12-10 12 19 10 2000 0 26190692.7051952 1086627.78792657 0 1497234.97609708 1096626.78792657 1808181.22390292
2000-12-17 12 20 17 2000 16535.1943525555 24456430.8375495 434399.934114721 86440.5636912347 1483099.43630877 392744.919517158 1831210.8
2000-12-24 12 21 24 2000 38423.2828019793 23407530.4020212 446413.767710342 191150.298309146 1465653.70169085 344619.872750963 1824605.4
2000-12-31 12 22 31 2000 61528.4169988583 22394540.5116421 444025.882034689 293074.848404685 1450993.15159531 281603.976991925 1454400
2001-01-07 1 23 7 2001 85004.4302409226 25193696.7172193 6632085.94863045 407424.865711502 1340036.7342885 6374355.32396803 727200
2001-01-14 1 24 14 2001 69975.0901318503 23767277.0262994 5627096.23751545 336339.090145327 1414516.10985467 5400919.35844358 727200
2001-01-21 1 25 21 2001 69099.7912608665 22733615.4149344 4747303.08209065 338260.009696642 1415988.79030336 4521600.68070749 727200
2001-01-28 1 26 28 2001 68199.768475759 21720105.2527799 3885320.49650327 341037.73206242 1416604.66793758 3659722.29599166 727200
2001-02-04 2 27 4 2001 80928.3015933794 20657734.9511098 2991542.7747738 415052.934941099 1345983.0650589 2717948.86762734 727200
2001-02-11 2 28 11 2001 54918.3114411049 19562839.3531135 3473914.7851469 240361.226459516 1407352.77354048 3321352.08784292 969600
2001-02-18 2 29 18 2001 29460.4150612579 18384864.4753496 2437902.14122906 146531.658190536 1387860.34180946 2348328.0744157 969600
2001-02-25 2 30 25 2001 11361.8754553077 17264361.3609865 1446457.18638846 67399.010976437 1353670.98902356 1410407.24221304 969600
2001-03-04 3 31 4 2001 0 16238042.2510643 519810.287398871 0 1378017.62017025 529809.287398871 886382.379829752
2001-03-11 3 32 11 2001 0 15754535.2602429 857719.938806155 0 1322934.04555772 867718.938806155 1932965.95444228
2001-03-18 3 33 18 2001 0 14991833.9521313 118052.987197275 0 1292816.5295076 128051.987197275 1863783.4704924
2001-03-25 3 34 25 2001 0 15036223.5551974 139486.969023005 0 1354675.24241261 149485.969023005 1702624.75758739
2001-04-01 4 35 1 2001 0 14921377.507435 126932.881972377 0 1711468.80667062 136931.881972377 1246531.19332938
2001-04-08 4 36 8 2001 0 14892875.2135484 94182.2603322193 0 1779859.30721065 104181.260332219 996640.692789351
2001-04-15 4 37 15 2001 0 14962522.5074295 52358.4617375591 0 1811568.55244262 62357.4617375591 904631.44755738
2001-04-22 4 38 22 2001 0 15507264.8573595 147847.686941645 0 1885239.93183549 157846.686941645 770660.068164509
2001-04-29 4 39 29 2001 0 16788476.9319954 488438.567741768 0 1673680.19625402 498437.567741768 921919.80374598
