"date" "month" "week" "day" "year" "shortfall_1" "shortfall_2" "shortfall_5" "shortfall_6" "shortfall_7" "shortfall_8" "shortfall_9" "shortfall_10" "shortfall_11" "NumOfLowFlowBonn" "BelowFCC" "FirmEnergySales" "NonFirmSpotSales" "MaxSystemEnergy"
1988-09-11 9 6 11 1988 639425.967766538 179820 0 0 0 0 0 0 87906.9966806123 0 0 21382285.1281712 0 610922.432233462
1988-09-18 9 7 18 1988 666959.332169076 179820 0 0 0 0 2.57157661114047 0 86615.8073252897 0 0 21929105.3740823 0 626545.867830924
1988-09-25 9 8 25 1988 689931.594433466 179820 0 0 0 0 6.64207510699271 0 86071.6448718239 0 0 22635564.1948287 0 646730.405566534
1988-10-02 10 9 2 1988 729956.120004452 179820 0 0 0 0 10.906016256693 0 86097.3600835918 0 0 22745193.7998442 0 649862.679995548
1988-10-09 10 10 9 1988 671556.871033883 359640 0 0 0 0 14.8670387793468 0 86185.2203904653 0 0 25997557.9138141 0 742787.368966117
1988-10-16 10 11 16 1988 701016.67783885 359640 0 0 0 0 19.5208969716468 0 84566.1620851022 0 0 26174855.0756403 0 747853.00216115
1988-10-23 10 12 23 1988 728746.715385403 359640 0 0 0 0 22.448377045356 0 84838.7433298418 0 0 26412694.1615109 0 754648.404614597
1988-10-30 10 13 30 1988 769179.467986203 359640 0 0 0 0 25.9982912439918 0 83999.8955617338 0 0 26205938.2204829 0 748741.092013797
1988-11-06 11 14 6 1988 1064663.51591646 359640 0 0 0 0 0 0 81719.6848755898 537084.32653849 0 17072386.9429239 0 487782.48408354
1988-11-13 11 15 13 1988 483932.031362962 3236760 0 0 0 0 0 0 83206.8384308125 0 0 35887500.9022963 0 1025357.16863704
1988-11-20 11 16 20 1988 880202.678923793 3236760 0 0 0 0 0 0 82377.5657099847 332979.669141562 0 20507540.2376673 0 585929.721076207
1988-11-27 11 17 27 1988 988037.537318091 3236760 0 0 0 0 0 0 83437.0895797363 717764.056029872 0 15222832.1938668 0 434938.062681909
1988-12-04 12 18 4 1988 788793.775193641 3236760 0 0 0 0 0 0 82951.4435192712 518467.983598441 0 20685875.8682226 0 591025.024806359
1988-12-11 12 19 11 1988 429001.134992043 1817800.38 0 0 0 0 0 0 81980.4514091449 0 0 36299594.2752785 0 1037131.26500796
1988-12-18 12 20 18 1988 572587.45944145 1811266.92 0 0 0 0 0 0 83464.7762910731 0 0 34295048.9195492 0 979858.54055855
1988-12-25 12 21 25 1988 899441.772666201 1804733.46 0 0 0 0 0 0 84290.0631540768 187021.886730195 0 25876123.956683 0 739317.827333799
1989-01-01 1 22 1 1989 1042478.29322284 1438560 0 0 0 0 0 0 82735.2785919047 261129.204631163 0 23890821.7372006 0 682594.906777161
1989-01-08 1 23 8 1989 850661.734223005 719280 0 0 0 0 0 0 83436.0181125793 0 0 30721883.7021948 0 877768.105776995
1989-01-15 1 24 15 1989 860709.476364636 719280 0 0 0 0 0 0 82633.7035054215 0 0 30487695.1272377 0 871077.003635364
1989-01-22 1 25 22 1989 999708.236814931 719280 0 0 0 0 0 0 82665.4903644124 0 0 25740220.9114774 0 735434.883185069
1989-01-29 1 26 29 1989 1089845.87484384 719280 0 0 0 0 0 0 83754.6010139257 193408.721975233 0 22702885.9804655 0 648653.885156157
1989-02-05 2 27 5 1989 1004449.8771503 719280 0 0 0 0 0 0 85747.9727990279 122309.284944945 0 25809228.2997396 0 737406.522849702
1989-02-12 2 28 12 1989 882856.692407752 959040 0 0 0 0 0 0 84081.8413699008 0 0 26141916.7657287 0 746911.907592248
1989-02-19 2 29 19 1989 829130.023483434 959040 0 0 0 0 0 0 81501.1484342492 142861.548433997 0 24099277.1780798 0 688550.776516566
1989-02-26 2 30 26 1989 845136.591787863 959040 0 0 2955.1975729093 0 0 0 69725.5857679968 332039.938242624 0 19615974.2874248 0 560456.408212137
1989-03-05 3 31 5 1989 663870.548959857 959040 0 7391.35322256361 9129.63992845586 0 0 0 45013.4827218979 130949.750004281 0 22037212.786405 0 629634.651040143
1989-03-12 3 32 12 1989 0 2012173.34775985 0 0 0 0 0 0 18975.4078556098 0 0 41842500 665295.627795946 1221286.65224015
1989-03-19 3 33 19 1989 327188.109674665 2037960 0 0 0 0 0 0 35225.4216208819 0 0 26877049.1613867 0 767915.690325335
1989-03-26 3 34 26 1989 121847.173078879 2037960 0 0 0 0 0 0 26553.5379013155 0 0 30591957.4422393 0 874055.926921121
1989-04-02 4 35 2 1989 126952.42893644 2037960 0 25180.0042186886 0 0 0 0 44167.933490831 0 0 26941248.9872246 0 769749.97106356
1989-04-09 4 36 9 1989 0 1761698.57214704 0 896.682292019803 0 0 0 0 27181.703420019 0 0 29305500 2861780.12970914 993681.427852959
1989-04-16 4 37 16 1989 0 1398413.39391576 0 0 0 0 0 0 0 0 0 27195000 9509898.89134158 1296666.60608424
1989-04-23 4 38 23 1989 0 1464737.86708784 0 0 0 0 0 0 6522.81659714419 0 0 25084500 8296161.03229256 1170042.13291216
1989-04-30 4 39 30 1989 0 1282531.67682036 0 0 0 0 0 0 27353.7036618215 0 0 22974000 11630534.3141875 1291948.32317964
1989-05-07 5 40 7 1989 0 795518.116931068 0 0 0 0 0 0 3019.75074156291 0 0 24662400 12817087.6355581 1467561.88306893
1989-05-14 5 41 14 1989 0 881946.036107527 0 0 0 0 0 0 29929.2191569373 0 0 26350800 11365098.5933936 1429373.96389247
1989-05-21 5 42 21 1989 0 811569.315106699 0 0 0 0 0 0 40601.4767596877 0 0 28039200 12547427.5062075 1547990.6848933
1989-05-28 5 43 28 1989 0 810573.134497255 0 0 0 5280.02002785876 0 0 40508.5586942735 0 0 29727600 12564163.3404461 1597226.86550275
1989-06-04 6 44 4 1989 0 1021332.95801791 0 0 0 0 0 0 19518.0305902252 0 0 31416000 11279247.8816239 1434707.04198209
1989-06-11 6 45 11 1989 0 0 0 0 0 0 0 0 23274.523011506 0 0 31111500 5040000 1389404.76295837
1989-06-18 6 46 18 1989 0 0 0 0 0 0 0 0 42006.9690310186 0 0 30807000 5040000 1379280.40661542
1989-06-25 6 47 25 1989 0 0 0 0 0 0 0 0 59091.2621053328 0 0 30502500 5040000 1607623.69732991
1989-07-02 7 48 2 1989 0 0 0 0 0 24997.6081644792 0 0 61580.1762850704 0 0 30198000 6960000 1188842.53700847
1989-07-09 7 49 9 1989 0 2495001.23201756 0 1392.06164252439 0 8721.98834934644 0 0 63945.9174324417 0 0 29599500 14557964.2714907 1347698.76798244
1989-07-16 7 50 16 1989 0 2671379.94034226 0 16837.9234630602 0 28327.2543393133 0 0 76410.5826729199 0 0 29001000 9442981.73007444 1154220.05965774
1989-07-23 7 51 23 1989 81755.8625186931 2997000 0 25507.5891275135 0 90089.71110373 0 0 81904.9629763774 0 0 25512642.3118457 0 728932.637481307
1989-07-30 7 52 30 1989 305861.772584904 2997000 0 27631.6709768759 0 126883.24838904 0.98855449853113 0 83633.6198714509 0 0 17071033.9595284 0 487743.827415096
1989-08-06 8 1 6 1989 206287.717395036 479520 0 29905.5469110968 0 96218.0789303181 2.03844362188761 0 83819.331916437 0 0 23451227.8911737 0 670035.082604964
1989-08-13 8 2 13 1989 243967.658091238 479520 0 30811.3366731628 0 90685.3137574523 0 0 84523.5429907004 0 0 25027531.9668067 0 715072.341908762
1989-08-20 8 3 20 1989 267502.326574833 479520 0 30098.3967131271 0 81278.7750101353 0 0 82464.4116946163 0 0 27098920.5698808 0 774254.873425167
1989-08-27 8 4 27 1989 448963.909371834 479520 0 30049.3949484805 0 92980.4821251078 0 0 82768.5655049153 0 0 23642867.1719858 0 675510.490628166
1989-09-03 9 5 3 1989 593471.309941867 479520 0 0 0 0 0 0 83487.3628187425 0 0 21480210.1520346 0 613720.290058133
1989-09-10 9 6 10 1989 635738.443138157 179820 0 0 0 0 0 0 84529.4003444919 0 0 21511348.4901645 0 614609.956861843
1989-09-17 9 7 17 1989 660268.612844035 179820 0 0 0 0 0 0 84131.7717394167 0 0 22163280.5504588 0 633236.587155965
1989-09-24 9 8 24 1989 688617.80386315 179820 0 0 0 0 2.68540126506855 0 85103.0924328045 0 0 22681546.8647897 0 648044.19613685
1989-10-01 10 9 1 1989 720507.726119141 179820 0 0 0 0 6.50805719664049 0 85304.7711242085 0 0 23075887.5858301 0 659311.073880859
1989-10-08 10 10 8 1989 673097.726311953 359640 0 0 0 0 10.166231187023 0 85342.4724819059 0 0 25943627.9790816 0 741246.513688047
1989-10-15 10 11 15 1989 700925.568422904 359640 0 0 0 0 14.0477155369097 0 83423.5605211006 0 0 26178043.9051984 0 747944.111577096
1989-10-22 10 12 22 1989 724529.966175362 359640 0 0 0 0 17.796092128641 0 82989.0448733674 0 0 26560280.3838623 0 758865.153824638
1989-10-29 10 13 29 1989 765683.460703717 359640 0 0 0 0 21.0995130531053 0 83660.2690454239 0 0 26328298.4753699 0 752237.099296283
1989-11-05 11 14 5 1989 1202764.22728389 359640 0 0 0 0 0 0 80978.0010232892 1382856.50618684 0 12238862.0450639 0 349681.772716112
1989-11-12 11 15 12 1989 160533.152395294 3236760 0 0 0 0 0 0 78858.7532765834 0 0 47206461.6661647 0 1348756.04760471
1989-11-19 11 16 19 1989 720090.027193328 3236760 0 0 0 0 0 0 79665.3792780719 378084.203761096 0 26111483.0482335 0 746042.372806672
1989-11-26 11 17 26 1989 916285.050672918 3236760 0 0 0 0 0 0 79563.1247733741 845545.59997256 0 17734169.2264479 0 506690.549327082
1989-12-03 12 18 3 1989 723288.885464801 3236760 0 0 0 0 0 0 76253.5770188483 690999.36982969 0 22978547.008732 0 656529.914535199
1989-12-10 12 19 10 1989 391555.334669371 1817800.38 0 0 0 0 0 0 78265.2208905343 0 0 37610197.286572 0 1074577.06533063
1989-12-17 12 20 17 1989 474400.858212706 1811266.92 0 0 0 0 0 0 81302.1874003206 0 0 37731579.9625553 0 1078045.14178729
1989-12-24 12 21 24 1989 743249.305219469 1804733.46 0 0 0 0 0 0 81485.4797153106 165035.417065655 0 31342860.3173186 0 895510.294780531
1989-12-31 12 22 31 1989 1110400.16613918 1438560 0 0 0 0 0 0 80841.8851096756 692161.518801135 0 21513556.1851288 0 614673.033860823
1990-01-07 1 23 7 1990 766599.976043161 719280 0 0 0 0 0 0 55016.0058989614 0 0 33664045.2384894 0 961829.863956839
1990-01-14 1 24 14 1990 830204.477557499 719280 0 0 0 0 0 0 76111.4290365133 0 0 31555370.0854875 0 901582.002442501
1990-01-21 1 25 21 1990 907380.363710235 719280 0 0 0 0 0 0 79837.5632216788 256998.355597615 0 28971696.4701418 0 827762.756289765
1990-01-28 1 26 28 1990 916113.35660114 719280 0 0 0 0 0 0 80393.4403827277 242095.904223667 0 28783524.1189601 0 822386.40339886
1990-02-04 2 27 4 1990 950060.749377501 719280 0 0 0 0 0 0 81818.1312779745 331539.97528891 0 27712847.7717875 0 791795.650622499
1990-02-11 2 28 11 1990 660511.875591109 959040 0 0 0 0 0 0 67525.9865407371 0 0 33923985.3543112 0 969256.724408892
1990-02-18 2 29 18 1990 652848.902325792 959040 0 0 0 0 0 0 73308.9302661066 125404.048746448 0 30269116.4185973 0 864831.897674208
1990-02-25 2 30 25 1990 536755.719289414 959040 0 0 0 0 0 0 66677.4057380339 0 0 30409304.8248705 0 868837.280710586
1990-03-04 3 31 4 1990 203357.739072744 959040 0 17772.1259267243 0 0 0 0 59213.9707747776 0 0 38155161.132454 0 1090147.46092726
1990-03-11 3 32 11 1990 0 1999278.44078642 0 19478.9044540834 0 0 0 0 63095.9967217703 0 0 41842500 997984.227710415 1234181.55921358
1990-03-18 3 33 18 1990 0 1914425.20897553 0 11051.2156420319 0 0 0 0 57324.9317519082 0 0 38367000 3187197.6084314 1219734.79102447
1990-03-25 3 34 25 1990 0 1840144.51488119 0 12432.0079300241 0 0 0 0 58676.2661303101 0 0 34891500 5103639.51606538 1194715.48511881
1990-04-01 4 35 1 1990 0 1139449.99706828 0 26757.6002669165 0 0 0 0 51682.4428408855 0 0 31416000 16442733.0536505 1796110.00293172
1990-04-08 4 36 8 1990 0 1439410.9183713 0 17193.1327400014 0 0 0 0 47101.4207668547 0 0 29305500 8759644.19380522 1315969.0816287
1990-04-15 4 37 15 1990 0 1340956.68580611 0 0 0 0 0 0 30726.7600285892 0 0 27195000 10561356.6497482 1354123.31419389
1990-04-22 4 38 22 1990 0 987887.958671178 0 0 0 0 0 0 28499.6796338096 0 0 25084500 17022514.3563174 1646892.04132882
1990-04-29 4 39 29 1990 0 1249896.68634308 0 0 0 0 0 0 30810.6259894566 0 0 22974000 12227754.6399216 1324583.31365692
1990-05-06 5 40 6 1990 0 922196.401571348 0 11392.0213864819 0 7059.88624877576 0 0 45968.3598153173 0 0 24662400 10688892.4536014 1340883.59842865
1990-05-13 5 41 13 1990 0 1050909.39765967 0 27820.32635281 0 16107.2119625552 0 0 55944.6566678945 0 0 26350800 8526514.11931752 1260410.60234033
1990-05-20 5 42 20 1990 0 1052631.92418192 0 18931.1062351188 0 27190.1396512485 0 0 46568.5618740649 0 0 28039200 8497575.67374377 1306928.07581808
1990-05-27 5 43 27 1990 0 980699.000867961 0 0 0 0 0 0 21286.4371310445 0 0 29727600 9706048.78541826 1427100.99913204
1990-06-03 6 44 3 1990 0 1121546.82035796 0 0 0 0 0 0 31913.3769701794 0 0 31416000 9174756.77248282 1334493.17964204
1990-06-10 6 45 10 1990 0 0 0 0 0 0 0 0 35340.0289418499 0 0 31111500 5040000 1189614.27257966
1990-06-17 6 46 17 1990 0 0 0 0 0 0 0 0 46194.9341333065 0 0 30807000 5040000 1594102.83732416
1990-06-24 6 47 24 1990 0 0 0 0 0 0 0 0 48911.7462565827 0 0 30502500 5040000 1929318.44376719
1990-07-01 7 48 1 1990 0 0 0 0 0 0 0 0 64055.4916116008 0 0 30198000 6960000 1798823.47493574
1990-07-08 7 49 8 1990 0 1832149.12884111 0 1200.03284968893 0 0 0 0 72814.4213230013 0 0 29599500 33780675.2636077 2010550.87115889
1990-07-15 7 50 15 1990 0 2158783.18355167 0 6995.8912187758 0 0 0 0 78550.0278730813 0 0 29001000 24308287.6770017 1666816.81644833
1990-07-22 7 51 22 1990 0 2248452.72320276 0 22964.2015216944 0 0 0 0 79550.6210491981 0 0 28402500 21707871.0271198 1560047.27679724
1990-07-29 7 52 29 1990 0 2430155.81008567 0 25239.5223310621 0 0 0 0 80168.5575879802 0 0 27804000 16438481.5075155 1361244.18991433
1990-08-05 8 1 5 1990 0 0 0 29372.5277160637 0 0 0 0 82419.9958094017 0 0 30702000 19056000 1393305.30114426
1990-08-12 8 2 12 1990 0 368493.071523745 0 30424.5656019451 0 40550.9848455809 0 0 83802.7598910755 0 0 33600000 4407769.06050732 1071026.92847625
1990-08-19 8 3 19 1990 208464.024534287 479520 0 29336.5835645037 0 72240.6602149883 0 0 82201.1879297145 0 0 29165261.1412999 0 833293.175465713
1990-08-26 8 4 26 1990 463049.143925179 479520 0 28790.6067599855 0 96647.153424855 0 0 80948.8999753053 0 0 23149883.9626187 0 661425.256074821
1990-09-02 9 5 2 1990 617984.505604537 479520 0 0 0 0 0 0 82053.1540273042 0 0 20622248.3038412 0 589207.094395463
1990-09-09 9 6 9 1990 644832.431893863 179820 0 0 0 0 0 0 83433.889464494 0 0 21193058.8837148 0 605515.968106137
1990-09-16 9 7 16 1990 676545.727211366 179820 0 0 0 0 0 0 84627.1467216674 0 0 21593581.5476022 0 616959.472788634
1990-09-23 9 8 23 1990 695790.374701005 179820 0 0 0 0 1.8099950314222 0 85371.8021095501 0 0 22430506.8854648 0 640871.625298995
1990-09-30 9 9 30 1990 721267.5361697 179820 0 0 0 0 5.65114539172828 0 85570.4235479995 0 0 23049294.2340605 0 658551.2638303
1990-10-07 10 10 7 1990 681751.818218197 359640 0 0 0 0 9.46042096183919 0 84103.5707238446 0 0 25640734.7623631 0 732592.421781803
1990-10-14 10 11 14 1990 700678.230648305 359640 0 0 0 0 12.5826890632295 0 82445.4967277382 0 0 26186700.7273093 0 748191.449351695
1990-10-21 10 12 21 1990 729007.802597139 359640 0 0 0 0 15.4228474498771 0 80939.4424918662 0 0 26403556.1091001 0 754387.317402861
1990-10-28 10 13 28 1990 756619.391374466 359640 0 0 0 0 18.3104897826865 0 81165.6934967372 0 0 26645540.9018937 0 761301.168625534
1990-11-04 11 14 4 1990 1196986.55937744 359640 0 0 0 0 0 0 80012.5091112355 1302717.86487 0 12441080.4217896 0 355459.440622559
1990-11-11 11 15 11 1990 186015.975955184 3236760 0 0 0 0 0 0 80511.8413788526 0 0 46314562.8415685 0 1323273.22404482
1990-11-18 11 16 18 1990 517058.947682305 3236760 0 0 0 0 0 0 81009.0592846133 0 0 33217570.8311193 0 949073.452317695
1990-11-25 11 17 25 1990 741096.2823996 3236760 0 0 0 0 0 0 78162.8996461446 0 0 23865776.116014 0 681879.3176004
1990-12-02 12 18 2 1990 675971.909196355 3236760 0 0 0 0 0 0 81120.5633000846 416497.012045711 0 24634641.1781276 0 703846.890803645
1990-12-09 12 19 9 1990 417954.687575104 1817800.38 0 0 0 0 0 0 79484.3472339808 0 0 36686219.9348713 0 1048177.7124249
1990-12-16 12 20 16 1990 475845.05399027 1811266.92 0 0 0 0 0 0 82724.549634106 0 0 37681033.1103406 0 1076600.94600973
1990-12-23 12 21 23 1990 568130.9949414 1804733.46 0 0 0 0 0 0 83922.4356293974 0 0 37472001.177051 0 1070628.6050586
1990-12-30 12 22 30 1990 1096498.21436511 1438560 0 0 0 0 0 0 83272.9550975135 611977.916816661 0 22000124.4972213 0 628574.985634893
1991-01-06 1 23 6 1991 1017672.84724106 719280 0 0 0 0 0 0 83242.6111476274 524505.781064827 0 24876494.7465627 0 710756.992758936
1991-01-13 1 24 13 1991 821769.308741341 719280 0 0 0 0 0 0 70310.059707614 0 0 31850600.9940531 0 910017.171258659
1991-01-20 1 25 20 1991 918256.940947902 719280 0 0 0 0 0 0 79747.3424192224 0 0 28591016.2668234 0 816886.179052098
1991-01-27 1 26 27 1991 961376.388782675 719280 0 0 0 0 0 0 82503.4845302748 416514 0 27199317.9926064 0 777123.371217325
1991-02-03 2 27 3 1991 950828.950600569 719280 0 0 0 0 0 0 78732.6344490907 416514 0 27685960.7289801 0 791027.449399431
1991-02-10 2 28 10 1991 762509.048552214 959040 0 0 0 0 0 0 71858.3163406486 0 0 30354084.3006725 0 867259.551447786
1991-02-17 2 29 17 1991 571614.729719159 959040 0 0 0 0 0 0 59335.8556405924 0 0 33112312.4598294 0 946066.070280841
1991-02-24 2 30 24 1991 524272.44819807 959040 0 0 0 0 0 0 65850.0902305461 0 0 30846219.3130676 0 881320.55180193
1991-03-03 3 31 3 1991 0 570311.251798535 0 8791.99036254495 0 0 0 0 63379.4534719807 0 0 45318000 10029201.7035978 1683528.74820146
1991-03-10 3 32 10 1991 0 2019120.50390763 0 21701.9245367935 0 0 0 0 69393.7949460111 0 0 41842500 486058.999183104 1214339.49609237
1991-03-17 3 33 17 1991 22421.1953250873 2037960 0 28372.7071651172 0 0 0 0 71838.7401359859 0 0 37543891.1636219 0 1072682.60467491
1991-03-24 3 34 24 1991 0 1975304.6643205 0 26700.8947623035 0 0 0 0 70434.9752980349 0 0 34891500 1616507.660531 1059555.3356795
1991-03-31 3 35 31 1991 0 1915029.85126719 0 19374.1447310856 0 0 0 0 68251.6109566545 195693.457515216 0 31416000 3171597.83730657 1020530.14873281
1991-04-07 4 36 7 1991 0 874164.600254683 0 36517.7740362704 0 0 0 0 58627.5501303677 0 0 29305500 19103651.8153393 1881215.39974532
1991-04-14 4 37 14 1991 0 1663090.08988946 0 41474.2635984289 0 0 0 0 65198.2093714566 0 0 27195000 4666315.35502296 1031989.91011054
1991-04-21 4 38 21 1991 0 1375842.04232332 0 30626.3140791182 0 0 0 0 56900.0593487168 0 0 25084500 9922954.62548321 1258937.95767668
1991-04-28 4 39 28 1991 0 1396408.71464859 0 36047.5261886238 0 0 0 0 58195.5286202007 0 0 22974000 9546584.52193081 1178071.28535141
1991-05-05 5 40 5 1991 0 1061916.5857319 0 26338.730140575 0 35639.386900869 0 0 53762.8923841353 0 0 24662400 8341593.35970402 1201163.4142681
1991-05-12 5 41 12 1991 0 1010237.48439258 0 9551.03986969433 0 26019.8119102836 0 0 40567.1886103642 0 0 26350800 9209802.26220458 1301082.51560742
1991-05-19 5 42 19 1991 0 918451.487601371 0 0 0 0 0 0 253.651129064936 0 0 28039200 10751807.008297 1441108.51239863
1991-05-26 5 43 26 1991 0 927248.686779886 0 0 0 0 0 0 18663.2283786036 0 0 29727600 10604014.0620979 1480551.31322011
1991-06-02 6 44 2 1991 0 982232.164479459 0 0 0 0 0 0 17310.4368048679 0 0 31416000 12100364.5459314 1473807.83552054
1991-06-09 6 45 9 1991 0 0 0 0 0 0 0 0 16611.0401896968 0 0 31111500 5040000 1846973.9814295
1991-06-16 6 46 16 1991 0 0 0 0 0 0 0 0 36240.2185022418 0 0 30807000 5040000 1649112.36746886
1991-06-23 6 47 23 1991 0 0 0 0 0 0 0 0 42002.5831587894 0 0 30502500 5040000 1841226.81409985
1991-06-30 6 48 30 1991 0 0 0 0 0 0 0 0 46593.6913504536 0 0 30198000 5040000 2165893.11660293
1991-07-07 7 49 7 1991 0 1807412.93920791 0 0 0 0 0 0 63272.4062683539 0 0 29599500 34498024.7629707 2035287.06079209
1991-07-14 7 50 14 1991 0 1862609.36802857 0 0 0 0 0 0 71473.4158879928 0 0 29001000 32897328.3271714 1962990.63197143
1991-07-21 7 51 21 1991 0 2075718.91764821 0 2216.68594501653 0 0 0 0 75694.5678996899 0 0 28402500 26717151.3882018 1732781.08235179
1991-07-28 7 52 28 1991 0 2520176.87622123 0 23834.949441119 0 0 0 0 78095.454360169 0 0 27804000 13827870.5895844 1271223.12377877
1991-08-04 8 1 4 1991 0 0 0 27910.2893437984 0 0 0 0 80059.8679595747 0 0 30702000 19056000 1387235.57809053
1991-08-11 8 2 11 1991 0 130880.333707962 0 29548.119753752 0 0 0 0 81084.8191557272 0 0 33600000 13840994.7517939 1308639.66629204
1991-08-18 8 3 18 1991 0 153973.294067763 0 30081.8246877656 0 0 0 0 81679.6691488333 0 0 36498000 12924204.2255098 1368346.70593224
1991-08-25 8 4 25 1991 0 418581.243221891 0 31185.7644427318 0 28925.9093911108 0 0 83062.0475023305 0 0 39396000 2419268.64409091 1186538.75677811
1991-09-01 9 5 1 1991 660019.221940965 479520 0 0 0 0 0 0 84133.0289275477 0 0 19151033.2320662 0 547172.378059035
1991-09-08 9 6 8 1991 661236.219426917 179820 0 0 0 0 0 0 84158.9584327469 0 0 20618926.3200579 0 589112.180573083
1991-09-15 9 7 15 1991 676347.938345295 179820 0 0 0 0 0 0 83622.1105284062 0 0 21600504.1579147 0 617157.261654705
1991-09-22 9 8 22 1991 694933.85441127 179820 0 0 0 0 0 0 84372.4375491065 0 0 22460485.0956055 0 641728.14558873
1991-09-29 9 9 29 1991 723345.734185326 179820 0 0 0 0 1.32259847202022 0 85130.9362926576 0 0 22976557.3035136 0 656473.065814674
1991-10-06 10 10 6 1991 672516.057795232 359640 0 0 0 0 4.62536030109914 0 85207.9533519024 0 0 25963986.3771669 0 741828.182204768
1991-10-13 10 11 13 1991 704070.786600808 359640 0 0 0 0 8.38624782289867 0 85246.8547528157 0 0 26067961.2689717 0 744798.893399192
1991-10-20 10 12 20 1991 737483.653769218 359640 0 0 0 0 12.6649259235876 0 84282.1485833438 0 0 26106901.3180774 0 745911.466230782
1991-10-27 10 13 27 1991 771810.198684399 359640 0 0 0 0 17.1250052476071 0 83841.5755746162 0 0 26113862.646046 0 746110.361315601
1991-11-03 11 14 3 1991 1092959.62956364 359640 0 0 0 0 0 0 82468.954715362 695648.590586053 0 16082022.9652726 0 459486.370436361
1991-11-10 11 15 10 1991 457692.209112777 3236760 0 0 0 0 0 0 80449.5819939169 0 0 36805894.6810528 0 1051596.99088722
1991-11-17 11 16 17 1991 869397.75160812 3236760 0 0 0 0 0 0 82433.6391578674 304995.292651727 0 20885712.6937158 0 596734.64839188
1991-11-24 11 17 24 1991 988439.370631272 3236760 0 0 0 0 0 0 80693.7907883392 465437.470366736 0 15208768.0279055 0 434536.229368728
1991-12-01 12 18 1 1991 779270.740619943 3236760 0 0 0 0 0 0 81314.7417213895 254225.008211429 0 21019182.078302 0 600548.059380057
1991-12-08 12 19 8 1991 384193.213874497 1817800.38 0 0 0 0 0 0 77432.4161971918 0 0 37867871.5143926 0 1081939.1861255
1991-12-15 12 20 15 1991 557518.182173173 1811266.92 0 0 0 0 0 0 82966.6012079855 0 0 34822473.623939 0 994927.817826827
1991-12-22 12 21 22 1991 883963.27105796 1804733.46 0 0 0 0 0 0 82746.3504191936 0 0 26417871.5129714 0 754796.328942041
1991-12-29 12 22 29 1991 1103407.96899699 1438560 0 0 0 0 0 0 83513.6923383471 239509.4485282 0 21758283.0851054 0 621665.231003012
1992-01-05 1 23 5 1992 844088.930234682 719280 0 0 0 0 0 0 84046.240087831 0 0 30951931.8417861 0 884340.909765318
1992-01-12 1 24 12 1992 1043952.36883986 719280 0 0 0 0 0 0 83664.1406134179 88023.9429222448 0 24074193.8906051 0 687834.111160145
1992-01-19 1 25 19 1992 1088794.61978838 719280 0 0 0 0 0 0 84215.7176196102 192922.155775303 0 22622197.5074068 0 646348.500211622
1992-01-26 1 26 26 1992 947020.62534535 719280 0 0 0 0 0 0 80277.0472091832 0 0 27701769.7129127 0 791479.13465465
1992-02-02 2 27 2 1992 806337.791988698 719280 0 0 0 0 0 0 80192.7013145845 0 0 32743151.2803956 0 935518.608011302
1992-02-09 2 28 9 1992 825023.551077004 959040 0 0 0 0 0 0 81854.8468858876 0 0 28166076.7123049 0 804745.048922996
1992-02-16 2 29 16 1992 719658.329940229 959040 0 0 0 0 0 0 77455.8884710444 0 0 27930786.452092 0 798022.470059771
1992-02-23 2 30 23 1992 615876.220526514 959040 0 0 0 0 0 0 69867.2580471999 0 0 27640087.281572 0 789716.779473486
1992-03-01 3 31 1 1992 619572.929126404 959040 0 11894.3976132273 0 0 0 0 57156.950718412 0 0 23587629.4805758 0 673932.270873595
1992-03-08 3 32 8 1992 214317.666781744 2037960 0 20621.0012491433 0 0 0 0 64892.9185751945 0 0 34299539.162639 0 979986.833218256
1992-03-15 3 33 15 1992 334673.119572825 2037960 0 19495.1035605732 0 0 0 0 65610.6587080935 0 0 26615073.8149511 0 760430.680427175
1992-03-22 3 34 22 1992 280915.09865111 2037960 0 24265.5610680896 0 0 0 0 68115.7489211475 0 0 25024580.0472111 0 714988.00134889
1992-03-29 3 35 29 1992 161861.214788583 2037960 0 23552.1068038186 0 0 0 0 68684.4836880805 0 0 25719441.4823996 0 734841.185211417
1992-04-05 4 36 5 1992 137319.772000136 1918080 0 46707.5228817553 0 0 0 0 64335.6128313986 336648.594803925 0 24470002.4799952 0 699142.927999864
1992-04-12 4 37 12 1992 37578.1355290781 1918080 0 36580.6759296035 0 0 0 0 55689.8669579963 353253.503389523 0 25852570.2564823 0 738644.864470922
1992-04-19 4 38 19 1992 0 1708358.24643388 0 29059.0249499417 0 0 0 0 52458.8994141167 0 0 25084500 3837908.09025998 926421.753566119
1992-04-26 4 39 26 1992 0 1621186.9811333 0 20894.7249857491 0 0 0 0 46862.9776563847 328732.535730924 0 22974000 5433142.24526067 953293.018866703
1992-05-03 5 40 3 1992 0 985236.246340286 0 12053.68713763 0 13069.0455286018 0 0 38557.9591113384 0 0 24662400 9629823.0614832 1277843.75365971
1992-05-10 5 41 10 1992 0 1096359.81710155 0 25197.4747560878 0 0 0 0 47327.4463457925 0 0 26350800 7762947.07269391 1214960.18289845
1992-05-17 5 42 17 1992 0 1267112.97960412 0 26634.8836627683 0 43159.8406274216 0 0 50543.6335953722 0 0 28039200 4894293.94265082 1092447.02039588
