"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1997-04-13 4 37 13 1997 13304859.6574042 2904575.01354289 153400 197205 1855100 1830000 3921900 1467950 555000 2255000 3948750
1997-04-20 4 38 20 1997 13386042.6595042 3140579.36147146 153400 221103 1855100 1830000 3921900 1467950 497500 2227500 3920630
1997-04-27 4 39 27 1997 13517556.2491042 3458401.9058286 153400 245000 1855100 1830000 3921900 1467950 443000 2200000 3892500
1997-05-04 5 40 4 1997 13674916.4548899 3840590.08151432 203972.621014286 267000 2130821.70248571 1978831.96211429 4583763.65274285 1772414.86428571 1113431.24074286 2275600 3962400
1997-05-11 5 41 11 1997 14181125.6485899 4825543.32351432 345358.481385715 289000 2835116.04348571 2387397.52432857 6954715.21398571 2298931.33847143 1420000 2351200 4032300
1997-05-18 5 42 18 1997 14653580.9758727 5643327.38369477 448711.277114286 309549.62122433 3467898.76676138 2722273.15602857 9107300 2719278.5375 1420000 2426800 4102200
1997-05-25 5 43 25 1997 15373206.2283441 6691129.88485191 597124.576757143 331000 4044410.6052471 3038884.98281429 9107300 3078554.65124286 1420000 2502400 4172100
1997-06-01 6 44 1 1997 16379921.1188584 7982917.22296619 753400 353000 5030314.91353281 3423950.37554286 9107300 3447627.13037143 1420000 2578000 4242000
1997-06-08 6 45 8 1997 17401022.1276441 9095263.86788048 753400 384250 5837151.4212471 3647000 9107300 3467950 1420000 2577900 4242100
1997-06-15 6 46 15 1997 18506422.6556155 8994383.51025015 753400 417500 5855100 3647000 9107300 3467950 1420000 2577800 4242200
1997-06-22 6 47 22 1997 19151267.068287 7982072.49341129 753400 448750 5855100 3647000 9107300 3467950 1420000 2577700 4242300
1997-06-29 6 48 29 1997 19075500 7327000 753400 480000 5855100 3647000 9107300 3467950 1420000 2577600 4242400
1997-07-06 7 49 6 1997 19985426.9517429 7327300 956890.334271429 507303 5855100 3647000 9107300 3467950 1420000 2577600 4242400
1997-07-13 7 50 13 1997 20075520 7327300 1121730.74428572 534605 5855100 3647000 9107300 3414684.05622537 1420000 2577600 4242400
1997-07-20 7 51 20 1997 20066145.5154957 7322606.57844098 1268573.13455714 561908 5851695.16559494 3647000 9102453.64441614 3297564.57810356 1420000 2577600 4242400
1997-07-27 7 52 27 1997 20075520 7327300 1402096.51418572 589210 5837458.62325359 3637358.4794739 9091438.59627379 3128605.73068564 1418458.85828935 2577600 4242400
1997-08-03 8 1 3 1997 20075520 7327300 1423400 589210 5855100 3647000 9107300 2985785.91229395 1420000 2577600 4242400
1997-08-10 8 2 10 1997 20075520 7327300 1423400 589210 5679422.16006338 3550987.00033006 8949347.63692552 2830227.09741291 1361432.37168105 2577600 4242400
1997-08-17 8 3 17 1997 20075520 7327300 1423400 589210 5358763.52890095 3353343.86051591 8688358.18217539 2658003.45944334 1228670.70725062 2577600 4242400
1997-08-24 8 4 24 1997 20075520 7327300 1423400 589210 4975000 3166000 8316000 2457542.77991238 1183000 2577600 4242400
1997-08-31 8 5 31 1997 20075520 7327300 1423400 589210 4975000 3166000 8316000 2284077.78857211 1176565.37488286 2577600 4242400
1997-09-07 9 6 7 1997 19958073.4187787 7245609.2009761 1414310.15797564 601908 5051273.23438745 3148136.85143943 8726452.08177462 2271548.78026383 1236906.49722714 2577600 4242400
1997-09-14 9 7 14 1997 19966205.1436275 7251454.05507088 1414726.39856062 614605 5147195.35766895 3145059.77885999 9054521.16281808 2272291.97413102 1316124.91219857 2577600 4242400
1997-09-21 9 8 21 1997 19982851.8284036 7263287.77977276 1416766.27314461 627303 5236691.56879999 3138841.9062827 9070747.14348798 2262575.77753425 1402052.61762429 2577600 4242400
1997-09-28 9 9 28 1997 20075520 7327300 1423400 640000 5348828.44868571 3142554.70632555 9107300 2259744.38033425 1420000 2577600 4242400
1997-10-05 10 10 5 1997 20035500 7277300 1423400 652000 5487454.58949999 3156913.25599698 9107300 2265420.0920914 1420000 2577600 4242400
1997-10-12 10 11 12 1997 19995500 7227300 1423400 664000 5590834.44302856 3165435.97425413 9107300 2265571.83591997 1420000 2577600 4242400
1997-10-19 10 12 19 1997 19894977.2555432 7118410.42463261 1420139.09260273 676000 5640498.9248919 3169674.39422555 9088677.25176548 2257249.21955561 1420000 2577600 4242400
1997-10-26 10 13 26 1997 19778112.6969144 7006915.5247497 1412194.0321451 688000 5637499.68130399 3182477.44382555 9051020.82907636 2272761.04351155 1420000 2577600 4242400
1997-11-02 11 14 2 1997 19859907.020579 7062437.9968806 1422499.52327011 7e+05 5347148.47793833 3197535.70043984 9100735.81897657 2292436.93977017 1420000 2577600 4242400
1997-11-09 11 15 9 1997 19297933.92 6354523.60686789 1335806.09850643 712500 5083865.59955047 3200449.16149698 8946532.78788479 2239152.06325246 1420000 2577600 4242400
1997-11-16 11 16 16 1997 18805743.9007 5812423.30345657 1271794.6376929 725000 4864527.85733276 3197219.81153984 8896741.35317969 2190305.371078 1420000 2577600 4242400
1997-11-23 11 17 23 1997 18278273.8751 5495814.27 1231738.365 737500 4710640 3188355.41925413 8921347.62163683 2152420 1420000 2577600 4242400
1997-11-30 11 18 30 1997 17956178.96 5495814.27 1231738.365 741846.913228572 4685160 3168347.8844827 8925990.96130826 2144980 1420000 2577600 4242400
1997-12-07 12 19 7 1997 17418965.5059397 5343001.05396908 1108799.07095155 766683 3855100 3149750.59789698 9107187.3425177 2146020.1352404 1420000 2577600 4242400
1997-12-14 12 20 14 1997 16883724.2392826 5131772.40559785 971759.103961797 783365 3855100 3134757.27889698 8674209.99312177 2146000.00258073 1420000 2577600 4242400
1997-12-21 12 21 21 1997 16510621.93 4938259.271 873125.9714 800048 3855100 3113660.81831127 8219323.28222177 2135760 1420000 2577600 4242400
1997-12-28 12 22 28 1997 16510621.93 4938259.271 873125.9714 816730 3855080 3097646.01152555 7785137.07915035 2132680 1420000 2577600 4242400
1998-01-04 1 23 4 1998 16321263.9001228 4755368.30644558 866245.422493717 786576 3889594.91549944 3020859.47781837 7389324.0642932 2134939.75554068 1370000 2578080 4242400
1998-01-11 1 24 11 1998 16113881.3139306 4546656.58086021 827503.693754503 756422 3906117.30021885 2936275.01256858 6966117.37737048 2134555.09520162 1320000 2578560 4242400
1998-01-18 1 25 18 1998 15888981.0110771 4310399.11718739 748425.275759052 726268 3911062.89673564 2841852.05388171 6631671.80026746 2139971.59894822 1270000 2579040 4242400
1998-01-25 1 26 25 1998 15676076.8106999 4062258.73426253 669644.108065746 696114 3896513.64900937 2744506.89312745 6373029.63488323 2151835.31825499 1220000 2579520 4242400
1998-02-01 2 27 1 1998 15502354.85889 3833845.83214798 585688.612583474 665960 3871665.25973802 2656768.49715301 6067346.2991778 2155204.25405447 1170000 2580000 4242400
1998-02-08 2 28 8 1998 15309862.5087864 3411243.21946926 479124.40095955 621063 3864382.63175913 2593015.18085954 5843881.70220042 2165669.90202699 1132500 2542500 4205550
1998-02-15 2 29 15 1998 15134884.3723904 3094522.09416658 370900 576165 3854018.0889449 2536600.44561119 5686909.55568855 2165458.54265009 1095000 2505000 4168700
1998-02-22 2 30 22 1998 14970461.4478055 2861484.83629479 262150 531268 3841650.87626122 2484978.73316776 5527187.29688855 2165027.49347369 1057500 2467500 4131850
1998-03-01 3 31 1 1998 14824103.5551773 2704533.53288624 153400 486370 3825149.1047086 2439151.02402062 5272816.76498855 2160783.63810701 1020000 2430000 4095000
1998-03-08 3 32 8 1998 14471393.5488249 2024429.46687893 153400 402130 3722970.12766174 2379433.43612939 4949181.0430314 2136299.79799614 1001250 2400000 4072500
1998-03-15 3 33 15 1998 14073122.6025956 1454065.03959653 153400 317890 3606567.91054169 2354740.34061304 4756940.69391712 2119614.78769881 982500 2370000 4050000
1998-03-22 3 34 22 1998 13782250.2445021 1188498.596 153400 233650 3512340 2395270.79578447 5015056.99154569 2105660 963750 2340000 4027500
1998-03-29 3 35 29 1998 13646163.7004525 1188498.596 153400 149410 3483380 2425546.70367018 5194326.3329457 2116620 945000 2310000 4005000
1998-04-05 4 36 5 1998 13581769.4954992 1354290.03882857 153400 173308 3480010 2462239.14162733 5104300 2172550 926250 2282500 3976880
1998-04-12 4 37 12 1998 13499936.609746 1360069.238 153400 197205 3476630 2488956.70177018 5088270.67294286 2236629.02797143 907500 2255000 3948750
1998-04-19 4 38 19 1998 13477742.742907 1466185.184 153400 221103 3473260 2553941.37618447 5104300 2238000 888750 2227500 3920630
1998-04-26 4 39 26 1998 13703195.5228356 1958338.99915714 153400 245000 3747075.58644286 2670506.22509875 5104300 2321448.3450254 870000 2200000 3892500
1998-05-03 5 40 3 1998 14226516.1245499 2841486.60314286 294988.174457143 267000 4251783.11494286 2866699.51798447 6069452.30194285 2521146.24845397 1316949.03141429 2275600 3962400
1998-05-10 5 41 10 1998 14840965.3375784 3693676.18507143 434694.034528572 289000 4699507.49277143 2999203.54329875 6752170.17328572 2679480.83871111 1420000 2351200 4032300
1998-05-17 5 42 17 1998 15325766.9241499 4291681.91995714 522708.645700001 311000 5035268.8754 3118803.10349875 6711012.21288572 2794685.65981951 1420000 2426800 4102200
1998-05-24 5 43 24 1998 16056578.472007 5123566.70487142 672433.019957144 333000 5703957.92078571 3292714.0783559 7433187.28135715 2944650.00064808 1420000 2502400 4172100
1998-05-31 5 44 31 1998 16635071.3149784 5756076.90872856 753400 355000 5855100 3402358.5954559 8384223.3406 3039733.67051951 1420000 2578000 4242000
1998-06-07 6 45 7 1998 17212508.9511499 6363742.14947143 753400 386250 5732329.21984104 3445976.12703751 8996916.50001161 3092686.42377665 1420000 2577900 4242100
1998-06-14 6 46 14 1998 17719499.6325927 6853200.42695714 753400 417500 5742607.83269854 3512098.29914232 9006158.02524071 3135376.69586237 1420000 2577800 4242200
1998-06-21 6 47 21 1998 18275728.0087784 7149500 753400 448750 5701939.03090683 3520881.23842234 8969592.60897236 3161155.89054808 1420000 2577700 4242300
1998-06-28 6 48 28 1998 18882304.823707 7327000 753400 480000 5518325.90909419 3438568.90123689 8804505.615119 3172818.71907665 1420000 2577600 4242400
1998-07-05 7 49 5 1998 18980338.3808784 7176739.33972081 897697.596428571 507303 5538053.8687442 3395331.71822535 8879434.60009483 3167391.95777665 1420000 2577600 4242400
1998-07-12 7 50 12 1998 19124988.2446198 7117300.86906358 1013669.23738571 534605 5301244.79660121 3274950.27036844 8646800.67094412 3074488.25067361 1420000 2577600 4242400
1998-07-19 7 51 19 1998 19481100.4386997 7047090.558 1119360.54592857 561908 4975000 3166000 8316000 2908750.67549178 1374864.02512469 2577600 4242400
1998-07-26 7 52 26 1998 20075520 7327300 1245814.83338571 589210 4975000 3166000 8316000 2772682.68180566 1332450.54065367 2577600 4242400
1998-08-02 8 1 2 1998 20075520 7327300 1356988.45695714 589210 4975000 3166000 8316000 2642268.91772108 1247341.49765253 2577600 4242400
1998-08-09 8 2 9 1998 20075520 7327300 1423400 589210 4975000 3166000 8316000 2498101.99787809 1183000 2577600 4242400
1998-08-16 8 3 16 1998 20075520 7327300 1423400 589210 4975000 3161705.55088571 8316000 2347378.14688737 1183000 2577600 4242400
1998-08-23 8 4 23 1998 19994697.9927394 7310191.69802883 1421636.70060866 589210 4975000 3153168.45638571 8316000 2237103.42881973 1183000 2577600 4242400
1998-08-30 8 5 30 1998 19903606.9209906 7290909.65325938 1419649.36031837 589210 4973246.40117802 3138397.31118571 8316000 2224622.16604463 1183000 2577600 4242400
1998-09-06 9 6 6 1998 19900072.4950827 7203784.04855703 1407759.66189781 601908 4996608.32986467 3096187.97265718 8317008.81385458 2208643.42923938 1261947.67112143 2577600 4242400
1998-09-13 9 7 13 1998 19885652.4724356 7193378.73667051 1405910.97706935 612335.62074067 4987441.2109026 3049094.91099112 8104226.95943849 2189714.31381473 1364811.04899286 2577600 4242400
1998-09-20 9 8 20 1998 19824773.772624 7126937.13924035 1401492.09533532 615983.646681448 4982270.70737248 2996247.20521826 7820526.49400951 2170692.21548422 1420000 2577600 4242400
1998-09-27 9 9 27 1998 19701667.1386677 7045879.47622267 1400927.30152988 601959.234802485 4973588.00561996 2939764.24486842 7541891.7550879 2150750.60975671 1420000 2577600 4242400
1998-10-04 10 10 4 1998 19488945.1366486 6833003.60184853 1391893.72672016 584956.144389509 4941995.14865232 2918729.29689699 7254682.14707139 2127888.42623666 1420000 2577600 4242400
1998-10-11 10 11 11 1998 19248580.5140902 6608144.12192355 1381341.75602473 586214.792603795 4901578.44187781 2895577.98491128 7014175.13392413 2104369.14170397 1420000 2577600 4242400
1998-10-18 10 12 18 1998 18991844.4452649 6350503.82898803 1365297.61195211 566367.321346652 4852215.68577361 2871087.82971128 6764416.41604678 2077518.36076893 1420000 2577600 4242400
1998-10-25 10 13 25 1998 18775349.0411656 6066066.60029091 1349234.23915976 553329.107503794 4798337.09527447 2844019.16165413 6495986.20994016 2049465.73940395 1420000 2577600 4242400
1998-11-01 11 14 1 1998 18816482.377683 6100041.43663258 1366304.86330053 535818.165589509 4844813.71839329 2815819.91488271 6383036.77861158 2038783.76228967 1420000 2577600 4242400
1998-11-08 11 15 8 1998 18264911.1907544 5495814.27 1231738.365 527262.597175223 4761620 2789600.17259699 6304054.01244016 2037872.36543253 1420000 2577600 4242400
1998-11-15 11 16 15 1998 17956178.96 5495814.27 1231738.365 536853.808860937 4736130 2775400.26716842 6287805.73061158 2052727.5829611 1420000 2577600 4242400
1998-11-22 11 17 22 1998 17956178.96 5495814.27 1231738.365 576690.976360937 4710640 2765679.04022556 6328963.07886873 2085642.30784681 1420000 2577600 4242400
1998-11-29 11 18 29 1998 17956178.96 5495814.27 1231738.365 599250.124246651 4685160 2756945.58205413 6420191.17986873 2124013.56263253 1420000 2577600 4242400
1998-12-06 12 19 6 1998 17407289.4264429 5281718.24373363 1083175.12067514 766683 3855100 2739030.63463985 6652298.84458681 2135012.91170395 1420000 2577600 4242400
1998-12-13 12 20 13 1998 16890238.5762571 5038851.94565799 929326.990890127 783365 3855100 2722194.6956827 6358003.19748681 2142972.04303317 1420000 2577600 4242400
1998-12-20 12 21 20 1998 16510621.93 4938259.271 873125.9714 800048 3855100 2694394.12666842 5860455.98310109 2135760 1420000 2577600 4242400
1998-12-27 12 22 27 1998 16438716.2146458 4916114.78721988 872348.191817469 816730 3816148.19601968 2680465.95682556 5611744.66717699 2132680 1420000 2577600 4242400
1999-01-03 1 23 3 1999 16203369.7740293 4627861.3495336 850026.971264425 786576 3227952.45810165 2650324.46130139 5868762.83167537 2152414.52374954 1370000 2578080 4242400
1999-01-10 1 24 10 1999 15999729.7900516 4363705.58148552 821491.076441334 756422 3231450.57696274 2629429.58331084 5672292.46342784 2190324.9077711 1320000 2578560 4242400
1999-01-17 1 25 17 1999 15738991.1247714 4054648.87408037 744523.596734281 726268 3215561.83980367 2592595.78270869 5674750.9061134 2203461.9634538 1270000 2579040 4242400
1999-01-24 1 26 24 1999 15484765.092155 3737371.81480556 670477.660359019 696114 3217411.33627753 2550474.62440435 5445292.21650731 2178967.76026518 1220000 2579520 4242400
1999-01-31 1 27 31 1999 15273257.6321071 3437180.63275063 586576.579114256 665960 3227534.38462462 2516336.45880605 5254923.07534061 2143661.71108278 1170000 2580000 4242400
1999-02-07 2 28 7 1999 15049687.0345627 2948309.27205993 479650 621063 2775100 2486355.26134343 5585889.42622233 2135081.93572784 1107500 2542500 4205550
1999-02-14 2 29 14 1999 14823237.2125019 2574345.0841616 370900 576165 2775100 2452643.34500142 5384399.84833662 2125330.0013958 1045000 2505000 4168700
1999-02-21 2 30 21 1999 14593843.1499359 2294000.54054945 262150 531268 2775100 2417702.32325757 5368524.51020805 2145380.36008064 982500 2467500 4131850
1999-02-28 2 31 28 1999 14459167.321822 2192729.94984736 153400 486370 2775100 2389918.35587968 5498288.54519376 2169053.99756886 920000 2430000 4095000
1999-03-07 3 32 7 1999 14061727.989709 1381462.29401863 153400 402130 2605100 2334314.07664312 5483733.46206519 2067950 857500 2400000 4072500
1999-03-14 3 33 14 1999 13828164.210466 1188498.596 153400 317890 2605100 2289620 5343506.98189376 2067950 795000 2370000 4050000
1999-03-21 3 34 21 1999 13704492.2140878 1188498.596 153400 233650 2605100 2252480 5738212.39517947 2067950 732500 2340000 4027500
1999-03-28 3 35 28 1999 13547039.7158096 1188498.596 153400 149410 2605100 2215340 6068300 2067950 670000 2310000 4005000
1999-04-04 4 36 4 1999 13560737.1304401 1287810.02695714 153400 173308 2605100 2228208.52915714 4805300 2117365.2237 612500 2282500 3976880
1999-04-11 4 37 11 1999 13360798.0725031 1360069.238 153400 197205 2605100 2247858.54712857 4750781.18254286 2142950 555000 2255000 3948750
1999-04-18 4 38 18 1999 13472022.7328602 1645493.76004286 153400 221103 2605100 2323290.16555714 4805300 2142950 497500 2227500 3920630
1999-04-25 4 39 25 1999 13640048.0645174 2046937.47635714 153400 245000 2605100 2427065.5907 4805300 2142950 443000 2200000 3892500
1999-05-02 5 40 2 1999 13797259.509946 2398572.25815714 204375.265714286 267000 2793898.0506 2500162.66325714 4707547.64932857 2238000 878278.802057143 2275600 3962400
1999-05-09 5 41 9 1999 13945049.4660888 2689645.70682857 250734.993414286 289000 2965001.55258571 2559125.51841429 4262733.4185 2238000 1183000 2351200 4032300
1999-05-16 5 42 16 1999 14146383.233446 3147709.59854286 325275.883171429 311000 3220795.31762857 2651250.03238571 4066112.951 2280095.96750687 1247615.17256456 2426800 4102200
1999-05-23 5 43 23 1999 14647883.6659745 4020084.9692 493839.269057143 333000 3865044.02807143 2929644.33168571 5498253.76608572 2589471.90704972 1420000 2502400 4172100
1999-05-30 5 44 30 1999 15142882.2791602 4839156.52868571 614019.836385714 355000 4384812.05512857 3159532.8372 6812151.91542858 2868060.40307829 1420000 2578000 4242000
1999-06-06 6 45 6 1999 15626896.4275745 5515400.29407143 715407.011928571 386250 4818707.67015714 3271550.99270686 8673823.46839316 3032952.34987829 1420000 2577900 4242100
1999-06-13 6 46 13 1999 16670334.8081174 6823131.77552857 753400 417500 5493714.07204286 3498035.86124971 9107300 3282270.75803544 1420000 2577800 4242200
1999-06-20 6 47 20 1999 17557977.9418317 7872366.34305714 753400 448750 5855100 3647000 9107300 3467950 1420000 2577700 4242300
1999-06-27 6 48 27 1999 18368041.5575602 7893294.26159999 753400 480000 5855100 3647000 9107300 3467950 1420000 2577600 4242400
1999-07-04 7 49 4 1999 19151438.8999317 7327300 873185.856514286 507303 5855100 3647000 9107300 3467950 1420000 2577600 4242400
1999-07-11 7 50 11 1999 20075520 7327300 1046739.65651429 534605 5855100 3647000 9107300 3441681.8779797 1420000 2577600 4242400
1999-07-18 7 51 18 1999 20075520 7327300 1179959.56501429 561908 5855100 3647000 9107300 3313634.18741625 1420000 2577600 4242400
1999-07-25 7 52 25 1999 20075520 7327300 1311991.37412857 589210 5855100 3647000 9107300 3146272.18688275 1420000 2577600 4242400
1999-08-01 8 1 1 1999 20075520 7327300 1423400 589210 5855100 3647000 9107300 2959684.03186599 1365821.70705961 2577600 4242400
1999-08-08 8 2 8 1999 20075520 7327300 1423400 589210 5855100 3647000 9107300 2763059.96688815 1261010.8834946 2577600 4242400
1999-08-15 8 3 15 1999 20075520 7327300 1423400 589210 5855100 3647000 9107300 2565824.9990397 1183000 2577600 4242400
1999-08-22 8 4 22 1999 20075520 7327300 1423400 589210 5678039.48928626 3550231.33092454 8948104.47434634 2373645.11128454 1183000 2577600 4242400
1999-08-29 8 5 29 1999 20075520 7327300 1423400 589210 5328016.22061233 3327510.24975439 8648891.80896185 2256510.14832448 1183000 2577600 4242400
1999-09-05 9 6 5 1999 19970234.2201837 7254535.26162742 1414486.16147886 601908 5391607.94451278 3294951.32536188 9049432.44397672 2242711.73154481 1216692.19196571 2577600 4242400
1999-09-12 9 7 12 1999 19908458.3759571 7210982.41854097 1406895.21042375 614605 5403886.53674656 3239740.48520512 9005956.05325273 2222562.12445897 1255745.11216143 2577600 4242400
1999-09-19 9 8 19 1999 19879748.7583993 7190192.03159404 1403735.65039169 627303 5387159.0851433 3177437.67770335 8826016.31405915 2199930.70507551 1300006.62832857 2577600 4242400
1999-09-26 9 9 26 1999 19781158.154602 7153767.20541984 1400070.45348432 624850.409305975 5351293.60601028 3112396.3247333 8554533.87058784 2176415.57168903 1369266.82664571 2577600 4242400
1999-10-03 10 10 3 1999 19582765.9578169 7003154.97715604 1391172.24736761 630784.099677404 5284823.4313089 3097508.15471901 8267607.0293312 2152896.91147625 1420000 2577600 4242400
1999-10-10 10 11 10 1999 19387110.9421371 6861462.24060524 1383418.31639183 643844.40289169 5222866.75032154 3109083.89397615 8052614.69398665 2129757.06666195 1420000 2577600 4242400
1999-10-17 10 12 17 1999 19172673.0066469 6677360.38848007 1371219.36043318 627608.833105975 5133961.94778597 3113334.23977615 7810550.81342659 2101295.82644359 1420000 2577600 4242400
1999-10-24 10 13 24 1999 18973861.0205555 6485258.81254066 1360637.95237471 626759.051191689 5030813.38945754 3121918.47064758 7593741.3036241 2093287.47787153 1420000 2577600 4242400
1999-10-31 10 14 31 1999 18807920.9647752 6281711.22723508 1346107.84618808 636389.932305975 4920308.9819352 3135080.98704758 7471597.73747067 2077114.97733691 1420000 2577600 4242400
1999-11-07 11 15 7 1999 18378198.3946466 5660476.13146001 1256603.68059523 712500 4793466.87166719 3152863.00840472 7382525.87743379 2074783.41493691 1420000 2577600 4242400
1999-11-14 11 16 14 1999 17984404.4259752 5495814.27 1231738.365 725000 4784485.20141005 3177900.56824758 7904879.87547665 2070432.67862262 1420000 2577600 4242400
1999-11-21 11 17 21 1999 17956178.96 5495814.27 1231738.365 737500 4710640 3197172.17664758 8111824.23041951 2127627.07726548 1420000 2577600 4242400
1999-11-28 11 18 28 1999 17956178.96 5495814.27 1231738.365 750000 4685160 3211413.70150472 8306242.96329093 2144980 1420000 2577600 4242400
1999-12-05 12 19 5 1999 17504203.3425027 5066510.90848094 900910.484449424 766683 3855100 3217980.7419333 9107055.46769453 2145534.48738402 1420000 2577600 4242400
1999-12-12 12 20 12 1999 17199200.7445706 4938259.271 873125.9714 783365 3855100 3226670.09679044 8969273.89816597 2138830 1420000 2577600 4242400
1999-12-19 12 21 19 1999 16994807.8828426 4938259.271 873125.9714 800048 3834277.31737767 3223178.95360472 8788801.63825396 2135760 1420000 2577600 4242400
1999-12-26 12 22 26 1999 16793667.9142574 4938259.271 873125.9714 816730 3847727.77550027 3211450.45357615 8391936.03264053 2132680 1420000 2577600 4242400
2000-01-02 1 23 2 2000 16583586.7846276 4751291.93740467 685160.550657231 786576 3896308.88225498 3120479.01893937 8207176.81075322 2138548.91349382 1170000 2578080 4242400
2000-01-09 1 24 9 2000 16386964.8289589 4575395.62424333 686399.078593969 756422 3941895.93397646 3035249.7957477 7841227.92023738 2141123.38097922 1170000 2578560 4242400
2000-01-16 1 25 16 2000 16162282.0170387 4380951.38099534 685286.918876357 726268 3957140.44770435 2941219.24138906 7456129.06367665 2141823.51437061 1170000 2579040 4242400
2000-01-23 1 26 23 2000 15951665.412352 4189443.51751768 686056.792345451 696114 3958294.82650342 2850395.90005665 7039332.76015264 2137942.48514676 1170000 2579520 4242400
2000-01-30 1 27 30 2000 15741522.560263 3984161.48413856 684582.877347075 665960 3939194.09447604 2757185.78655423 6655219.67943374 2144901.89666227 1170000 2580000 4242400
2000-02-06 2 28 6 2000 15534747.8430932 3521505.40312454 351543.172589335 621063 3908979.29103653 2668413.62460085 6621233.26737763 2150496.19595066 1120000 2542500 4205550
2000-02-13 2 29 13 2000 15367867.1865388 3095245.55545225 352882.592114412 576165 3871510.46777854 2588795.46871323 6222205.33314169 2157230.23019174 1120000 2505000 4168700
2000-02-20 2 30 20 2000 15240417.1442535 2747843.96103459 353400 531268 3833169.98358309 2517411.32154107 5840645.72899896 2152928.22066687 1120000 2467500 4131850
2000-02-27 2 31 27 2000 15152211.0961058 2504985.92689601 353400 486370 3792942.68685655 2457225.13487961 5550993.26187039 2163327.56688487 1120000 2430000 4095000
2000-03-05 3 32 5 2000 15000627.0925942 1548452.76358067 333779.995196477 402130 3642421.2040876 2358211.37699956 5437010.75297039 2122019.08011093 1120000 2400000 4072500
2000-03-12 3 33 12 2000 14799218.0324766 1188498.596 326876.7835 317890 3541290 2289620 5300123.06601325 2094700 1120000 2370000 4050000
2000-03-19 3 34 19 2000 14659311.3224556 1188498.596 326876.7835 233650 3512340 2252480 5161775.54408468 2105660 1120000 2340000 4027500
2000-03-26 3 35 26 2000 14520420.149806 1188498.596 326876.7835 149410 3483380 2215340 5066487.20339896 2116620 1120000 2310000 4005000
2000-04-02 4 36 2 2000 14422453.7074527 1307924.41071429 277686.5879 173308 3480010 2248634.7514 5063781.78739896 2146920 1170000 2282500 3976880
2000-04-09 4 37 9 2000 14330669.7455423 1360069.238 277686.5879 197205 3476630 2320799.59238571 5506245.71535611 2177210 1170000 2255000 3948750
2000-04-16 4 38 16 2000 14259706.2832177 1466185.184 300099.8625 221103 3473260 2447874.8564 6792211.60385611 2207510 1170000 2227500 3920630
2000-04-23 4 39 23 2000 14370752.4311463 1795432.52378571 347130.003542857 245000 3687995.90647143 2576386.15372857 6807300 2293670.36213848 1170000 2200000 3892500
2000-04-30 4 40 30 2000 14533138.753532 2222824.01332857 353400 267000 3978484.55374286 2743136.79672857 6807300 2356528.60220804 1170000 2275600 3962400
2000-05-07 5 41 7 2000 14671469.534432 2552795.32018571 401519.066857143 289000 4201499.46995714 2856583.62855714 6811781.71717143 2319087.79670268 1183000 2351200 4032300
2000-05-14 5 42 14 2000 14923996.6993606 3091804.6809 472947.889942857 311000 4453201.33344286 2994506.49781429 6604601.24778571 2271051.70402394 1183000 2426800 4102200
2000-05-21 5 43 21 2000 15322691.8242748 3917743.01847142 553400 333000 4915270.17664286 3166000 7280301.12177143 2457978.1422764 1250584.48846286 2502400 4172100
2000-05-28 5 44 28 2000 15676407.7676034 4500247.92414285 553400 355000 5240479.49127143 3309678.90334286 7584741.28961429 2514196.8774942 1294081.18958791 2578000 4242000
2000-06-04 6 45 4 2000 16337198.8070891 5404767.43277143 553400 386250 4975000 3166000 8316000 2652438.90217992 1420000 2577900 4242100
2000-06-11 6 46 11 2000 16886191.4795034 6183596.34044285 553400 417500 5219340.02841453 3255949.77797446 8760838.85343679 2760682.90497992 1420000 2577800 4242200
2000-06-18 6 47 18 2000 17482450.2760606 6928269.87011428 553400 448750 5340134.22781172 3288191.96172162 8750867.54546107 2788980.02973468 1420000 2577700 4242300
2000-06-25 6 48 25 2000 18279287.620832 7327000 553400 480000 5318191.16983639 3255372.37759223 8669914.58402013 2717673.06249893 1420000 2577600 4242400
2000-07-02 7 49 2 2000 18392849.7758177 7109486.07052499 672680.0713 507303 5475629.8626573 3272333.05227516 8918911.47892948 2611965.38708356 1355681.73595823 2577600 4242400
2000-07-09 7 50 9 2000 18764394.0867476 7128451.06074419 829001.471528571 534605 5350364.24275613 3234068.76325016 8700416.5777845 2485787.23341597 1210353.60146866 2577600 4242400
2000-07-16 7 51 16 2000 19311222.0612569 7047090.558 989839.2362 561908 4988980.97472365 3168006.23726021 8333980.02091978 2348625.80618002 1183000 2577600 4242400
2000-07-23 7 52 23 2000 20075520 7327300 1139984.1064 589210 4975000 3166000 8316000 2238794.42806348 1183000 2577600 4242400
2000-08-06 8 1 6 2000 20075520 7327300 1263492.93878571 589210 4975000 3166000 8316000 2232983.85677777 1134638.75582571 2577600 4242400
2000-08-13 8 2 13 2000 20075520 7327300 1329366.0584 589210 4975000 3161784.76474286 8316000 2223454.27656348 1087842.66895571 2577600 4242400
2000-08-20 8 3 20 2000 19986258.2686165 7308405.18772375 1390810.08631429 588844.185114286 4975000 3150337.79265714 8316000 2212312.13407777 1055671.90701143 2577600 4242400
