"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1985-10-06 10 10 6 1985 19153245.2098643 6769963.23093139 1205020.05139718 524958.410542857 5068778.74151608 3177708.56487026 7423110.58829719 2149742.24324982 1420000 2577600 4242400
1985-10-13 10 11 13 1985 18995177.7011142 6639956.90511363 1204106.42960314 539256.399928571 5017510.56880001 3206596.04275597 7206899.66847004 2133667.77018483 1420000 2577600 4242400
1985-10-20 10 12 20 1985 18857642.8552229 6499025.38081259 1204650.77591272 573113.401071429 4969031.1713977 3251779.72189883 7121064.17800219 2148374.83852934 1420000 2577600 4242400
1985-10-27 10 13 27 1985 18757808.3395075 6324695.91889302 1204946.90157499 676066.612900001 4918818.77470997 3317399.10717026 7184212.87577938 2172678.016813 1420000 2577600 4242400
1985-11-03 11 14 3 1985 18813678.5120829 6477270.42574421 1224059.6822607 7e+05 5039086.44709569 3409341.14177026 7628982.73110796 2247350.17894172 1420000 2577600 4242400
1985-11-10 11 15 10 1985 18248443.1904829 5524924.91336543 1231862.65040377 712500 4771083.24298141 3448009.11727026 7791463.60703653 2170236.16678997 1420000 2577600 4242400
1985-11-17 11 16 17 1985 17956178.96 5495814.27 1231738.365 719191.376457143 4736130 3469609.3211274 7780634.75220796 2159860 1420000 2577600 4242400
1985-11-24 11 17 24 1985 17956178.96 5495814.27 1231738.365 699437.128357143 4710640 3484923.44555597 7691544.21563653 2152420 1420000 2577600 4242400
1985-12-01 12 18 1 1985 17956178.96 5495814.27 1231738.365 750000 3855100 3397000 8114438.14734965 2144980 1420000 2577600 4242400
1985-12-08 12 19 8 1985 17396677.4516133 5308418.68293144 1098412.50578337 766683 3855100 3397000 7663984.4950925 2144039.74596286 1420000 2577600 4242400
1985-12-15 12 20 15 1985 16839222.9746201 5090567.27973499 959720.068648429 783365 3855100 3393732.96408571 7153115.30312108 2140026.70214884 1420000 2577600 4242400
