"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLES" "BONNE"
1979-10-21 10 12 21 1979 116598.367928571 418947.953408659 468754.904451516 15853.8871285714 45157.6940142857 98155.6838857112 166109.899492708 11470.4152714286 51148.0112 96333.4738142858 107329.839414286 135846.208142857 139606.869971429 1100675.21851373 1290408.02277494 1308761.08390351 1313949.84516066 1323514.14438923 1322605.71447494 1317004.39116066 52517.8452261657 139971.025492876 144751.761385714 124158.414734286 134085.689234286 24856.8639428571 285828.694601067 285517.289586781 247284.387134286 256864.554134286 1637708.95669494 1604343.00032351 1671253.42549494 1764405.17766637
1979-10-28 10 13 28 1979 89658.8589857143 387835.626887418 437043.569558846 13791.0768428571 50499.1825714286 108946.778165158 168931.806318627 5587.43901428571 53786.0282 100683.226657143 121648.519657143 131942.736371429 134814.803 1074171.76597976 1285234.61721512 1306719.5797294 1317118.9204294 1334940.41121512 1336941.73388655 1321571.81378655 68454.9554491171 194979.656388678 161299.863514286 127099.704515714 130945.655615714 16147.4409 281208.221587778 283522.932744921 244449.808115714 240004.848644285 1679065.60903083 1658332.38218797 1729189.91550226 1811851.08728798
1979-11-04 11 14 4 1979 56669.7621857143 122976.709383604 146470.928455033 9167.60494285714 38074.7175428571 10923.6379571429 28096.4835857144 7672.06748571429 46792.3079428572 87935.4557857144 121832.9825 120236.288 127932.157142857 478206.531483161 594466.376626018 611784.065668875 617974.479997446 628933.159640303 629444.895268875 622770.513911732 44046.2804508774 128885.852184197 168136.889528571 136257.392101429 131481.192901429 14021.1595285714 256617.40533 256895.09133 232148.318315715 229930.797258572 892311.235598876 861085.444898876 931163.473941733 994384.642256019
1979-11-11 11 15 11 1979 57227.1176571429 661324.594957143 673560.6302 8171.90228571429 40540.1725285714 56841.9996963444 194907.241638138 4827.76945714286 47976.4403857143 86243.554657143 119087.858042857 117917.6099 173928.576514286 1762005.89634581 1834409.48778866 1848131.14313152 1852824.03653152 1861218.08761723 1861462.05460295 1886816.76987438 40686.3159318121 101058.074256967 177181.519242857 133273.259337143 128705.324637143 11448.5970857143 243319.221137143 243858.725365715 219236.911051429 228116.912637143 2158121.78939723 2126965.42019723 2188397.49728295 2244987.92061152
1979-11-18 11 16 18 1979 49630.4220857143 372992.224538692 382185.614610121 8205.6213 40137.5278285714 67759.7596142857 88304.5566714285 6261.8193 46937.1013571429 80979.4214857143 112950.997442857 114277.939828571 171173.5347 774001.775838692 821056.602424406 833657.59641012 838564.704724406 846679.086338692 847174.954195835 883028.183738692 37325.326865831 84442.4168441612 168099.203571429 136988.102975715 131658.515247143 9306.44794285714 253900.842861429 254384.80989 231089.937961429 235017.21139 1170492.34664298 1140369.36605726 1198318.46731441 1257723.43660012
1979-11-25 11 17 25 1979 51647.6125285714 92074.7271857144 122471.426828571 7707.76997142857 41093.5610571429 64853.9739714286 81953.4811571431 4758.34795714286 49343.0522 77492.4787142857 104340.747971429 108632.980142857 171957.005914286 470502.456271429 574252.830171428 585314.65032857 589228.039457142 595803.247242856 596148.371271428 623772.177857142 35183.208453102 85662.0682842685 161837.384271429 137595.441927143 133243.705612857 2439.66985714286 246903.552355714 247349.833427142 223939.920155714 227028.18517 903056.901284285 883688.302784285 946385.834641428 1001300.22461286
1979-12-02 12 18 2 1979 73253.5668 114722.003957143 175957.717371429 12297.5228571429 47736.2068714286 908520.505328571 944823.982885714 13844.6305714286 55672.3095285714 92404.2169142856 97708.0195142856 132736.124942857 159278.656542857 822985.016154082 1019971.69908571 1030847.07292857 1036815.33845714 1052367.73792857 1051272.8617 1089313.86022857 33551.0101375467 76668.0708261738 141488.950885714 140288.599432856 138560.995818571 34877.3616 294696.883204285 291687.957047142 276747.466775713 276955.731275713 1323738.01366143 1340361.48770428 1413952.24464714 1523195.90051857
1979-12-09 12 19 9 1979 82050.2625857143 660858.479171429 754194.694185715 16643.3087571429 57857.8615714286 63826.1270999998 266528.843325849 11892.8946857143 57754.9545285715 98862.3998857144 104529.177757143 143165.217714286 168200.311028571 1412160.36070612 1901856.99517755 1916746.91519183 1939287.08450612 1976288.74400612 1976169.73572041 2028938.00960612 42491.2187165718 86395.6091498128 154078.044042857 135555.243215715 134563.507501429 26031.0790285714 284822.369044286 285681.212172857 269094.440615715 266682.539358572 2306117.07976469 2329910.80302184 2406839.74237898 2485516.12006469
1979-12-16 12 20 16 1979 79594.7249571429 656887.569371428 758167.587457143 15935.2094571429 59813.5644 82137.5353285714 302921.308927373 11141.1590142857 56523.2187714286 94036.6139 99848.1851857143 170638.280471429 170049.189457143 1516449.22727504 1876822.24154647 1899166.04718933 1933246.05327504 2034057.97210361 2033716.8150179 2082343.60056076 38577.1154821548 79935.2033467933 172760.361428571 162719.451522855 161257.633079998 32578.5182142857 308735.667679998 307589.221194284 290330.052822855 281457.985122855 2380274.3158979 2391758.61546933 2458381.43728361 2544247.8988979
1979-12-23 12 21 23 1979 62269.1020285714 466018.645157144 519625.927457144 12339.1757571429 50025.1329 78099.2411460312 175683.355749951 8025.1254 57790.6570142857 93921.5725571429 100125.871185714 148090.177271428 174454.196442857 1050755.91540773 1421980.62955382 1449487.41132525 1471626.91941096 1519751.88668239 1521140.31668239 1594786.61082525 40816.1648175333 76439.9281559687 168031.765542857 168031.765542857 166700.856214286 25241.6574 300872.445263692 302147.817392263 283239.72 272874.098314286 1939597.25091096 1961528.49449667 2026645.86149667 2097328.84932525
1979-12-30 12 22 30 1979 50679.6784714286 116249.147540587 153839.898054873 13090.9114285714 40091.9079857143 67457.6920750562 102900.343032199 6846.94337142857 57887.8471142857 88939.0923285714 93925.5395 136570.175214285 165768.575057143 562051.568675962 932722.95317972 953612.874265434 969435.025851148 998054.535094005 998635.692222577 1092368.60152258 37383.7546994056 79775.8844649945 179829.4536 179829.4536 181451.933228571 23369.2603714286 309686.013514231 309693.947399945 290045.010471428 290790.795728571 1445904.53242258 1458475.77433686 1532774.63057972 1587185.2188083
