"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLES" "BONNE"
1984-04-29 4 39 29 1984 88298.1975857143 217390.124777949 380752.798577949 23069.7561857143 96245.9676 175014.240123606 292091.455131726 44199.6773142857 124177.012257143 272425.633771428 298785.969057143 377093.421057143 450525.500285714 1349199.56414826 1316500.05417683 1391810.48084826 1423508.33774826 1465617.43617683 1467733.80019111 1473479.91691968 76116.5754944958 231137.279836598 819694.929828571 869694.929828571 892246.999971429 122461.509471429 1556842.60159229 1559298.13922086 1422946.59887143 1383039.15372857 3054717.45314825 3233471.86523397 3349673.53887683 3353908.25037683
1984-05-06 5 40 6 1984 106502.498357143 133000.176642857 314543.349557143 27439.3437428571 100623.489042857 73442.657385714 192607.587342857 49991.4138857143 111330.067814286 263098.304557143 288339.961957143 356892.701471429 419013.043142857 951526.29428571 1612270.20527143 1687737.32618572 1716828.90162858 1758711.88431429 1757341.30555715 1764906.26558572 43915.4997015243 135914.899487676 642182.651827047 179182.651827047 198331.084998476 140197.710985714 902429.568824045 894767.418695475 782866.065412762 748103.745155622 2660604.08668419 2825190.56235562 2936110.25158419 2925679.17534134
1984-05-13 5 41 13 1984 156311.432871429 154312.577142857 426228.658757142 39939.1806857143 178617.552557143 107189.440271428 280181.817857143 139654.239814286 220643.145185714 487453.771342857 526942.704014285 626203.548185714 622488.5062 1412676.5141 1608455.98971429 1697150.88158572 1724891.71298572 1780881.14447143 1771140.31628572 1768061.96862858 171332.225399157 142937.092570198 687565.406187238 450565.406187238 481594.83321581 230842.355271429 1878224.48757295 1864022.83214439 1827600.3628301 1772939.85720153 3490248.75891582 3666841.18714438 3765453.43615867 3742455.08494439
1984-05-20 5 42 20 1984 185115.404957143 184685.475128571 462440.896628571 48981.8269285714 250070.1273 164041.681828571 449524.658014286 168408.625114286 319183.989228571 720464.060885714 785980.105642857 936214.182057144 992876.010357144 2200874.3408 1646808.39325714 1774061.9697 1825537.02021429 1903041.16628572 1901672.571 1923710.92204286 711282.259351517 1231142.6301882 918602.669357141 918602.669357141 955850.27931429 285356.084014286 2506454.8372 2504556.65504285 2469895.50835714 2389977.47755714 4425373.7088 4602218.0379 4707163.51118571 4703434.5849
1984-05-27 5 43 27 1984 331142.538471429 240958.543028571 634862.084442857 85900.1806285714 332991.133842857 153291.266685714 498585.823800001 197026.150885714 343769.117585715 721229.680857143 800001.265171429 946647.241771426 967941.791028576 2195215.49681428 1620198.14057143 1777215.68927143 1838836.19614286 1933955.55197143 1921088.77281429 1924789.9305 364104.372595316 884192.867733329 868869.10675714 868869.10675714 918723.66111429 334379.563842857 2787215.21791428 2781209.26642857 2746718.69828571 2658041.65765714 4577706.29798572 4727444.50654286 4823388.98648572 4783306.99585714
1984-06-03 6 44 3 1984 393381.888428571 264290.117442858 735019.457699999 87217.2056571429 364581.883285714 138399.3632 572159.223352526 146574.571628571 310819.690214286 698516.949528572 772889.194214286 936097.157242859 1066677.01527143 2174929.04489539 1588359.4572 1816115.53092857 1894157.19775714 2000048.78691428 2000433.58037142 2032605.48694285 410614.868164402 656222.252793381 689478.000342857 689478.000342857 727723.296428571 251026.160528571 2285603.22751429 2296107.6922 2258278.94164286 2178261.73727143 4425865.60971428 4655749.94828571 4753753.27157143 4672992.26541428
1984-06-10 6 45 10 1984 797827.580485714 464743.706957146 1144642.01018572 158878.0449 522285.7131 572984.538912489 1258833.25642678 159260.854885714 283497.371285715 598480.568028572 665067.687357143 816587.053257143 1086088.65618751 2974575.97691429 986393.151371433 1231986.58365714 1328657.01414286 1449557.5316 1428794.55268572 1432729.76 377667.862115272 607900.748897694 786716.173542857 786716.173542857 821861.303785714 232155.413357143 2251202.36894286 2244827.49177143 2209487.99785715 2146883.68915715 3609788 3732808.84841429 3820452.50042858 3705337.76912858
1984-06-17 6 46 17 1984 634905.237342857 337557.568542857 747533.178942853 123183.493071429 565920.101057143 161659.532642857 808419.978714287 195861.853157143 376081.850628571 807080.2747 871683.922599997 1006528.2442 1076296.8517 2655671.41581429 977607.738138233 1343972.76223823 1520862.71118109 1702009.18980966 1715582.08479537 1772172.50812394 314415.489608794 463934.967588199 706702.936114286 706702.936114286 746584.596128571 219951.113657143 2573813.67896786 2576606.40673929 2460732.34024286 2397483.40332857 4405575.95358109 4568341.60248109 4654997.48572395 4563486.06442395
1984-06-24 6 47 24 1984 1063442.17337143 511955.583183137 1082453.53629743 209305.8225 573516.796628571 363768.114744694 1158273.38058755 164318.707028571 342709.943842858 746907.701971429 796891.181971429 889983.429999999 997618.490542859 2786527.85962969 2716392.3099154 2980104.75370111 3126970.89562969 3294197.37177254 3279339.18730111 3315323.32595826 342924.196845744 509002.859690685 569797.7877 569797.7877 620749.201757143 173851.270714286 2373981.25037143 2382176.95431429 2218917.42102857 2144487.65567142 5516193.14045826 5591229.84807254 5674987.87955826 5564653.31440112
1984-07-01 7 48 1 1984 762109.227 367767.82187143 825299.14324286 141607.959171429 412865.528271429 507604.057585714 902152.177214281 88762.3299 224030.914385714 517806.834614286 568464.6949 607318.916714286 700647.197842857 2532417.00287397 2563131.0579454 2840987.63648826 2993954.93653112 3148645.8732454 3177898.10987398 3247724.2380454 288926.71871064 412165.111214167 405963.0477 405963.0477 426940.241528571 109313.077371429 1569431.68521429 1586828.71311429 1484148.3642 1408609.83831428 5005359.59323112 5131752.34307397 5221782.11121683 5302517.3322454
1984-07-08 7 49 8 1984 707440.787485714 689499.729795719 1043220.12353858 116318.698457143 288767.654871429 370707.782812839 640003.648669982 52599.6788142857 156297.046898199 333428.979355342 366876.258055342 390382.377955342 449589.000098199 2501734.25499928 2490430.37455878 2639170.89698735 2723615.20958735 2822120.3511445 2828306.79853021 2867892.92130164 261073.877985713 432503.507538203 346205.0205 346205.0205 360339.2379 66866.7888 1066629.61195714 1078139.69665714 1016544.97491429 946633.55747143 3962767.16640164 4014154.94417307 4088362.56073021 4142656.1241445
