"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
1983-09-04 9 5 4 1983 556669.421926486 661729.936555058 893746.234986431 56162.6346348447 38434.7080189312 54215.2067046458 183314.052710919 26505.2302491533 64780.278406296 113222.733028572 124381.743285714 159064.592763439 161660.956863439 915516.918373718 860941.702016574 915370.141487998 936763.864316578 956094.776859428 959181.058402288 986872.303016578 65254.027195144 116861.184415055 121160.199322858 121160.199322858 131502.019351429 44601.3268982688 302022.046421127 303444.195435413 261010.802808572 249347.990808572 1339223.94858229 1353687.42223943 1420883.46729657 1472072.89792514
1983-09-11 9 6 11 1983 228589.918898846 303501.667813132 529280.593906667 39556.8541937316 61429.2435680899 56299.9864538042 172710.592176108 45770.2487694062 82654.8834551204 116787.031185714 127571.165342857 178347.462526549 186939.860755121 976809.649575126 906154.430346554 951403.364046554 967614.276032269 987324.031617983 987157.420017983 1011911.14344655 64260.153878991 111579.276799998 114016.131931429 114016.131931429 122566.87726 40594.1628859318 285200.070203074 286031.144731646 248178.13936 236237.64136 1282169.28674941 1286156.06432084 1352703.51422084 1400776.91123512
1983-09-18 9 7 18 1983 241837.887939912 302678.890539912 434556.083437277 24710.2105674737 69801.1869769072 80188.6268483358 157272.347787243 52377.1570417573 85540.7993274717 118191.328957143 128227.694385715 180055.196370329 185382.800627472 1000263.49146531 929586.454051019 971007.287893877 984949.108565305 1001050.92962245 1002536.54972245 1032750.76999388 55295.9948914447 113706.383227883 122249.125137143 122249.125137143 129699.043822857 39298.2439077547 279934.82820204 279014.497459183 242532.782979999 234408.484008572 1343120.25930244 1353188.36027387 1423349.69511673 1470411.52170244
1983-09-25 9 8 25 1983 249361.056278496 306772.636778496 435658.005716649 25164.9937568915 84931.4106897515 97760.5038897515 173869.048628408 59022.7734038114 86446.2493752399 113968.518285714 123643.891914285 175230.397460954 184207.589146668 1063976.9530314 995799.08961711 1031154.4678314 1040651.3290314 1052585.87661711 1052679.09977425 1069005.05310282 49742.2363964971 94380.3197803395 110922.114849999 110922.114849999 118750.876578571 38340.6159240403 265638.949902611 264702.751388325 228797.838378571 211936.347764285 1326438.26849568 1333430.00528139 1400455.47179568 1442749.03306711
1983-10-02 10 9 2 1983 254136.95243233 296170.678946615 448727.913090628 24046.3874269009 81841.8423808621 90097.0504665764 171918.849807763 22845.8573857142 49231.9778 106209.178057143 115977.774842857 125020.421085714 143645.2178 1037743.09338175 1012640.27898175 1041779.45773889 1049322.59958175 1059057.47735317 1059529.54355317 1045704.74769603 85256.5390003403 137646.080434632 259599.377929999 259599.377929999 268544.834072857 38902.7277415819 426808.90544301 426277.335100153 389441.384587143 381186.176501428 1465229.44344032 1483425.81032603 1545938.87934031 1589220.20938317
1983-10-09 10 10 9 1983 313266.781785306 345018.192413877 625929.593230916 29860.8018335874 95837.7112420226 99530.9350420226 191729.13307561 22722.8821571428 47581.7295714286 106806.202957143 116471.659228572 125548.024485715 142923.234200001 1231756.01401093 1206686.91862522 1234634.03105379 1241504.77608236 1250430.39751093 1250993.70339665 1246639.98361093 77948.6739688055 192886.175400202 222182.519014286 222182.519014286 230356.404771429 39931.9326248735 394485.384367731 392013.978967731 354601.055057143 353861.220214286 1629279.39078236 1649980.88208236 1716958.74528236 1757354.12439664
1983-10-16 10 11 16 1983 314292.638489959 347827.189932816 642236.457951725 29947.8654046008 106846.764884139 108467.261041282 202825.25028874 24968.1718142857 49343.0522 109830.996885714 119135.461357143 131470.670171429 149413.152714286 1283782.66921064 1253657.7051535 1279401.18082493 1284105.9750535 1292289.77816778 1291668.95161064 1277512.91602493 79069.128499683 143981.551529765 183968.958471429 183968.958471429 194394.0843 40976.7422278754 360595.311699304 360067.708299304 321728.983071428 318408.6519 1627833.63973921 1650147.69331064 1721282.91262493 1762620.44066778
1983-10-23 10 12 23 1983 320504.170071865 371540.873400436 664547.69563882 30885.1644215115 119921.677545402 139323.995059687 216837.461966913 22907.345 49951.9779285714 107119.591442857 115884.551685714 133299.430828571 155125.550428571 1328182.29815901 1301837.83064472 1329114.52973044 1335925.77061615 1347967.42565901 1347630.23551615 1318973.04031615 54664.6023981054 126815.940812825 129003.837087143 129003.837087143 139175.078572857 42282.6132570456 312547.302015617 311022.012487046 271926.837815714 252433.280615714 1600218.2269033 1618470.13098901 1690686.34223187 1730911.1428033
1983-10-30 10 13 30 1983 297794.996569208 393676.005426351 660151.699462912 31548.0194874249 120599.32614256 142147.75974256 218177.965629985 19263.7079857143 50211.8126857143 104120.582642857 113645.212442857 172236.958442857 179145.389428571 1312158.54670921 1281757.88012349 1306118.87620921 1321536.39962349 1343848.46972349 1339373.75818063 1313699.70400921 50774.5026606978 107317.519620251 189926.467798572 189926.467798572 200119.52747 42380.4145975757 389389.88565329 387914.182910433 350423.025384286 338615.41997 1620660.90345063 1617302.88632206 1705035.79455063 1802487.71277921
1983-11-06 11 14 6 1983 80474.998720458 151538.813063315 197762.07606375 4774.18006874695 35275.825396514 95283.769996514 116762.99405492 5553.52 70978.3250714287 132138.666571429 142050.0733 223925.7904 237796.2061 581518.701529011 575028.783014721 612869.450929011 638511.769557581 674132.932943291 676402.024257581 684865.496843291 72131.8217257382 99707.1448430559 226710.784285714 226710.784285714 236675.744742857 27767.6 474901.564142857 472281.398385714 453302.560285714 433626.523714286 1253314.52397187 1262771.71574329 1361739.00614329 1508539.69351472
1983-11-13 11 15 13 1983 619217.48 686651.541628571 1672924.28299852 161515.645175715 236832.023111963 273889.219811963 535867.529787677 5553.52 67177.9938142856 139612.386914285 150499.661585714 240993.562042857 275371.088842857 2414978.5712862 2400281.04800049 2434668.49215763 2455766.67774335 2489674.12181478 2489394.45234335 2502505.1984862 87103.3487733887 167843.771036746 184863.504085714 184863.504085714 195883.671342857 42890.4274111217 457658.10478255 458229.344553979 427924.043357143 409350.8169 3035073.22747191 3039839.50931477 3130859.02970048 3321807.82412905
1983-11-20 11 16 20 1983 387542.752118041 448429.374560898 547132.863260899 17825.4577285714 98037.4509714283 129655.969014286 213991.027628571 11230.6487 62937.7653714286 128904.058142857 140622.407342857 210714.320685714 254644.245885714 1006702.3919609 998369.82848947 1034225.04150376 1056866.3678609 1089472.65467519 1091674.3079609 1109299.43507519 54836.8160494361 138187.54474286 341125.350171429 341125.350171429 351699.236357143 52353.7270285714 584628.202242857 585675.475157143 545000.427899999 527551.829742857 1822414.93431805 1841495.9294609 1933259.25163233 2124721.7651609
1983-11-27 11 17 27 1983 138842.057242604 194412.97625689 263338.608399747 13364.6304857143 85581.2504000003 100411.666271429 164976.500885715 21663.7084142857 60335.4508571429 115406.535071429 125736.454271429 166605.6 202367.589857143 705991.109285461 693405.983071176 723885.988514033 741330.619728319 765173.929771175 767294.260728318 809702.863342604 46227.7951379372 101820.355394259 433666.193142857 433666.193142857 442653.302185714 42228.1053857141 641752.179385714 644263.254214286 612394.8201 590112.502071429 1552054.7314426 1579408.78591403 1671560.86848546 1805371.80147118
1983-12-04 12 18 4 1983 168959.054312208 221330.633912208 276209.321397923 221462.995442857 905134.7196 914849.762657143 1176580.01278571 22883.5433428571 57750.9875857141 98812.8130999999 106496.781414286 166605.6 187654.1988 1108338.29231221 1083909.85819792 1107017.30034078 1114431.51654078 1131840.44526935 1131392.18072649 1178656.32139792 48630.2738140947 75594.9070780482 422217.596057143 422217.596057143 427918.092942857 51203.3135999999 620624.241728571 618505.894242857 579181.591028571 558442.413771429 1792354.2822265 1821687.84118364 1919209.18091221 2011262.08991221
1983-12-11 12 19 11 1983 386409.174658229 437110.671315372 1037806.1738868 160615.848628571 55445.960314285 58450.9195285707 274804.276957142 23845.5269857143 62188.0131714286 112905.3776 121196.288171429 168837.288414286 196387.706557143 2025298.7610868 2007681.56785823 2033502.39891537 2043489.17755823 2060691.82525823 2061685.54444394 2090527.2024868 51153.33977457 75019.2606030712 409471.808657143 409471.808657143 424171.315414286 50574.1407142858 654721.686614286 653969.950942857 631783.253314285 609040.769914285 2792354.76582966 2902451.31441537 3031948.19704395 3190255.00217252
1983-12-18 12 20 18 1983 277684.114485131 325799.164399417 339979.001642274 14513.0604428571 39516.7012714287 32068.766057143 82543.6804428571 33467.3468857143 57245.2023714287 68485.534957143 75695.4536000001 166605.6 197892.878314286 1233010.51277085 1208877.61589942 1224541.08977085 1233986.3807137 1246176.7961137 1247892.49889942 1255550.68208513 50563.5713631106 77518.9330156837 338092.622357143 338092.622357143 344366.342485714 27767.6 486403.714957143 490584.872728571 475178.266671428 447292.641857143 1825338.55242798 1895801.37492798 2000766.68292798 2093010.00518513
1983-12-25 12 21 25 1983 277684.114485239 326062.966099525 350836.524242382 13112.7296142857 48011.9093999998 41319.6767999998 81143.3496142857 30589.3298428571 54224.3753857142 99630.0033285714 105677.607714286 166605.6 167642.955557143 1265188.36975667 1237441.58794238 1256766.55007095 1259934.15394238 1273173.8257281 1271553.32957095 1265007.87385667 49948.3831933546 71567.7857294772 314070.799885714 314070.799885714 316958.734285714 32342.7402142858 445674.384271429 440937.8545 418625.5293 402906.518228571 1670957.03725667 1700982.82774238 1797813.91941381 1861822.52588524
1984-01-01 1 22 1 1984 619217.48 644568.228328571 703075.160165265 205075.504030756 57762.3304199872 67955.3900914158 319897.241179314 167272.0224 198993.680957143 133265.711814285 146074.9703 340974.532757143 336719.986542858 1701103.33756634 1702247.80058063 1745394.25456634 1789480.8740092 1872211.46729491 1868157.25169491 1844625.34666634 49718.6997273127 70338.4317098353 419641.066671429 419641.066671429 419206.686428571 51642.9642038131 712230.189603813 705845.395075242 728033.187857143 708553.514957143 2625531.93239491 2713889.63412349 2858907.18068063 3012652.00152349
1984-01-08 1 23 8 1984 334667.973760428 356898.721531857 685897.551875553 15698.4158286856 38763.6980747822 59141.8835319251 177944.395032039 52628.6930157093 121812.176444281 179067.600571428 197962.1494 290742.454544281 320641.302858567 1497621.09228504 1517374.48424218 1605783.7562279 1644193.68044218 1713896.83338504 1716739.14794218 1704515.0135279 50751.4732095175 69951.4771864992 452251.972742856 452251.972742856 451813.625557142 38313.510459101 736708.337073387 741060.073387671 741868.553385714 709908.878257143 2664305.58929933 2763040.81354219 2889001.16661362 3026072.9266279
1984-01-15 1 24 15 1984 287653.983636341 308113.491422055 609356.823114989 8201.95996991336 36813.9533652728 41018.9127938443 133293.560078044 53759.5284468578 96053.0897182864 105350.334928572 119778.1061 206129.520532572 231361.260575429 1507764.63077947 1519296.53366519 1563297.86383662 1586879.3556509 1619660.1879509 1621193.41136519 1599932.58112233 50162.0346364859 68815.6433165492 539447.360214286 539447.360214286 538435.789785714 35835.7375791514 715756.511307723 718269.569607724 699896.314485714 664959.448742857 2408070.89840805 2461975.70142233 2559072.57826519 2642366.47743662
1984-01-22 1 25 22 1984 301106.595429767 326631.889244053 637673.006091138 17679.2993699472 63804.5580728443 74146.3781014157 188334.730642792 62278.9482292898 109884.245986433 124478.933385714 145436.2925 244373.526200719 255810.222457862 1565281.46616362 1567770.72280648 1605946.59739219 1633415.69320648 1684571.40482076 1682224.95812076 1685557.19012076 49537.5475287358 67203.4617666993 489860.5745 489860.5745 487044.045071429 53446.3662092565 836856.745194971 828311.950280685 838509.2318 818668.5671 2630009.58133505 2718873.06827791 2830262.84023505 2988508.15774934
1984-01-29 1 26 29 1984 297129.892926932 328665.10516979 638580.03109571 11808.3759068872 84696.4564918213 100736.789934678 200396.36622728 73815.0359831727 125224.631940316 136334.142114286 158035.303014286 260104.65602603 290723.504468887 1560913.51329789 1586085.74919789 1632578.3194836 1666479.81314074 1719283.78951217 1720678.16992646 1721751.22796931 49031.834775825 66001.5147218192 374896.587028571 374896.587028571 373488.322314286 65892.2033280591 698047.018113774 703818.919970917 672024.573971429 623084.399942858 2603365.26085503 2715000.98326931 2827257.53224074 2951038.05021217
1984-02-05 2 27 5 1984 246484.318269908 277858.869327051 559285.080835428 339544.663297257 83876.2901421034 100099.102956389 513122.732667932 69710.0571220992 113505.106264956 121192.321228571 136794.307485714 221229.423022099 242496.203679242 1478640.69216454 1505215.24236454 1545812.93556454 1568783.51817882 1604783.52460739 1605275.42552168 1613832.12126454 48942.0905802939 62205.3779472765 368192.453599999 368192.453599999 368007.990757142 69057.4333774234 640180.832305994 643933.560248851 599407.7015 571409.018814285 2325823.64452168 2402006.79862168 2507422.35463596 2596375.09779311
1984-02-12 2 28 12 1984 226624.233904111 258720.768561254 851556.6117446 7411.65036291016 85673.8319002681 109652.018000268 198418.85669175 68730.6051172377 108901.851960095 121023.726157143 135457.447742857 228360.385688666 255274.109502952 1767595.0390628 1793883.96937709 1833539.51364852 1852045.30207709 1881247.95191995 1881081.34031995 1903322.00544852 86694.8489690088 135106.990589691 480648.743542857 480648.743542857 476612.379185714 74194.8008273767 803808.87808452 801452.514027377 772383.671671429 746441.848857143 2792754.2930628 2945358.61783423 3091173.51990566 3253165.61494852
1984-02-19 2 29 19 1984 181421.786797716 214724.27208343 759039.846698346 6272.67311023419 91943.1965026913 107525.348045549 208788.592084354 65101.9686263375 102117.512426337 113522.237214286 126678.6032 209918.901512052 235420.393669195 1697503.1832719 1730450.6271719 1775306.83352905 1791448.32401476 1815888.65895762 1816202.04744333 1796482.37450048 86156.7203977276 134492.301297012 558726.112857143 558726.112857143 558019.997028571 79669.5773018359 845198.371716121 848883.661630407 800626.321342858 771270.944200001 2709180.7819719 2822123.61205762 2952760.99075762 3068748.44948619
1984-02-26 2 30 26 1984 141789.603361016 176319.857461016 615585.460863355 7117.74473769468 105213.807611521 118431.661211521 205960.461877787 64095.4488479196 103399.918676491 113633.311614286 124542.404471428 210096.514176491 236072.056005062 1601393.03910851 1593123.9467228 1637389.07859422 1652110.40353708 1673446.60569422 1673879.00246565 1664737.18265137 85726.1542523038 132991.404712089 614600.503 614600.503 614423.974042857 78885.8616107266 892043.755439298 889824.250910726 840256.080485714 823140.705528571 2599920.22223708 2685354.28707994 2806155.63096565 2902796.30937994
1984-03-04 3 31 4 1984 105362.78471569 140896.675358547 485867.063483798 8705.45610000001 125423.255757757 140731.688243471 241107.384100614 72526.7541453816 107467.586831096 114993.973014286 123887.8589 214558.893145382 231678.235045382 1489545.14531551 1428013.89465837 1471545.14210122 1487523.98792979 1509623.82658694 1509695.23155837 1559690.61238694 79346.2239120011 121581.048865807 631412.406828571 631412.406828571 638513.234542857 89260.4903778809 966190.95757788 960274.262306452 896983.363342857 883961.873414285 2526714.31881551 2623152.68314408 2750283.28435837 2839011.89524408
1984-03-11 3 32 11 1984 54723.3848980624 91556.4493266338 914459.959031788 38007.5160714286 114585.836903809 138593.775075237 313030.391375237 70053.0736590099 114147.626987581 129653.810342857 142340.0936 258230.958501867 274366.498573295 1915617.26265175 1844716.09296604 1888624.19998032 1906723.37676603 1939004.37426603 1936687.67963746 2003929.34453746 67134.7815018003 98493.450496383 910766.264500001 910766.264500001 941402.964185714 148612.590539661 1576987.54251109 1560137.95272538 1461970.99102858 1453031.4853 3486982.65338032 3689395.91266604 3833364.20283747 3948123.89275175
1984-03-18 3 33 18 1984 67612.5740571447 107587.457228573 176001.353742859 12864.7956857143 78638.0254000002 108713.402671429 292517.717971429 55695.3752142857 106539.681814286 144474.308857143 162859.105528571 284659.383042857 327425.010514286 1123738.91071429 1051838.07142858 1102727.99787143 1125900.89457143 1173581.56424286 1171221.23324286 1201951.15608572 67223.4328405033 117102.953918657 1021090.9123 1021090.9123 1084845.63442857 137806.307557143 1844650.73074286 1844160.8133 1766574.68178572 1728281.78238572 3083452.13938571 3325622.09998571 3492733.53478571 3661683.6476
1984-03-25 3 34 25 1984 190730.647580029 234035.779280029 306519.759165743 12343.1427 81016.125 114606.213642857 269271.350185714 18071.6416571429 72232.3124857143 152366.541671428 170846.544971428 243485.235628571 298921.278585714 1189973.66046574 1131945.22035145 1188773.66025145 1219820.93852288 1270262.60042288 1272640.78266574 1298937.64686574 67305.2775388616 123841.335883876 913668.0832 913668.0832 943186.105 90875.3900857139 1550644.72782857 1559814.31624286 1521853.97692858 1479147.8536 3063066.70838003 3323131.5482086 3482283.31216574 3635950.77762288
1984-04-01 4 35 1 1984 173552.571553215 222742.662981787 302533.751610358 13580.8288714286 77664.1409285716 108044.9728 265970.936371429 16699.0794285714 68545.0390999999 138182.737485714 154730.839614285 226090.1912 268617.8021 1506714.9600664 1507109.67088068 1557975.7956664 1581263.73370925 1620584.07130925 1619870.02159497 1668861.76588068 66617.8693025736 129693.444459452 987330.245114286 987330.245114286 1026678.35131429 90950.762 1526190.50858571 1522219.59878571 1466023.22315714 1431667.51454286 3273025.84015211 3455118.43465211 3593336.64115211 3597180.60878068
1984-04-08 4 36 8 1984 173552.571553228 231410.433124656 201320.171553228 62636.1484142857 58359.7618857143 94635.4708428571 210243.054471429 5553.52 72122.7880857143 152637.843785715 170504.954414286 253219.679928572 306013.738942857 1073844.09699609 1075603.43615323 1128619.64396752 1150455.68092466 1185229.90201037 1185047.42263894 1221374.70185323 67441.3624096815 158914.346994633 1029501.15671429 1029501.15671429 1074466.454 88418.6988857141 1643347.38744286 1643777.80074286 1594447.3733 1557697.61467143 2975531.1945818 3202658.50786751 3336955.39135322 3345535.88875322
1984-04-15 4 37 15 1984 85324.3143663479 172604.991109205 178754.030366224 13360.6565250679 40270.3501334976 114955.983304926 252487.765444279 5553.52 137793.543614286 235376.370957143 266852.079057143 369056.394828571 374683.503271428 1403459.99026764 1379432.21738193 1435671.56626764 1446658.0145105 1479615.37576764 1469582.97728193 1449629.2547105 67412.8102406734 177501.643873468 1152698.61672857 1152698.61672857 1211074.16434286 92908.8804709735 2085942.85387097 2067637.39605669 2010839.59641429 1985576.12082857 3419930.66206765 3646458.96698193 3774394.85759622 3757418.32563907
1984-04-22 4 38 22 1984 41651.4 113381.660742857 69419 1388.38 2000 114254.5655 260455.058271428 5553.52 208841.490185714 426997.5622 466353.602285714 556524.1969 643364.542985714 1596645.65472857 1617055.57572857 1702971.62412857 1744876.425 1792009.65655714 1798073.12871429 1780545.1917 173170.803618664 278840.462099651 1052257.52441429 1052257.52441429 1100971.5827 73584.1594718834 1889859.01040046 1902037.52497188 1854204.77505715 1816100.30544286 3895802.57535714 4135411.87434285 4261963.3019 4283263.80157142
1984-04-29 4 39 29 1984 149827.137506521 217390.124777949 321419.057673676 18133.7262652636 99856.5407521766 175014.240123606 268194.455131726 5553.52 124177.012257143 272425.633771428 298785.969057143 377093.421057143 450525.500285714 1349199.56414826 1316500.05417683 1391810.48084826 1423508.33774826 1465617.43617683 1467733.80019111 1473479.91691968 103616.575494496 259267.279836598 869694.929828571 869694.929828571 892246.999971429 154770.05603515 1556842.60159229 1559298.13922086 1422946.59887143 1383039.15372857 3054717.45314825 3233471.86523397 3349673.53887683 3353908.25037683
1984-05-06 5 40 6 1984 41651.4 133000.176642857 69419 1388.38 2000 73442.657385714 170607.587342857 5553.52 144766.3826 263098.304557143 288339.961957143 356892.701471429 419013.043142857 1666056 1612270.20527143 1687737.32618572 1716828.90162858 1758711.88431429 1757341.30555715 1764906.26558572 0 66014.8994876756 179182.651827047 179182.651827047 198331.084998476 128625.984368423 902429.568824045 894767.418695475 782866.065412762 748103.745155622 2660604.08668419 2825190.56235562 2936110.25158419 2925679.17534134
1984-05-13 5 41 13 1984 41651.4 154312.577142857 69419 1388.38 2000 107189.440271428 258181.817857143 5553.52 220643.145185714 487453.771342857 526942.704014285 626203.548185714 622488.5062 1666056 1608455.98971429 1697150.88158572 1724891.71298572 1780881.14447143 1771140.31628572 1768061.96862858 64047.7251006812 73037.0925701982 450565.406187238 450565.406187238 481594.83321581 55535.2 1878224.48757295 1864022.83214439 1827600.3628301 1772939.85720153 3490248.75891582 3666841.18714438 3765453.43615867 3742455.08494439
1984-05-20 5 42 20 1984 41651.4 184685.475128571 69419 1388.38 2000 164041.681828571 427524.658014286 5553.52 319183.989228571 720464.060885714 785980.105642857 936214.182057144 992876.010357144 1666056 1646808.39325714 1774061.9697 1825537.02021429 1903041.16628572 1901672.571 1923710.92204286 635682.259351517 1161242.6301882 918602.669357141 918602.669357141 955850.27931429 55535.2 2506454.8372 2504556.65504285 2469895.50835714 2389977.47755714 4425373.7088 4602218.0379 4707163.51118571 4703434.5849
1984-05-27 5 43 27 1984 41651.4 240958.543028571 69419 1388.38 2000 153291.266685714 476585.823800001 5553.52 343769.117585715 721229.680857143 800001.265171429 946647.241771426 967941.791028576 1666056 1620198.14057143 1777215.68927143 1838836.19614286 1933955.55197143 1921088.77281429 1924789.9305 288504.372595316 814292.867733329 868869.10675714 868869.10675714 918723.66111429 55535.2 2787215.21791428 2781209.26642857 2746718.69828571 2658041.65765714 4577706.29798572 4727444.50654286 4823388.98648572 4783306.99585714
1984-06-03 6 44 3 1984 41651.4 264290.117442858 69419 67545.579881097 2000 138399.3632 550159.223352526 5553.52 310819.690214286 698516.949528572 772889.194214286 936097.157242859 1066677.01527143 1666056 1588359.4572 1816115.53092857 1894157.19775714 2000048.78691428 2000433.58037142 2032605.48694285 335014.868164402 586322.252793381 689478.000342857 689478.000342857 727723.296428571 55535.2 2285603.22751429 2296107.6922 2258278.94164286 2178261.73727143 4425865.60971428 4655749.94828571 4753753.27157143 4672992.26541428
1984-06-10 6 45 10 1984 41651.4 464743.706957146 69419 158878.0449 447641.045455346 572984.538912489 1227583.25642678 187786.347016087 465730.198301802 598480.568028572 665067.687357143 998819.88027323 1086088.65618751 1044387.87247143 986393.151371433 1231986.58365714 1328657.01414286 1449557.5316 1428794.55268572 1432729.76 377767.862115272 607800.748897694 786716.173542857 786716.173542857 821861.303785714 55535.2 2251202.36894286 2244827.49177143 2209487.99785715 2146883.68915715 3609788 3732808.84841429 3820452.50042858 3705337.76912858
1984-06-17 6 46 17 1984 41651.4 337557.568542857 69419 123183.493071429 2000 161659.532642857 777169.978714287 5553.52 376081.850628571 807080.2747 871683.922599997 1006528.2442 1076296.8517 988471.211152524 977607.738138233 1343972.76223823 1520862.71118109 1702009.18980966 1715582.08479537 1772172.50812394 314515.489608794 463834.967588199 706702.936114286 706702.936114286 746584.596128571 130297.870724999 2573813.67896786 2576606.40673929 2460732.34024286 2397483.40332857 4405575.95358109 4568341.60248109 4654997.48572395 4563486.06442395
1984-06-24 6 47 24 1984 23097.3140688571 511955.583183137 29836.9500135619 209305.8225 264348.592858979 363768.114744694 1127023.38058755 5553.52 342709.943842858 746907.701971429 796891.181971429 889983.429999999 997618.490542859 2786527.85962969 2716392.3099154 2980104.75370111 3126970.89562969 3294197.37177254 3279339.18730111 3315323.32595826 343024.196845744 508902.859690685 569797.7877 569797.7877 620749.201757143 173851.270714286 2373981.25037143 2382176.95431429 2218917.42102857 2144487.65567142 5516193.14045826 5591229.84807254 5674987.87955826 5564653.31440112
1984-07-01 7 48 1 1984 41651.4 367767.82187143 320353.133273973 1388.38 412865.528271429 507604.057585714 870902.177214281 5553.52 224030.914385714 517806.834614286 568464.6949 607318.916714286 700647.197842857 2532417.00287398 2563131.0579454 2840987.63648826 2993954.93653112 3148645.8732454 3177898.10987398 3247724.2380454 289026.71871064 412065.111214167 405963.0477 405963.0477 426940.241528571 109313.077371429 1569431.68521429 1586828.71311429 1484148.3642 1408609.83831428 5005359.59323112 5131752.34307397 5221782.11121683 5302517.3322454
1984-07-08 7 49 8 1984 388438.519010002 689499.729795719 1121946.36771682 1388.38 320726.286284268 370707.782812839 612700.648669982 6749.25159819843 156297.046898199 333428.979355342 366876.258055342 390382.377955342 449589.000098199 2528832.36488735 2490430.37455878 2639170.89698735 2723615.20958735 2822120.3511445 2828306.79853021 2867892.92130164 261073.877985713 432503.507538203 346205.0205 346205.0205 360339.2379 66866.7888000002 1066629.61195714 1078139.69665714 1016544.97491429 946633.55747143 3962767.16640164 4014154.94417307 4088362.56073021 4142656.1241445
1984-07-15 7 50 15 1984 544637.669067787 869203.016282071 1275409.11157396 1388.38 351539.146928707 381787.086214421 575999.125357277 58622.8563429376 172638.74447151 268732.609971429 293914.763228571 333452.657485795 370837.12697151 2515382.37708021 2460914.26818021 2574422.38762306 2655877.60878021 2743584.73188021 2748041.59218021 2811451.19028021 190321.333700346 297911.336793761 293902.8624 293902.8624 303705.1782 114789.59092373 855522.946338015 863726.584166587 753417.655199999 687748.883142857 3594257.94163735 3621893.64905164 3691073.16553735 3736024.57852307
1984-07-22 7 51 22 1984 346899.013046453 636214.106032167 934043.45584203 1388.38 553315.998886139 581368.235300425 723201.744428996 280446.777358022 396376.507358022 211175.828 232684.592171429 517306.776886594 546787.112729451 2593915.5216693 2513791.20984073 2593356.18272645 2652703.63134073 2711594.88152645 2709958.51759787 2731239.18255502 157657.038752927 236421.042749202 217086.980914286 217086.980914286 219582.187971429 183635.189803859 732086.857989573 732580.742375287 553067.2062 510067.5291 3229752.99058359 3236117.95039788 3301673.66458359 3336497.47245502
1984-07-29 7 52 29 1984 412517.891747564 685138.105718995 819000.051196142 1388.38 432889.545734243 450098.143848529 568077.442105672 176533.041265898 292462.771265898 207930.868742857 222073.020028571 406365.60152304 426886.59692304 2104460.31689593 2048651.38131022 2123194.20453879 2184150.24848165 2238354.55568165 2241799.84555308 2236535.71238165 170802.642291691 291788.070266509 214494.642675502 214494.642675502 217600.758932644 193163.07475307 694190 694562.892628572 506017.339361216 474442.457689787 2776760 2795674.38354286 2864802.32977143 2915718.04134286
1984-08-05 8 1 5 1984 684813.345428571 876787.594585714 1118013.42278571 1388.38 261138.629280929 279993.508680928 405814.968752358 65380.1528045707 121101.815647428 136180.981342857 145257.3466 215610.262275999 230730.264975999 2020446.16643721 1973461.69523721 2036530.13625149 2077449.15182292 2114371.47246578 2116396.59679435 2130860.07045149 139623.185116221 264092.261121053 275333.316036288 275333.316036288 282902.243007716 189166.725592284 694190 698795.620657142 513038.482450573 474501.616064858 2665811.94524493 2685537.56860207 2753302.86995921 2810280.07021636
1984-08-12 8 2 12 1984 569990.184428573 715761.450128573 933092.398028573 1388.38 114567.293185714 128183.824542857 215293.872742857 12051.5723999999 60487.9446857141 121426.370857143 129449.512785715 145239.695357143 153213.2505 1379774.08068572 1328782.99720001 1382856.39528572 1412965.49157144 1439803.84347144 1442219.71167144 1460205.83058572 95661.1358302496 182157.963413593 341609.251516161 341609.251516161 344443.632187589 178027.32888384 694190 695554.628342857 520468.787587589 492854.898359017 2018223.71578759 2034113.30540188 2100625.05281616 2152435.31000188
1984-08-19 8 3 19 1984 394988.500285715 490224.880928572 635670.857314287 29437.204828572 100811.918828571 111256.879371429 199795.582357143 11397.2603 54748.0118428571 115333.146628571 123005.214114286 132107.3645 143218.771442857 1059122.91142857 1005305.38115714 1052323.57137143 1076317.62524286 1096418.1247 1099167.2161 1112452.50772857 94836.330259481 163563.084483165 367999.807294537 367999.807294537 370290.716794537 175569.339362605 694190 695699.421757142 522885.124208823 500878.508708823 1680963.42520883 1692786.89839454 1758306.91009454 1804976.0093374
1984-08-26 8 4 26 1984 444051.649542857 562788.199671429 762876.830442857 88694.8918714286 91485.6361714285 103200.018428571 254808.640542857 17115.6084285715 51840.2427285714 106558.269028571 114329.510085714 125905.049342857 131206.868471429 1186978.95782857 1134656.96501428 1174744.90605714 1191047.05772857 1206113.5067 1205976.64717143 1211724.74737143 100106.556585518 188079.255362191 217784.019677514 217784.019677514 219725.838206085 179184.458836847 535740.073542933 531656.105871504 355268.341748943 341665.6946918 1553981.51654894 1558632.75704894 1622355.74363466 1664161.37093466
