"Year","Month","BROWN","LGOOS","LMONU","LGRAN"
2011,5,61009.2263281499,169894.432283447,172872.952723632,170125.949219446
2011,6,69687.430836052,219325.899918342,221060.134503694,219380.512634209
2011,7,38533.8266977836,109094.001178884,109664.691734978,108675.35315289
2011,8,18669.4887236954,35291.7296189417,35568.0368520019,35232.1752500466
2011,9,15659.1109133429,26086.0091492719,26275.0287171484,26094.1269486116
2011,10,18256.7257226314,29506.3554057741,29701.421307075,29530.4892126073
2011,11,14738.5407644558,25409.4083611202,25711.4319727025,25401.8913563844
2011,12,16305.9323786214,26070.2172767729,26713.7392692851,26123.2453209367
2012,1,20831.2488763087,33889.580781608,35286.6233799897,33872.0411612042
2012,2,18925.1178283368,36162.0106059841,38448.5375234439,36168.9097009058
2012,3,27717.7692278528,63227.704988516,67971.402645019,63350.996215533
2012,4,46625.9827316817,131860.66389381,137396.71186583,131870.504087031
2012,5,47345.4346428339,144094.778988071,146172.579671886,144022.51059279
2012,6,36025.7512446771,119454.421581006,120513.172795409,119405.241099256
2012,7,19449.037982127,48208.1039870278,48780.8162529686,48113.4498903435
2012,8,12856.5843907658,23693.7000693273,24013.8744222416,23659.4874256153
2012,9,15218.4983881326,23027.4843998192,23223.3336867509,23016.9537413033
2012,10,16156.144186705,25896.7743150231,26099.7903080839,25923.1154143788
2012,11,15199.0901006658,29941.8807775252,30669.5745641488,29942.1616533658
2012,12,18938.7544082159,41516.3882386174,43089.5770674986,41503.2770187532
2013,1,13747.0004740754,25501.0673332844,26954.7619291059,25515.7328706537
2013,2,16069.5102402192,32257.6946918439,34457.284998884,32252.5205134669
2013,3,17524.3774813025,42651.2508166763,45230.1347728908,42694.003604224
2013,4,21008.9563058544,69047.7906084396,71547.2659673205,69074.6312135868
2013,5,31997.2506160902,115693.635561564,116755.026780122,115716.744834342
2013,6,22560.6746154197,71909.9908872952,72507.1897853192,71853.9367489791
2013,7,12848.8295157927,30085.828478545,30532.4638415203,30018.4787154876
2013,8,10436.6935069657,19008.5166739315,19306.684087869,18980.0297634167
2013,9,14884.3965482078,22711.8473478514,22912.481530805,22733.7998820776
2013,10,15551.0496834819,27508.6085648882,27718.7458526237,27497.8918463954
2013,11,13975.2502287726,24574.2788048708,24910.5958235113,24580.9923938235
2013,12,13422.1975674667,25531.3289040935,26324.2666726893,25533.1792388304
2014,1,12112.2067436605,23670.5669369881,24903.4483256064,23683.9890341124
2014,2,15832.5625669478,32957.6069400783,35415.5442386521,33022.2372849092
2014,3,21597.2494999565,74800.5708192832,79253.1609166062,74910.2964346008
2014,4,20681.9210585535,77637.9742524788,79918.5648284282,77631.1185583538
2014,5,35292.8180527792,144540.786507403,145825.209687548,144728.692668087
2014,6,27735.4551103129,113183.358354647,113802.781541219,113010.459488208
2014,7,17115.8570979809,45434.5762856736,45788.6510451698,45255.7562867899
2014,8,13498.1683928444,24487.262692877,24725.5189178813,24466.7222000551
2014,9,12861.6312000147,20361.7270162778,20523.4837523053,20364.7781597524
2014,10,14649.1233883315,23787.7663720141,23934.8370518672,23807.8510544016
2014,11,13576.4367847519,27731.9724675518,28129.3151349645,27792.1894787092
2014,12,16255.6265430161,36264.8038636088,37422.3986830287,36216.1942522651
2015,1,17032.4992960594,38655.9258661568,40475.5250207554,38689.3096663722
2015,2,23270.6252593264,63702.9230757911,66176.5196130514,63707.9133598079
2015,3,19694.0048278538,56650.4904889702,58451.8243382639,56703.692085881
2015,4,20663.0112146823,61766.3914477767,63074.7578161503,61737.548838466
2015,5,30355.2838489283,87386.2904506443,88015.6402958391,87416.7826472114
2015,6,22221.2622568836,54156.0539440235,54560.0533750662,54051.5672992888
2015,7,13963.7309350249,25350.7562956187,25684.4585617065,25316.8358404811
2015,8,10949.9651734489,18587.8215476817,18824.6311899931,18556.5439838605
2015,9,13119.0697300792,20774.2883539646,20915.7612230246,20771.6700941141
