"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1997-08-24 8 4 24 1997 193159.659207761 140716.177747631 1483318.88843114 147488.951957143 1100055.99174286
1997-08-31 8 5 31 1997 131847.540074285 714091.246242857 735519.924728572 125412.914957144 1051798.13188571
1997-09-07 9 6 7 1997 117853.950798571 746985.049751614 557313.393314286 178195.073142857 869122.580871429
1997-09-14 9 7 14 1997 110151.536200001 668828.220730067 997831.109244593 189369.951171429 926151.943158995
1997-09-21 9 8 21 1997 110566.875117143 202196.566521816 1086787.28086895 196494.580542857 747042.240530464
1997-09-28 9 9 28 1997 194506.20928143 435300.582469628 1165128.44868571 212453.591657143 1263912.70234949
1997-10-05 10 10 5 1997 208203.012385714 2500.0000000007 1303754.58949999 208203.012385714 1357056.0611
1997-10-12 10 11 12 1997 187485.653314286 2524.99999999833 1407134.44302856 187485.653314286 1178476.48768572
1997-10-19 10 12 19 1997 178601.684785714 56374.7907244014 1503573.15169698 178601.684785714 970126.698414285
1997-10-26 10 13 26 1997 176816.5605 202332.758430565 1566465.14604603 176816.5605 820480.243235684
1997-11-02 11 14 2 1997 158273.086114286 445837.176376372 1202935.70043984 158273.086114286 1107239.2344846
1997-11-09 11 15 9 1997 142573.909757143 305835.804592253 1205849.16149698 142573.909757143 749382.841696571
1997-11-16 11 16 16 1997 256685.004514286 704124.704736415 829139.184589383 256685.004514286 418469.024742856
1997-11-23 11 17 23 1997 354291.633514286 1667998.97168138 627703.04089096 354291.633514286 441120.268457143
1997-11-30 11 18 30 1997 292560.052242857 1168174.04570001 612338.84579096 292560.052242857 421157.339671429
1997-12-07 12 19 7 1997 266390.130214286 2018735.34733799 791300 266390.130214286 1234065.68774286
1997-12-14 12 20 14 1997 251323.681242857 1798448.01301052 791300 251323.681242857 441828.540142857
1997-12-21 12 21 21 1997 252271.780585714 1379854.38415864 351101.709293203 252271.780585714 409405.716171428
1997-12-28 12 22 28 1997 280825.835271429 875811.549364279 0 280825.835271429 420563.742957143
1998-01-04 1 23 4 1998 342099.886957143 1641227.45836853 0 292099.886957143 454904.533757142
1998-01-11 1 24 11 1998 419320.396614286 1859850.08787761 0 369320.396614286 454110.994836574
1998-01-18 1 25 18 1998 432552.134514286 2140361.28859238 0 382552.134514286 540176.523054502
1998-01-25 1 26 25 1998 410458.24627143 2208743.94988082 0 360458.246271429 605695.823816195
1998-02-01 2 27 1 1998 405850.642142857 2011369.95261946 0 355850.642142857 537866.378080031
1998-02-08 2 28 8 1998 459695.35137143 2413173.79384134 0 422195.35137143 600832.955169189
1998-02-15 2 29 15 1998 425968.4032 2136219.57798351 0 388468.4032 669348.703530979
1998-02-22 2 30 22 1998 429627.907985714 1936041.05061192 0 392127.907985714 660211.813242857
1998-03-01 3 31 1 1998 419399.145828571 1700157.61127436 0 381899.145828571 596723.876285714
1998-03-08 3 32 8 1998 406593.530957143 3603325.47369573 0 387843.530957143 539649.101628571
1998-03-15 3 33 15 1998 480229.907742857 3610869.45996805 0 461479.907742857 645796.866657143
1998-03-22 3 34 22 1998 640607.457042857 2834745.57955858 0 621857.457042857 1075372.68324286
1998-03-29 3 35 29 1998 480021.643242857 1454014.06151835 0 461271.643242857 963209.357428573
1998-04-05 4 36 5 1998 526008.427757142 1646319.95985106 0 507258.427757142 831444.245771427
1998-04-12 4 37 12 1998 544530.1666 1732201.75376933 0 525780.1666 776622.095485719
1998-04-19 4 38 19 1998 535523.1402 2049922.30535175 0 516773.1402 866698.466942854
1998-04-26 4 39 26 1998 577767.197328571 1959884.21232857 0 559017.197328571 1835900.96232857
1998-05-03 5 40 3 1998 0 1790039.25 0 446949.031414286 2631208.30194285
1998-05-10 5 41 10 1998 418401.216628572 1790039.25 0 521452.185214286 2348773.87134286
1998-05-17 5 42 17 1998 585748.395042857 1790039.25 60268.8753999993 585748.395042857 1624898.0396
1998-05-24 5 43 24 1998 758919.335057143 1790039.25 855671.999141611 758919.335057143 2388231.06847143
1998-05-31 5 44 31 1998 577403.930742857 2165394.44803572 1184681.9360559 577403.930742857 2617092.05924286
1998-06-07 6 45 7 1998 531324.3924 1120937.54482834 1996763.10887018 531324.3924 1929145.00544285
1998-06-14 6 46 14 1998 372553.454957143 287794.991270566 2068218.6619518 372553.454957143 1718686.93689819
1998-06-21 6 47 21 1998 324668.487728571 397736.862615757 2101052.23307089 324668.48772857 1810524.23426996
1998-06-28 6 48 28 1998 282269.802471429 382743.997771429 2112917.48695092 282269.802471429 1563052.30274969
1998-07-05 7 49 5 1998 271055.255014286 1061161.12966963 1904143.82404537 271055.255014286 1348151.52837142
1998-07-12 7 50 12 1998 260011.2861 736389.098767826 1832319.22015526 260011.2861 950138.43542081
1998-07-19 7 51 19 1998 251657.003489595 653327.456700731 1045726.96190591 206521.028614286 588263.000220718
1998-07-26 7 52 26 1998 320000.310899594 1045046.80911717 245383.6335997 277586.826428571 568787.478599701
1998-08-02 8 1 2 1998 352286.611372569 660549.493292861 947743.864657143 267177.568371429 1325683.29215714
1998-08-09 8 2 9 1998 283632.115323956 701866.070092858 736381.782128573 219290.617671429 1035794.50672857
1998-08-16 8 3 16 1998 161262.177557143 719110.895485716 493687.387742856 161262.177557143 810615.915057142
1998-08-23 8 4 23 1998 136482.669 633796.462984024 412999.770028571 136482.669 749100.532171428
1998-08-30 8 5 30 1998 148181.183485714 526997.712580978 381724.024862598 148181.183485714 724655.862605454
1998-09-06 9 6 6 1998 105011.369992858 696446.088818721 131109.633074929 183959.041114286 481118.706954055
1998-09-13 9 7 13 1998 101866.576042858 447525.744942021 86548.5071075279 204729.953914286 291721.98589684
1998-09-20 9 8 20 1998 132798.520578571 480812.091719635 74098.7429311685 187987.471585714 209235.601414286
1998-09-27 9 9 27 1998 211309.128642857 783069.230280759 68174.5202581929 211309.128642857 223697.0916
1998-10-04 10 10 4 1998 204549.458014286 931390.509634299 53799.2555056773 204549.458014286 230075.935714286
1998-10-11 10 11 11 1998 185652.925714286 1450572.20401971 23465.902895174 185652.925714286 258806.519357143
1998-10-18 10 12 18 1998 177659.535857143 1832652.26853842 0 177659.535857143 256053.461014286
1998-10-25 10 13 25 1998 176814.577028571 2178680.00472242 0 176814.577028571 240023.044928572
1998-11-01 11 14 1 1998 180952.098428571 565410.17892726 0 180952.098428571 324887.853471429
1998-11-08 11 15 8 1998 163013.582828571 2147373.32674205 0 163013.582828571 351902.451271429
1998-11-15 11 16 15 1998 169545.154242857 1986942.27975537 0 169545.154242857 400265.718171428
1998-11-22 11 17 22 1998 188124.331114286 986237.736892851 0 188124.331114286 457671.348257143
1998-11-29 11 18 29 1998 203206.647857143 946987.626582147 0 203206.647857142 507742.101000001
1998-12-06 12 19 6 1998 198962.019 3517734.37490045 0 198962.019 1115784.55806094
1998-12-13 12 20 13 1998 261187.484657143 3238339.24022201 0 261187.484657143 568469.50697143
1998-12-20 12 21 20 1998 239859.216385714 2187979.54853825 0 239859.216385714 401569.020557143
1998-12-27 12 22 27 1998 272592.445371429 1116759.78741315 0 272592.445371429 635130.014742856
1999-01-03 1 23 3 1999 366324.023514286 2897978.70154904 0 316324.023514286 1127995.34367683
1999-01-10 1 24 10 1999 390218.903814286 2063635.88309016 0 340218.903814286 661773.425551784
1999-01-17 1 25 17 1999 445531.971542857 2323484.16583102 0 395531.971542857 815810.376775505
1999-01-24 1 26 24 1999 421210.644885714 2229297.95644393 0 371210.644885714 621940.903195097
1999-01-31 1 27 31 1999 366004.684614286 2047792.01120519 0 316004.684614286 664380.17070798
1999-02-07 2 28 7 1999 471519.150671429 3002451.29561891 0 409019.150671429 1172313.98046744
1999-02-14 2 29 14 1999 442237.161971429 2210238.52967214 0 379737.161971429 668057.065
1999-02-21 2 30 21 1999 549971.396085714 2057758.45473607 0 487471.396085714 867268.001400001
1999-02-28 2 31 28 1999 615784.961557142 1411625.68368449 0 553284.961557142 984216.4603
1999-03-07 3 32 7 1999 538536.604557143 3918518.20668644 0 476036.604557143 851516.517814286
1999-03-14 3 33 14 1999 639949.515228571 1967357.11103071 0 577449.515228571 727146.278028571
1999-03-21 3 34 21 1999 836261.6164 1565992.85599077 0 773761.6164 1277959.82721428
1999-03-28 3 35 28 1999 694270.847242857 2018963.73422648 0 631770.847242857 1333284.79577143
1999-04-04 4 36 4 1999 579977.604028571 2003641.06467622 0 522477.604028571 799020.211
1999-04-11 4 37 11 1999 664991.255571429 1853657.40795225 0 607491.255571429 780747.488728571
1999-04-18 4 38 18 1999 818257.977157143 1901848.69256786 0 760757.977157143 1618435.46104286
1999-04-25 4 39 25 1999 735893.417528571 2717598.06744643 0 681393.417528571 2279753.60392857
1999-05-02 5 40 2 1999 36227.589114286 1790039.25 0 471506.391171429 1568303.64932857
1999-05-09 5 41 9 1999 90639.7250857144 1790039.25 0 395360.923028571 1221241.76917143
1999-05-16 5 42 16 1999 247576.80999258 1790039.25 0 312191.982557143 1469435.5325
1999-05-23 5 43 23 1999 297393.960121706 1790039.25 0 469778.787557143 3098196.81508572
1999-05-30 5 44 30 1999 558580.786885713 1790039.25 0 558580.786885713 2979954.14934286
1999-06-06 6 45 6 1999 663871.854085714 778952.786850283 657590.074314292 663871.854085714 2428161.24254285
1999-06-13 6 46 13 1999 565481.753871429 990936.313213686 1642049.93329257 565481.753871429 2644719.09372857
1999-06-20 6 47 20 1999 417633.793585715 1184345.59721785 2152400 417633.793585715 3926925.61050685
1999-06-27 6 48 27 1999 299212.615414286 52064.250000001 2152400 299212.615414286 4144900.94595714
1999-07-04 7 49 4 1999 217844.667 52064.2500000009 2152400 217844.667 3526273.71617141
1999-07-11 7 50 11 1999 265551.1218 85832.7308074525 2152400 265551.1218 3042112.43908882
1999-07-18 7 51 18 1999 274258.561371429 1.55705492943525e-09 2152400 274258.561371429 2891067.71907143
1999-07-25 7 52 25 1999 265424.179628571 2.92493496090174e-09 2152400 265424.179628571 2564210.47888571
1999-08-01 8 1 1 1999 295610.402168956 1.01863406598568e-09 2152400 241432.109228571 2354320.0789
1999-08-08 8 2 8 1999 296289.204865016 1.09139364212751e-10 2152400 191478.3813 2465637.46508571
1999-08-15 8 3 15 1999 242416.863266028 1.39698386192322e-09 2152400 164405.979771429 2134992.77794286
1999-08-22 8 4 22 1999 142076.058428571 1.65891833603382e-09 2152400 142076.058428571 1760884.28138571
1999-08-29 8 5 29 1999 146233.414542857 0 2014354.41299651 146233.414542857 1249968.72078572
1999-09-05 9 6 5 1999 125477.423234286 663869.341896809 1406841.792481 159169.6152 882019.087099999
1999-09-12 9 7 12 1999 125612.894332857 156267.299302049 1390381.44574136 164665.814528571 453891.389804265
1999-09-19 9 8 19 1999 124357.356918572 293523.720574758 1145898.44165479 168618.873085714 312860.99435039
1999-09-26 9 9 26 1999 118241.322768572 261509.316063344 801455.032959593 187501.521085714 221632.297842857
1999-10-03 10 10 3 1999 148363.721702856 297225.002571447 499276.036898115 199096.895057143 227622.381557143
1999-10-10 10 11 10 1999 190778.215885714 557258.496702551 394574.521180326 190778.215885714 280711.544342857
1999-10-17 10 12 17 1999 173593.419428571 662734.547918789 319487.259335825 173593.419428571 263576.768142858
1999-10-24 10 13 24 1999 171266.807442857 1087712.74800643 229584.770671684 171266.807442857 290793.963085714
1999-10-31 10 14 31 1999 185974.248085714 1588364.4742401 134522.825357541 185974.248085714 380821.314285714
1999-11-07 11 15 7 1999 166339.864414286 1105406.75010286 81574.791749483 166339.864414286 353378.979305971
1999-11-14 11 16 14 1999 159241.020171429 2823873.80359095 155985.349657632 159241.020171429 938867.998042857
1999-11-21 11 17 21 1999 170505.154414286 1729461.63841983 31172.1766475816 170505.154414286 623458.354942862
1999-11-28 11 18 28 1999 171457.2207 1434688.27566262 45413.7015047246 171457.2207 610932.732871424
1999-12-05 12 19 5 1999 174097.221171429 2412579.49532954 843280.741933296 174097.221171429 1648390.89632857
1999-12-12 12 20 12 1999 269113.436485714 1290044.7578281 851970.096790439 269113.436485714 678161.427385714
1999-12-19 12 21 19 1999 260653.930842857 879122.114448057 848478.953604725 260653.930842857 642594.8012
1999-12-26 12 22 26 1999 243617.894742857 813862.006827732 548533.044864929 243617.894742857 446794.95303481
2000-01-02 1 23 2 2000 565003.031542857 1307367.84076617 365757.687730967 315003.031542857 670269.238314286
2000-01-09 1 24 9 2000 317837.412214286 1300630.7786709 0 317837.412214286 488926.628671516
2000-01-16 1 25 16 2000 352587.831642857 1672646.67605571 0 352587.831642857 496492.430465398
2000-01-23 1 26 23 2000 336142.870028571 1955708.86659791 0 336142.870028571 467258.6128335
2000-01-30 1 27 30 2000 319092.949628571 2044539.35160752 0 319092.949628571 517159.073588309
2000-02-06 2 28 6 2000 452888.240485715 2571005.34586797 0 402888.240485715 864492.24313279
2000-02-13 2 29 13 2000 435139.485914286 2356045.84308987 0 435139.485914286 477490.931632192
2000-02-20 2 30 20 2000 446786.430142857 2098216.61874935 0 446786.430142857 502252.16525727
2000-02-27 2 31 27 2000 517995.0379 1749268.59471404 0 517995.0379 593879.6328
2000-03-05 3 32 5 2000 387742.373914287 3710660.92132503 0 387742.373914287 770065.2936
2000-03-12 3 33 12 2000 371975.759528571 2519699.17794377 0 371975.759528571 740150.527514286
2000-03-19 3 34 19 2000 360245.5095 1442971.20415754 0 360245.5095 735941.601142857
2000-03-26 3 35 26 2000 362782.369457143 1499405.61505763 0 362782.369457143 784953.180142858
2000-04-02 4 36 2 2000 342857.746171429 1239819.58594466 0 392857.746171429 840336.098185711
2000-04-09 4 37 9 2000 436694.530857143 1533472.41478737 0 436694.530857143 1268217.50517143
2000-04-16 4 38 16 2000 427423.702757143 1831808.56520749 0 427423.702757143 1938869.84807143
2000-04-23 4 39 23 2000 367949.394614286 2085130.33669897 0 367949.394614286 1976235.48284286
2000-04-30 4 40 30 2000 177940.718914286 2062709.9127 0 177940.718914286 1938726.6627
2000-05-07 5 41 7 2000 139284.515985714 1790039.25 0 152284.515985714 1670537.71717143
2000-05-14 5 42 14 2000 160369.145528571 1790039.25 0 160369.145528571 1458875.53061428
2000-05-21 5 43 21 2000 64327.7924799992 1896491.40357143 53226.0767857144 131912.280942857 2341755.87398572
2000-05-28 5 44 28 2000 85430.4553178022 1790039.25 409158.394614287 128927.156442857 1970496.16784286
2000-06-04 6 45 4 2000 159111.984287912 774512.344907128 1675348.82748572 285030.7947 1804514.23902857
2000-06-11 6 46 11 2000 284207.654057143 1077280.46259304 1385950.2239 284207.654057143 1884624.66655715
2000-06-18 6 47 18 2000 194449.6215 498079.024717796 1678055.55994613 194449.6215 1634645.77894286
2000-06-25 6 48 25 2000 193515.406457143 1135186.99155844 1758447.30201905 193515.406457143 1853750.14781428
2000-07-02 7 49 2 2000 273608.218770345 972058.265223857 1587917.36651433 209289.954728571 1662559.5184
2000-07-09 7 50 9 2000 340299.408975275 953628.760407418 1704082.01287533 194971.274485714 1277516.43359642
2000-07-16 7 51 16 2000 199961.235597236 591612.863877587 1494896.55860629 172607.634128571 1078857.90561562
2000-07-23 7 52 23 2000 156162.672514285 1259111.99738066 688644.16273197 156162.672514285 933415.973464043
2000-08-06 8 1 6 2000 149815.807745715 675684.497235713 939045.783971428 101454.563571428 1396749.67344285
2000-08-13 8 2 13 2000 149900.89867 715079.489807142 547451.464285718 103104.8118 859004.784028574
2000-08-20 8 3 20 2000 146619.046844286 625160.965933091 384266.175585715 114448.2849 720136.855042858
2000-08-27 8 4 27 2000 140796.963159999 418264.98115308 205419.536754521 127039.361528571 545576.497968805
2000-09-03 9 5 3 2000 120235.306595713 350280.227737972 79125.3909389824 173815.568228571 390538.326647176
2000-09-10 9 6 10 2000 120344.794218571 655309.716844647 98637.8851059228 171439.369457143 315095.860229918
2000-09-17 9 7 17 2000 130535.473724287 795276.06848448 116017.338979245 149383.167171429 313580.638227898
2000-09-24 9 8 24 2000 129286.680112858 778199.170333779 112575.035365549 154663.168114286 161215.68136199
2000-10-01 10 9 1 2000 113702.545098571 1232646.83026119 101439.85580134 172677.055628571 292571.278485715
2000-10-08 10 10 8 2000 115998.21493 1251392.05601529 66820.9559828676 178768.296385714 260992.429871428
2000-10-15 10 11 15 2000 111066.709917142 1546310.39466406 16958.8721587406 177629.783785714 263354.744342857
2000-10-22 10 12 22 2000 126022.176382857 2053022.64938437 0 166901.186828571 320657.233914286
2000-10-29 10 13 29 2000 181205.982771429 1967534.91443681 0 181205.982771429 335402.360514286
2000-11-05 11 14 5 2000 160173.251742857 946557.208042529 0 160173.251742857 347293.271728572
2000-11-12 11 15 12 2000 162204.326485714 2058560.6611596 0 162204.326485714 357831.047371429
2000-11-19 11 16 19 2000 162650.607557143 966290.54771656 0 162650.607557143 349559.971514286
2000-11-26 11 17 26 2000 177792.428442857 1137408.41893488 0 177792.428442857 355038.319599999
2000-12-03 12 18 3 2000 165639.699 1779706.17084846 0 165639.699 1193284.46742637
2000-12-10 12 19 10 2000 154230.771342857 2659244.49055872 0 154230.771342857 355115.674985714
2000-12-17 12 20 17 2000 164880.029442857 1431070.37122055 0 164880.029442857 364568.899814286
2000-12-24 12 21 24 2000 155412.920314286 1498130.18999863 0 155412.920314286 336050.547614285
2000-12-31 12 22 31 2000 152887.961185714 1551000.47350987 0 152887.961185714 386220.473928572
2001-01-07 1 23 7 2001 404811.928557144 2706502.64748389 0 154811.928557143 387658.490714285
2001-01-14 1 24 14 2001 162835.070485714 2535861.03873902 0 162835.070485714 370059.148728572
2001-01-21 1 25 21 2001 156636.722271429 2537903.10332423 0 156636.722271429 375424.438942858
2001-01-28 1 26 28 2001 166286.310771429 2526647.00088802 0 166286.310771429 367916.999585714
2001-02-04 2 27 4 2001 118477.95091 2629029.29331648 0 186610.9425 351503.773514285
2001-02-11 2 28 11 2001 120700.232298571 2846589.88835688 0 249434.989942857 338525.919957144
2001-02-18 2 29 18 2001 204052.162048572 2700777.19370674 0 257184.412814286 362353.362228571
2001-02-25 2 30 25 2001 269787.390271429 2531504.59284986 0 269787.390271429 331157.3236
2001-03-04 3 31 4 2001 525818.798628571 1549549.37405683 0 288818.798628571 358527.245842857
2001-03-11 3 32 11 2001 280989.958157143 2226150.25572143 0 280989.958157143 371790.719285714
2001-03-18 3 33 18 2001 257337.061371429 780312.625496424 0 257337.061371429 429214.45797664
2001-03-25 3 34 25 2001 262454.417657143 822875.929471437 0 262454.417657143 470382.262399999
2001-04-01 4 35 1 2001 235401.850842857 790947.833571427 0 235401.850842857 407349.523871428
2001-04-08 4 36 8 2001 214442.5077 591767.105253572 0 214442.5077 322727.7873
2001-04-15 4 37 15 2001 221075.3188 530794.697767857 0 221075.3188 309615.967742858
2001-04-22 4 38 22 2001 208047.795814286 810416.641132143 0 208047.795814286 370733.612071428
2001-04-29 4 39 29 2001 215725.896357143 1571103.11955302 0 215725.896357143 1023793.94972857
2001-05-06 5 40 6 2001 110074.180814285 1165505.32422857 0 10194.5732571426 802356.405114288
2001-05-13 5 41 13 2001 94536.8557257149 1525038.605 0 45938.7118714295 1401055.355
2001-05-20 5 42 20 2001 98256.6580428572 1842520.96673042 0 31124.1637714287 1196053.04735055
2001-05-27 5 43 27 2001 114021.487304285 1790039.25 0 1128.12535714291 1814822.78603558
2001-06-03 6 44 3 2001 133566.416414285 2176954.3157599 0 21892.951864056 1176074.2078
2001-06-10 6 45 10 2001 123071.670738571 540497.25 0 154460.989907372 1029131.62122857
2001-06-17 6 46 17 2001 132850.581575715 1062819.94011941 160714.673882896 152409.944571428 832408.741885715
2001-06-24 6 47 24 2001 138264.070145714 1244409.77355357 216588.468785714 141808.289785714 828384.278357152
2001-07-01 7 48 1 2001 115180.628007144 1208110.3632591 209966.451647404 123090.269914286 650210.973399997
2001-07-08 7 49 8 2001 142021.360072857 3013378.90185 169336.428942858 124316.055257143 397950.977028574
2001-07-15 7 50 15 2001 142308.765082856 1872312.13759334 133159.893557142 127174.237585714 324406.839928569
2001-07-22 7 51 22 2001 142759.608138572 1555032.7247889 104640.982885715 123625.8072 384170.351199997
2001-07-29 7 52 29 2001 144776.996928572 1178163.59463163 95225.8024857147 114357.045214286 411093.938071201
2001-08-05 8 1 5 2001 148493.625691429 739302.820729717 79988.7749714283 97043.3231142856 1013084.28961428
2001-08-12 8 2 12 2001 149175.344821429 813201.496222212 68807.9465285717 96515.719714286 855813.376455998
2001-08-19 8 3 19 2001 151033.064161429 990567.55587618 59493.5647 91535.2229571429 622001.644252793
2001-08-26 8 4 26 2001 147655.807360001 1350775.13914115 47132.3355327155 101976.216557143 360158.884295458
2001-09-02 9 5 2 2001 147930.7165 1320441.42382124 22076.4351633145 101266.133785714 211307.213404296
2001-09-09 9 6 9 2001 135912.360859998 1393334.6566761 12393.3814141806 112032.4167 126889.951585714
2001-09-16 9 7 16 2001 118855.558414286 1437860.22929955 0 118855.558414286 146264.5005
2001-09-23 9 8 23 2001 118764.318728571 1513338.62590519 0 118764.318728571 133377.886628572
2001-09-30 9 9 30 2001 130276.3869 1534270.27364625 0 130276.3869 184156.588671429
2001-10-07 10 10 7 2001 129962.998414286 1854890.60420097 0 129962.998414286 183414.770357143
2001-10-14 10 11 14 2001 132515.726142857 1936178.94593503 0 132515.726142857 207204.526671429
2001-10-21 10 12 21 2001 124768.286742857 2130189.23659842 0 124768.286742857 241609.822071429
2001-10-28 10 13 28 2001 133844.652 1972709.62527289 0 133844.652 294949.335728571
2001-11-04 11 14 4 2001 132967.957628571 459151.435885715 0 132967.957628571 335168.185885715
2001-11-11 11 15 11 2001 136344.466497143 2602969.65471822 0 138485.975142857 336098.150928572
2001-11-18 11 16 18 2001 135423.739059999 1036495.50323929 0 141082.339242857 434718.333828571
2001-11-25 11 17 25 2001 128299.308035715 841509.352717847 0 162587.136471429 399170.558885714
2001-12-02 12 18 2 2001 124417.852797142 1256249.92403653 0 158919.6978 878479.986396817
2001-12-09 12 19 9 2001 123729.389864286 3136051.43312413 0 162426.475285714 422072.164714285
2001-12-16 12 20 16 2001 119319.736184286 3235626.81821914 0 171796.394314286 453392.178571429
2001-12-23 12 21 23 2001 126134.745665715 1973758.96393174 0 161172.921342857 379514.357028572
2001-12-30 12 22 30 2001 112529.718442856 613969.05632499 0 160677.053485714 368611.214585714
2002-01-06 1 23 6 2002 98465.9142785717 2691283.96433683 0 182786.809585714 1279516.82578571
2002-01-13 1 24 13 2002 104643.634390001 2110083.27937713 0 171812.262171429 632905.827805797
2002-01-20 1 25 20 2002 108777.783888571 1836020.8673978 0 165810.277628571 614321.58367844
2002-01-27 1 26 27 2002 119013.289848572 1939648.30792171 0 163957.715314286 642458.081809294
2002-02-03 2 27 3 2002 119037.488199999 2276184.29209063 0 164719.368342857 1023045.74491429
2002-02-10 2 28 10 2002 120469.951265715 2115828.16920296 0 236175.483442857 618917.260771428
2002-02-17 2 29 17 2002 121124.48961 1756392.0759414 0 232321.598457143 647488.183228572
2002-02-24 2 30 24 2002 257575.156685714 2134995.93991133 0 257575.156685714 831948.325671429
2002-03-03 3 31 3 2002 258174.489028571 1569484.35560758 0 221174.489028571 785836.229228571
2002-03-10 3 32 10 2002 251382.680142857 3707280.77852152 0 251382.680142857 662175.687914285
2002-03-17 3 33 17 2002 241524.827142857 3460554.91116398 0 241524.827142857 588902.2864
2002-03-24 3 34 24 2002 321309.965357143 3342273.74116718 0 321309.965357143 614112.208257143
2002-03-31 3 35 31 2002 304565.499557143 1199245.85444691 0 304565.499557143 655850.397528572
2002-04-07 4 36 7 2002 318939.716442857 2334965.66059642 0 318939.716442857 931481.949942857
2002-04-14 4 37 14 2002 176405.261571429 2037443.66992301 0 363405.261571429 2288034.59714286
2002-04-21 4 38 21 2002 447050.449728572 2119234.44977991 0 260050.449728572 1441712.1237
2002-04-28 4 39 28 2002 255532.184457142 2312500.27344694 0 255532.184457142 1382845.67517143
2002-05-05 5 40 5 2002 87692.8875614287 1790039.25 0 59916.2350285709 1289205.41767143
2002-05-12 5 41 12 2002 87599.0693628578 1790039.25 0 56911.2758142862 1166916.47021429
2002-05-19 5 42 19 2002 71720.983882857 1790039.25 0 90417.37303396 2639721.36131428
2002-05-26 5 43 26 2002 61439.0646914288 1790039.25 0 95321.8856517542 3051975.98038572
2002-06-02 6 44 2 2002 67312.3219385718 1790039.25 192136.714814286 128014.759585714 3255680.47957143
2002-06-09 6 45 9 2002 90244.8219014287 1274872.00128559 1525146.03192857 237280.703528571 2190369.21052857
2002-06-16 6 46 16 2002 165544.689389998 984219.681775149 2111475.20447981 200691.606085714 2891822.22926829
2002-06-23 6 47 23 2002 178399.3707 762578.999087922 2152400 178399.3707 4090242.71873916
2002-06-30 6 48 30 2002 155758.044342857 407364.25 2152400 155758.044342857 3215114.89652857
2002-07-07 7 49 7 2002 145713.745028571 327913.354144369 2152400 145713.745028571 2493712.92502857
2002-07-14 7 50 14 2002 184265.473250628 479738.495790544 2152400 118165.310357143 2030716.31837681
2002-07-21 7 51 21 2002 229098.58824399 735876.240350578 2152400 118875.393128571 1526461.1146519
2002-07-28 7 52 28 2002 169928.23174824 701183.532595741 1965074.79258144 109251.589757143 894145.228340729
2002-08-04 8 1 4 2002 148527.543052858 390428.185766843 1043049.85332008 100952.7453 859514.983514285
2002-08-11 8 2 11 2002 148016.005771428 699475.045285713 611814.77867143 103285.3077 915722.074528573
2002-08-18 8 3 18 2002 148934.353042857 680711.193785982 482791.945714287 100310.100557143 804681.393542858
2002-08-25 8 4 25 2002 145289.525945714 816495.302777782 666333.254307408 114823.161 989371.132093122
2002-09-01 9 5 1 2002 137738.25187 744822.757035995 478065.591771428 120182.5008 803957.426471427
2002-09-08 9 6 8 2002 137278.879887143 387096.44730815 248281.634840765 127489.609542857 246210.454458787
2002-09-15 9 7 15 2002 134800.135642856 395616.474240632 126806.101473423 135477.048985714 181219.092485714
2002-09-22 9 8 22 2002 133450.78003 570425.201484788 113117.485451166 140550.7689 184144.712842857
2002-09-29 9 9 29 2002 139337.524882858 1010148.44459508 100229.186573329 133330.9329 211240.916028572
2002-10-06 10 10 6 2002 138538.582591429 1241673.94495255 70644.7593879029 139715.727428571 232105.051985714
2002-10-13 10 11 13 2002 143349.690888571 1567323.5252066 23158.5552891577 124821.840471429 241590.012357143
2002-10-20 10 12 20 2002 142893.889154286 2035166.93817574 0 126263.824199999 245080.922071429
2002-10-27 10 13 27 2002 141810.120365713 2088388.46433101 0 128552.750228571 235974.804742857
2002-11-03 11 14 3 2002 140287.40935 665449.304423305 0 130456.8828 280349.027542857
2002-11-10 11 15 10 2002 139303.805868571 2677495.19290268 0 133735.561071429 338809.556371428
2002-11-17 11 16 17 2002 141078.021061429 1383919.50053704 0 128947.461042857 340906.085671428
2002-11-24 11 17 24 2002 137082.516215715 833905.147707151 0 142274.405571429 338577.490214286
2002-12-01 12 18 1 2002 132087.738464287 1023860.92412857 0 146495.232771429 1009311.09278893
2002-12-08 12 19 8 2002 131753.126834286 3215275.86515456 0 144946.141585713 350201.1275
2002-12-15 12 20 15 2002 122562.513622856 3040709.29443361 0 163273.417585713 435945.563885715
2002-12-22 12 21 22 2002 131295.936670001 1747594.76788489 0 145842.670671429 358196.450828571
2002-12-29 12 22 29 2002 114004.231102858 971115.299574108 0 170304.8238 375979.810942857
2003-01-05 1 23 5 2003 111703.404245714 2568007.32589989 0 160072.094785714 583766.010996071
2003-01-12 1 24 12 2003 114310.311624282 2452410.70948114 0 180329.288485714 380795.679571429
2003-01-19 1 25 19 2003 161883.0042 2465028.21539399 0 161883.0042 391201.793085715
2003-01-26 1 26 26 2003 245531.944757144 2611715.27341011 0 245531.944757143 603562.058442858
2003-02-02 2 27 2 2003 74187.232257143 2266511.70748961 0 221720.370257143 1048121.35368578
2003-02-09 2 28 9 2003 144536.391971429 2913267.44176655 0 247003.253971429 481905.695242858
