"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1988-05-29 5 44 29 1988 137586.119611428 1790039.25 49396.9865388088 -7912.53741428588 1534703.64332857
1988-06-05 6 45 5 1988 132570.912104285 2325227.66480113 549147.819938809 157931.929028571 1380371.04935715
1988-06-12 6 46 12 1988 141507.045931429 1863144.50258916 423179.781892795 142936.885028571 1297054.97485715
1988-06-19 6 47 19 1988 139409.92159 1769668.61445715 396176.138871429 153296.5563 1211009.80122858
1988-06-26 6 48 26 1988 146419.707965714 1452785.93720357 283959.259328572 140717.3805 968458.211628564
1988-07-03 7 49 3 1988 157343.478511429 2081087.07085714 228322.885757143 110364.317228571 1136120.20807143
1988-07-10 7 50 10 1988 155580.569105714 1047659.31099679 221532.721371434 117744.814414286 774972.743299996
1988-07-17 7 51 17 1988 128951.686071428 657740.117628752 155296.262542854 111996.714214286 495673.181028567
1988-07-24 7 52 24 1988 105105.219023077 1027981.30115176 110301.558515385 105105.219023077 423216.696088711
1988-08-07 8 1 7 1988 94419.1904142853 849381.19012258 558591.702488706 94419.1904142853 944686.782799995
1988-08-14 8 2 14 1988 90725.9666142853 738510.733660711 523183.691357146 90725.9666142853 865978.66957143
1988-08-21 8 3 21 1988 91737.5370428568 701560.116207951 476231.811842857 91737.5370428568 821192.740857144
1988-08-28 8 4 28 1988 103086.960557143 583807.035662453 385070.936775805 103086.960557143 733082.444847232
1988-09-04 9 5 4 1988 109963.656 440679.390514422 211286.473878904 109963.656 563064.59419319
1988-09-11 9 6 11 1988 121862.5011 440171.135792898 84126.4255041964 121862.5011 178925.124345202
1988-09-18 9 7 18 1988 125256.220714286 548285.134317147 43636.5427152868 125256.220714286 184930.142528571
1988-09-25 9 8 25 1988 126952.088785714 898368.64837044 34917.3065506136 126952.088785714 187236.919800001
1988-10-02 10 9 2 1988 138089.280857143 1264263.44371991 11752.4734862 138089.280857143 217824.032699999
1988-10-09 10 10 9 1988 133719.6933 1403931.85759303 0 133719.6933 197207.830671428
1988-10-16 10 11 16 1988 121836.715971429 1845020.96080734 8153.82377430331 121836.715971429 288486.752342857
1988-10-23 10 12 23 1988 130135.560428571 1969215.33898072 0 130135.560428571 254788.006242858
1988-10-30 10 13 30 1988 133911.540442857 2261787.83016723 0 149157.051428571 266470.652957143
1988-11-06 11 14 6 1988 130255.804252857 1142116.81840181 0 150057.547457143 382074.868228571
1988-11-13 11 15 13 1988 125660.695994285 2526101.67700728 0 156160.689042857 369965.925571428
1988-11-20 11 16 20 1988 117198.611838571 1962064.20142058 0 164152.095428571 367411.214371429
1988-11-27 11 17 27 1988 123219.637707142 976327.817767858 0 161968.293385714 362426.750671429
1988-12-04 12 18 4 1988 136606.879767143 1115211.68424286 0 144366.967928571 1406862.03256582
1988-12-11 12 19 11 1988 127599.340968571 3221188.03716247 0 171538.543028572 393990.226228571
1988-12-18 12 20 18 1988 133619.375101429 3116320.12757351 0 154153.415957143 357064.888642857
1988-12-25 12 21 25 1988 134895.143924286 1882738.85111537 0 151061.184 350847.244471428
1989-01-01 1 22 1 1989 123974.348585714 1014637.36855143 0 149533.911 503148.041714285
1989-01-08 1 23 8 1989 123785.9188 2444489.71226477 0 157245.648 376671.237269153
1989-01-15 1 24 15 1989 125283.439728572 2440244.42289783 0 150852.919585714 418659.53407217
1989-01-22 1 25 22 1989 129917.820721428 2454642.09362871 0 136599.6939 385598.910702455
1989-01-29 1 26 29 1989 128784.266800001 2348774.62504612 0 153193.415871428 366036.668671429
1989-02-05 2 27 5 1989 129946.38271 2238483.75130035 0 153961.019314286 661752.822713705
1989-02-12 2 28 12 1989 130385.721631429 2641616.49292917 0 226690.52307143 381850.803073991
1989-02-19 2 29 19 1989 113415.536782857 2445892.63604577 0 279716.648242856 411614.054156804
1989-02-26 2 30 26 1989 247519.964514286 1670247.52950763 0 282570.863628572 381734.179628572
1989-03-05 3 31 5 1989 398992.702599999 1323938.18885865 0 398992.702599999 463680.318228571
1989-03-12 3 32 12 1989 451881.8895 2720890.30419678 0 451881.8895 747023.306014286
1989-03-19 3 33 19 1989 417462.7098 1383918.48699692 0 417462.7098 576420.9115
1989-03-26 3 34 26 1989 457096.435885714 1440595.50125419 0 457096.435885714 681822.583214286
1989-04-02 4 35 2 1989 352201.880628571 1314503.44763723 0 402201.880628571 692392.502457143
1989-04-09 4 36 9 1989 405676.922014286 1204138.91841612 0 405676.922014286 1001707.36667143
1989-04-16 4 37 16 1989 494568.2602 1589646.49079645 0 494568.2602 1583916.7351
1989-04-23 4 38 23 1989 415219.403057142 1855193.2278734 0 415219.403057142 1950441.42038572
1989-04-30 4 39 30 1989 326550.378957144 1907266.83502228 0 326550.378957144 1634079.77953826
1989-05-07 5 40 7 1989 43450.5656114282 1790039.25 0 195331.7964 2673571.28471428
1989-05-14 5 41 14 1989 90186.1201117756 1650578.15321429 61014.0331142857 117980.377628572 1900166.18792857
1989-05-21 5 42 21 1989 138485.408892419 617149.804572145 176402.683471429 71067.3113999995 1453653.39415785
1989-05-28 5 43 28 1989 126712.321900448 722517.269857444 296558.57273676 63419.0455714289 1372616.39165714
1989-06-04 6 44 4 1989 93856.9217200001 1938558.58533416 845063.491757143 94523.8445142869 2009556.67068571
1989-06-11 6 45 11 1989 102936.262184286 2086204.59326617 2104874.40369882 218225.493514286 2287038.40092582
1989-06-18 6 46 18 1989 116171.173638572 497347.137851841 2083511.8064187 175475.733814286 1586731.56122873
1989-06-25 6 47 25 1989 135944.90638198 121483.25 2073651.71663997 148004.654528571 1075748.84314726
1989-07-02 7 48 2 1989 241130.832250483 621687.169814005 1172063.2857298 162087.301671429 726755.119299994
1989-07-09 7 49 9 1989 298993.470680037 1049664.87442857 690437.671064853 154752.424328571 917151.250864852
1989-07-16 7 50 16 1989 163215.896914286 1033772.30960714 428424.014375272 163215.896914286 672358.093118129
1989-07-23 7 51 23 1989 147416.997399999 558502.58907308 177068.000571428 126692.254028571 379829.982057147
1989-07-30 7 52 30 1989 149598.74159125 1069066.0117438 138485.018475 118566.7153875 404000.424380098
1989-08-06 8 1 6 1989 152550.02311 1044056.71480408 635133.883594387 101932.580185714 1095352.67251429
1989-08-13 8 2 13 1989 147955.708239999 688154.332107144 737761.197442858 119000.351828571 1028488.30065714
1989-08-20 8 3 20 1989 144989.228371429 647346.886803574 844834.935571424 133701.842057143 1093581.866
1989-08-27 8 4 27 1989 133316.499014286 630210.810189285 630885.806457148 157483.664485714 861053.126542862
1989-09-03 9 5 3 1989 140214.219254285 644802.208083624 473364.456014287 132196.387242857 723923.845857143
1989-09-10 9 6 10 1989 137740.830382858 392106.545516521 316027.605474685 142667.132914286 292499.999605496
1989-09-17 9 7 17 1989 132050.845895715 343459.29285676 232709.438597791 161547.797442857 216475.272128571
1989-09-24 9 8 24 1989 132528.86251 666576.715159994 228230.120440435 157203.995014286 211068.329014286
1989-10-01 10 9 1 1989 126765.489580001 926596.360039886 203759.358223724 181477.718357143 237472.300671429
1989-10-08 10 10 8 1989 119432.794055715 1151509.88622597 169746.560172651 201046.647471429 226226.017671429
1989-10-15 10 11 15 1989 138289.458579999 1441541.82835761 114065.619330022 132793.412142857 230421.059742857
1989-10-22 10 12 22 1989 130354.581129999 1990759.76167632 76619.0657082759 169531.269942857 267559.1453
1989-10-29 10 13 29 1989 129371.969384286 2340062.85981607 11408.9992913716 168569.2863 278851.481614286
1989-11-05 11 14 5 1989 125762.448078571 564531.907185724 29934.6013573091 180394.742957143 329022.957928572
1989-11-12 11 15 12 1989 132421.358358572 2400421.92552828 285837.58060017 159453.251614285 913087.855614289
1989-11-19 11 16 19 1989 151176.709793392 2513547.11270807 238735.563435875 164677.715357143 589735.360412082
1989-11-26 11 17 26 1989 166006.641214286 1136960.73901429 274600.893807304 166006.641214286 492654.364642857
1989-12-03 12 18 3 1989 164530.938471429 1214440.84287144 554030.98031207 164530.938471429 1834168.43036444
1989-12-10 12 19 10 1989 162743.830714286 1890443.25464852 582490.521012072 162743.830714286 747143.346728572
1989-12-17 12 20 17 1989 150604.985571429 1772090.8682014 382954.987940645 150604.985571429 547002.162228572
1989-12-24 12 21 24 1989 153800.358042856 1622069.74394593 231000 153800.358042856 445893.706157143
1989-12-31 12 22 31 1989 152294.903228571 822821.126678567 231000 152294.903228571 471412.066085714
1990-01-07 1 23 7 1990 423107.469014286 2824940.26491904 835544.208812078 173107.469014286 2018598.0644
1990-01-14 1 24 14 1990 163878.376457143 1158706.36795202 664201.964093565 163878.376457143 711552.376230015
1990-01-21 1 25 21 1990 155730.275828571 1138223.58951301 391344.055796195 155730.275828571 619844.787971948
1990-01-28 1 26 28 1990 150107.134328571 1381248.35236009 67221.0151866311 150107.134328571 612172.271171096
1990-02-04 2 27 4 1990 129079.407348571 2320223.94360129 546824.381013554 159687.301328571 1313968.34754286
1990-02-11 2 28 11 1990 221131.146794286 1418463.06657394 327984.596438337 240523.252814286 698694.748157142
1990-02-18 2 29 18 1990 225256.473228571 1446050.67920058 30686.659444673 225256.473228571 582953.956828572
1990-02-25 2 30 25 1990 254978.792585714 1691332.51425827 0 254978.792585713 612905.641928572
1990-03-04 3 31 4 1990 326709.3773 1428753.07508802 0 289709.3773 884301.0277
1990-03-11 3 32 11 1990 251749.622357143 2648841.93645335 0 251749.622357143 626300.640185714
1990-03-18 3 33 18 1990 254080.201285714 2981510.2152052 0 254080.201285714 685378.336685714
1990-03-25 3 34 25 1990 252086.8125 2967646.26498487 0 252086.8125 742785.950242858
1990-04-01 4 35 1 1990 233077.222328571 981425.941535714 0 233077.222328571 1298030.5746
1990-04-08 4 36 8 1990 240312.925542857 2659413.55225113 0 240312.925542857 1450929.31542857
1990-04-15 4 37 15 1990 197270.59862936 2136951.96392726 0 234021.436814286 1623990.18104286
1990-04-22 4 38 22 1990 175154.894885831 2804468.65320714 0 275539.378114286 2314203.51917143
1990-04-29 4 39 29 1990 324034.177130438 1959522.22959643 0 285976.487414286 1590846.37347143
1990-05-06 5 40 6 1990 126951.862724668 1838807.00894915 24383.879474577 35652.3673593 1587448.11555715
1990-05-13 5 41 13 1990 125195.373597143 1989441.99965714 99701.374828571 -15532.9729593001 1334436.50012858
1990-05-20 5 42 20 1990 118325.223610001 2066333.25305714 138147.001528571 11811.102471429 1472327.43384286
1990-05-27 5 43 27 1990 80517.2829742851 2238470.80445714 224215.777228571 107789.301428571 2517938.19907143
1990-06-03 6 44 3 1990 84916.8209499993 1841629.97400425 166649.485957143 111474.591342858 2826130.62178996
1990-06-10 6 45 10 1990 109546.180719999 2404313.31540425 975091.665089961 191559.703628571 2843742.01787143
1990-06-17 6 46 17 1990 117486.810237142 1987834.61448712 1368744.99497143 177510.7755 2765460.80814286
1990-06-24 6 47 24 1990 128290.779108572 1163213.13046246 2027089.1737864 151596.721285714 3343171.879763
1990-07-01 7 48 1 1990 148622.551334285 407664.250000001 2152400 120172.583442857 2700815.02528641
1990-07-08 7 49 8 1990 155203.114492857 171481.665818402 2152400 103600.679657143 3351744.56874407
1990-07-15 7 50 15 1990 155516.899672857 0 2152400 106147.456971429 2403823.01222857
1990-07-22 7 51 22 1990 155330.651705715 14539.7262669685 2152400 108521.672271429 1869052.33439478
1990-07-29 7 52 29 1990 154131.841574286 549710.743490514 2069394.12040714 97699.8521571427 1386027.55560786
1990-08-05 8 1 5 1990 157873.660424286 130688.162493405 1614334.6032335 83843.3207571426 1449122.70304286
1990-08-12 8 2 12 1990 155348.701295714 315573.605033985 1089681.36483688 93205.3059000004 1393567.6518
1990-08-19 8 3 19 1990 147523.113121429 672550.487171429 931312.787342857 123227.129442857 1225444.64657143
1990-08-26 8 4 26 1990 141548.302137142 696457.639374999 604745.686500002 134427.792599999 906272.791642858
1990-09-02 9 5 2 1990 157270.288415714 681613.59646029 410752.263428573 106714.7298 738788.464214287
1990-09-09 9 6 9 1990 151104.072438572 389178.331925697 266530.699687848 125111.4273 316992.033292315
1990-09-16 9 7 16 1990 151725.890731429 330335.447008879 138823.282360955 127190.105357143 237174.779957142
1990-09-23 9 8 23 1990 143549.228114285 483767.207086658 135500.684276446 150079.365642857 214309.321328572
1990-09-30 9 9 30 1990 133583.672615714 729788.966230076 134817.425900889 160744.491514286 222981.208414285
1990-10-07 10 10 7 1990 127991.473270001 843762.348250073 92080.7390091568 172861.518471429 263160.239142857
1990-10-14 10 11 14 1990 133664.399902857 1314120.63675936 69377.7476618486 152550.771042857 290557.929985714
1990-10-21 10 12 21 1990 138002.251917142 1719924.09811914 30817.7558963625 137240.355085714 291956.277342857
1990-10-28 10 13 28 1990 130965.49033 2186745.37683675 0 154310.1102 324816.015028572
1990-11-04 11 14 4 1990 127643.175687143 540497.25 0 161276.061857143 310455.681885715
1990-11-11 11 15 11 1990 126787.902807143 1705313.1267092 72885.9013322964 166567.963628571 569180.397547674
1990-11-18 11 16 18 1990 130387.110061429 3048844.93925902 0 156624.821357143 530407.759814286
1990-11-25 11 17 25 1990 132774.019578572 1527627.91723379 44247.9549766374 155664.821185714 1290210.20954285
1990-12-02 12 18 2 1990 149092.237368571 1301096.780725 67891.1344052088 156313.416342857 544698.671457142
1990-12-09 12 19 9 1990 152172.766844287 2307674.2102008 96201.4221052085 148494.571971429 599206.591028571
1990-12-16 12 20 16 1990 150219.840875714 2626968.53431721 110480.199448066 155287.961614286 566040.377875893
1990-12-23 12 21 23 1990 152729.130580001 3079488.56482248 118070.71113378 146897.877471429 630155.752323994
1990-12-30 12 22 30 1990 127462.084745714 1343362.36699282 122368.660248066 159730.937614286 681806.209000979
1991-01-06 1 23 6 1991 111662.544734285 1685527.32578334 44000 175584.824828571 834884.977633781
1991-01-13 1 24 13 1991 114773.818017143 2396349.3362905 18141.3784462111 157830.772071429 1022550.32637768
1991-01-20 1 25 20 1991 119265.19072 2131107.44210772 0 147243.001585714 874142.173020948
1991-01-27 1 26 27 1991 124975.009921428 1765425.92579476 0 144188.455585714 873976.368801416
1991-02-03 2 27 3 1991 126666.911050001 1783760.23001015 0 157122.672771428 1095750.86077143
1991-02-10 2 28 10 1991 189488.397689702 2300247.5531146 0 235870.028842857 1097562.87034286
1991-02-17 2 29 17 1991 227154.655385714 2331472.68238283 155041.099891115 227154.655385714 1379519.85085714
1991-02-24 2 30 24 1991 220993.993128571 2092094.52324259 547889.449150492 220993.993128571 1171718.91664286
1991-03-03 3 31 3 1991 184918.286528571 547255.166589286 0 197918.286528571 1227915.62915714
1991-03-10 3 32 10 1991 191527.462842857 2752050.68912231 0 191527.462842857 817309.254157143
1991-03-17 3 33 17 1991 196708.290214286 2688280.24475793 0 196708.290214286 725841.469228572
1991-03-24 3 34 24 1991 232771.767728571 2717180.56668937 0 232771.767728571 722003.452014286
1991-03-31 3 35 31 1991 194070.273214286 2563462.00977496 0 194070.273214286 860088.336957142
1991-04-07 4 36 7 1991 188580.023742857 453794.234346422 0 188580.023742857 1433238.37822368
1991-04-14 4 37 14 1991 198162.256857143 2616192.40189378 0 198162.256857143 1009423.45972857
1991-04-21 4 38 21 1991 187471.263214286 2452929.57621827 0 187471.263214286 1641397.34354554
1991-04-28 4 39 28 1991 198753.331342857 2310749.20130182 0 198753.331342857 1537879.50786718
1991-05-05 5 40 5 1991 121267.703474285 1790039.25 0 32064.677572023 1248610.04272058
1991-05-12 5 41 12 1991 104607.733557142 1790039.25 0 -2178.66985773807 1844744.02927143
1991-05-19 5 42 19 1991 76794.7037971422 1790039.25 175563.693342857 45653.0919857138 3327989.91397144
1991-05-26 5 43 26 1991 103271.270508571 1790039.25 374414.837942857 18671.9301428572 2425532.23215714
1991-06-02 6 44 2 1991 106951.006702856 2240757.45023255 481000 16745.9793857139 2629937.50320968
1991-06-09 6 45 9 1991 109552.527828572 2535418.94723946 1272300 160613.5824 3468691.65808856
1991-06-16 6 46 16 1991 125629.952187144 537322.702614286 1272300 126464.154814286 2318126.30624286
1991-06-23 6 47 23 1991 131629.754911428 587364.250000003 1845713.22957143 116933.5746 2828665.90154286
1991-06-30 6 48 30 1991 137951.871742857 1441825.89437117 2152400 112688.945742857 3887973.44059694
1991-07-07 7 49 7 1991 129094.085037143 779226.465767866 2152400 159310.441671429 3345686.71292857
1991-07-14 7 50 14 1991 134792.598451429 1.35332811623812e-09 2152400 146649.943542857 3137328.59775715
