"Week" "Month" "Day" "Year" "BRRunoffAprJul" "DARunoffAprAug" "DARunoffAprSep" "DARunoffJanJul" "DURunoffAprAug" "DWRunoffAprJul" "HHRunoffAprAug" "HHRunoffMaySep" "LBRunoffAprAug" "LGRunoffAprJul" "MIRunoffAprAug" "MIRunoffMayAug" "PayetteResidualInflowJanJun" "OwyheeResidualInflowJanMay" "BoiseResidualInflowJanJul" "HeiseResidualInflowJanJul" "HenryResidualInflowJanJun" "RirieResidualInflowJanJun" "PRResidualInflowJanMar" "GCResidualInflowJanMar" "RetVICWA" "RetVICPR" "RetVICMCN" "ARVariableRefillCurve" "DUVariableRefillCurve" "DWVariableRefillCurve" "GCVariableRefillCurve" "HHVariableRefillCurve" "LBVariableRefillCurve" "MIVariableRefillCurve" "AFMinRefillCurve" "ARMinRefillCurve" "BRMinRefillCurve" "CLMinRefillCurve" "DUMinRefillCurve" "DWMinRefillCurve" "GCMinRefillCurve" "HHMinRefillCurve" "LBMinRefillCurve" "MIMinRefillCurve" "KEMinRefillCurve" "AFOperatingRuleCurve" "AROperatingRuleCurve" "BROperatingRuleCurve" "CLOperatingRuleCurve" "DUOperatingRuleCurve" "DWOperatingRuleCurve" "GCOperatingRuleCurve" "HHOperatingRuleCurve" "LBOperatingRuleCurve" "MIOperatingRuleCurve" "KEOperatingRuleCurve" "FlowLimePoint" "FlowAF" "FlowAM" "FlowAR" "FlowBONF" "FlowBON" "FlowBD" "FlowBC" "FlowBR" "FlowCB" "FlowCH" "FlowCJ" "FlowCOL" "FlowCL" "FlowDA" "FlowDU" "FlowDW" "FlowKE" "FlowHH" "FlowGC" "FlowHC" "FlowIH" "FlowIP" "FlowJD" "FlowJL" "FlowLB" "FlowLIG" "FlowLG" "FlowLM" "FlowLUC" "FlowMCN" "FlowMI" "FlowMIL" "FlowMIN" "FlowNOX" "FlowOWY" "FlowOX" "FlowPAL" "FlowPAY" "FlowPEL" "FlowPR" "FlowREV" "FlowRIR" "FlowRI" "FlowRR" "FlowTF" "FlowWA" "FlowWE" "DemBoiseSys" "DemMinidoka" "DemOwyhee" "DemPayette" "DemUpSnake" "DemCJ" "DemDA" "DemJD" "DemMCN" "DemPR" "DemRR" "DemRI" "DemWA" "DemWE" "CurtCJ" "CurtDA" "CurtJD" "CurtMCN" "CurtPR" "CurtRR" "CurtRI" "CurtWA" "CurtWE" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CorrectedDARunoffAprAug" "InitialControlledFlow" "start_refill_wk" "start_refill_wk_GC" "DACorrectedResidualInflowAprAug" "DamYear"
9 9 28 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 216926.989166616 586646.161327395 1205359.72574102 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1308502 7012154 1348369 817000 1377528 2230518 9107400 2603000 5414900 19948256 1792000 415382.676880295 170357.220163866 220411.644149849 369607.913104698 79458.3740074793 1528563.88492699 180563.042020875 181383.696611375 333759.661575638 164315.213445793 7456.70188759164 734747.600837391 63438.9728390872 170041.020765353 1479214.304504 39804.7438912319 25929.6543737649 79101.8319392131 22497.5504217746 766602.910492823 344863.605943959 469713.729777919 10848.6264645043 1388697.49690155 14536.4190644039 69728.4237521186 516897.328487562 519673.401060928 519888.064571366 20534.1747472703 1269453.79040273 202145.028036436 236422.802795337 231971.12155538 161759.514649684 2095.53318756083 333759.661575638 98201.1967881717 22394.8994735025 84318.4857897485 832356.872679329 247999.278929739 1196.30122252836 817643.92079265 809120.583876817 166171.365813474 804533.298600144 837315.988909366 433.735354326485 17555.2916443706 0 0 14104.1938305097 15.5805879870442 334.424778364028 1535.86860297483 5646.76290466272 410.158916121355 79.6577956357401 215.578147573399 230.417054763313 254.792856884967 0 0 109.491335104799 142.982295751433 68.9560383200097 0 0 0 0 555352 1249542 1180123 833028 555352 555352 555352 555352 555352 NA 9999000 NA NA 0 1987
10 10 5 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 198063.792782562 628145.239522313 1161974.34329103 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1199292 6937496 1350789 817000 1361264 2230875 9107400 2735008 5647133 19891132 1792000 516078.251495813 149658.339537481 192670.762057679 420271.770625569 130359.637357092 1644901.42739461 157495.670950496 155007.9328118 464087.877740105 127557.373388135 5205.2984081394 912952.921130225 66259.7332993598 229098.676666571 1642252.52378585 30450.4444652207 33492.9130509104 69287.676396981 22579.5911232034 885549.430934414 469553.116366261 578624.569190331 10538.4716366583 1577928.03452657 10545.6819940764 102727.656459024 622863.589162094 619270.197155726 632972.69817561 25084.4003103375 1573729.76302555 190091.244320613 212597.182781522 203040.642307295 121229.804691673 1918.22224325331 464087.877740105 82847.0308385503 22785.2918225669 73289.7877775566 1027315.16404406 241526.303334001 1206.41703963282 1039627.67187947 1027340.76630542 130388.695311917 1019076.66942188 1023927.38045398 1615.3965669974 16602.1025182019 229.924600008731 102.439977189116 10034.2910375463 103.212556157011 1060.65003757997 2332.99416807792 4213.45633756979 983.108703338371 130.071638608766 237.190937612425 175.687823226523 468.754870461044 10.885518267106 0 50.6461963954147 75.4178170030714 0 3.76643271778313 0 0 33.2821100420869 416514 1249542 1180123 833028 555352 485933 555352 555352 485933 NA 9999000 NA NA 0 1987
11 10 12 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 198063.792782562 628145.239522313 1161974.34329103 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1090082 6862838 1353209 817000 1344999 2231232 9107400 2743789 5654353 19834008 1792000 362713.742024604 140574.441600263 141015.578863965 269356.305880535 98622.7835261706 1547121.94677373 148780.418993722 144833.64135241 300410.432146583 109960.341187466 4402.90988265017 696571.136952909 67796.9117400934 176549.14196345 1479289.0466004 22660.8230275099 15774.9705807884 65064.4740324966 22205.8521742234 645871.055830448 300920.905861055 394869.758303426 8878.16739359292 1387665.05982556 9785.31996746166 82493.7441363548 420794.543318524 414069.524988885 428392.239844457 18586.0622639801 1300897.65395795 158703.648016709 148026.404818316 144228.675989324 103692.870223518 -564.91892263717 300410.432146583 73528.3700180199 15854.4389159024 58135.549403513 807688.733868964 197247.015341849 1116.39389649659 792794.321402198 772251.924341522 112900.829494882 795536.624458878 737527.282075259 3019.93099700849 23885.7317504534 2452.46576877288 1185.847453316 18989.7094878581 190.533332567808 1140.2233029811 6345.62302204975 14987.8608032448 724.289300660072 175.007288426536 576.532594519712 417.939936874704 1502.09297882807 0.622024817441432 0 300.896582160661 299.471149757651 0 13.1487088789088 3.67365781777412 0 19.3429063415082 416514 1249542 1180123 833028 555352 485933 555352 555352 485933 NA 9999000 NA NA 0 1987
12 10 19 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 198063.792782562 628145.239522313 1161974.34329103 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 980873 6788181 1355628 817000 1328735 2231589 9107400 2752570 5661572 19776885 1792000 289346.099361677 115955.949775473 124573.498762025 169815.562858703 62682.3880006141 1097808.90143246 122948.477627885 119471.492199271 233271.946011495 91594.9344027563 4277.54580241402 480243.685206292 42753.8500787967 101716.647565078 1045748.27940754 11978.7169431369 12938.9949677171 43994.2477417577 19452.7393805899 439777.769580552 232968.164402344 299229.529487733 8008.71138908483 979358.62467934 8034.18617807239 56786.5504150591 330115.610430804 328856.989682283 329719.213556773 14694.2857435846 919480.053348475 110519.697953258 129384.102071605 126631.328426844 86989.5850961993 -1535.48655807649 233271.946011495 59907.8879969132 12943.2263144478 46141.6247615812 558640.147639913 139608.415145356 983.158043353278 548248.510029646 533105.899575031 94734.3218224657 550351.347955828 502813.016259942 7124.07408376077 21146.2574567682 3659.94534455247 870.452424951711 8524.65346582519 41.6656254672488 1300.80859217323 7303.81651903454 17213.3866793766 615.17557710234 425.45578782766 1205.25560121963 452.237090595848 1773.74875836173 10.1837247438511 0 332.246783771878 280.953785653902 0 17.369874973137 15.8207399285287 0 104.196831479851 416514 1249542 1180123 833028 971866 485933 555352 555352 485933 NA 9999000 NA NA 0 1987
13 10 26 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 198063.792782562 628145.239522313 1161974.34329103 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 871663 6713523 1358048 817000 1312470 2231946 9107400 2761350 5668792 19719761 1792000 245204.308397929 82915.194068474 166467.325442395 144252.171265901 55062.8687736714 762084.683623846 88846.7340974554 85688.1251805786 204657.970837399 63883.2154015712 4362.73950309979 351421.308143923 30795.6036151715 87730.6427828864 723609.693041199 11194.4372724473 10738.1748222199 31946.1925468106 16139.5168534946 328459.565290803 199626.133724671 238056.787191482 8208.54073672857 668909.178392724 9041.36311083493 50358.3294325119 270856.267078717 272328.949326752 268216.008219885 13921.5859723999 641712.083872442 104244.627303508 168684.431875641 167352.163744544 60736.9385750037 -1125.37958725672 204657.970837399 84767.975672571 12445.0165836132 47038.9617379337 393048.696105723 128045.481742848 1076.04108760138 392720.724216096 382731.999557378 67192.4304281495 389650.252130064 364915.261457874 9766.85978056269 19392.8483029797 3807.79296590032 7759.75291368531 9807.35213068602 54.1762326926513 744.172153486155 5499.41686741987 16334.6486039476 502.461747285299 616.704403557782 307.758436722865 133.893206319243 2046.48215679288 24.8303117434621 33.1147908655156 349.1362495513 436.843533112052 0 128.646576498294 0 0 470.378478374899 416514 1249542 1180123 833028 971866 485933 555352 555352 485933 NA 9999000 NA NA 0 1987
14 11 2 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 128269.920011562 298793.393770074 688130.237866938 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 762453 6638865 1360468 817000 1296206 2232303 9107400 2770131 5676012 19662637 1792000 342724.405127984 106448.336099837 124580.781584093 343913.96469772 110070.386526079 886056.632809057 111409.538461251 108304.597879726 285476.768494922 91718.9849185445 10410.830624589 600523.142880684 55197.9784560531 248025.934050351 863379.1263498 37857.8669456652 27029.4852476317 56294.1948518073 19629.7312790174 597059.155681314 283079.094111658 336887.795186093 9201.94448504326 806459.733627585 9051.35476898378 87897.5021918765 389048.63821797 400871.164237431 378857.697068578 16948.692364817 848987.456239501 147193.769825937 123428.474355155 124038.438202232 88089.34575416 113.728980809926 285476.768494922 65989.5622389448 19384.3869497151 81444.0376404858 588679.245782624 175029.425312011 953.255434361464 642778.462440116 641287.90167555 96230.7493752476 600388.076882 657091.883795607 5858.16933451951 13395.5488965931 4066.79938307138 1920.22494278267 6897.55171410312 1.57473340924361 467.27894910593 532.396929286379 1874.70553963583 204.417118964489 219.147054497831 297.286092604874 64.7563989956441 405.588349796427 0 0 0 0 0 26.1290715891075 190.18346872574 0 180.804769198515 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
15 11 9 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 128269.920011562 298793.393770074 688130.237866938 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 696602 6520799 1356104 817000 1250437 2230568 9107400 2711956 5518822 19505348 1790869 364736.378459934 135790.948533939 142954.026801076 237636.648941376 88947.3288546043 1558055.62314282 146510.540019698 139529.430993977 254701.752864317 114218.166926635 8898.38834449783 763624.274787627 58025.7360653612 183313.36006628 1518894.67634838 21893.183046124 25118.2809725422 64237.9285761359 18879.8274018203 662463.778781404 256433.66800301 417423.180187855 10514.0334020977 1450021.32901043 10904.419941902 67725.9595305192 454000.605504123 452755.686122628 451361.164552975 13399.6374987074 1423759.8710287 105611.405647969 143841.436711794 149509.485339011 112896.611242907 31.2950337533507 254701.752864317 70833.2294451545 17842.3285196055 49416.7614895176 925163.771219419 127007.289452159 959.874196085093 886995.19234563 856226.337691465 117154.407984999 901866.967630289 805173.592147218 0 0 0 0 0 1.57473340924361 2.6887810244159 46.2613492036551 594.23103695208 56.1585875388742 11.9393573546012 89.3108384443562 64.7563989956441 31.029575885897 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
16 11 16 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 128269.920011562 298793.393770074 688130.237866938 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 630751 6402733 1351741 817000 1204669 2228832 9107400 2653781 5361632 19348059 1789739 332281.686513579 123751.326808474 123606.4781511 159559.190706129 62549.5565732708 1285940.36184946 134714.32538632 127671.160213381 250584.451837268 94765.5021390306 6897.00643761734 530443.670859285 41367.2569981482 116309.753302593 1206689.9539481 13089.9025103544 15796.8040479037 45721.5139364768 16631.0909741233 465112.809348504 251339.876331788 380409.38144319 8834.36807826039 1123239.03548515 9206.59715949293 52863.1012497619 397420.690877731 389270.63155514 402402.521352624 13019.2509653557 1044200.74908589 89774.6905056288 132068.044816276 133384.314650017 92851.1138756888 26.528151704902 250584.451837268 60668.7994945405 15824.2239965537 50676.8622825037 614537.292738818 107139.971201329 877.966779129284 598108.294587258 579493.299280012 93920.723041834 601775.274531281 549613.813153121 0 0 0 0 0 1.57473340924361 2.6887810244159 46.2613492036551 594.23103695208 56.1585875388742 11.9393573546012 89.3108384443562 64.7563989956441 31.029575885897 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
17 11 23 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 128269.920011562 298793.393770074 688130.237866938 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 564899 6284667 1347377 817000 1158900 2227097 9107400 2595605 5204442 19190769 1788608 332064.183148055 105849.841414893 126743.335944873 162313.458607104 66847.1586318303 1095883.10944775 113069.316340528 108091.942598438 243816.398467845 87111.8906014329 12581.0948781134 410998.347417284 39605.7207719467 113554.722910754 997706.034483673 17531.9611084036 27359.1297466777 44755.7621293956 15845.0542015703 381637.797292452 244259.677567932 380807.938438437 8597.33032106254 918174.259368573 8899.53364214083 55208.4182743318 422602.50120178 430938.556799568 418079.595446719 18003.6464703669 846411.668028386 87619.5096643957 129936.695266019 133092.097845294 85448.6507680393 36.219971885683 243816.398467845 60061.5805577365 20124.5389779851 63014.413392332 451435.25911471 101961.382247952 1057.92345738709 455167.436596773 439533.075948513 88740.6161613281 447192.403327541 423612.187271948 0 0 0 0 0 1.57473340924361 2.6887810244159 46.2613492036551 594.23103695208 56.1585875388742 11.9393573546012 89.3108384443562 64.7563989956441 31.029575885897 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
18 11 30 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 128269.920011562 298793.393770074 688130.237866938 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 6166601 1343013 817000 1113131 2225361 9107400 2537430 5047252 19033480 1787477 389937.496460597 151216.197584979 117068.90563003 170164.597291535 103257.8531308 1455406.4511243 160772.107725083 154505.986900425 298936.83466702 113338.83599111 19710.2421187343 721159.921333659 45827.6435130329 178695.673564953 1371061.67499346 18285.7256992566 44112.7141141023 52691.8483289437 16370.519429711 663414.508405723 301622.093659899 517833.431349004 8481.45774069169 1274675.34823383 8798.21661179871 64305.1764503372 539408.611223716 536576.728517529 559540.1980479 18489.4984943325 1281860.78666846 88846.2745853299 124398.31606354 125420.046248033 105230.639832497 60.5036778250423 298936.83466702 58118.5064199684 17550.5701509429 93326.2857160403 780234.950884457 103265.890517891 1053.26802455628 796381.495695933 760400.760334956 105085.18268806 774317.910489385 741405.543477146 0 0 0 0 0 1.57473340924361 2.6887810244159 46.2613492036551 594.23103695208 56.1585875388742 11.9393573546012 89.3108384443562 64.7563989956441 31.029575885897 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
19 12 7 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 147133.116395617 356514.811625279 739438.19048823 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5954816 1329179 817000 1042470 2219460 9107400 2423590 4740955 18738836 1769824 352560.347788257 156413.672098464 116251.5057711 117230.824542322 70808.2363532412 1701120.52528808 156916.283042199 161395.386473294 258082.825701826 99204.3200835357 8763.60377543151 665247.616726262 34933.7321456057 123510.550640052 1719998.55958121 13681.0038900616 45117.1782649306 41630.7565353854 14792.3668460106 616677.475599079 269135.017657188 463263.687087993 9421.27924572706 1525880.61384244 10281.7198847989 50207.5242162626 481300.170487828 474703.826039015 503384.180560659 14386.0570360204 1320609.860637 59068.0725389813 116610.615326491 113098.978548089 91529.3221889137 16.4229814392885 258082.825701826 58230.8012161593 18195.3912470433 78215.0354421928 769268.21693359 80362.8772682026 820.988669905497 755776.599317036 730560.562365931 93679.3580309992 755921.07592644 699457.834982217 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
20 12 14 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 147133.116395617 356514.811625279 739438.19048823 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5743031 1315344 817000 971809 2213560 9107400 2309751 4434658 18444192 1752171 339795.53013478 128093.008171666 114509.755346402 111440.591293736 60450.1246996492 1136047.06278221 128279.929295894 131953.957780266 251026.831716536 82924.091460163 8066.53829078597 483191.280444231 32940.9080001617 103983.80566187 1147258.37469049 12807.1282546364 30388.0714600312 38259.2324847387 13761.6489861149 457909.503095338 260616.101022378 365453.189323068 9294.40091146334 1020900.6754401 10148.2279899756 48168.4670372028 405069.070027596 406480.03106307 405258.02263109 13007.1186553205 923969.372333588 58338.4125063592 116869.868084907 112806.038403429 78844.6406119412 13.2472235988432 251026.831716536 56228.0371733333 17053.7154206663 59702.8036907226 536022.97467802 79381.3976141659 779.531126804523 537802.85033744 520156.969292629 83210.4681468467 530827.903697753 502621.734319584 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
21 12 21 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 147133.116395617 356514.811625279 739438.19048823 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5531246 1301510 817000 901148 2207659 9107400 2195911 4244400 18149547 1734518 322531.467641093 115316.443192558 108006.017457865 110001.783829475 57899.5725179279 953472.745833214 115489.806771725 118762.818041462 232975.555978001 76707.7184801926 7446.83873712723 427318.4749802 31465.1476555921 99414.6230028918 970315.855763806 12531.059857089 24661.7515133172 36781.141383948 12815.0746077405 407346.95738214 241969.053495249 338271.375094856 9235.22793500306 867398.560698187 10005.4857635292 47200.7478500662 377538.24423555 379910.91901951 375986.24326532 12237.9819107441 805667.59001248 57864.9741094798 107967.959816344 105002.677728942 74103.7105153583 13.264985504825 232975.555978001 55267.2638637849 16499.857995018 58058.9599513817 464558.762052679 79002.0502818231 700.866881519379 471212.963765925 456096.16903406 79516.9826717288 462532.514015334 442608.461044871 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
22 12 28 1986 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 147133.116395617 356514.811625279 739438.19048823 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5319461 1287675 817000 830487 2201758 9107400 2083480 3869400 17854903 1716865 313762.394985961 107551.621693388 106091.511640408 119289.10099319 57598.2659692741 915160.213297944 107740.057172585 110755.63739287 226191.593128068 72873.1616792585 7015.42546267346 408988.899404159 30265.8758353427 99461.4043623019 933668.441285291 13313.9898558185 20420.5278449459 35806.0265894498 12080.8213446089 393376.797728188 234396.233075753 341151.877369525 9193.4582263402 839428.797408435 9840.74690047257 47571.7927384731 370123.676912449 370868.224206149 380012.491377507 12212.5779163155 778046.942122967 57562.6323566629 105983.432723865 103035.627406279 71267.5142500212 12.2346804842745 226191.593128068 54581.8533747097 16363.2803444557 55084.5381947131 436284.020883285 78901.2851062852 613.099370738514 446042.126515779 432878.51898927 77968.2941536115 435617.492418761 423654.206044175 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
23 1 4 1987 NA NA NA NA NA NA NA NA NA NA NA NA 1041270.00629735 7431.3869378337 696468.993918621 2682452.05676183 221764.902573095 23682.0556962194 9686826.57076992 8016647.29203787 95608.48409915 307610.000553505 622148.160317162 849225.784669117 194175.788881267 1865447.46248024 7049070.2427107 2385591.01596558 4206217.78250266 15227404.3040619 384800 227300 444700 145200 25000 1865447.46248024 4056708.81049077 1795181.48791669 2336293.13620266 11460106.6488973 639813.805488565 499048 1249183 1255979 810693 194175.788881267 2107940 9107400 2087089 3985931.56292775 15227404.3040619 1657718 315361.934162898 107878.617269159 103423.48084849 127229.397861707 58756.9350066812 1056040.76913198 115165.597660874 116983.640623205 228631.834800252 76574.1984775282 8864.09684110685 462223.781784846 31898.5890083621 104665.161929201 1046142.38336146 13750.6635094372 18923.8758707287 37058.0076661335 12488.267135535 440989.021494285 236240.240803414 366571.370138687 9566.13335553726 961048.560766662 10189.8623625292 48057.624588394 396812.426301625 395716.448767741 397274.863034194 11752.9501504665 890526.362858047 60902.7708813565 102652.471818583 101279.949773857 74871.8531061451 18.0017688978541 228631.834800252 54606.5880750054 19223.5934702781 60605.3680503824 526101.628451023 78658.5641848041 786.095493750949 513219.540972844 499029.93728113 80737.9315009949 507583.615110477 486240.334846432 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
24 1 11 1987 NA NA NA NA NA NA NA NA NA NA NA NA 1019673.19699909 7398.8363256064 684565.37172867 2620100.5310387 211930.473289832 22712.5033287928 9120115.44623437 7555935.90847349 95608.48409915 307610.000553505 622148.160317162 838642.890201953 197289.1110387 1864837.25926554 6252807.62456573 2359639.82014048 4129088.02704304 15204021.420686 384800 227300 444700 145200 25000 1864837.25926554 4086557.83840785 1802275.29209159 2329378.38074304 11481549.7655215 633150.199011127 499048 1249183 1224283 804386 197289.1110387 2107940 9107400 2090699 4102463.12585551 15204021.420686 1598571 350615.358382417 108006.520571643 105128.818118517 126098.222157001 60409.956833172 1150909.67513227 120057.80455346 121195.273067658 270827.65213852 79673.3703233767 10082.6700676883 482011.739611844 32728.4238138206 108866.091364696 1146606.61254497 13942.7021574334 17438.7367853017 37764.553522562 12647.3241748982 460711.383564385 279629.844670257 421975.038529963 9834.42928326243 1065124.92969052 10430.0086957294 48620.4445403776 453570.758300146 449281.012545718 449616.600439104 11903.6221899504 978641.712848312 63094.5166241666 106687.0009903 105128.258707316 77609.8194635238 32.5506122273003 270827.65213852 54745.8345777308 21596.809298267 57558.7333246124 566711.124535544 77980.2121413254 969.55236742661 539148.855681259 525003.200604466 82733.4470376285 536869.372718818 511186.291824982 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
25 1 18 1987 NA NA NA NA NA NA NA NA NA NA NA NA 999732.105086122 7388.2270433154 673465.029970973 2557977.59578978 202153.360507253 21973.0197535156 8602053.26750004 7134896.44704223 95608.48409915 307610.000553505 622148.160317162 824857.314968833 199699.025436131 1863344.44566904 5605211.97767899 2333128.98351102 4050389.47011742 15180502.2703447 384800 227300 444700 145200 25000 1863344.44566904 4079293.51900397 1808809.45546213 2320894.82381741 11502856.6151801 627075.337339199 499048 1249183 1192587 779185 199699.025436131 2107940 9107400 2094309 4050389.47011742 15180502.2703447 1539424 318649.748968173 103085.500789603 100849.418792518 122759.274425533 57459.3547500067 1048177.84483721 114470.609416458 115617.569782124 229919.854268261 78413.0107159787 9653.49796650882 440263.006033803 33657.1046470578 102160.867997656 1036657.44635391 13239.2943974305 16556.126403493 38353.2983280718 12087.6833705395 421039.461431254 238545.663894171 379033.387543002 9777.11278257964 964497.621626212 10310.7064126883 47051.6430743766 412205.716113026 407317.906129707 402412.438759638 11100.3417576967 895932.420963188 62958.2496586544 98779.2292826987 99115.3206463829 76694.7028402269 10.6092822909996 229919.854268261 54816.5764990032 19941.0919129645 50121.7128345246 518062.178734329 77765.7292501274 739.483575277208 492098.831493427 478413.604147566 82103.7836086647 490811.595888441 464852.757090341 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1987
