"Week" "Month" "Day" "Year" "BRRunoffAprJul" "DARunoffAprAug" "DARunoffAprSep" "DARunoffJanJul" "DURunoffAprAug" "DWRunoffAprJul" "HHRunoffAprAug" "HHRunoffMaySep" "LBRunoffAprAug" "LGRunoffAprJul" "MIRunoffAprAug" "MIRunoffMayAug" "PayetteResidualInflowJanJun" "OwyheeResidualInflowJanMay" "BoiseResidualInflowJanJul" "HeiseResidualInflowJanJul" "HenryResidualInflowJanJun" "RirieResidualInflowJanJun" "PRResidualInflowJanMar" "GCResidualInflowJanMar" "RetVICWA" "RetVICPR" "RetVICMCN" "ARVariableRefillCurve" "DUVariableRefillCurve" "DWVariableRefillCurve" "GCVariableRefillCurve" "HHVariableRefillCurve" "LBVariableRefillCurve" "MIVariableRefillCurve" "AFMinRefillCurve" "ARMinRefillCurve" "BRMinRefillCurve" "CLMinRefillCurve" "DUMinRefillCurve" "DWMinRefillCurve" "GCMinRefillCurve" "HHMinRefillCurve" "LBMinRefillCurve" "MIMinRefillCurve" "KEMinRefillCurve" "AFOperatingRuleCurve" "AROperatingRuleCurve" "BROperatingRuleCurve" "CLOperatingRuleCurve" "DUOperatingRuleCurve" "DWOperatingRuleCurve" "GCOperatingRuleCurve" "HHOperatingRuleCurve" "LBOperatingRuleCurve" "MIOperatingRuleCurve" "KEOperatingRuleCurve" "FlowLimePoint" "FlowAF" "FlowAM" "FlowAR" "FlowBONF" "FlowBON" "FlowBD" "FlowBC" "FlowBR" "FlowCB" "FlowCH" "FlowCJ" "FlowCOL" "FlowCL" "FlowDA" "FlowDU" "FlowDW" "FlowKE" "FlowHH" "FlowGC" "FlowHC" "FlowIH" "FlowIP" "FlowJD" "FlowJL" "FlowLB" "FlowLIG" "FlowLG" "FlowLM" "FlowLUC" "FlowMCN" "FlowMI" "FlowMIL" "FlowMIN" "FlowNOX" "FlowOWY" "FlowOX" "FlowPAL" "FlowPAY" "FlowPEL" "FlowPR" "FlowREV" "FlowRIR" "FlowRI" "FlowRR" "FlowTF" "FlowWA" "FlowWE" "DemBoiseSys" "DemMinidoka" "DemOwyhee" "DemPayette" "DemUpSnake" "DemCJ" "DemDA" "DemJD" "DemMCN" "DemPR" "DemRR" "DemRI" "DemWA" "DemWE" "CurtCJ" "CurtDA" "CurtJD" "CurtMCN" "CurtPR" "CurtRR" "CurtRI" "CurtWA" "CurtWE" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CorrectedDARunoffAprAug" "InitialControlledFlow" "start_refill_wk" "start_refill_wk_GC" "DACorrectedResidualInflowAprAug" "DamYear"
18 11 30 1997 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 196530.091993731 457799.405811264 1054325.90072144 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 6166601 1343013 817000 1113131 2225361 9107400 2537430 5047252 19033480 1787477 374561.609323142 206179.08770399 138713.51597318 258564.1656979 68447.6416241118 1830122.96016626 216210.014668368 210773.792771549 292369.822889808 119406.796047797 15303.0612629961 956602.016559354 37569.1325838218 173844.606437389 1857203.22516935 18529.859876584 49588.9366991856 53544.2050728318 15774.8965773832 892364.237270464 306566.802452735 464472.836847798 10319.0549551393 1667910.51014956 9100.04522802895 64160.4605750842 483255.134050294 480052.050575303 488338.087265004 16783.4592222994 1620300.4642513 129238.708822516 132054.073704417 134480.136458222 117477.265261618 150.515404214485 292369.822889808 56022.5661574319 23680.0352762542 61535.9938506586 1077842.18352464 189730.149474159 1262.51563102107 836061.641311392 986799.734214097 147098.859907653 870342.68537289 944114.906681141 0 0 0 0 0 1.57473340924361 2.6887810244159 46.2613492036551 594.23103695208 56.1585875388742 11.9393573546012 89.3108384443562 64.7563989956441 31.029575885897 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
19 12 7 1997 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 225431.534516809 546237.876499243 1132937.91394919 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5954816 1329179 817000 1042470 2219460 9107400 2423590 4740955 18738836 1769824 371912.601720804 166293.668648779 125679.780247493 271109.378461309 75381.1016112683 1706535.35160631 192096.412325056 181446.978249403 305658.940980071 151734.040063509 16337.7337489468 837632.995121474 34311.8615272052 202158.212945745 1578632.58518811 18638.0727698616 46342.5109648223 54585.4953262043 14794.5284332491 792970.128950266 316482.16434565 484228.365067877 11226.2703637612 1477952.81847729 13529.166636771 59009.7437092731 491235.211399358 506224.203317112 500296.721018728 14539.4398884107 1386646.89730492 88206.9867683804 121423.575259631 120841.297182782 146323.492266961 41.9109448916036 305658.940980071 62778.8815773812 22603.391248307 68379.4472940112 1010919.23530063 152951.914094085 801.753646091262 970069.858895978 952806.646719058 173645.088143214 1004821.81210035 886840.28279406 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
20 12 14 1997 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 225431.534516809 546237.876499243 1132937.91394919 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5743031 1315344 817000 971809 2213560 9107400 2309751 4434658 18444192 1752171 342770.358977991 152826.921748441 116501.048609848 238062.05705072 69339.748009998 1460392.3089776 176838.411617873 166826.380684975 283875.346436666 139820.129558488 14668.9880034428 730260.928031945 31507.8652352441 184696.139612939 1351119.11290454 16691.1978504974 35686.0187245055 49856.7728492792 13668.7961480841 693618.870738245 292960.290475981 413700.742969836 10957.5404414081 1258319.35842193 13272.2283554724 56054.2159555343 432542.880622177 451871.274134972 432425.780096546 14431.3082767404 1186602.86443459 85510.0161590843 112894.950998674 111971.527536856 135838.426323183 44.5230924190599 283875.346436666 59266.0570627666 22461.6952184937 72844.4510493143 869725.661652618 141772.166183175 970.836889406124 841072.6156481 824632.152049846 162478.202299793 869646.536293286 767909.69285149 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
21 12 21 1997 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 225431.534516809 546237.876499243 1132937.91394919 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5531246 1301510 817000 901148 2207659 9107400 2195911 4244400 18149547 1734518 343922.686888598 148471.512080798 114167.631900755 242344.427709338 73307.1108099221 1476092.48526696 171042.532115391 161803.749768248 282380.795799141 138811.013230788 14666.6779589308 703425.532437197 33127.14150306 191093.765253608 1318348.37511169 18307.9176973594 39169.7369205585 51708.6846892432 13967.0601978099 677000.519138975 292731.069766531 451407.181664608 10902.7404648498 1228148.54922993 13024.8065343331 58231.1156718191 457419.4911713 476383.93682835 473575.989338535 15336.4120172498 1169955.12209737 84859.9532680071 107458.058931787 108055.333912124 135667.616198565 66.4343054915758 282380.795799141 59111.7814336227 22908.0619592136 77125.1807765676 817272.981275264 134571.90531482 960.404041714434 798550.387842189 782969.759683494 163949.524494861 819110.082444045 737680.157716367 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
22 12 28 1997 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 225431.534516809 546237.876499243 1132937.91394919 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5319461 1287675 817000 830487 2201758 9107400 2083480 3869400 17854903 1716865 323426.328521398 144128.289617288 110966.586552365 217497.890565243 67683.821713663 1435211.19515985 167027.679224094 157444.0331426 253566.366948265 130929.604474126 13171.2799905109 698711.90868214 29372.736710664 180295.311432431 1319864.89586485 16178.5492010712 33972.2586834728 46559.6539745594 12589.9797402236 659448.662151247 263659.228739678 415340.070767866 10851.9639836022 1230990.41208011 12796.4718217885 54314.2589813843 421427.733736408 434122.959793677 429586.983086308 13638.8880493767 1153309.12335632 83221.6175355601 103450.993703298 104581.619396353 128034.024607206 23.840303709709 253566.366948265 57830.0858358307 20445.5392329482 65445.3270722605 830599.723556868 126059.812867649 789.701369753284 804385.066751816 788003.586984446 154649.354060044 831422.926220725 735787.135202161 0 0 0 0 0 1.59824769425151 3.16501468526003 49.7064808966956 695.587323343372 66.2018087066199 13.2018507181226 112.864123502972 76.4465724362034 34.4303509024716 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
23 1 4 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2259113.62040093 558070.85271011 1934434.58151504 4632931.01137309 359121.478562148 100622.89747801 11207717.3556385 9224006.37941959 110186.212517642 354512.271718381 717009.061027212 1538988.79792834 650614.77893267 1452800 6370444.8456478 2516252.80825989 4022743.85858915 15007814.8262717 384800 227300 444700 145200 100357.562613217 1452800 3921900 1815217.64825989 1976839.7102078 11771566.976643 602062.449376704 499048 1538988.79792834 1255979 810693 650614.77893267 2107940 9107400 2087089 3918291.46949067 15007814.8262717 1657718 311174.07132948 151021.224446827 118256.683114723 234001.195925627 74364.4744847386 1293030.17976257 167580.71975722 161557.954958763 222572.363074896 137396.504881904 14922.2515958326 689772.904858127 34058.5770841392 173871.79893631 1222802.40068979 16080.7155974807 39238.2241303285 47217.8417728925 13355.7885784757 631134.87630373 232762.732704773 395689.198984956 10781.2166216279 1209510.33542011 13208.0903146013 62381.5487328852 412598.38587302 421296.173486063 418642.02060095 14621.4584026947 1118684.52943045 82628.0692505506 108206.963486555 105201.2269547 136235.658654459 35.8269526489208 222572.363074896 64659.0360756558 24737.261908314 58448.3742158891 765153.690567813 126536.291712696 818.027430716493 784772.661030193 752116.812505482 143578.316581537 792059.780393613 719406.423275779 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
24 1 11 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2233613.31630521 558023.5518797 1920578.17902094 4568013.87139197 348416.359638459 99894.0662188517 10420439.9704085 8570611.50620501 110186.212517642 354512.271718381 717009.061027212 1606992.91817518 653716.994156646 1452800 5753645.37694651 2490434.53993176 3961112.49498646 15003369.807221 384800 227300 444700 145200 112900.777837193 1452800 3921900 1822444.37993176 1985423.34660512 11811947.9575923 600768.063074109 499048 1606992.91817518 1224283 804386 653716.994156646 2107940 9107400 2090699 3961112.49498646 15003369.807221 1598571 327040.573118251 156735.138133451 126267.447067689 223623.101196111 78993.9554181003 1320702.15238466 170327.58654374 165903.706734218 224484.748942171 138825.348043452 14418.8793936688 741758.45522585 33820.7020976989 171757.904105803 1290492.37958173 13931.5952239757 44359.7891716471 43133.7736974052 12780.2516718758 653394.873214585 238252.395231518 417099.135012804 10705.1189236893 1327637.39929378 13466.7250327994 64118.8363973191 434142.842225301 431471.441200865 437092.516012475 13856.4024941014 1187114.76083993 82032.3809492774 118268.118686465 110815.235247924 138310.495791689 47.3008304098786 224484.748942171 68909.7142579184 25500.3040957142 48978.4822912245 787277.385229962 127460.614620378 728.831259157859 831826.095464265 791930.03763308 130941.82393242 830898.898664502 766476.863802617 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
25 1 18 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2208646.60095959 557766.856854474 1903837.63527998 4504967.55543702 337794.356285281 99185.8939836673 9710863.75969193 7980627.40936015 110186.212517642 354512.271718381 717009.061027212 1663891.05843295 655945.441290543 1452800 5214572.46693923 2463918.84835408 3894932.53692322 14997662.1847447 384800 227300 444700 145200 124570.224971089 1452800 3921900 1828973.68835408 1989458.38854187 11851066.335116 597417.763602942 499048 1663891.05843295 1192587 779185 655945.441290543 2107940 9107400 2094309 3894932.53692322 14997662.1847447 1539424 353268.431770276 146825.300523801 122383.749816204 211254.517781486 72234.3040059032 1230900.05446334 159543.314792793 155353.845390993 275924.389383846 131977.276746882 13656.3130403483 669011.173945096 32320.5038574474 157630.46450399 1196640.56373426 13057.8271338967 37914.2870551137 41077.8605288327 12082.8284223147 589984.096844858 287094.903013695 392743.713892457 10622.0033531778 1221842.07882618 13270.3463013603 59570.2419367538 428570.576776561 432231.0276209 417164.317665666 16740.5437409646 1089732.49848843 80769.7775237188 130533.866368676 117411.405265158 131799.243652658 256.695025225825 275924.389383846 67321.7388645176 24966.7153456207 57192.8839709637 709576.210716611 123166.713248605 708.172235184313 752617.38726847 715323.262420077 125321.759754746 752899.343372146 690100.628881841 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
26 1 25 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2182739.37063229 557318.110496117 1884470.29328355 4442592.05560366 327263.040428469 98494.4483003535 9021515.82721649 7397730.66501602 110186.212517642 354512.271718381 717009.061027212 1722586.66636642 658037.123537925 1452800 4723822.81321792 2436884.00817077 3827397.06927412 14991139.8838163 384800 227300 444700 145200 136102.907218471 1452800 3921900 1834983.84817077 1992137.92089277 11889370.0341876 593171.216510351 499048 1722586.66636642 1160891 741641 615479 2107940 9107400 2097919 3827397.06927412 14991139.8838163 1480277 479436.606457695 141743.806232014 121271.466384069 212237.307005089 70466.3719137042 1540696.24970841 154011.469563456 149946.484197341 424520.216803033 130035.439641002 13165.7183765687 656657.914185346 31221.8065501776 154349.908189653 1495703.8804582 12921.0622473821 36469.485428126 40181.6129074091 11563.6798166946 582896.744344132 440110.584202775 563064.393330621 10531.3158568121 1477015.79444056 13097.0332329886 58214.7323508974 581498.50912452 584329.657790863 600477.208956448 19367.3419964331 1239820.97844697 79955.0990716148 143125.999456168 121432.478782884 129962.548851656 448.746358356877 424520.216803033 66619.5102920814 25907.2303273041 98152.6344880889 689347.93247544 119904.64496055 691.445683313844 729674.249480172 696274.48936809 123726.754720442 726126.399613448 677531.605378235 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
27 2 1 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2153718.95611615 557011.457936551 1860099.05077512 4381167.08451324 316843.385174112 97886.8769014519 8299303.25292661 6780697.95245015 110186.212517642 354512.271718381 717009.061027212 1783330.40371337 659402.875171325 1452800 4277623.76870514 2409513.62687869 3759661.75813255 14985641.2146896 384800 227300 444700 145200 146909.658851872 1452800 3921900 1840658.4668787 1994617.60975121 11928697.3650609 588697.019150367 499048 1783330.40371337 1129195 704096 561727 2107940 9107400 2101529 3759661.75813255 14985641.2146896 1421130 420257.280628589 141109.23897919 119614.382638891 215309.068220199 71279.9763311385 1778065.99692873 153464.63477242 149859.399440701 338906.778144084 126582.450003657 13422.138355159 685063.928317721 30409.3200723844 158082.429776128 1662445.16084405 12195.1316334005 48381.7798323481 39953.9626400165 11228.1387079238 617032.712565866 354812.442459331 626314.968857641 10419.655254357 1587450.08129374 12874.2622466229 58014.888858439 617453.836894854 616894.567976064 664704.043795152 24371.2425084202 1337512.08976893 80978.7308732469 124321.797428711 112396.59993367 127576.801963176 306.652559565559 338906.778144084 64274.9745313851 29020.4145161357 112381.55748662 722212.574289881 116442.076749892 607.571398901587 751251.310172442 723305.577853475 124951.268584821 742335.493355279 713453.931419297 0 0 0 0 0 1.6028521285231 3.08964484092933 46.6832634642028 684.914677444564 65.7445191264707 13.2986507065815 105.201656439118 75.9379607580527 39.0433473434062 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
28 2 8 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2125149.43335158 556784.938960838 1835592.04847268 4321749.60612903 306720.646254012 97121.1772200248 7615275.45744683 6219524.13007858 121763.791511731 379264.300667008 828392.987810769 1830404.74172909 664337.765174242 1452800 4210136.71363122 2387706.16951538 3733663.40754974 15012214.1047022 384800 227300 444700 145200 155067.548854789 1452800 3921900 1846669.00951539 1987214.25916839 11976890.2550735 586946.114544966 499048 1830404.74172909 1117691 670000 515611 2102386 9073050.71723665 2106438 3733663.40754974 15012214.1047022 1297560 444236.953922244 142626.455118078 110858.382519 177231.228028319 64083.4354370438 1674021.16954689 158339.474670342 155782.794187657 324736.001440387 99478.4394947678 13553.5280828652 615519.766308014 30777.3619280088 157304.560294962 1571245.48058614 9546.27000291717 50510.965957537 42677.255394599 11564.062636691 561173.822371573 355404.622240646 617100.140291501 10122.7389200998 1433518.1965459 12365.8828399554 48131.8494171819 657556.405050644 658245.134517111 681681.812852475 24507.0023024402 1308920.40234963 89844.2900126063 115158.818286588 113942.885748466 109378.343578761 226.518975713342 324736.001440387 53511.9256125822 28569.5227645678 82225.4630556126 684027.795479782 108772.364037645 765.69968142716 673457.237013311 652984.694708625 129680.339495113 667729.446726455 640886.750004308 0 0 0 0 0 1.6028521285231 3.08964484092933 46.6832634642028 684.914677444564 65.7445191264707 13.2986507065815 105.201656439118 75.9379607580527 39.0433473434062 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
29 2 15 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2096056.73595008 556541.124002865 1814506.03177242 4263181.2170989 296639.251812863 96564.8306078105 6863171.3960351 5621986.25579899 121763.791511731 379264.300667008 828392.987810769 1886168.90004229 669446.472560983 1452800 4179908.42193241 2365498.53994454 3707825.52691671 15038568.9930004 384800 227300 444700 145200 163399.256241529 1452800 3921900 1852279.37994455 1979971.37853537 12024865.1433717 584052.096656032 499048 1886168.90004229 1106187 626375 469496 2096833 9038749.07564219 2111347 3707825.52691671 15038568.9930004 1173990 472129.015719279 142816.728323563 111013.140350951 185703.04661142 63341.305217761 1695699.42067248 158419.829361655 155970.35612518 356445.56081277 98395.709257806 14793.1485599093 654579.040290935 29886.7429231145 156571.433531451 1579927.88467715 9720.08738674013 59360.4545270676 41534.1421110662 11163.8904291591 597537.874279587 389681.103428579 652803.532610351 10081.3944411496 1467758.31150029 12197.5539765921 48292.3193669736 703662.209598296 703827.534393562 726339.945759096 21086.0167002637 1408705.95549144 89626.2882982133 120135.629133332 116336.463319904 107966.146754667 243.814957972729 356445.56081277 52734.4736996091 29092.6974015049 73123.8070085589 752104.061411726 106990.888498526 556.346612214259 717642.174290075 697891.440163037 127604.287489022 716645.508336438 690312.658334455 0 0 0 0 0 1.6028521285231 3.08964484092933 46.6832634642028 684.914677444564 65.7445191264707 13.2986507065815 105.201656439118 75.9379607580527 39.0433473434062 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
30 2 22 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2067329.41436241 556316.296568504 1795196.59607281 4205211.15016298 286600.78272966 96064.4887379016 6104312.75440827 5042265.21895841 121763.791511731 379264.300667008 828392.987810769 1939111.89009251 674815.639298639 1452800 4126677.22670617 2342890.84540737 3681076.94943767 15064621.812496 384800 227300 444700 145200 171991.422979186 1452800 3921900 1857489.68540738 1971817.80105633 12072537.9628673 579683.107701881 499048 1939111.89009251 1094683 582750 432603 2091279 9004447.43404772 2116256 3681076.94943767 15064621.812496 1050419 444639.022518923 137530.458534101 106826.985480362 182579.809545866 62420.8399050873 1778672.78166826 152623.040648628 150181.862444759 331161.844589232 93837.7126043675 13917.7453071389 638918.115450844 29075.0105974672 156259.561636456 1638600.78908255 9980.54673765635 51647.5548470594 40059.1710458485 10763.8254628292 579721.036840584 361650.666450839 609795.451039961 10038.4690832025 1523209.42691188 12066.1119963731 47381.62252096 635740.805120621 635122.500651805 673056.420803011 19309.435699614 1391276.98642601 89324.2194956509 116675.8705796 115445.334697265 103363.48964875 224.827434361123 331161.844589232 52275.2997263489 28727.3215876689 69269.4026135329 758858.641626827 105312.489795899 500.341869908908 724095.207547531 703087.459823389 122852.267886604 725362.724768003 687767.929486405 0 0 0 0 0 1.6028521285231 3.08964484092933 46.6832634642028 684.914677444564 65.7445191264707 13.2986507065815 105.201656439118 75.9379607580527 39.0433473434062 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
31 3 1 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2040015.61618827 554825.178039597 1776625.77654786 4151023.96367614 276849.727498789 95664.1353314206 5305360.20408182 4399652.99378315 121763.791511731 379264.300667008 828392.987810769 2007308.36477828 680715.890999762 1452800 4079717.96086181 2320198.43296714 3654063.84723335 15090848.9310342 384800 227300 444700 145200 181114.674680309 1452800 3921900 1862615.27296714 1963399.698852 12120385.0814055 575504.948177874 499048 2007308.36477828 1020000 539125 437165 2085725 8970145.79245326 2121165 3654063.84723335 15090848.9310342 926849 467374.857153981 140444.683343835 98379.7340143325 198007.593223944 62004.798250235 1700309.28035122 155675.286688334 153227.636485898 349960.200390663 93584.6307767507 12618.5996932659 703191.447561486 28871.637872252 157931.742695794 1598534.43176192 10511.6317011232 54974.6534630883 40250.0004759935 10679.1075597618 642612.225175257 382776.011727154 624070.858037768 9751.05523087089 1499267.55235206 11341.4359366981 47117.0977956766 664219.870612155 664887.735154743 690763.664120829 18570.8195249435 1419202.80174552 89498.5185381683 99816.7491972439 101810.049132721 101705.71579628 1491.11852890718 349960.200390663 48823.3167862932 27313.7981741367 67086.1653968516 798952.550326452 108080.965886455 400.353406480982 793072.466761171 774500.492557952 118842.615708159 791680.403949718 757351.374587888 0 0 0 0 0 1.61836523507443 2.91045239563917 50.1058508966102 607.324344216984 57.838776790721 14.3895567737011 93.1311793034571 65.8272329562802 30.5272711863571 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
32 3 8 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2023628.68681862 542432.212279201 1762950.89687893 4116711.28568053 268607.836583625 95529.8567818562 4663921.2990558 3913317.12588099 125756.009609903 371279.783076558 960137.487356142 1994798.99393586 674577.090436518 1452800 3984443.21974201 2314120.17742437 3546051.69467749 15053595.0634545 384800 227300 444700 145200 189950.874117065 1452800 3921900 1868735.01742437 1950693.54629614 12156123.2138257 573378.322981477 499048 1994798.99393586 996040.80349173 495500 444157 2096634 8382479.69813684 2133463 3546051.69467749 15053595.0634545 838337 334691.716962213 113517.555823728 60014.6036963873 172829.761577824 45522.6737255362 1565275.05250151 128504.259752285 124054.883177202 190585.562051365 84931.6687374734 10126.4771697004 519445.92415889 30209.0942053237 110412.164585634 1442492.38473354 10224.5794367557 33928.1593963409 42301.5348036031 11673.2644572352 486335.867902162 209130.013448718 480619.869139287 8241.890915164 1339038.00333896 7665.27172178177 42829.0474441402 473454.652756191 466603.391730461 507133.761391804 13674.8796689328 1175051.53488075 77389.5324202512 56733.3995666141 60804.2407367979 85109.0076904282 12392.965760396 190585.562051365 30163.0154408609 16386.9293696524 54903.881518063 641438.905026023 116018.188140505 134.278549564441 600339.855752859 575746.052961196 87871.3102237048 611792.499995957 546864.326186705 0 0 0 0 0 1.61836523507443 68.4467987078604 60.2403744011081 682.493870937242 57.838776790721 14.3895567737011 93.1311793034571 65.8272329562802 30.5272711863571 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
33 3 15 1998 NA NA NA NA NA NA NA NA NA NA NA NA 2001733.65935119 523241.752298368 1741884.66042909 4081734.62209893 260379.823793953 95302.0653837399 4057177.90639153 3430997.11659759 125756.009609903 371279.783076558 960137.487356142 1986863.92019345 669595.85280482 1452800 3921900 2308303.22715871 3436107.05365567 15015654.0072441 384800 227300 444700 145200 199944.636485366 1452800 3921900 1875116.06715871 1936054.90527433 12191174.1576154 572800 499048 1986863.92019345 972081.606983459 413175 451148 2107543 7794865.96265154 2145760 3436107.05365567 15015654.0072441 749825 327379.643305407 113079.896190129 65124.655376232 176716.870047212 46019.4869816083 1419387.68566334 128108.836340974 123547.18986025 200071.371787257 84991.6218124272 12261.7853405202 505071.496658146 31321.9075636771 109944.005075109 1303052.4776356 11382.1423683019 54080.9677387379 43849.8370185229 11934.5697343404 482320.009283394 214500.564323423 439089.79505263 8228.01278967287 1209446.27665407 7599.64340578648 40896.5589781868 451108.447671855 455292.537825714 469313.159099655 21066.236449844 1077236.49670258 76702.343789618 68559.6124909369 66308.5008507565 85115.9492260739 19190.4599808326 200071.371787257 30665.4301536928 21895.0274674282 65374.7208048413 606743.392664272 113522.971037877 227.791398116271 590992.046840166 562902.432620857 88633.9959558437 594214.304355038 535504.771066899 1302.20621252924 442.273928038084 4756.55385835482 4828.58783216652 0 1.61836523507443 4850.2280944971 133.747197458794 4389.02266591681 709.352482160721 14.3895567737011 93.1311793034571 157.005325308057 30.5272711863571 0 31.4132674996498 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1998
