"Week" "Month" "Day" "Year" "BRRunoffAprJul" "DARunoffAprAug" "DARunoffAprSep" "DARunoffJanJul" "DURunoffAprAug" "DWRunoffAprJul" "HHRunoffAprAug" "HHRunoffMaySep" "LBRunoffAprAug" "LGRunoffAprJul" "MIRunoffAprAug" "MIRunoffMayAug" "PayetteResidualInflowJanJun" "OwyheeResidualInflowJanMay" "BoiseResidualInflowJanJul" "HeiseResidualInflowJanJul" "HenryResidualInflowJanJun" "RirieResidualInflowJanJun" "PRResidualInflowJanMar" "GCResidualInflowJanMar" "RetVICWA" "RetVICPR" "RetVICMCN" "ARVariableRefillCurve" "DUVariableRefillCurve" "DWVariableRefillCurve" "GCVariableRefillCurve" "HHVariableRefillCurve" "LBVariableRefillCurve" "MIVariableRefillCurve" "AFMinRefillCurve" "ARMinRefillCurve" "BRMinRefillCurve" "CLMinRefillCurve" "DUMinRefillCurve" "DWMinRefillCurve" "GCMinRefillCurve" "HHMinRefillCurve" "LBMinRefillCurve" "MIMinRefillCurve" "KEMinRefillCurve" "AFOperatingRuleCurve" "AROperatingRuleCurve" "BROperatingRuleCurve" "CLOperatingRuleCurve" "DUOperatingRuleCurve" "DWOperatingRuleCurve" "GCOperatingRuleCurve" "HHOperatingRuleCurve" "LBOperatingRuleCurve" "MIOperatingRuleCurve" "KEOperatingRuleCurve" "FlowLimePoint" "FlowAF" "FlowAM" "FlowAR" "FlowBONF" "FlowBON" "FlowBD" "FlowBC" "FlowBR" "FlowCB" "FlowCH" "FlowCJ" "FlowCOL" "FlowCL" "FlowDA" "FlowDU" "FlowDW" "FlowKE" "FlowHH" "FlowGC" "FlowHC" "FlowIH" "FlowIP" "FlowJD" "FlowJL" "FlowLB" "FlowLIG" "FlowLG" "FlowLM" "FlowLUC" "FlowMCN" "FlowMI" "FlowMIL" "FlowMIN" "FlowNOX" "FlowOWY" "FlowOX" "FlowPAL" "FlowPAY" "FlowPEL" "FlowPR" "FlowREV" "FlowRIR" "FlowRI" "FlowRR" "FlowTF" "FlowWA" "FlowWE" "DemBoiseSys" "DemMinidoka" "DemOwyhee" "DemPayette" "DemUpSnake" "DemCJ" "DemDA" "DemJD" "DemMCN" "DemPR" "DemRR" "DemRI" "DemWA" "DemWE" "CurtCJ" "CurtDA" "CurtJD" "CurtMCN" "CurtPR" "CurtRR" "CurtRI" "CurtWA" "CurtWE" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CorrectedDARunoffAprAug" "InitialControlledFlow" "start_refill_wk" "start_refill_wk_GC" "DACorrectedResidualInflowAprAug" "DamYear"
49 7 6 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 125187.205303409 0 0 0 0 0 0 0 7327300 1281658.48399084 3468000 9107400 3071500 5869400 20043778.1746375 848400.523376541 6228962.88906388 1420000 145200 1105084.12399084 3468000 9107400 3071500 5869400 18873558.3637693 1598572.75849875 1540000 7219618 1420000 493035 1179619 3353678 9107400 3048437.4927633 5752127 19441877 1792000 816851.00244367 429226.850055841 267439.609716334 894241.9582363 328975.746972287 3990596.31200194 450405.689151995 452140.148461951 515366.650764042 365073.57324902 59704.4934246627 2251834.65068347 116273.239754015 570153.998703708 3950080.29220801 98323.662073416 51451.4810204966 153635.103909066 52706.347429476 2094621.72868819 537835.382519301 992409.289378802 12253.8016157585 3850722.24045643 33069.740033164 305757.663845057 1080053.5520465 1089844.76832244 1074451.40030729 49449.6722574184 3782068.7027979 458586.117608671 301377.020533768 296893.101390925 354808.004477828 5840.00507944197 515366.650764042 144239.268402554 48027.5481467047 83142.0325124085 2505899.10752878 733215.752016453 649.965032374135 2463218.05340028 2416336.67136717 344911.009975916 2497710.62552185 2343565.9875153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 21312638.7457537 1980
50 7 13 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1331909.6993851 3468000 9107400 3071500 5869400 20036281.4941954 1103499.95031044 6617458.673416 1420000 145200 1214193.4593851 3468000 9107400 3071500 5869400 19266167.6833271 1672693.8988419 1540000 7255512 1420000 518176 1261379 3239356 9107400 3025374.72247741 5869400 19652918 1792000 818661.577354101 310634.626933904 231768.676449604 850524.103909992 287915.093968018 3436144.00737133 328649.022876798 329557.644393916 496393.111383418 273376.303989216 54248.9113587967 1805634.02563126 97534.1414931999 508290.081160652 3421365.7617741 110497.71539426 36655.7007371464 118549.300343145 34244.5449165313 1715857.81395247 524015.762619527 1067425.91999025 8931.95351174999 3350629.72375324 20353.864689995 271035.851528376 1103865.52218307 1077278.19673453 1134547.60555757 36728.9057885221 3313910.87317261 434260.719557875 268612.637509293 266991.720840725 268731.231334659 4321.20103504208 496393.111383418 113376.176974708 31386.2998237824 71573.0178941033 2012289.32764525 697469.725087221 274.109604690225 1981213.0330803 1938941.66845238 264554.044012824 2005490.63658023 1905509.27901369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 17562943.946309 1980
51 7 20 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1389246.26551464 3468000 9107400 3071500 5869400 20075000 1359042.02790229 7083316.0065495 1420000 145200 1330388.14551464 3468000 9107400 3071500 5869400 19704992.1891317 1745257.36480419 1540000 7291406 1420000 543318 1343140 3125033 9107400 3002312.95219151 5869400 19863959 1792000 594781.620372709 311077.277591848 176751.293174205 974100.838938115 247715.428578977 2933321.38439529 327941.970499217 329720.253647856 372074.861619075 275782.932065818 45709.7291665392 1974664.68059472 88712.7125732104 515543.007181129 2946411.20694756 117583.066129544 45007.3317617333 116991.625962289 34734.3280610184 1896967.28094235 392021.117876683 777352.703277348 7806.03604767992 2898782.92300033 15911.1485796801 225338.326712859 802591.432330451 787250.244561872 824408.14024386 29401.6660327258 2941525.75914168 480475.905804613 202058.141931917 202566.341747299 270427.337797446 3242.40297798741 372074.861619075 88080.1123340274 25573.8631868903 64057.5338488722 2040512.1716999 732453.15296136 156.549225983866 2059777.88419937 2044133.79979197 263861.64265722 2052847.44279282 2062627.35181744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 14450161.414249 1980
52 7 27 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 145200 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1540000 7327300 1420000 568459 1424900 3010711 9107400 2979250.18190562 5869400 20075000 1792000 497448.755368074 236493.172097707 162789.934481372 683410.804318755 185977.331703327 2778581.01725102 251966.059542189 251561.59468218 318983.765818543 206561.93599073 34285.9948337447 1508941.10484719 70639.3243485416 367397.470187732 2737368.69982206 95900.2344853597 22050.9022612175 91170.7951958129 26854.2868407082 1401448.13437828 334988.057027113 596934.215148675 8572.23730817167 2656962.65222219 14927.2354525586 172741.336236661 628633.116679549 621841.082003445 637283.359103774 23868.1760071242 2578405.42828161 411659.210868256 182135.71138273 184243.272644699 204687.298951927 2812.86963882592 318983.765818543 80537.4180536157 21999.7189193769 59988.8832896797 1706009.94415699 627936.289692276 130.960691410189 1653740.95400654 1616075.88591081 202162.651358688 1691510.72584372 1573273.02344295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 11695061.4370155 1980
1 8 3 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 145200 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1540000 7116541 1392402 593600 1347699 2896389 9107400 2979346 5770433 19553612 1792000 459140.139091648 191004.979473538 151563.803935951 615261.050235075 143942.730175185 2209461.21845048 197161.074515692 199140.488996789 314026.82991545 167859.193572801 24836.1507327223 1286609.67256753 51427.5897465025 279671.226039477 2148100.4923597 87881.6654153919 18725.9011942747 70225.7588534462 19096.9885760829 1203341.86992454 324662.961487096 514505.702329458 7721.68900959808 2066043.92984127 11270.2334968775 126443.36949269 559958.153973429 555458.72008037 565242.050470781 19243.9230987335 2019397.89663799 380488.45937 167282.408211401 166052.374157254 163894.628205509 4499.0443182437 314026.82991545 66741.0261045468 17901.3539262915 63851.9717971477 1402124.03485118 552561.159915309 160.243364092689 1380041.04669085 1346247.22586209 165846.820401329 1396646.6821924 1322202.56469321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 9149002.96690758 1981
2 8 10 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 238456.287700896 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1540000 7221921 1392402 638280 1386299 2782067 9107400 2960915 5671467 19814306 1792000 440448.23707509 179776.152812513 132315.228302886 742154.883663409 149281.863897549 2031638.15319206 175683.37204445 181539.799619315 317033.318495642 161184.08577103 17035.6577891617 1309061.88061637 55610.3813156763 293908.699880647 1946011.69019838 102591.711710401 17806.7443572082 77506.3415375641 17244.9021075784 1253428.23709647 324342.8803439 473017.438495389 7385.3326824696 1851858.61957469 8360.98004608905 124150.64976607 528469.816124251 520835.681386055 536520.532540702 15583.8857159354 1810491.64704981 447209.973025598 143215.299789303 138000.694291802 153197.838693476 4496.56013206607 317033.318495642 45312.394663535 13744.5827119407 71512.4316004972 1349291.16941337 574621.968679287 181.113088823751 1351846.71501645 1320194.37931322 160477.190846711 1350468.9038749 1328329.72225724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 5950763.29264227 1981
3 8 17 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 407873.126459052 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1540000 7327300 1392402 682960 1424900 2667744 9107400 2942485 5572500 20075000 1792000 398063.021593447 180509.787476523 137900.184514625 482957.41269494 148903.378211191 1974548.32465969 175620.909224061 181987.069915896 283181.222852318 166847.265458666 15384.90639878 1164009.539675 57108.8816711375 238835.838758156 1918400.36891255 55338.0042053721 16569.0715678249 81658.1042543176 15828.2426309775 1075544.87077051 289354.81265888 425536.476594738 8188.76393092817 1834956.22440755 8889.17692887953 115198.201797681 478576.049801259 473519.23075006 483951.418221423 13472.0787392327 1782604.90039558 322061.439391676 142410.329200306 138503.488586914 158871.792945538 3524.97149261155 283181.222852318 52197.007196345 12895.7063067112 66581.6225683605 1308320.83664335 422994.611864662 465.941778580214 1274964.66852027 1233489.25523239 166769.543482515 1297430.2888081 1204961.25059796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 4177706.60244387 1981
4 8 24 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 686273.679402903 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1540000 7321562 1392402 711282 1423330 2553422 9107400 2924054 5473533 20073116 1792000 431503.045145801 226700.55437935 191636.875422777 569990.386175667 179912.563669438 1710578.09838683 214837.390477832 226296.975052979 321388.303687034 219256.04304206 13815.2766307902 1271985.36360033 96708.7101785396 347819.552943851 1666932.04785583 69103.3345385407 24978.815715436 132702.650698292 23244.5112942353 1240326.71752278 323365.882877288 461406.50345918 14297.5627110044 1600735.91507863 9086.21303226899 122830.961584479 525489.866327618 526141.11303495 530744.33978317 12847.8241162303 1618541.23182758 341578.868962225 210687.491634668 200189.931183662 206227.56079955 3065.17930687847 321388.303687034 53606.1412450707 13271.4404795728 62804.2175819049 1249486.19792315 422189.469454314 402.994358449501 1285678.14764312 1275384.58713317 216900.863734535 1260953.94639652 1316739.84399291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 2432260.23353133 1981
5 8 31 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1540000 7315823 1392402 711282 1421759 2439100 9107400 2905623 5374567 20071231 1792000 402187.616058779 186655.97520861 143081.908258994 448988.468237686 106444.589849258 2061754.06417686 189535.891421419 191239.81142892 289600.602127248 152933.766820879 12364.0713801094 1135578.57789109 40519.7374375843 200145.320597097 2019097.1856755 52235.6216571279 15068.6826474053 61473.062211999 14275.3465327914 1036142.33980365 297938.846505162 441215.792725869 9242.90309927153 1941472.20551283 9238.3001488059 79652.62089852 483882.898167975 473114.246848598 496636.012382824 11077.4005257386 1875188.0870262 298541.156518992 150677.482630891 145943.77771456 141373.601671055 2288.70704528168 289600.602127248 52922.3025376625 11571.4405760352 59194.5457440303 1328406.7398029 362127.592251428 89.2191772784007 1261762.86293678 1220605.12020619 144632.035348917 1304628.23179119 1183067.61635127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 524416.185675502 1981
6 9 7 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1482126 7239906 1381394 737712 1410701 2387014 9107400 2887192 5275600 20040487 1792000 361529.599748397 142687.816654635 122447.405563196 477769.4195431 123207.936777301 1313722.51676794 147105.246209603 141865.028025241 287778.924214758 137177.159095157 11425.9150001279 870293.951034902 52390.0804950755 233391.044528198 1295744.17528372 40323.8888935674 37501.5105606084 67533.1213427579 14576.4248270191 858418.48019772 294658.910403313 413948.124541538 7125.46269579243 1235320.43001812 7643.27531303063 88432.0639456332 458379.687000798 456274.932057776 459823.509128369 12262.4641397962 1211814.15254384 223312.076759895 130537.868084055 127217.037880892 135441.959186477 1150.89524449351 287778.924214758 46480.9712569682 13116.6547618759 64152.1511891679 841728.829132881 305292.690168291 42.9057930522113 859822.986861936 860158.95107297 148133.168362657 845269.409157684 890096.803485091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
7 9 14 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1424251 7163989 1370386 764141 1399644 2334849 9107400 2868762 5176633 20009744 1792000 409134.4517045 138696.324603484 150475.651088776 338326.411940242 80786.3558750448 1563306.78197651 151568.117629767 141179.044433765 364854.613961557 113059.136472052 9817.87041501645 889883.977571837 32396.6002145545 139393.156247568 1567929.94482541 33701.7150270329 20916.781387265 41422.3250970631 11126.7670197209 802115.913999782 363669.734037395 397737.905182626 13440.6439907176 1505442.3662917 10663.3345017193 67348.3941036899 451070.466403891 459242.292610204 443209.093779014 18829.4496617202 1455144.37707195 197218.561434463 160888.659645132 151924.894479606 111614.260677109 6806.19946129034 364854.613961557 61083.6576777093 19261.0635310454 65226.2585192659 1024840.90641821 263819.005087753 800.819430606326 975367.372374933 952342.120659847 120327.68248066 1006242.3180187 915419.154377777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
8 9 21 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1366377 7088071 1359377 790571 1388586 2282683 9107400 2801321 5077667 19979000 1792000 584973.207538298 164933.119995824 174990.318468477 266745.512067284 106306.281165678 1592550.58484462 171763.697142883 164961.535640885 506412.873039911 154729.14538003 12774.4535723109 728554.354045455 62502.3910104512 178473.264177299 1597782.93397206 54935.9137603452 35535.5912609182 73265.1617519589 17481.2886050061 696524.70874052 521638.160883156 666012.162281195 11029.6594292391 1530084.291085 11983.2555365539 86406.1211966622 721412.922101696 712577.57075115 733833.89166548 14824.5755525954 1474593.11661866 214988.269087357 196453.861415199 185065.505544516 154135.205562935 5739.15633500952 506412.873039911 60681.8512979275 19737.5867138548 77986.2859158568 848701.113758284 255937.436397088 313.121799453073 826992.928200913 815532.012967099 167565.4738056 833530.055275064 807788.602029873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
9 9 28 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1308502 7012154 1348369 817000 1377528 2230518 9107400 2726227 5639913 19948256 1792000 435579.311336368 169363.902102677 141523.403172979 442959.273715913 99642.3286525053 1571955.15303634 180272.066109565 170891.664090102 338201.809605643 147487.073714595 9845.85843273689 958588.091321943 43174.8700529592 211278.175166926 1569648.49949207 49204.9217257159 43737.2534457995 59976.0070623315 16587.9931989961 918041.270011612 350603.167374664 588186.199280192 7658.20407377789 1506700.04485301 9275.58806800885 75582.4145231158 624325.107256458 605267.634847192 639646.104002763 12608.9997565022 1477792.65303336 222623.823956382 145654.706884259 143753.050884504 144444.030842191 2400.71002796414 338201.809605643 54165.6400431048 14466.0643850154 62242.2130616461 957396.663623238 279124.007302962 201.296237733637 961388.603528985 958474.811991405 152323.52126083 957110.319456892 975621.619660693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
10 10 5 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1199292 6937496 1350789 817000 1361264 2230875 9107400 2735008 5647133 19891132 1792000 335528.406730322 105078.630542921 96678.3385698972 413882.63205789 73490.7999190352 1492978.23212458 112693.588628922 107461.51307918 276408.682491263 83020.8094815969 7206.20996882022 671228.467799159 27218.762958579 173488.587168971 1475691.10095791 69953.081862928 13767.2604870313 32040.1126458976 11886.8845935988 654701.62407451 285432.190181752 377820.450909502 5988.14718581137 1371323.67742063 5342.71618709141 71420.0961245547 397883.115441379 408427.025490571 402403.680123466 10565.5838937922 1198013.18338868 215428.617235575 111487.290749645 104966.174341349 84032.271023702 834.067145442718 276408.682491263 36604.2944320564 11859.684873978 56739.2460588308 706874.437656451 286295.464863551 29.9551785360498 706958.787938708 692125.904197098 89553.7092577932 707390.815998961 686033.000225562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
11 10 12 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1090082 6862838 1353209 817000 1344999 2231232 9107400 2743789 5654353 19834008 1792000 302739.965276014 89765.7998445856 87933.2102424593 239917.472978411 62544.7820895659 1252747.96343067 95880.3852706779 92154.7998430084 245152.829089127 69319.1295107006 5357.88405759797 599120.641939991 24087.620994544 99711.9201398914 1295823.77200761 19169.3201935008 11199.3015416 25935.5066866951 9862.09593313848 549468.386434039 252351.231471174 331529.740934498 5889.84453068639 1227155.63722472 4958.31035234104 59016.2921197923 351335.56927432 369680.379069556 352183.417929134 10235.5016365169 1133955.56051195 129221.647474869 103216.571280666 96389.7597677687 71019.8194261295 689.10493753574 245152.829089127 34419.9722773738 11822.4490653245 55178.1643256952 688550.884669856 188157.40795669 34.419156096791 687150.118986041 661107.963494217 76632.156196164 693141.349772025 621467.022988136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
12 10 19 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 980873 6788181 1355628 817000 1328735 2231589 9107400 2752570 5661572 19776885 1792000 352628.192459623 107752.559175321 149912.011650967 195099.520591249 77541.019538752 1048661.92409551 111207.503164845 109183.989377673 301828.024897854 93172.8955808085 5519.3960544212 475214.95800067 35695.7334741538 127970.906077711 1068887.97578905 16092.9174247596 30034.6125012253 37898.7543411264 14012.7129536964 472253.418559293 307938.453799341 432573.026815164 8432.28466937429 998534.631259211 7986.35664468301 67850.2489199963 463002.07889997 495729.835373166 468970.576538247 13146.5204419245 908203.227035149 106061.938909168 174638.240154726 163216.908831907 95826.1627289596 3263.43289008732 301828.024897854 60461.6860156278 16488.358923424 71542.7199320181 475133.274898084 155462.529690928 1548.38724847967 500615.995784576 492238.671825935 104947.212832463 484626.783963243 491411.549327193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
13 10 26 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 871663 6713523 1358048 817000 1312470 2231946 9107400 2761350 5668792 19719761 1792000 393759.845866621 122695.240065229 110661.891204775 220096.644317883 89946.5001174989 1164918.20227795 129873.850461248 125666.582307284 356600.550876384 96885.8183476411 5179.02695663601 536916.021682726 36960.7063214143 137899.561158779 1195714.1646213 17319.5022170714 17124.3630013447 38628.7818952741 14059.2333953904 526875.29244115 367368.82090725 449493.721506471 6251.07127173694 1124636.08067719 5773.67745478073 80516.8410451 466461.199525516 487019.436186179 473721.706657428 9708.17841470799 1019810.48585908 112856.984521213 139410.336028331 126402.501465663 98129.5652293896 1696.94204230134 356600.550876384 42835.1875427161 11714.911080375 55881.2922259048 541171.30013187 169566.00617091 414.611612269319 563895.695408944 553227.82257729 105506.77591006 551623.073214388 549642.476730361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
14 11 2 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 762453 6638865 1360468 817000 1296206 2232303 9107400 2770131 5676012 19662637 1792000 342815.695693901 110390.937071097 86602.1781194985 194467.015675477 68428.8497521182 1104610.01922311 117241.302313237 114470.235732473 270412.618902551 85606.9657791282 6483.57920890221 536513.772089178 41739.9956382295 112263.411089604 1126868.89236157 15609.9653087809 12748.9858719339 42327.3005383672 17074.8512059766 506063.387312797 279445.674449612 378466.004851675 5901.81120317195 1056381.30364033 5017.76080771787 59798.3209436477 403239.978425174 418941.943379563 404593.713467845 9893.8227624573 989247.719879797 93496.1729014763 101192.299419728 95291.6264265665 85761.7617727169 1842.83554399631 270412.618902551 34162.1392739235 14285.6800094915 66794.0054051907 585672.346448911 153700.386797797 651.410608962657 588768.79088942 571648.804337783 92650.6810536454 589315.682469208 552422.903347558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
15 11 9 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 696602 6520799 1356104 817000 1250437 2230568 9107400 2711956 5518822 19505348 1790869 302833.696523349 133842.60137544 79613.3170648512 324337.956172758 117010.301539365 987048.287068651 133955.128729523 139443.891170633 224691.015729508 121172.453678006 22039.2766886242 568616.585051965 138705.674608953 179302.50318963 939038.868795693 27665.3560331077 54667.2262239941 132224.818105693 44879.5650267276 563174.76769147 226937.399517797 350369.484217795 6680.43835307851 871039.893003538 7509.58476874457 82773.8522620669 396333.756973189 414738.767587357 392186.434560597 14318.5169287248 876125.451242307 91674.9690673453 84259.3345215384 83692.8403953328 118215.159501233 22.3573367869982 224691.015729508 37323.1075356614 26008.2340234704 81516.5703403489 615592.071263688 170486.056267818 495.412903850691 635852.589385319 614629.833706232 131703.931184773 623205.588802197 614300.197556867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
16 11 16 1980 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 630751 6402733 1351741 817000 1204669 2228832 9107400 2653781 5361632 19348059 1789739 452059.030982681 293811.117103247 131723.710081285 325425.259275758 181352.01208997 1776845.03975329 296698.131173777 308778.802581681 302148.693617952 236518.540931683 15644.121938165 1077795.44545003 129720.096464888 284439.070826181 1796187.2137075 25273.2595918969 82758.5647227612 162642.50335387 55408.4411595579 1043393.29486895 308025.775938026 783022.149136648 8933.06051003341 1701514.43160038 9473.19684632653 98187.8022209294 812741.186232908 786268.143165522 841806.799644431 15274.0181372294 1719807.77973572 89866.5061070823 139588.932725551 138605.189488037 220373.10510088 36.0635547919049 302148.693617952 58303.5627409776 27156.4300417742 90046.7736971818 1100624.94024634 167133.214300214 677.340136938308 1123576.24273617 1100194.09747895 221352.206050532 1111093.12583386 1120139.09279564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9999000 NA NA 0 1981
