"Week" "Month" "Day" "Year" "BRRunoffAprJul" "DARunoffAprAug" "DARunoffAprSep" "DARunoffJanJul" "DURunoffAprAug" "DWRunoffAprJul" "HHRunoffAprAug" "HHRunoffMaySep" "LBRunoffAprAug" "LGRunoffAprJul" "MIRunoffAprAug" "MIRunoffMayAug" "PayetteResidualInflowJanJun" "OwyheeResidualInflowJanMay" "BoiseResidualInflowJanJul" "HeiseResidualInflowJanJul" "HenryResidualInflowJanJun" "RirieResidualInflowJanJun" "PRResidualInflowJanMar" "GCResidualInflowJanMar" "RetWA" "RetPR" "RetMCN" "ARVariableRefillCurve" "DUVariableRefillCurve" "DWVariableRefillCurve" "GCVariableRefillCurve" "HHVariableRefillCurve" "LBVariableRefillCurve" "MIVariableRefillCurve" "AFMinRefillCurve" "ARMinRefillCurve" "BRMinRefillCurve" "CLMinRefillCurve" "DUMinRefillCurve" "DWMinRefillCurve" "GCMinRefillCurve" "HHMinRefillCurve" "LBMinRefillCurve" "MIMinRefillCurve" "KEMinRefillCurve" "AFOperatingRuleCurve" "AROperatingRuleCurve" "BROperatingRuleCurve" "CLOperatingRuleCurve" "DUOperatingRuleCurve" "DWOperatingRuleCurve" "GCOperatingRuleCurve" "HHOperatingRuleCurve" "LBOperatingRuleCurve" "MIOperatingRuleCurve" "KEOperatingRuleCurve" "FlowLimePoint" "FlowAF" "FlowAM" "FlowAR" "FlowBONF" "FlowBON" "FlowBD" "FlowBC" "FlowBR" "FlowCB" "FlowCH" "FlowCJ" "FlowCOL" "FlowCL" "FlowDA" "FlowDU" "FlowDW" "FlowKE" "FlowHH" "FlowGC" "FlowHC" "FlowIH" "FlowIP" "FlowJD" "FlowJL" "FlowLB" "FlowLIG" "FlowLG" "FlowLM" "FlowLUC" "FlowMCN" "FlowMI" "FlowMIL" "FlowMIN" "FlowNOX" "FlowOWY" "FlowOX" "FlowPAL" "FlowPAY" "FlowPEL" "FlowPR" "FlowREV" "FlowRIR" "FlowRI" "FlowRR" "FlowTF" "FlowWA" "FlowWE" "DemBoiseSys" "DemMinidoka" "DemOwyhee" "DemPayette" "DemUpSnake" "DemCJ" "DemDA" "DemJD" "DemMCN" "DemPR" "DemRR" "DemRI" "DemWA" "DemWE" "CurtCJ" "CurtDA" "CurtJD" "CurtMCN" "CurtPR" "CurtRR" "CurtRI" "CurtWA" "CurtWE" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CorrectedDARunoffAprAug" "InitialControlledFlow" "start_refill_wk" "start_refill_wk_GC" "DACorrectedResidualInflowAprAug" "DamYear"
11 10 13 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1681.24617825059 5319.24123092152 9084.70864545111 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 1090082 6862838 1353209 817000 1344999 2231232 9107400 2743789 5654353 19834008 1792000 171529.237227243 70280.7651533471 69951.9791611057 320020.871663546 90618.755390805 958705.547033111 76739.0400067167 68131.8014363425 100458.036605495 55699.9829911486 5510.44604978633 599978.343274892 23667.1692204289 139279.836940955 944332.887220909 14341.9571641091 12884.0190537861 21401.0595589367 10194.5968809442 563200.045648357 104415.45961987 204535.727825716 7059.321427851 874400.921535697 5989.0667053222 83672.1853722264 225422.911811691 223141.184524164 221020.416772326 8489.64194321014 830850.420733795 202946.565849361 68834.0557332443 64408.1039412875 55087.0500488231 -2355.22621251408 100458.036605495 46491.7607773416 9325.42023833001 57681.1874442167 622142.714847154 274449.64864268 43.139407645015 607355.337737545 598202.64107704 60087.1129276479 610153.627427194 593757.968336 11496.0219205521 23564.7286938445 6027.48090247368 4377.33961361454 32552.6878415341 248.040937977656 1905.32295841449 7464.2653873784 16906.1728780269 1227.69739408391 1300.66630821877 834.238325398917 334.526586580671 3604.3694445878 11.4382200138928 0 356.661613348423 170.820793509778 80.1386733070686 109.022605459443 222.57221448599 0 253.650800101255 416514 1249542 1180123 833028 555352 485933 555352 555352 485933 NA 9999000 NA NA 0 1958
12 10 20 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1681.24617825059 5319.24123092152 9084.70864545111 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 980873 6788181 1355628 817000 1328735 2231589 9107400 2752570 5661572 19776885 1792000 206181.721176663 74843.678797419 83575.1301110638 262836.031056133 81447.65668739 918680.237631099 80959.6044772151 72841.0581529962 141011.753925377 61776.2594618495 5409.53268210426 504755.501798678 22377.2624611702 122861.509201745 892137.757342833 12847.1359396853 12910.497043375 21184.277379219 9153.08333072279 479901.712290112 146261.444249487 229996.226274393 6896.14334141855 818296.871780123 5326.43263526271 76234.9855456713 255644.803351102 255157.609156559 248655.426510612 8106.430523202 761153.964107016 165383.548516041 85924.4934244218 79676.4285798033 61347.088927821 -427.731179985762 141011.753925377 41827.0432314475 9692.70672739312 57447.5526071861 525044.589810115 227418.085983915 -179.439331211998 510395.214639091 502633.114754057 66348.770222336 513314.506756001 499714.364770013 9722.3443229232 18276.6238669237 4736.1944840904 5564.80572781126 12942.9325570313 211.429546322364 1688.25181518351 7182.49692271507 21788.4983641582 374.181196558357 572.580691251934 457.176900087964 163.714710827111 2363.04586479506 163.732416846252 0 344.143143133115 490.08754782334 0 57.874465812432 32.6775399777633 0 376.699026956428 416514 1249542 1180123 833028 971866 485933 555352 555352 485933 NA 9999000 NA NA 0 1958
13 10 27 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1681.24617825059 5319.24123092152 9084.70864545111 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 871663 6713523 1358048 817000 1312470 2231946 9107400 2761350 5668792 19719761 1792000 279642.896318418 78820.2281605945 111727.145922715 285538.940781676 88025.3432916311 924474.427854725 84389.7138877561 76380.679205605 233574.779968126 68076.2188744057 7495.49474831321 505654.0581565 33947.3317668005 149195.918555557 900034.377120496 21547.0540072513 20735.7108877293 29789.9780321667 10654.3664269088 492232.605286694 232461.272278809 284824.450910936 7315.50985586798 827757.35401866 6828.91002975833 79873.5613121065 321668.058744448 332030.425547891 309056.871594835 11596.0031182761 794175.012110455 173125.773547037 112799.020237838 105350.784347047 67556.8479380828 1867.63365492972 233574.779968126 53547.6174803702 13419.7220830527 73565.5608926165 521315.822944049 224238.528949598 575.822704904047 519518.942714264 513014.027160179 74098.1726344604 513744.641915351 517714.500789014 3512.47032640625 6990.36646745111 1240.71779013359 2154.18079823652 478.483045371691 8.12802235970149 1011.45452387978 3251.21676789449 8745.47181625258 549.236743567908 177.276744545264 152.9026048606 200.043666465326 552.953976439567 0 0 115.374447104995 33.7538842262713 0 0 0 0 8.08819211341422 416514 1249542 1180123 833028 971866 485933 555352 555352 485933 NA 9999000 NA NA 0 1958
14 11 3 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1681.24617825059 5319.24123092152 9084.70864545111 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 762453 6638865 1360468 817000 1296206 2232303 9107400 2770131 5676012 19662637 1792000 361630.650616024 112440.604609512 102721.631688677 285751.304238192 91627.5671176535 1189533.00324404 122992.871854375 116978.57018501 277422.41810342 91288.4015578869 6512.22570397102 690997.804346059 33986.2092812281 167075.724335421 1210811.15128272 14063.8515091776 19233.3919797558 34851.1110926655 10728.9956435707 647881.706767293 286449.598799824 421625.434389632 6989.03279187207 1148580.31118325 6091.14572548352 79071.0552413018 445936.691666358 439298.282580553 447188.827017999 9555.3228663996 1142191.83060528 158592.824710717 115559.11234517 106553.544004602 89510.8725668327 917.483484105274 277422.41810342 46246.271058495 12691.8232219539 63670.3933571028 729723.009859171 219793.901991137 440.302653179415 733076.565658628 721541.485318378 91304.3611034802 731425.511672063 718935.464399055 2778.24776760572 6552.2665643044 1935.34276703243 647.14041337225 309.728257899564 1.96841676155451 238.602773319123 1724.68849472076 5516.61102899091 162.741667270366 14.9241966932515 111.638548055445 80.9454987445551 234.875689698326 0 0 336.658166282846 163.400504892254 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
15 11 10 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1646.38695586426 3825.95505453045 8135.13094018574 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 696602 6520799 1356104 817000 1250437 2230568 9107400 2711956 5518822 19505348 1790869 285375.749374962 95674.5615078624 83541.1347914093 231024.705076678 73354.7374280893 1141130.06427726 107265.072942433 107726.135057482 209949.854255801 78887.0216670533 6442.23647034242 543064.41348342 30159.6756571047 146077.802289534 1117124.29360282 10766.3854852401 12991.3529244391 32441.8959542917 9675.04658091435 497264.742758439 213944.631845253 300494.994997156 6847.79507939833 1040185.10557706 6437.89850984223 66776.339020857 318536.157830607 319374.515121899 320923.090115335 8812.79930258292 985231.394210838 137811.99036328 91735.0958205394 86217.9562166512 79524.0483385043 14.6396910506671 209949.854255801 42009.5125870079 13156.3178639855 59672.6306947498 598799.522797878 199569.34260868 210.691780246663 601780.20945613 585561.926586927 79064.9337928077 607718.022046885 572204.651236085 0 0 0 0 0 1.96841676155451 3.36097628051987 57.8266865045689 742.7887961901 70.1982344235928 14.9241966932515 111.638548055445 80.9454987445551 38.7869698573712 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
16 11 17 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1646.38695586426 3825.95505453045 8135.13094018574 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 630751 6402733 1351741 817000 1204669 2228832 9107400 2653781 5361632 19348059 1789739 266449.08653129 93398.2090136026 82811.5059942463 224461.741150227 69531.5475060922 925081.010142437 104270.564789313 104981.367976848 191386.185266809 78142.2130651345 6548.79043581207 486224.917896346 30508.3503476764 138971.221070972 911635.405055172 12930.9461495155 16396.7962506896 32727.6128027732 10181.1550434022 453128.824385956 194367.502031329 279729.008321015 6777.60559391512 852619.799972859 6051.88355227698 66291.2532207982 302800.025688809 307303.838150054 302202.478436546 8690.05327191824 837260.169624879 139402.26544156 88725.9716458763 84253.8316471941 79685.2811495834 13.0414445153148 191386.185266809 40816.0229735027 13048.9085883815 62398.5720695914 517309.865215706 193955.553280045 248.036857741389 531833.00105325 519766.736903804 79630.6284509209 529336.99939126 514729.047845691 0 0 0 0 0 1.96841676155451 3.36097628051987 57.8266865045689 742.7887961901 70.1982344235928 14.9241966932515 111.638548055445 80.9454987445551 38.7869698573712 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
17 11 24 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1646.38695586426 3825.95505453045 8135.13094018574 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 564899 6284667 1347377 817000 1158900 2227097 9107400 2595605 5204442 19190769 1788608 280537.129896919 98527.0819462842 77243.8757405701 236346.543674216 70257.7804600586 1019577.31342679 110210.504498557 110920.262024462 205267.812380614 79375.0131681774 6577.52812927029 548718.143535614 28925.6778138853 145248.642451671 1020087.45589342 11725.4848786438 17039.3486761563 32588.1641006566 9524.64514063226 508381.72196614 209804.548159767 335520.834038285 6548.3388154357 956880.595734075 5719.61553564504 64560.8387936255 348216.571841171 346250.30988368 357576.795225407 8718.5440605883 949907.037214733 139788.593317418 84615.2031642711 79592.4408553054 80278.7120055507 16.9998610654949 205267.812380614 37236.8105386883 12547.1998112649 69009.3116780506 574471.470523974 192385.587350991 141.238996046324 591589.961310139 578760.517301742 79513.8096207263 587454.626777638 576027.300093726 0 0 0 0 0 1.96841676155451 3.36097628051987 57.8266865045689 742.7887961901 70.1982344235928 14.9241966932515 111.638548055445 80.9454987445551 38.7869698573712 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
18 12 1 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1646.38695586426 3825.95505453045 8135.13094018574 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 6166601 1343013 817000 1113131 2225361 9107400 2537430 5047252 19033480 1787477 250396.661896289 88823.4748257686 76152.9293596302 199154.821822254 62215.4528131858 922822.69839028 99159.1567571953 99594.2272039526 177804.395470554 71984.4837549663 5609.64794152453 454408.77989451 25781.1446718689 122997.261064512 909396.295037379 10745.0971719734 10928.6465433116 28481.0580971262 8318.31310290034 416586.747771195 182161.412992928 263357.547201853 7011.61306740127 846095.141062159 5989.42653832526 58286.382309278 283169.589746409 284535.407660571 282489.162830889 8758.85683351751 811712.12592186 126114.081668805 78950.1160363401 76736.3793903911 72724.0381520156 4.50138663391342 177804.395470554 38979.6065105665 13480.4745495963 56580.2005217641 492625.336676739 169813.242347192 49.8826293979635 496605.330717951 484573.534859302 73252.5720306255 498291.045212009 475766.366790242 0 0 0 0 0 1.27859815540121 2.53201174820803 39.7651847173565 556.469858674697 52.9614469652959 10.561480574498 90.2912988023776 61.1572579489627 27.5442807219773 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
19 12 8 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1561.16104393656 3773.78593424601 7226.46344835939 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5954816 1329179 817000 1042470 2219460 9107400 2423590 4740955 18738836 1769824 290453.632898788 105167.50224599 83690.3372245484 160000.822684935 73110.1878129045 934634.541148884 116781.886461146 116066.790750645 223632.392053639 83826.0470360086 5433.20903601143 467963.22592517 27749.9804431924 119982.587207426 941361.04412774 11163.1310377475 10752.7597451188 32956.4606987079 9095.40930517972 415940.574034273 231181.707250296 329223.310002048 8324.93489701759 874887.170592202 7882.78262929434 57930.0813567605 354441.514456015 356142.419574254 356568.955882147 10801.8436120431 870696.198749326 81275.4055969795 82576.317173988 85939.9221793335 79340.5064293832 0 223632.392053639 41852.0242695344 16055.6866693441 68783.1952410429 516229.523152246 107371.738571653 183.341250619491 500879.637098399 493405.047839193 82718.5167729243 499767.486485674 485058.400464406 0 0 0 0 0 1.27859815540121 2.53201174820803 39.7651847173565 556.469858674697 52.9614469652959 10.561480574498 90.2912988023776 61.1572579489627 27.5442807219773 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
20 12 15 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1561.16104393656 3773.78593424601 7226.46344835939 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5743031 1315344 817000 971809 2213560 9107400 2309751 4434658 18444192 1752171 274862.342837604 99304.8122530444 79265.5802882116 153475.305481584 70179.5785343451 887462.669077059 110605.92404353 109700.053180883 216518.000871423 79253.8942043772 5056.25438562259 441028.010619861 26064.6391450311 114359.441180543 892217.725833431 10485.2254188027 9744.07042386524 30993.3374148334 8402.13046033219 392910.012445731 222584.14819824 312695.439924054 7837.18122339847 827833.988655749 7420.6733163668 55759.3494141958 333639.310885897 334025.10572186 337067.724564042 10075.4511121036 818482.596764066 79922.3403112288 79158.4117846481 81891.7210988189 75014.9842318782 0 216518.000871423 38611.6106581163 13722.6099051612 62448.9088862668 482084.384155706 104164.532315476 303.030981602865 469016.039063323 462676.254415651 78142.6890070894 467074.286940758 456172.224196634 0 0 0 0 0 1.27859815540121 2.53201174820803 39.7651847173565 556.469858674697 52.9614469652959 10.561480574498 90.2912988023776 61.1572579489627 27.5442807219773 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
21 12 22 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1561.16104393656 3773.78593424601 7226.46344835939 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5531246 1301510 817000 901148 2207659 9107400 2195911 4244400 18149547 1734518 260521.362286694 94668.9225156441 76004.7830929985 148341.358844889 68119.9583181845 834619.828196548 105286.413416897 104500.736366821 203273.045437203 76482.8305457646 4733.98750313283 419849.318618555 24990.7098680644 110446.546211476 840677.766855354 9966.41265419248 9489.97449184852 29770.0746493674 8009.45743893463 374578.635549283 209066.018162959 294133.160544227 7741.57193568761 781087.480032225 7294.71767688913 54123.5218456499 315290.65604633 316268.38971269 317693.914997698 9663.65968883046 774917.878549867 78880.6740796614 75084.8731044149 77975.5873316618 72539.9091660618 0 203273.045437203 37414.6632712081 13150.0336850325 58464.0632870481 458086.135650219 101176.462935312 427.917334388879 446199.038876628 440295.941594141 75688.4407130585 444034.913612807 434625.330807946 0 0 0 0 0 1.27859815540121 2.53201174820803 39.7651847173565 556.469858674697 52.9614469652959 10.561480574498 90.2912988023776 61.1572579489627 27.5442807219773 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
22 12 29 1957 NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1561.16104393656 3773.78593424601 7226.46344835939 7327300 1424900 3468000 9107400 3071500 5869400 20075000 1540000 7327300 1420000 817000 1424900 3468000 9107400 3071500 5869400 20075000 1792000 499048 5319461 1287675 817000 830487 2201758 9107400 2083480 3869400 17854903 1716865 253362.899825584 92049.2302378188 74976.627747273 144794.406655676 66165.7691043352 801459.109882576 102399.301577366 101612.40165861 198507.211090053 74472.9849010134 4537.36539909298 407735.470390345 23897.0946349528 106909.024422044 809462.493132232 9441.85693532363 9407.90263130587 28646.3986868294 7659.3722734447 363959.785420514 203954.705391862 285170.214586399 7672.05092212404 753054.324404793 7225.32601898418 52524.810404685 306708.479366783 308086.674489814 308508.411260197 9423.72983530814 749932.638548327 78096.0907326756 74001.756069944 76861.7812645519 70649.9747656019 0 198507.211090053 36972.2124177433 12913.0304106005 56150.6817145412 443912.940462801 98865.4687054864 384.925201590633 432766.932269909 427424.612137019 73727.9351031164 430441.292423254 422363.644962391 0 0 0 0 0 1.27859815540121 2.53201174820803 39.7651847173565 556.469858674697 52.9614469652959 10.561480574498 90.2912988023776 61.1572579489627 27.5442807219773 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
23 1 5 1958 NA NA NA NA NA NA NA NA NA NA NA NA 776515.158689686 21424.0714866648 694516.544112177 2365078.40617669 195373.038578097 22526.6923451105 6536023.93299538 5697829.34159741 655.067159691867 2071.80733838852 3710.26175876741 2154652.0436766 825030.803548331 2580471.4382859 9083078.76736192 2465640.5826873 3989054.80529962 15814241.4997106 384800 227300 444700 145200 264871.285921295 2580471.4382859 4652183.19225238 1855702.20388327 1905031.60529961 11946390.8537912 780147.521673659 499048 2154652.0436766 1255979 810693 776735 2195173 9107400 2087089 3841370.0817314 15814241.4997106 1657718 236215.787257008 90807.9892077383 70321.9920208497 131705.738828496 66222.9574245675 803835.50752953 96086.6129656048 93102.2044608146 180313.825063855 71481.8535305278 3832.4843851291 436972.897078834 22208.6027866196 113580.951252911 845196.662082245 8653.22780816448 11624.4084697133 26798.6966138741 7587.28481345889 396574.072568534 187353.577533577 297485.695430523 7508.83456291457 784248.429259436 7603.76324353116 55434.3779595572 279432.250761822 278939.37132684 285763.76933478 8319.70851075599 781635.702132947 84281.2938405109 70165.1504410684 70892.8611136307 65190.0796452821 2.58399404323636 180313.825063855 37043.4728035603 12509.021608413 53058.357650846 478095.135668923 91254.194568577 268.15033534099 472482.280353391 465706.082938202 69796.7655413107 470035.867043278 458719.501101896 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
24 1 12 1958 NA NA NA NA NA NA NA NA NA NA NA NA 764323.520965099 21421.0854286544 686866.407373032 2323406.78303619 187965.3839049 22347.5112717054 6050111.56401017 5294865.04380638 655.067159691867 2071.80733838852 3710.26175876741 2119423.84773093 821872.407715545 2574828.40075216 8449305.91612709 2434363.17283826 3918174.49562395 15813861.7629507 384800 227300 444700 145200 271153.89008851 2574828.40075216 4611428.00110375 1857469.79403422 1904366.29562394 11990837.1170313 761164.900264427 499048 2119423.84773093 1224283 804386 722983 2188588 9107400 2090699 3813340.1634628 15813861.7629507 1598571 227087.961564623 88897.3224333185 68058.0607484694 124456.06729446 64380.5034036421 797519.209317142 92177.9687163582 88354.06727666 171465.980416268 69045.9605447208 3408.77043745582 442133.120979715 20975.8799398602 112608.549750685 852107.879531097 7670.98416721479 12405.9024662578 25445.5385907684 7321.11015095651 402964.297791024 179142.382007636 300324.961043787 7407.65467319692 790607.525197867 7715.53823795584 54869.8903243333 266325.836965816 264836.316469847 274744.446528995 7650.13673914554 787558.453230555 86097.6632401262 68176.7967038838 68091.2609825291 61903.4213837747 2.98605801038588 171465.980416268 36878.1165616229 12191.6377245871 49665.0884923656 485912.36898521 87408.4721318008 179.181073405125 481559.807670919 474232.232190572 66999.046135071 479663.524676835 466226.612148242 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
25 1 19 1958 NA NA NA NA NA NA NA NA NA NA NA NA 751088.848689167 21406.3590434046 677755.711435172 2281166.64557887 180597.447431669 22017.0364788799 5577403.34577481 4901202.61817993 655.067159691867 2071.80733838852 3710.26175876741 2083056.99247978 818167.772812929 2571763.20035747 7827199.23297796 2402798.3338946 3845812.70286348 15812547.6452461 384800 227300 444700 145200 276890.255185893 2571763.20035747 4562772.33672221 1858949.95509057 1902219.50286348 12034348.9993267 741452.574978513 499048 2083056.99247978 1192587 779185 669231 2182002 9107400 2094309 3785310.2451942 15812547.6452461 1539424 233026.379945846 87228.3250237158 68819.3104314794 122383.027044175 62941.4287179477 814304.60760624 90240.9300472641 86590.6357094499 181622.906787377 68402.6868089097 3452.08754090924 430775.280131227 20190.2338009046 109085.771211698 860168.191014639 7124.74509738358 14983.739605311 24715.8347140854 7033.68105634754 393662.425626452 189238.433356088 324998.765298819 7367.93647323086 797659.097842327 7653.51449835556 53388.4072395323 286925.98312843 287850.524621449 300828.42775117 9110.69593785978 796965.495929439 85163.282295329 69261.3502784826 68917.8933597454 61336.1846540936 14.7263852497924 181622.906787377 37191.301463429 13234.6722759321 56190.8538584442 472708.218235362 86047.98064604 330.474792825473 468473.154603494 461389.7261542 66484.6411326862 466067.829653866 454472.043595565 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
26 1 26 1958 NA NA NA NA NA NA NA NA NA NA NA NA 738373.777069311 21397.2235057842 668937.991255089 2239595.37912275 173265.632574308 21794.7518097482 5104430.19688409 4509408.10833717 655.067159691867 2071.80733838852 3710.26175876741 2045447.05781081 814161.37175909 2567516.48864069 7217701.50589291 2370912.77917781 3772346.36922369 15810341.7351114 384800 227300 444700 145200 282324.854132055 2567516.48864069 4516746.99009179 1860109.40037377 1898968.16922369 12076969.089192 721042.34271353 499048 2045447.05781081 1160891 741641 615479 2175417 9107400 2097919 3757280.3269256 15810341.7351114 1480277 239872.708006358 87648.9822968205 68175.0427300035 120248.155196415 61719.6548586632 853354.186535406 90816.4006149891 87081.0794404865 185531.620962492 67743.7574465421 3277.2577633851 429968.757284412 19558.1548650875 106544.253643876 903317.548095677 6822.97894616146 13802.2282832145 24017.9277350173 6712.96528320088 391794.509842764 194946.837904779 343085.919536004 7331.81485736094 830973.124556152 7591.33190958489 52283.8663602108 295198.074861571 290668.359896669 310634.20184112 8817.72018008305 812074.421712948 84271.4898653801 69091.1042490085 68653.0003652535 60597.9505418326 9.13553762046083 185531.620962492 36665.9702144988 12715.071619856 56416.9844761457 472973.148890719 84657.7623876071 222.284669131743 468511.027522913 461836.644066842 65410.2276779292 466505.835578946 454888.120488767 0 0 0 0 0 1.96916691048944 3.27341135454229 50.9526131833411 704.050385089366 69.2325524094985 14.1964895221466 111.985625778961 79.5341255056474 39.508310427194 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
27 2 2 1958 NA NA NA NA NA NA NA NA NA NA NA NA 723221.678485852 21221.456336811 652660.253313423 2195620.27025326 166185.791355675 20883.9938517019 4643065.10236964 4122770.21020926 655.067159691867 2071.80733838852 3710.26175876741 2009128.34765806 809361.850491355 2571111.55764942 6636781.96361635 2339363.73276074 3697980.1326917 15804381.0799026 384800 227300 444700 145200 286966.332864319 2571111.55764942 4460918.13713888 1861605.3539567 1894816.9326917 12115834.4339832 702548.484211283 499048 2009128.34765806 1129195 704096 561727 2168832 9107400 2101529 3697980.1326917 15804381.0799026 1421130 283408.415977027 83776.7646409216 80256.0999107497 117784.634638377 62391.3960213902 857381.277875118 87709.4509743295 84423.9175109818 273862.587648003 68883.0458878664 3532.49013583462 420901.954095726 20543.9663807111 107269.855252906 890627.628950069 6029.85873226454 21644.0090087318 25934.3014977526 7049.47358293215 386637.898127908 272305.65381136 374756.011290829 7079.84121863336 814891.494328009 7345.67466200518 51383.9634680091 333437.169636377 340173.925333245 348011.384555196 16277.7379416654 798632.904075011 80516.7447911318 94719.4789727559 87917.1647544937 61371.7352757046 175.767168973213 273862.587648003 38090.0659878179 15152.0985834583 69630.2342015177 461365.094514455 88026.2508146728 910.757958046263 453830.623732914 447274.01412378 67573.155686278 450474.200719124 441445.385477673 0 0 0 0 0 1.6028521285231 3.08964484092933 46.6832634642028 684.914677444564 65.7445191264707 13.2986507065815 105.201656439118 75.9379607580527 39.0433473434062 0 0 0 0 0 0 0 0 0 416514 833028 833028 833028 971866 416514 416514 416514 416514 NA 9999000 NA NA 0 1958
