"Weeks_final" "Months" "Days" "Years" "ALBEN" "AMERI" "ARROW" "BONFE" "BONNE" "BOUND" "BOXCA" "BROWN" "CABIN" "CHELA" "CHIEF" "COLFA" "CORRA" "DALLE" "DUNCA" "DWORS" "FLAPO" "FLASF" "GCOUL" "HCANY" "ICEHA" "IPARK" "JDAYY" "JLAKE" "LIBBY" "LGOOS" "LGRAN" "LMONU" "LUCKY" "MCNAR" "MICAA" "MILNE" "MINAD" "NOXON" "OWYHE" "OXBOW" "PALIS" "PAYHS" "PELTO" "PRIRA" "REVEL" "RIRDM" "RISLA" "ROCKY" "THOMF" "WANAP" "WELLS" "SNKHE" "HFORK" "LIMEP"
26 1 25 1987 97898.2973988427 98254.2052329608 118902.435297127 55216.2567959056 947967.951585816 109222.609359089 109980.029515682 219349.696668704 75133.1262031412 9289.11656284559 421488.190922591 30542.6867490588 97876.6775680867 943999.829390924 12359.301260497 16556.9196231534 35563.4385522809 11416.7064988938 403139.399155007 227345.486969054 356357.227669926 9728.20384117811 885685.195226778 10202.7429223656 45352.629824131 391196.378468726 388007.952765514 379434.200286229 10575.1684725852 842554.031810686 62402.8849320497 96190.0935645258 96537.7314171401 73412.4708148001 7.87911496510504 219349.696668704 53476.6619292221 19582.8508023864 51407.6610537807 492802.279868688 77166.2292962243 464.603393420824 469624.335979511 457117.211437534 78504.5602480808 467786.209180175 444557.754826114 60574.3480749751 34188.0926328526 304666.482529845
27 2 1 1987 95293.6472436993 105836.857421614 121105.189886134 54059.989988972 1017843.44048231 104720.877948278 106663.135135952 295316.268641503 74789.2212418568 9139.55363818765 407610.221003518 29294.0619447691 97418.9880687431 1012510.98063883 12352.237678217 18257.0156270113 34862.4076524113 11083.226071059 387087.757077307 303444.919599681 409080.144075857 9709.73503652002 919504.911808397 10090.2327543551 44945.5224719076 457176.48741327 461076.44982499 446770.282926995 15705.1787505196 868624.316175858 60237.0386417377 111461.194821071 108433.482388229 73649.5167373564 79.4087681494465 295316.268641503 53219.6693678155 23282.1563151337 94536.7350699245 463124.575921392 75799.8548822198 395.128254669237 449636.274233937 437862.573764897 79086.6424066075 445836.100569772 428228.444686397 61195.502447224 34556.6049714901 356480.873441975
28 2 8 1987 104693.875549421 107244.086879795 116392.429094831 55378.2310386802 1273180.01785462 107968.263299873 115850.450620799 267121.247978848 74925.1289024269 10054.0528437009 448114.755284922 27426.3033937035 103828.610777372 1188624.8516969 9188.29675471193 21037.510176733 35026.3547514505 11375.8774204339 391682.326143357 294528.904650291 467426.877337152 9794.42907027217 1092883.10554794 9912.68413738351 47992.7041054893 481012.519882438 477154.794677389 511287.589472509 13295.178793607 1001544.46417547 48969.5171958084 104172.972293321 109596.571465172 75062.9754656994 140.990163876769 267121.247978848 50746.0600428175 18334.3457542866 78814.57995193 458842.45657359 69779.5801722744 638.054338468967 488728.021551929 470738.851091414 80221.2444381193 478860.974460455 462122.491764492 57749.8987099505 34278.0955633495 363030.033086154
29 2 15 1987 105235.553601386 112844.793013187 112577.699645054 51382.8519717956 1270140.87620716 108016.382863006 116214.532183536 274975.382117668 77748.9396729018 11447.2398052915 447826.199360782 31698.4330158684 96004.1627865844 1179229.64614441 8129.75970713633 23954.2719182971 39372.3484626842 13848.7031197683 392300.010338047 298982.005679517 463740.729429028 9847.87049755009 1068324.45633315 9837.29870822349 44907.379669341 496205.065029807 498868.32524354 513698.394205634 17674.2630379066 1006318.18273428 48772.8705968363 109491.887905011 114764.294806419 78644.8525645084 145.035111915442 274975.382117668 54209.9130688231 21474.8603963131 97650.2804394009 485800.47518257 69377.0029711064 1033.36224514278 495189.762465654 474663.932203915 84701.2905981107 488758.571132941 463571.952420606 61499.6009229006 35442.1561025273 371708.708027391
30 2 22 1987 107141.214356604 103815.060290781 112333.526119369 49929.5037237796 1496596.16559332 110754.705932972 118668.70844372 384293.374730982 76260.4407437523 10799.61590203 500732.928905566 27523.0221121481 93307.4586870553 1422977.72287297 7608.66983205079 22582.9724351458 34994.1691562994 12184.0122134019 427299.977978343 422980.088878005 595277.852550353 9723.1718114801 1345510.14584806 9730.37242567196 43757.3556380164 620758.064666204 615088.760986927 653143.588734484 17617.6367708444 1298910.1310656 48497.9203898649 107869.280728666 109837.088400721 76197.4558668744 224.768614563094 384293.374730982 49082.0966111778 20330.132851568 67602.2052601153 627818.34585801 68901.0306222974 1234.84183369895 564725.446075151 541818.325835182 80683.538376065 566594.020648674 524885.748163034 55321.8405967284 32782.915507776 474255.819606583
31 3 1 1987 93960.6394992023 92017.4262262199 111922.349939889 46833.627304763 1261402.64822181 97692.3305565231 103230.990297588 253233.324562825 69427.4882790297 9450.81196103965 417434.369416939 25388.1739680409 87674.6911944561 1186808.89605478 6841.44731057883 18635.0893885011 32474.904085675 10735.4983235917 362047.666869027 278364.104602338 421117.125594263 9284.00952188644 1109015.74736509 9389.61531571245 41485.0541187375 437656.293103918 432886.678531584 455469.877883043 12306.8312205693 1004632.15025852 50392.9859978176 89288.2815187658 93717.9687976016 69413.9433015571 95.784969837933 253233.324562825 46793.3015197739 16492.6168425181 56102.1251633243 500533.527542505 72783.2020797653 1424.40251699228 481045.256673589 459990.435227516 73853.8077606825 484664.573847544 437892.39598206 52118.2174751142 31028.1260521363 342419.130007064
32 3 8 1987 111335.2911501 84241.6135757818 171550.885642906 71896.0339234076 1155609.18453213 116667.636467143 113432.718631707 277514.509152607 114175.519623928 24413.7377970035 507407.615830975 94098.3667930268 128783.765107286 1053979.89275807 18593.0757481308 81496.250475004 102901.783223409 34310.9791661248 537232.367696372 290273.194359828 433470.607228911 9951.38651384059 950066.228856458 9695.01290975764 55604.3341987066 470386.750150721 501445.498954539 485183.923536122 24787.0123197589 899764.768747745 70542.4536109599 74736.9973562749 76717.8401269693 114387.0483227 208.75231199095 277514.509152607 59153.4599706298 36136.2288307752 92627.5236364452 539452.965044979 106242.840219293 1154.78069290136 562104.866446586 525577.880136207 135093.742567406 535775.204530718 528281.230676216 62628.8651613818 33940.5789501043 375973.682893958
33 3 15 1987 317255.117931384 127255.483946431 212037.217720641 107609.045119027 2387482.28198823 338625.539333065 327925.739487369 406180.579666403 249020.919915547 21353.5270271942 1274192.21290966 74338.2738588115 203808.718335458 2364030.98653612 16268.8457292581 105729.295942841 108864.985085086 29334.9302785156 1234711.73963391 442731.180921358 898304.824008057 11602.850305185 2255558.61618053 9202.85455114873 61766.3556475955 888020.903215843 873257.679141825 949405.133537538 29147.3970507585 2067710.17479624 73782.6072171999 127266.363339392 125375.702574145 223167.510928329 232.259202271505 406180.579666403 59770.4999955013 41582.217417008 94592.5977913714 1337487.08051291 115496.285358491 1370.65872870359 1346328.73866736 1311728.11176082 222615.871147089 1324353.8391454 1304109.34334869 69271.9280106534 43815.353082786 618616.521531083
34 3 22 1987 287440.790039091 89065.697451777 210252.596255737 126653.778145884 2919892.93763055 305494.212668735 296619.945640006 365575.812535757 191062.733625271 17096.9366240823 1321668.67672723 50797.6075334623 221958.863010791 2880193.66492705 12849.4522219351 89923.3944960041 77988.3296774368 22257.644696619 1248431.5368896 395029.86871339 794194.300590502 8278.8467418164 2725719.54124316 8022.70473059941 56187.9608154743 780967.363231999 769887.150106044 837191.627339307 27554.6068484618 2277452.27478931 71908.5344219083 92278.029386224 88957.9561866643 165180.439305808 311.597731405849 365575.812535757 45824.750278982 36427.9358636596 86969.744820237 1488309.85530586 110109.27551635 1316.30422670548 1430256.30846389 1386794.90514165 158355.105121436 1443712.2945766 1350266.22365755 51062.4199444471 31108.1969553169 532037.883791934
35 3 29 1987 269835.612845455 76165.3349895946 184426.128514242 94680.5657540225 2397637.33949945 292661.275250955 280921.071534233 288710.310713984 152649.78090992 15487.3904196138 1075457.04298499 40233.0698498315 172862.302729211 2329504.15433241 9231.98817430743 67024.5309581218 55032.5735531 17985.2830431763 1007883.89663799 314106.640954073 627774.181485056 8420.17641567705 2194159.26077141 7959.3741835157 47832.0538270842 611621.344161121 598813.360744745 656919.221087675 26176.5661489708 1834855.9483877 70836.978612624 70697.2581488154 72237.1160882933 129630.522617928 177.832396690847 288710.310713984 42535.339175195 37677.3274185672 72285.9587493044 1242497.79690752 108026.803405914 1477.09602723843 1203988.84525843 1159700.77543563 117843.643651063 1217620.57983411 1117140.84000844 46696.0740057122 29100.6923807028 433289.598685886
36 4 5 1987 209814.316088742 68916.2620117418 188057.22894759 104710.235736069 1957679.6840731 220416.159337982 217813.686946873 292944.856531504 142316.548637859 32396.2516712038 820498.818928371 63312.4857192902 164783.952291071 1861832.50481445 13942.0298594522 84283.9258216483 70743.3767624895 23390.5883215914 782032.781912102 302958.353000406 553653.596380312 9150.37320912331 1730535.71158894 6504.95750913324 65895.2793361273 585133.868991991 611848.197760751 595826.548496381 43779.4909443345 1585676.90632279 97446.7847516387 65686.2011206574 64636.2030065079 138067.631900694 987.079045552587 292944.856531504 47797.2277994196 64354.2790966361 96387.5913915854 1010786.5793075 144642.509995609 3073.04543132385 1002952.48624056 947583.976715551 141428.472504261 1000252.19117554 905759.380836957 47548.5079085043 27315.9679954209 430123.042648485
37 4 12 1987 517230.268200448 172361.976264758 426086.393213369 294403.840428884 2690465.57489852 518210.47711977 532099.815098711 431679.84087926 475146.140901043 33465.860163707 1730476.24705378 189512.66697248 515246.854614801 2737834.22705152 32899.8952709091 139680.82313594 233673.438337793 74155.2709820134 1724903.54621728 435920.769400535 1072526.41411679 12314.9946270012 2691089.51516544 15171.1905303696 158547.02997925 1115588.92021024 1136049.1857734 1140087.62468875 64312.4673789118 2746069.94640929 160468.761682344 176390.391485585 170111.082943351 466599.873373292 1071.8396678247 431679.84087926 99897.1680164331 87284.8921228334 80591.0105430415 1820462.13962374 250125.291434507 3062.35756058319 1877432.83027112 1826500.452692 451768.982501232 1830297.70685906 1862619.19756705 106449.076164721 50131.2682423013 687510.601774351
38 4 19 1987 422191.605871859 136639.277994675 383205.329287552 232685.086457955 3702043.67503786 444500.178000395 441738.642689392 410771.04511883 343790.162923437 26069.9786379783 1889001.63643934 261117.966412485 417806.008649129 3662413.11636742 33960.3746746013 122786.008788853 265870.058751028 111061.82522349 1720219.5359961 423323.080978412 932694.134449549 10749.7974837151 3539428.83716318 29255.1930865815 136686.276428328 955927.228629524 979990.497992653 981338.950602004 46597.497028973 3321825.48820306 137442.913233699 126836.511462572 124738.373213369 343866.3645846 918.991520301199 410771.04511883 126984.549898025 70456.1369724163 79290.6805744826 2267734.65477949 218074.4005792 2212.58271554541 2153183.89249205 2046785.63557555 357384.47677221 2213880.30482665 1965787.55300972 120280.097544797 52877.9006203472 627431.711763368
39 4 26 1987 729358.727335279 263262.767355266 389084.814608388 310959.359273336 3391671.79972584 749993.516338818 758116.482813138 484458.297762148 629956.18631974 29406.8229306463 2330644.89129685 275000.622485807 558555.072494799 3381381.0977081 23665.8866255232 147412.94728595 325340.119397635 119293.362248915 2218236.72108399 479767.11165315 1052410.85956174 11064.999142458 3292932.56407671 25773.1997285774 175185.849832369 1110850.29990459 1144392.35649484 1117719.64458071 42855.6777790139 3246725.70351597 127916.750455261 286011.52707017 269604.714956621 617686.308992025 1052.4914047175 484458.297762148 155164.978174202 62846.0674150647 74337.4156285152 2374526.91298687 215878.00774694 1808.29107246438 2403702.61147048 2338740.47599559 589004.580288809 2372248.12293141 2358554.24795718 167664.843957596 62695.3179281702 706425.616927315
40 5 3 1987 1049938.41131843 281696.870162167 784339.315809486 668048.206703426 4650216.25057927 1042751.5660388 1049742.62225204 559133.181122444 964978.095147193 105708.585235742 3000845.31303458 665526.006141063 1128586.88659036 4803786.42436684 75550.5060635337 299223.344514391 710963.982479068 250582.505836781 2982102.96044545 585316.331619061 1660392.94628184 10266.8707138293 4757129.23660613 36279.2566491849 431937.762217982 1837422.13407124 1890489.90937425 1800004.0628659 45986.0254292735 4958626.00475778 278138.756995205 284075.835454098 278703.229737992 949019.088148997 1854.76223282807 559133.181122444 156314.904937028 94640.9497910182 103445.743477759 3356653.05166313 384579.642301244 1578.61254304696 3402334.08731141 3298108.7646169 944836.286794282 3312255.53345501 3252768.59602217 172712.366373565 92011.4681003457 932168.425603887
41 5 10 1987 1296968.0636032 180691.042262208 1065739.28393085 763931.253439837 7050437.49086296 1347598.55143485 1294610.16295329 592576.183730561 977208.105046888 110291.28731397 4863473.27506129 491335.316876614 1398011.83399176 7401597.60029233 119664.200284647 221475.010271859 550152.519820002 183939.307422214 4581957.9276873 626377.838478264 1690271.56461632 4254.89834098893 7424267.80295426 30568.6482631772 508705.221155041 1727937.29393368 1675234.8382993 1766674.95306988 45193.130426277 7609246.52018353 410709.049236435 196442.662444972 189651.821510776 902505.181531622 1031.05379491445 592576.183730561 97346.7773231189 86989.2067949657 78329.9920248682 5552450.86350359 568823.716679584 1187.082579681 5365271.41611981 5228408.17536131 874321.62743424 5332339.60698808 5025660.91503374 111362.386305607 41659.2396262063 930562.346726278
42 5 17 1987 958888.477266894 138451.783875678 1942770.02040116 734113.858152157 6977308.23216873 987686.581553554 952126.846278566 358849.457727069 751967.087381594 167836.871185566 4901684.41176168 370796.972877536 1595269.81879549 7097743.08736912 213111.42820351 152301.892297922 432823.92238773 111674.316348299 4731984.47218908 383451.706030362 1082964.02508255 4676.73430133698 6992347.81946688 35416.2680574996 573854.981367959 1110140.21483224 1080268.71251641 1133343.1486742 36948.3304020143 6988344.87647526 847617.67838314 139962.142891526 137378.378068116 713331.529105391 1331.98822307429 358849.457727069 93901.8960267133 59465.0826063819 81656.8916613558 5448314.00853483 1257774.0301261 867.944288670356 5307772.38191668 5134192.46440555 710897.030636705 5242927.9979797 4925775.72199575 103727.428064 32437.0676457264 626035.183455873
43 5 24 1987 573430.275032828 282505.657973184 1064474.61443817 564882.643889405 6568069.87968466 611383.812791508 575118.837628116 492093.827008381 410873.390582331 91356.6858964936 3744416.28160779 138394.225006366 938568.401381913 6665610.95960318 70370.717887066 75208.8286603274 173674.372018925 42572.0640647618 3357694.82827429 492312.321084814 739521.210182647 9606.27851549868 6550934.48498057 46537.2737427076 497652.108875063 797689.681878735 798682.568636215 789642.263460231 39181.1071556682 6286045.38320856 412965.307190536 299596.571437151 283465.092738734 389492.560827227 3258.85602243761 492093.827008381 180357.045307059 48027.3930060295 53888.3094117367 4698679.19873955 714271.720844489 1784.09109909572 4291218.16502279 4083317.406679 395456.178924234 4422408.58298112 3749070.10685595 203494.358464092 61299.2954052459 627291.74851637
44 5 31 1987 404963.947697111 261835.447054307 962308.174607036 495754.252113898 4207793.87381177 414143.496568879 398866.572038778 685688.094440307 368596.467909728 71723.3368292981 2224845.77532743 206974.972608471 851578.471470034 4177925.86789353 105972.462609036 62744.9588511952 223562.040398222 71478.7653250932 2122743.55840884 694007.984120358 805404.248073736 9712.34569205764 4042534.23146771 51248.9933679979 452278.262725216 911883.337773147 931971.709588261 880313.07143734 36114.3462592663 3856078.03672621 574921.356482538 253084.636702422 251331.480914454 370918.295606307 8482.42828514369 685688.094440307 168968.671928342 66534.7187419057 60596.4948779201 2613775.65671312 883340.354773549 1695.37543515446 2456558.89045035 2326171.35672068 411022.057630424 2480520.22653616 2185688.21770926 193171.318533096 75923.5070420799 794398.382267266
45 6 7 1987 580141.131127272 337733.209605299 1314808.831924 556935.95573694 4170566.39336432 587172.641546136 582921.31571524 575025.997048041 511051.245686838 80540.3074755537 3173154.36618202 263064.622597738 883308.821332288 4286770.75167589 111585.874280608 107723.537664456 309161.731762504 87262.1898842347 3118094.71156263 585749.219424004 1241434.91441832 8932.41264242573 4298992.59264666 31799.6098964941 412015.608283254 1300372.51998466 1283339.37538303 1318349.35281059 20404.9855758803 4587857.74953263 647033.673580754 355113.029026874 338289.881531057 483681.570190543 3730.3674737032 575025.997048041 166860.746843213 36259.2320238774 78789.5952057427 3382398.61594326 945373.758267065 1100.4108392919 3457632.73333871 3371976.09220811 503606.842658468 3402642.53677852 3308770.36859384 185567.807415015 61291.5753756911 875462.822149279
46 6 14 1987 377219.387687291 271977.818677579 1668657.66880128 415415.141302368 4549531.70832093 381556.160128343 378437.23315271 415735.027957248 350282.312572134 88176.0682554681 2875689.4347522 182662.639839778 846983.870877292 4506910.67540619 203345.101539336 52352.1937931561 215735.187029956 50546.6127080492 2846322.53205057 415778.607775138 797071.226818776 8547.37552449911 4402967.03916272 33948.2067778777 339262.513261306 848852.441388088 846699.581999119 846626.540474343 21100.0210414473 4328975.05219856 1012074.58155572 257647.240628078 249270.218105318 339607.653144261 5113.13832961672 415735.027957248 165891.236739891 29632.5908028446 70923.2515286002 3178712.02174797 1332802.644895 1235.35765687733 3182811.37214952 3089309.73654744 361436.671464746 3169059.31485547 3001803.49805583 178190.031694758 56757.6955861343 636828.197333998
47 6 21 1987 324165.190265915 191434.021648123 2032167.69953893 390232.898071555 4250803.8753348 328979.375148656 325590.850026104 363890.775715252 296324.994200262 73648.3467859414 3348733.66756797 165730.500553575 815262.120021037 4318782.4482113 190212.035062132 50071.5634012374 189382.139456239 50854.2276888319 3298339.01200966 370172.103121849 716137.349036197 6535.6005589126 4290311.58716445 22586.1297295659 324156.622146035 780540.620311038 786761.398897019 772525.507979794 15242.9082109755 4418398.01767708 1105080.72603528 181815.857604028 177898.246607262 289328.885511918 3840.28761863647 363890.775715252 114052.703455925 23325.0166487743 66579.0501171528 3505507.75795884 1555819.34967307 514.547552475504 3544338.49715388 3478464.1686729 312993.072867186 3511161.972511 3437818.92587949 121493.152904256 40282.6512990684 574653.786748408
48 6 28 1987 299062.44483372 167633.70284042 1259283.03476961 309311.06592404 4360685.89248284 303281.650457603 300957.280335337 246425.9495982 274031.970710662 49390.5617273221 2606562.06206272 115994.403935782 535586.962984462 4339165.62207926 94096.5785521007 39318.888803214 144991.246011585 39077.6076520096 2455673.46951378 251417.243337775 604528.2787328 7198.08560541447 4248351.73314308 17891.4451705143 262384.136329403 629724.158418378 620032.486479481 638008.91852951 12399.4822261361 4148027.21402453 609805.852559952 152415.555626885 151209.292414978 263902.626996531 1964.40113882495 246425.9495982 101669.603263659 19661.9251919418 59302.3824603199 3069267.2010359 949961.205550136 250.829953611843 2965221.87489926 2868343.35054654 277744.96714066 3026571.59838981 2725437.87005208 108068.665046945 37650.1028294654 432538.132363548
49 7 5 1987 214760.951480631 170332.542823133 1315896.48296161 203399.931915538 3132269.16704362 228028.779530481 224022.442556483 242477.29204771 188207.463692722 50634.1870036556 1922283.8717281 84234.2006600072 475034.788094819 3052677.15262828 154756.376667971 23090.2379644713 110552.857419052 29296.415732953 1824657.24514203 242185.505979407 434511.889290118 8092.85561522221 2955435.19394948 15871.9001945821 185452.142919069 462494.728840914 460903.674803099 463050.831008657 12749.4993145338 2843473.74672709 888261.04361027 161601.246789006 159950.275543439 189877.803612354 3752.92956014629 242477.29204771 115278.123353515 15150.9237305836 57734.7740936921 2220317.03243223 1139129.23639938 234.523858330736 2161140.45666225 2086090.60547103 198014.212752783 2190477.34578097 1988756.7880619 118746.164449221 40283.4684361535 345556.629842327
50 7 12 1987 223594.667564742 159863.360121532 1807391.94280951 231277.122953963 2515337.35221408 239175.949754582 235831.663448264 244391.815278832 195361.125725603 35245.2643891538 2399937.03837733 97813.9104708718 579919.841979915 2545567.69356354 136873.01256662 20852.4331220849 127357.96281042 28033.0457254438 2333040.42404949 247284.030980268 432434.156787345 12239.4975849009 2530250.92245823 13814.9081778101 215212.204727863 452063.042372368 448669.177544784 458579.169696212 11154.606830592 2664281.49864529 969845.660734734 144878.651798343 145561.325585214 198059.791884902 3635.60480370321 244391.815278832 127394.35439167 12176.5342777488 48939.3105364027 2441913.22714054 1274623.14376916 296.837524292661 2498936.35426362 2490966.85952651 203136.409309861 2454367.69380458 2497886.14729057 124935.933725977 45994.0273431782 332050.104044388
51 7 19 1987 211221.959064063 223540.632371743 841526.697005283 153883.935965143 2890460.64359602 227167.36183828 223498.764354496 249566.1417748 184332.427201005 27251.7544917545 1697196.24716509 96751.2116499788 307008.336169341 2862804.67724599 56489.6401346151 21851.6238894525 112131.677801628 35191.2268961519 1526246.24292756 247178.803677984 450595.888950705 16979.3828093547 2795347.22512996 19678.2062356509 136643.116108801 477186.757513923 475544.948664686 479800.812373506 11856.8802861919 2698200.27215403 444620.127195656 213171.471294964 210804.030447506 187672.649963589 2886.06303890452 249566.1417748 165509.009000675 14471.7433162594 51466.2976004775 2091940.25775661 684584.45288094 363.300647920648 1979302.77326659 1916431.48758289 192999.281584765 2044775.36510904 1784709.99407137 165974.765720465 61887.0066627333 342076.559656669
52 7 26 1987 382596.215913828 385922.318201648 624184.088973966 225997.830960521 2012577.87803737 382210.434564834 394524.884868389 381991.510022319 444991.312949524 26741.9569450909 1228233.96441485 329407.292784864 361787.463988764 1983702.82812139 53812.4657212617 38367.8220439619 431063.306752411 111404.915253781 1206153.57973883 372588.645609675 605484.346559635 15128.0026435685 1872597.61230482 23882.5410534834 180885.744706535 659678.326427838 664199.314457071 656223.751107491 14406.0083335485 1873409.1261034 366333.775810499 381221.245343111 373502.66328779 471240.895429645 4544.89770610155 381991.510022319 233262.888510525 18039.1608089971 115595.869944218 1315812.17964875 561769.630393927 682.593456158422 1315508.72348727 1294859.36658251 506228.689341399 1307874.15421344 1273202.41617292 250736.488645157 79600.6532124787 488927.914398973
1 8 2 1987 385075.456862759 171707.131753277 679608.19813601 130782.398745008 2154324.49783986 419967.804427127 408150.185810831 332821.266223987 282271.621200121 20049.97922079 1646182.92486511 93856.4676581629 294002.908304548 2161115.59476264 66923.5770158076 17399.1718357648 140948.913678125 37180.7335769323 1533489.08629331 341402.047254964 559921.484955907 8469.69663612603 2101422.07201845 11513.3350874127 107152.615057517 564136.972513869 545306.57658019 584124.524725983 9433.51156553575 2221879.92618977 425794.900776551 179725.049949915 172129.666745466 267490.92443042 1608.94787620172 332821.266223987 103815.394431279 11050.4552875135 77960.3366686021 1772319.40484184 559101.843322325 268.557924235611 1793925.05437328 1769655.59341599 254416.480981577 1790951.74607489 1718336.06606957 109248.950093082 39448.3408808875 428920.268674013
2 8 9 1987 142859.573918724 116751.822736461 1107781.5399882 107246.283398187 2047626.40710035 140432.768134194 137388.967273953 217212.682927281 120647.793699679 16205.2755695585 1414019.72918761 47936.153192513 240280.412654212 1934510.71665511 82287.4173333738 14658.0573075728 71471.0477712737 18324.3301196628 1380233.91958901 218489.301238799 339061.091366967 8339.09549225899 1817424.63549161 7926.88953776664 86835.1323299469 353241.350903001 348761.918910999 357893.90488332 8829.69724131514 1796979.36084282 674159.261832588 116609.962661371 114452.253094755 117634.664079447 1578.94488031281 217212.682927281 60014.3692918346 8494.50710736347 74669.0521980544 1375064.11753864 796158.356511755 393.274806039147 1459660.88032208 1444688.85092493 124959.144896426 1436712.14620773 1438651.56378919 66004.9847123335 32638.2784503317 298160.456000133
3 8 16 1987 128414.26716119 114028.83855548 625446.278243212 119053.763648734 1750949.67887671 123859.036206469 122379.149437306 190331.69865162 118712.50624497 15658.0843205465 1052282.27527327 84358.0787450929 225336.808691623 1684510.910645 73316.7780680857 15143.8145486408 104146.016225932 19914.1262196661 992969.446243205 189224.473459425 288000.704250536 9147.46946307784 1597154.42431625 7812.57989942828 102648.181674607 306333.675609827 306774.378647384 308168.255782944 8882.07051854287 1596269.78008058 425689.374572194 109660.202621228 108687.893490244 118702.807676902 4227.49746610343 190331.69865162 71736.9881997224 8837.80742225968 66616.1534200786 1166119.30077684 501448.292380638 147.170843258545 1185180.19099367 1151334.22089227 131568.554450362 1199652.57812012 1099521.11911592 75635.829594583 32620.462500989 261291.065923829
4 8 23 1987 226214.102064102 143919.292071018 756749.932868821 133218.149000567 1464328.75628528 217167.187762643 216104.52313739 231967.81088646 203297.667074997 13585.7927525375 1401311.73794191 87602.5962772549 298243.149897431 1458546.64123914 74974.2493744084 17196.2192344163 139502.16502935 27755.8909192804 1378388.50610117 229025.930703217 332858.534042162 9648.79848474504 1420766.14111922 7612.40725997466 98082.6175884243 354618.453541246 355308.62450781 357279.826764952 8239.00372573576 1567451.76028896 475093.192189784 143651.425199902 141706.49167683 197138.420240439 4019.6059093684 231967.81088646 72294.9508658288 8232.42039157489 58246.9345706134 1307644.01483935 536482.373919146 112.003329485343 1426352.8277534 1432036.17538329 207715.007127946 1378158.27662123 1456811.47105609 81668.4455863959 33707.6812174203 302403.008923081
5 8 30 1987 146434.495196624 146757.970235116 493549.588002394 94983.240254848 1729581.5094412 139853.761013387 139345.016823765 192840.23424287 137779.25276325 12389.1371772206 1003646.17437911 77076.8146280182 169130.265284859 1657310.11802265 34979.0537626775 12897.8655345519 104628.217277468 22644.1754416612 930683.916194854 192878.294041752 298614.595357713 10703.9804354189 1574711.75787196 7876.30349038847 74279.8060779798 317094.698688208 314839.059547756 318579.552322966 7551.51120590577 1573950.86761156 310832.649408952 141366.325829111 141333.514347997 136583.499498565 942.837924765207 192840.23424287 78535.931893061 7659.49377728722 53016.3123176862 1128326.06747501 376580.213034598 316.33476738564 1133296.09545275 1103042.61639363 148150.487691919 1157190.07745594 1044342.5638451 87165.2289007894 37133.7043749843 268496.367142621
6 9 6 1987 110703.022075947 105182.340342101 350034.951793181 68423.4019432331 1235574.819693 117444.484641657 119323.297975659 266028.662970487 89144.5186223414 7761.56441135995 711861.357254074 30868.0444560719 140180.36856845 1221938.56798386 38311.0256410369 4820.81849427294 41527.0838611933 12305.8998980529 675612.845295249 257810.330757014 331549.440698921 7466.48686004453 1140819.60387111 5711.82607016053 61397.9911840858 349551.932511029 345844.578995124 352163.823179518 7917.14302235058 1130723.88196161 245640.142169252 114686.03427766 111983.488916529 89171.2805250505 1853.50670731373 266028.662970487 51985.9345499989 7915.83818127657 68953.5195148199 757014.122966845 320606.911924076 217.538584864852 770211.49814286 755616.952052944 97224.2601336933 772100.709361129 734399.14956541 58230.1640990557 29971.8243986785 322485.101583245
7 9 13 1987 86290.8740137241 104242.201141923 339456.835389205 68334.13553012 1063722.46194503 90855.745757346 94753.1739146941 230974.043247913 74797.1166544626 6713.62982966924 688843.952213264 25428.4948625093 134718.045871977 1065918.74477184 26857.1107571532 3459.64156890433 33681.5355464574 10273.1107073855 651723.64086775 220691.702258868 290533.693066851 7158.14469526915 997810.525096852 5284.19170331914 57774.9985986265 307629.270371458 305525.127078097 308968.195319651 7715.16645743553 1012910.6175949 212700.806325436 115537.821062482 113302.27775962 76553.0794200653 1771.58165567398 230974.043247913 48134.2865570918 7710.22721496723 66211.8018712786 712508.342963863 294426.162589257 89.8102736115123 731101.162854881 721210.1040865 85368.2785980036 728038.953407506 708289.095941278 55101.4625792854 28921.9087299979 284309.820513961
8 9 20 1987 80755.6717963102 96480.3737567284 403643.192688205 59157.06719147 994531.620385977 84851.9476414708 88565.125736162 217060.215196714 70901.6516627625 7241.53201868525 592782.48678884 23464.1283749215 129614.551620464 989799.557461422 41935.582760515 3488.7832242327 31467.5797711138 9292.65895737418 580374.433162942 207968.253494287 280357.779636738 7050.08512461735 921345.061810708 4971.09503557723 51899.0240354022 296685.706603927 293944.799780464 298224.814236128 7453.65491719253 915869.814476684 263475.29187771 105653.745189784 103765.707046257 72822.7076327147 1843.78674461947 217060.215196714 45657.6431139554 7428.72221262148 63682.0209296712 607313.056235335 337766.626609302 102.384175445786 627356.845928351 621037.983000051 81528.9918136359 621010.247557813 617910.592360613 51780.828901287 28133.9538570677 270303.369503481
