"Weeks_final" "Months" "Days" "Years" "ALBEN" "AMERI" "ARROW" "BONFE" "BONNE" "BOUND" "BOXCA" "BROWN" "CABIN" "CHELA" "CHIEF" "COLFA" "CORRA" "DALLE" "DUNCA" "DWORS" "FLAPO" "FLASF" "GCOUL" "HCANY" "ICEHA" "IPARK" "JDAYY" "JLAKE" "LIBBY" "LGOOS" "LGRAN" "LMONU" "LUCKY" "MCNAR" "MICAA" "MILNE" "MINAD" "NOXON" "OWYHE" "OXBOW" "PALIS" "PAYHS" "PELTO" "PRIRA" "REVEL" "RIRDM" "RISLA" "ROCKY" "THOMF" "WANAP" "WELLS" "SNKHE" "HFORK" "LIMEP"
11 10 14 1979 118430.632785488 79793.3781962813 94177.6957304172 33721.0090410017 1015336.99345898 127692.601453148 120906.493354133 384463.37180185 94428.2987290133 3246.4400934504 333220.596325046 11094.5126110764 50123.0655382424 1014756.51211742 8361.57567738728 6324.64284288387 16546.6804362565 1957.06121159812 292029.355052184 392344.554381982 430594.235435289 3943.05165716428 906442.052473737 2259.90678579908 33565.5003457089 458600.188809432 458548.327470222 460100.067095233 4522.34510430087 835839.509075063 55195.4354746979 103958.690214856 91475.6611053046 90522.2709173479 3737.678016141 384463.37180185 21289.9091337265 7111.40634685035 50345.6992586079 383251.407364982 76006.7474311873 468.600564846289 361737.295582802 355333.810517565 99050.5243398604 358951.699382715 345929.785091014 32089.7380568485 18243.5631242474 421565.584342838
12 10 21 1979 126657.430231239 98954.6882068839 119969.4118838 45078.6027184603 932181.510042431 134601.801207518 128548.817971635 449897.607815419 107254.132600346 3631.05312846927 340469.808302955 22751.2697573522 75212.1627008282 937002.157651901 18917.4030370748 20724.1734591559 26474.5162475347 3866.0993410344 317759.91498064 451733.662813164 478999.420266585 6857.82237967249 828452.746264174 3574.86792244217 40131.1168535818 529193.232094443 546403.998025931 526808.95823087 15065.4547130999 785169.726076096 57348.2275981331 130647.707594997 109461.994768437 102991.812444466 5368.97994506413 449897.607815419 31095.3117497297 19291.6769824522 81093.0939976991 346103.740252389 78899.5132423565 1737.6415386565 343767.610493413 344609.252386935 114426.358990357 328298.846665769 355035.539093412 46245.583281361 26685.9932044074 474859.120968438
13 10 28 1979 166622.066435059 135070.98943052 129553.785783471 63556.067365527 1480804.74376782 178833.681246284 169788.968548898 708598.527889628 132138.59588526 6050.70804877559 482532.694045316 33153.8008229777 104579.271602297 1500467.22961289 20718.8303565016 36016.3648797788 35548.0595534902 6561.84911027504 436868.259339677 723946.878385609 796693.964201555 6113.35980449885 1331946.27181556 5136.24158453762 47330.1791768114 852602.279527642 861211.769427811 861961.539545189 19806.395480287 1288236.69047826 55931.5663380684 181992.273366158 151869.861953193 123640.444545124 6805.19429118592 708598.527889628 40531.521644449 22606.5821905657 108794.471242557 548757.211889482 75984.0278889542 1078.56079103253 535021.927363043 529135.786869761 134325.040687757 516656.289614014 532009.616890742 62925.1786802989 27426.4904859995 734980.603439425
14 11 4 1979 167015.122642747 99914.9796801519 153595.145659957 52504.5124025738 1644488.25457423 178193.82620613 172600.186509337 458748.167562988 132196.667412128 4332.97416388124 637171.983762841 23682.2359810321 109291.661033963 1643404.69875252 15084.8515366952 18019.3356465355 30288.6453284829 4067.30175667053 571682.399988302 470370.347958695 648499.647542806 4843.71926423706 1510319.28852438 3474.97458034047 42502.5033035923 652779.023215754 640298.741925287 675312.563949357 9552.08038668599 1474027.96835793 63643.5280664648 131108.74011476 116411.804986486 128221.97171937 2445.00996717001 458748.167562988 26581.2437471421 12462.8303470798 73261.9480473591 728050.196257554 72888.9334197224 423.040377808495 702240.242635657 692315.20424022 137869.399249161 683764.429072751 691835.696494452 42485.7343258784 21540.0582984176 551283.001071712
15 11 11 1979 128733.954762565 85615.3728844582 61825.0544994211 29798.1806130528 1393029.30912694 135425.129573521 133794.45724007 397357.526934358 108708.933351234 3779.23917290111 350547.474142443 13722.7593371155 51362.496540892 1336671.35344284 6912.33168148854 8609.59683089465 20319.1012693477 2919.92182476179 312009.115854688 401852.907290828 482886.157014645 5298.42552516963 1204935.84833675 3319.30721258276 26861.9128168639 506142.503637687 509868.155469691 510401.623040518 8362.51127964104 1112410.36609678 58331.2537021154 113610.023005584 101922.261170583 111105.624551665 993.517129050411 397357.526934358 25060.1893069432 11482.344696645 70017.9854861908 437296.561146702 52195.9689270364 762.367092565954 397180.051177903 383769.946999619 123052.267329527 399206.627969759 369808.147567641 39853.1125505761 21858.2678134348 477701.063325606
16 11 18 1979 121509.621465735 71382.1480824552 53064.7165299843 25133.1530493397 950560.965431382 127650.949818087 126232.179449064 346617.657632656 103512.814602088 3286.39378418542 281486.183975949 13746.1127827557 41348.9961294338 931855.503011963 6101.34364187533 7584.3874669003 19187.4059904858 2837.55025286545 257401.691590274 352726.372927135 432180.400796649 4467.17297131156 849836.762514874 3065.72580773396 24007.0854900509 452608.212398397 455691.132335279 455792.19738277 7056.64488711629 821874.390171554 56877.9285968595 94930.6128268211 86084.0925108308 106191.983020617 723.284109358758 346617.657632656 22990.0332772547 9413.1374900068 61828.1558731689 313403.735652811 50431.0194547733 140.924793189748 299997.455243968 293566.246363144 117937.029841235 292340.551920505 291016.042732688 35300.8266607966 18274.9579884075 428272.531827542
17 11 25 1979 125556.209786724 72013.3220786444 54262.672982731 25705.7064853461 1007351.69109448 131502.829691544 130295.885673439 345501.446794679 106820.504162861 2969.39540397835 292529.543961099 13930.97442136 43140.466719396 1003940.11986668 6463.00288985552 10708.1801573786 20191.3862903444 3067.79014482244 270309.552786714 349967.863905152 472751.060705813 4559.11698808096 906780.812291823 2913.63172822207 23276.9528135666 487013.951400907 490679.050378754 500579.788945983 8293.0302653319 842490.323386336 56181.0042514224 96301.7514437814 86952.4075088082 109092.425771507 743.066676747764 345501.446794679 21670.6242398072 10877.6883412223 78638.4306233377 308762.722734509 49891.715298235 327.530895639906 297674.994598058 293531.241859924 120571.347270175 287119.271352489 295890.969632018 33753.0026894522 18120.7077505538 422996.171834661
18 12 2 1979 115112.628715404 66079.09125437 53250.1105676184 24465.1718835194 893875.192816395 119724.03705704 119360.739758114 332402.670558195 104853.954330392 3505.3112104633 277637.945115463 12919.3410786917 42786.75219625 875956.092209963 6073.37041678297 7044.96671322018 19044.3624662448 3090.9130961174 252366.17095002 340701.786210884 409739.812387453 4451.79462514598 809376.478887658 3079.31532425784 22866.6921682455 427520.585564388 428716.871521343 431783.082711454 6364.51308117288 765503.973595871 51732.9763981423 85284.238055611 77877.4190844354 107042.089981508 1981.4359300262 332402.670558195 20659.369813505 8998.86047312274 53498.4737583676 303950.228913549 47696.0175993771 302.321197263871 289917.8262329 283666.074032566 126118.382837068 283630.985648395 280529.465269131 31445.1138312423 17954.9791552732 404661.290511715
19 12 9 1979 138924.06411848 78116.7150780686 71396.2869646659 44595.0816734662 1063147.95312185 137256.550207849 142188.931610398 428930.141690967 158766.824441796 8117.31150704913 344185.720618963 29019.6290340332 79218.2668739589 1044375.1525002 14201.2569602999 51102.2220239659 39814.5980569169 9877.64387273934 325819.592750248 444154.441224665 515164.837292641 5293.76517160638 955251.059891947 3857.42943982962 36046.9030251326 525179.260608357 536788.644406194 558556.491815657 14736.0835713091 879548.667316391 43419.319100875 93351.1241969984 85944.5322355808 159504.832341402 9140.90160524911 428930.141690967 26147.2909819834 17251.9096778689 121395.600566707 363764.895943251 44218.0352865989 540.933716390974 353814.391726979 346774.873555949 210827.808279184 341041.400595963 351154.622894941 39705.7721438125 22599.0638812842 472012.39512948
20 12 16 1979 149873.982317494 72721.9485343361 81242.1119915028 57514.732855826 1290895.56000842 151907.897473383 154914.52126572 391821.737747179 155615.639067791 9349.89695820272 496921.016925901 35187.8739710196 109250.588559396 1255006.53630049 17638.5716403577 28664.0020205288 41930.1061130349 8879.0719437409 453110.804855401 415822.474700079 547091.101743208 5064.16528937264 1205549.37123565 3786.48862413537 46463.9905764273 535863.172356334 530224.506736705 570824.742133291 9419.08642101202 1147968.38328773 43900.5944410083 86370.6057376063 80331.7184618355 154194.472402785 5594.66267352589 391821.737747179 23738.718121636 12055.4707250901 68170.1924100511 599632.426484666 45264.34295242 244.363165677756 536283.565973803 519271.871002334 200516.588600636 524090.383775761 515007.784886211 35851.9714106605 21041.6978556575 471010.323261909
21 12 23 1979 136318.435523974 71598.7372604192 63253.6481197225 46012.4272949016 1307048.64887978 136750.753654827 140250.220813358 359352.189146722 144481.500127887 21645.8327387874 442542.944197861 33472.3194743591 85560.2676003688 1234161.34214993 12134.5112489175 43791.2624435391 39241.561801117 12283.3611440441 401704.903374187 377180.541716137 478500.830457754 5203.34935736633 1186153.48980392 3870.10490386859 36787.505397926 497497.791517046 503978.655970037 511622.675464039 9775.00021808498 1155421.51181319 42252.9798243976 82593.933848233 77371.0446735405 144395.177427656 5511.05189037832 359352.189146722 25116.5339683799 13927.7604469696 71379.9062701187 582283.270810559 43164.6417456462 360.961134363353 528012.618667982 488248.938525959 190593.448683009 521929.142332158 463732.744214082 37486.2770846826 21525.8996210103 425472.059250201
22 12 30 1979 139294.552780174 73027.4836303638 60166.6413867928 35223.510593027 1207575.49219227 141713.574837655 144169.081681804 380569.746058989 133221.765062506 9770.73836259473 447042.581616507 21007.4843664569 71847.9954658237 1158482.60885841 6748.20817877155 26899.9540941804 27475.8247854471 8303.28025377559 398816.591621349 399609.938048594 474905.777568893 4957.84361268384 1121162.73546658 3756.06454145439 25998.5834428476 483669.096868704 483658.350518354 500954.726388443 8338.7942342174 1073825.30103832 41652.7995106062 86198.4604530472 79854.8389264881 130500.080267792 6104.74852973181 380569.746058989 23004.3745895955 12033.6534615652 56244.855958141 551742.549700992 43021.5480777711 583.789155270362 503356.759276339 479014.777239372 167510.480411875 499278.188875605 462008.080811525 35120.3200985602 20910.0900914167 439622.292540555
23 1 6 1980 125599.9967722 88707.0137018261 71570.4335938534 42802.543294319 1262124.13446388 135743.943879574 132003.356491978 304033.148893775 100804.21722763 7728.72607984522 381680.552957934 18712.2170906978 67542.8369606664 1175154.57876172 7413.32144910391 23793.0046646961 25954.3719005333 8098.83539507609 356202.742029428 309169.542951742 416824.631136372 6271.25733344105 1078202.77162361 6284.41420055064 32817.8916480016 417032.860988834 411499.242430975 448543.989788196 8375.90899158065 1001696.84652321 39769.2055348299 109056.886291859 102278.419554342 99551.7547943753 5784.46254936147 304033.148893775 33930.1966734086 12600.9302411332 38261.272405531 497717.52257691 43430.1792005847 292.103162896003 441107.11617426 402889.914042537 109522.988462628 446035.595709456 396730.459443954 39062.0045868355 29163.2258580134 350546.870696437
24 1 13 1980 119658.437668236 92805.0585019042 72678.4111823153 42713.0777091762 1145440.79797155 130649.440169704 126117.915266636 299651.858254821 93035.0050644763 6972.19104595639 359810.306788416 18057.9289016682 65629.503189517 1074768.25596192 6851.06254360988 18981.3483882788 25186.8683389886 7837.67157852006 339087.7176295 300940.825042949 395295.050608099 6413.17866006006 981326.198608876 6639.74264462665 32346.6754404486 398091.413229132 393081.799196431 427810.561651305 10207.9443397988 922593.794854567 39127.6886980339 116917.193212583 108986.731517216 91982.0493059849 5968.69787052812 299651.858254821 35619.5907363015 13234.5817864753 43349.1943140646 457494.030014495 43152.6000213088 463.990581576766 410626.491713147 373610.627025617 97816.7526565901 413441.257758404 372253.868920252 39512.6257887302 30311.7617433961 335295.043303137
25 1 20 1980 115558.911751651 117900.524786722 71534.843876661 41674.2999231183 1528788.7055136 125980.524414746 121722.952731092 590092.035287225 89987.3415840355 6706.18673031379 342971.025951669 17191.8211603349 63416.9938624338 1483353.67223083 5702.44007340838 18257.0784469806 23776.0848689443 7259.80640139179 325074.768410146 580453.948555559 528578.546056357 6379.36538013974 1192700.2368497 6540.095565029 30836.3613795764 583181.293337944 600021.172694085 596779.790073704 31115.3950691426 1028125.03414797 38627.3305612092 208449.051448703 174889.44778993 88950.3252061946 18024.370069237 590092.035287225 38063.5610737828 22433.2875423668 170922.020632967 426447.452894472 42614.820842588 703.191768971644 387049.798082103 352469.492009659 94914.376697502 388407.105009877 353451.577063695 43435.6996348165 30401.9028262374 557786.631252825
26 1 27 1980 110355.459018049 90428.538975701 70416.062944219 37640.0424301459 1539476.29616933 120496.383553107 116293.70874267 411143.323846385 85957.433252178 6231.26971536914 316764.110336419 16284.6668802402 57545.4859548522 1452431.49325372 4739.64230465381 14803.2230678819 22670.7129713309 6681.16302673669 298119.235204214 423082.189659163 608748.510634038 6353.63274281628 1265389.17743698 6358.79541147677 28560.1516704908 582793.043568774 558397.283959603 641612.827092887 13438.3614893033 1118586.38358932 38135.6958895117 118908.388067678 109536.983095231 85246.3218608118 8454.13837024879 411143.323846385 34460.7609873705 13724.7912496409 84820.7582730699 399326.526207973 42065.3377536238 710.305101321941 361998.319574899 328631.550703998 91039.9567174291 364858.181409674 327774.785517325 38370.0494991665 29853.1161334944 473686.182189146
27 2 3 1980 109662.064343854 84070.3336909865 72004.2646958902 32470.2027136442 1058904.78089688 110653.843068795 107766.942248704 309811.59668577 84703.0832104049 6800.37126408555 299991.540695185 15232.9728189491 54522.4197382345 989869.23648683 5362.4131930101 11663.1893233375 21017.4805428766 5873.76564788882 270723.597604606 318525.758095994 415390.475367899 6138.98008867981 876465.785254721 6426.20727816693 26828.0226854015 438704.86002635 432343.137436116 445382.199620436 13734.6945847755 816960.916442715 36157.5136933582 93666.8080069688 92241.9562742063 84152.3634599739 12398.7077467432 309811.59668577 33105.3631993467 11113.1460023345 69736.0753555018 352796.597215553 41496.1466702078 811.972887558228 335648.81179015 313710.517112373 87006.9903703997 330974.992280233 308589.687133235 37080.8932491985 29661.7559281881 358715.342040115
28 2 10 1980 114276.831402163 81496.2815997529 74778.4435375702 30053.1612217008 941989.698040897 103199.538759993 102159.030272748 273997.820136197 87947.066316389 8676.74601693794 298891.221639661 14557.8899914317 55814.2970794724 890967.299758148 6037.90572149646 16050.2585645807 20567.1186471123 5266.79894631546 254568.714173785 289651.488467355 427370.287285011 5862.44706435786 819970.68303446 6517.76423331225 27826.8795870578 477874.832632773 471235.927899639 456751.695234815 16381.9080138398 768097.188667251 33744.7699233261 80165.8573823705 82687.6275035119 87552.9400218328 21950.5251912303 273997.820136197 31906.251933998 9500.25262528614 73002.4393222623 320926.58956463 40966.861722287 506.708619716771 326678.672365452 317749.032052036 86632.8265724052 312054.986207503 307036.265699795 36232.6322329178 29883.0798805693 341559.705951116
29 2 17 1980 108668.50467408 81058.1092699062 73546.5127001955 26361.8447962461 969799.745497574 98611.4801649506 97312.3680151376 270667.64100017 82795.8482615599 7712.6722206236 295105.893797186 13689.4881674384 50271.5084683407 910662.012361569 4560.46929319967 12451.3518159493 18576.1406464106 4782.65344058432 249017.590451113 287963.264290594 431562.804606244 5838.00661467314 847506.097036015 6456.50651010581 24095.7002393358 474026.959211924 462994.988111692 455131.408059036 18201.1854260339 778162.50191854 33269.9896151212 79637.4001942059 81225.3790703919 82404.0294111221 20771.8675093316 270667.64100017 31819.1243387454 9656.26534830468 62415.7236437106 323262.790395646 40341.2900171999 440.80541757789 326265.679444544 318016.32375328 81466.1789292126 313138.215734605 305569.163549159 36602.904745023 29570.6215213463 343132.583725934
30 2 24 1980 118318.6770529 165004.731933132 74295.5701830097 39718.012716511 1166263.34770067 104908.129955009 105091.648977118 720172.327707622 96399.6915711349 8230.34378639909 345527.527467648 17587.9178502972 64984.9165304056 1186349.56539726 4104.35001587507 45516.9095187378 26804.51728876 6708.88675698214 303330.807427055 749474.417162089 819194.065827544 5817.95709475275 1155043.30389416 6279.73882039961 29066.4238032193 943624.78728354 972102.090880805 922203.814696188 72264.5984312587 1174298.35863816 32859.0553600047 212555.223668326 190316.225454698 94222.9518379106 46484.8625963606 720172.327707622 36630.8887632364 41036.9752441415 79920.8239724751 377509.076937345 39782.5908433881 1447.47777962516 358739.603467047 356357.244731216 93616.0165283455 336189.649417997 358118.703822886 48077.5709579287 36095.1397045531 753460.930091029
31 3 2 1980 140028.548866644 112475.564525609 81128.806742827 53767.2151152886 2309692.56961815 133071.442668678 131940.217003643 595549.844113334 115663.494817417 10243.4039224211 526792.25552079 29144.4489717715 76935.7595765835 2190308.27099498 8022.85334946344 80109.7213567518 41596.0749001015 14206.4665144011 476579.989103512 652023.116668036 1173562.81285367 5806.00597650109 2057022.55367779 5948.98408116919 41926.0527312039 1165609.07447676 1137798.16079842 1230213.48587697 56652.5177964681 1860109.81973108 34043.3873811896 129974.473832618 120717.274149251 112225.608260724 24656.8542853966 595549.844113334 35359.1365831953 39496.4758854516 114568.420427662 616476.253024455 41809.2152080817 1585.59496371697 543530.267676342 534646.269521837 110871.607919474 519518.421984609 546443.556613279 42944.0741878177 33125.1152324214 768251.396300352
32 3 9 1980 213853.508399764 94185.0682240982 90813.0740864913 52054.2552339817 2400833.46462829 236863.853932369 228624.869208533 481746.276738577 147564.043140916 8733.41713236944 785045.871172143 19561.5440544261 93721.0282762388 2345598.39867081 6130.78691480312 73932.2802410592 32555.388966013 9595.74723612273 689168.168981323 527685.16796823 1030443.15278791 5620.53504623177 2218489.74408099 5292.38712300102 33640.739063317 1016177.87339861 996029.482092343 1095100.4456511 44482.2717090265 2022883.46065254 37013.8362502153 118241.385389166 109153.09411999 130537.366717095 23035.8746968212 481746.276738577 36479.4595321815 34459.5297413502 107256.265602971 880740.942626086 48614.9902603896 1195.84694143126 821607.322410604 798482.936785235 109583.842444958 822910.669902492 796624.880498199 41365.0032607916 28456.5165198515 654007.546553903
33 3 16 1980 151884.463897643 74558.4761445115 86851.5339892398 33927.4747665625 2023053.49820018 169237.846660665 162569.562725879 402697.159488983 96003.6926824106 9097.29483038809 545445.407272031 15228.6878563052 64431.9412104909 1929033.27649031 6905.44727701006 49566.9215283049 23283.5161645774 7060.05513877513 471458.915045213 438260.082232266 775701.630975417 5675.8076249394 1807443.29560491 5170.17283507205 28323.0961221503 762870.007351444 754008.066574093 825591.862550092 37188.290767378 1574718.92719722 35045.4140359778 93852.2710337759 85205.8596149735 87032.3918083471 20681.7828872594 402697.159488983 34271.7023207818 38242.9044840426 85438.6473006202 693887.600299662 45541.7567405408 1372.7595603964 635035.653062579 606975.187086691 75128.8288355972 656857.378325019 583361.920305782 37234.9167815791 27873.4560210911 536026.780634093
34 3 23 1980 143699.059053524 72160.1187261468 82979.86406258 32561.0088744919 1687091.34515336 159799.378299625 153622.027460234 399474.039275436 90170.6559648874 8881.69138338128 502414.168670082 15395.4301346986 60589.7329915657 1608766.90572945 4206.33729480226 45653.7080769286 23693.5983927746 7130.17539572624 439026.596573463 435670.108305045 722996.561871652 5574.63609678629 1512520.85510066 5099.142991692 26418.0993191438 737427.381030773 734147.858737834 773655.726958898 35229.2260657607 1347055.30475625 34247.381115473 86902.2421171733 82292.9347028936 83620.3731649848 22294.2337969208 399474.039275436 34892.5432598285 35808.7625530875 78888.8365299874 576684.239782538 44292.2442406953 1375.10096937631 573238.288988586 546731.828452724 73042.2383103566 579081.508313729 529282.843752157 37407.4998882235 26365.6736805076 527574.002811578
