Week Month Day Year DY Flood Critical AssuredRefill LowerLimit BiOp VariableRefill OperatingRuleCurve RefillReq
33 3 12 2084 2084 1386525 749825 572800 0 1792000 1792000 749825 -88513
34 3 19 2084 2084 1184787 661312 572800 0 1792000 1792000 661312 -88512
35 3 26 2084 2084 983050 572800 572800 0 1792000 1792000 572800 0
36 4 2 2084 2084 781312 572800 572800 0 1792000 1792000 572800 0
37 4 9 2084 2084 579575 572800 572800 0 1792000 1792000 572800 20132
38 4 16 2084 2084 719040 592932 572800 0 1792000 1792000 592932 20132
39 4 23 2084 2084 858505 613064 572800 0 1792000 1792000 613064 161058
40 4 30 2084 2084 997970 774122 594301 0 1792000 1792000 774122 161058
41 5 7 2084 2084 1137435 935180 615802 0 1792000 1792000 935180 161057
42 5 14 2084 2084 1276901 1096237 637302 0 1792000 1792000 1096237 161058
43 5 21 2084 2084 1416366 1257295 658803 0 1792000 1792000 1257295 161058
44 5 28 2084 2084 1540911 1418353 680304 0 1792000 1792000 1418353 93412
45 6 4 2084 2084 1540911 1511765 908056 0 1792000 1792000 1511765 93412
46 6 11 2084 2084 1792000 1605177 1135808 0 1792000 1792000 1605177 93411
47 6 18 2084 2084 1792000 1698588 1363560 0 1792000 1792000 1698588 93412
48 6 25 2084 2084 1792000 1792000 1591312 0 1792000 1792000 1792000 0
49 7 2 2084 2084 1792000 1792000 1641484 0 1792000 1792000 1792000 0
50 7 9 2084 2084 1792000 1792000 1691656 0 1792000 1792000 1792000 0
51 7 16 2084 2084 1792000 1792000 1741828 0 1792000 1792000 1792000 0
52 7 23 2084 2084 1792000 1792000 1792000 0 1792000 1792000 1792000 1792000
52 7 30 2084 2084 1792000 1792000 1792000 0 1792000 1792000 1792000 1792000
1 8 6 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
2 8 13 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
3 8 20 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
4 8 27 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
5 9 3 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
6 9 10 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
7 9 17 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
8 9 24 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
9 10 1 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
10 10 8 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
11 10 15 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
12 10 22 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
13 10 29 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 0
14 11 5 2084 2085 1792000 1792000 572800 0 1792000 1792000 1792000 -1131
15 11 12 2084 2085 1792000 1790869 572800 0 1792000 1792000 1790869 -1130
16 11 19 2084 2085 1792000 1789739 572800 0 1792000 1792000 1789739 -1131
17 11 26 2084 2085 1792000 1788608 572800 0 1792000 1792000 1788608 -1131
18 12 3 2084 2085 1792000 1787477 572800 0 1792000 1792000 1787477 -17653
19 12 10 2084 2085 1792000 1769824 572800 0 1792000 1792000 1769824 -17653
20 12 17 2084 2085 1792000 1752171 572800 0 1792000 1792000 1752171 -17653
21 12 24 2084 2085 1792000 1734518 572800 0 1792000 1792000 1734518 -17653
22 12 31 2084 2085 1792000 1716865 572800 0 1792000 1792000 1716865 -59147
23 1 7 2085 2085 1792000 1657718 572800 0 1792000 1792000 1657718 -59147
24 1 14 2085 2085 1792000 1598571 572800 0 1792000 1792000 1598571 -59147
25 1 21 2085 2085 1792000 1539424 572800 0 1792000 1792000 1539424 -59147
26 1 28 2085 2085 1792000 1480277 572800 0 1792000 1792000 1480277 -59147
27 2 4 2085 2085 1792000 1421130 572800 0 1792000 1792000 1421130 -123570
28 2 11 2085 2085 1792000 1297560 572800 0 1792000 1792000 1297560 -123570
29 2 18 2085 2085 1792000 1173990 572800 0 1792000 1792000 1173990 -123571
30 2 25 2085 2085 1792000 1050419 572800 0 1792000 1792000 1050419 -123570
31 3 4 2085 2085 1792000 926849 572800 0 1792000 1792000 926849 -88512
32 3 11 2085 2085 1588262 838337 572800 0 1792000 1792000 838337 -88512
33 3 18 2085 2085 1386525 749825 572800 0 1792000 1792000 749825 -88513
34 3 25 2085 2085 1184787 661312 572800 0 1792000 1792000 661312 -88512
35 4 1 2085 2085 983050 572800 572800 0 1792000 1792000 572800 0
36 4 8 2085 2085 781312 572800 572800 0 1792000 1792000 572800 0
37 4 15 2085 2085 579575 572800 572800 0 1792000 1792000 572800 20132
38 4 22 2085 2085 719040 592932 572800 0 1792000 1792000 592932 20132
39 4 29 2085 2085 858505 613064 572800 0 1792000 1792000 613064 161058
40 5 6 2085 2085 997970 774122 594301 0 1792000 1792000 774122 161058
41 5 13 2085 2085 1137435 935180 615802 0 1792000 1792000 935180 161057
42 5 20 2085 2085 1276901 1096237 637302 0 1792000 1792000 1096237 161058
43 5 27 2085 2085 1416366 1257295 658803 0 1792000 1792000 1257295 161058
44 6 3 2085 2085 1540911 1418353 680304 0 1792000 1792000 1418353 93412
45 6 10 2085 2085 1540911 1511765 908056 0 1792000 1792000 1511765 93412
46 6 17 2085 2085 1792000 1605177 1135808 0 1792000 1792000 1605177 93411
47 6 24 2085 2085 1792000 1698588 1363560 0 1792000 1792000 1698588 93412
48 7 1 2085 2085 1792000 1792000 1591312 0 1792000 1792000 1792000 0
49 7 8 2085 2085 1792000 1792000 1641484 0 1792000 1792000 1792000 0
50 7 15 2085 2085 1792000 1792000 1691656 0 1792000 1792000 1792000 0
51 7 22 2085 2085 1792000 1792000 1741828 0 1792000 1792000 1792000 0
52 7 29 2085 2085 1792000 1792000 1792000 0 1792000 1792000 1792000 0
1 8 5 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
2 8 12 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
3 8 19 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
4 8 26 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
5 9 2 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
6 9 9 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
7 9 16 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
8 9 23 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
9 9 30 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
10 10 7 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
11 10 14 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
12 10 21 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
13 10 28 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 0
14 11 4 2085 2086 1792000 1792000 572800 0 1792000 1792000 1792000 -1131
15 11 11 2085 2086 1792000 1790869 572800 0 1792000 1792000 1790869 -1130
16 11 18 2085 2086 1792000 1789739 572800 0 1792000 1792000 1789739 -1131
17 11 25 2085 2086 1792000 1788608 572800 0 1792000 1792000 1788608 -1131
18 12 2 2085 2086 1792000 1787477 572800 0 1792000 1792000 1787477 -17653
