Week Month Year MICAA ARROW DUNCA DWORS FLASF LIBBY ALBEN FLAPO CORRA BROWN GCOUL
16 11 1991 19348059 6402733 1204669 2228832 2653781 5361632 630751 1789739 817000 1351741 9107400
17 11 1991 19190769 6284667 1158900 2227097 2595605 5204442 564899 1788608 817000 1347377 9107400
18 12 1991 19033480 6166601 1113131 2225361 2537430 5047252 499048 1787477 817000 1343013 9107400
19 12 1991 18738836 5954816 1042470 2219460 2423590 4740955 499048 1769824 817000 1329179 9107400
20 12 1991 18444192 5743031 971809 2213560 2309751 4434658 499048 1752171 817000 1315344 9107400
21 12 1991 18149547 5531246 901148 2207659 2195911 4244400 499048 1734518 817000 1301510 9107400
22 12 1991 17854903 5319461 830487 2201758 2083480 3869400 499048 1716865 817000 1287675 9107400
23 1 1992 15538959.8685954 1249183 243827.500910035 2107940 2087089 3989400 499048 1657718 810693 1255979 9107400
24 1 1992 15516587.1396322 1249183 243436.332107635 2107940 2090699 4109400 499048 1598571 804386 1224283 9107400
25 1 1992 15493733.1394714 1249183 242438.07535492 2107940 2094309 4229400 499048 1539424 779185 1192587 9107400
26 1 1992 15470423.9858555 1249183 241359.981715539 2107940 2097919 4209593 499048 1480277 741641 1160891 9107400
27 2 1992 15453746.7845754 1249183 252315.135916074 2107940 2101529 4189501 499048 1421130 704096 1129195 9107400
28 2 1992 15471038.3939832 1082274 262713.201616395 2102386 2106438 4163666 499048 1297560 670000 1117691 9107400
29 2 1992 15477122.4383286 915366 265690.833424714 2096833 2111347 4137831 499048 1173990 626375 1106187 9107400
30 2 1992 15482796.6311339 748457 267802.096760967 2091279 2116256 4111996 499048 1050419 582750 1094683 9107400
31 3 1992 15488227.7922886 752667.179559977 246983.66531426 2085725 2099987.52327511 4086162 499048 926849 539125 1083179 9107400
32 3 1992 15440372.3356701 746524.487529486 225999.933569811 2105390.06864381 2093188.41002537 4060129 499048 838337 495500 1057047 8973050
33 3 1992 15396130.3288899 728982.547815772 205016.201825362 2184502 2089868.93699918 4034096 499048 749825 413175 1030915 8838800
34 3 1992 15362161.4567005 772536.838540268 205016.201825362 2205626 2105877.23021202 4008063 499048 661312 330850 1004782 8704550
35 3 1992 15324240.9253353 818757.183670403 205016.201825362 2226750 2119728.52301845 3982030 499048 572800 248525 978650 8570300
36 4 1992 15358515.590997 861029.429562245 260863.548918011 2255708 2174989.10149433 3945286 499048 572800 166200 998683 8570300
37 4 1992 15389699.1905447 924616.789576274 263647.662071521 2393956 2214124.83971751 3908542 499048 572800 191341 1018716 8570300
38 4 1992 15425537.6653561 1027734.69219436 277083.144369426 2497890 2275033 3906360 630751 592932 216482 1041129 8570300
39 4 1992 15500888.4115526 1340442.97059112 302986.163648568 2601824 2315645 3904178 762453 613064 241624 1063542 8570300
40 5 1992 15723347.367438 1798920.54808754 385137.30969991 2745149 2445721 4078605 797600 774122 266765 1100514 8570300
41 5 1992 16016980 2674054.22341875 504516.235227625 2888475 2575796 4253031 832747 935180 283646 1137486 8570300
42 5 1992 16096398 3416613.64615339 542176.421627374 3031800 2705872 4427457 867894 1096237 283646 1174458 9107400
43 5 1992 16175816 4215608.8352788 645361.439506237 3175126 2835948 4601884 903041 1257295 283646 1211430 9107400
44 5 1992 16255235 5426466.02874874 739049 3318451 2966024 4776310 938188 1418353 283646 1248402 9107400
45 6 1992 16999135 5554751.64555058 828751 3355839 2992380 5004707 1088641 1511765 390555 1287873 9107400
46 6 1992 17743035 5627788.19897742 918454 3393226 3018735 5233103 1239094 1605177 417612 1327344 9107400
47 6 1992 18486935 6235410.90068098 1008156 3430613 3045090 5461500 1389547 1698588 442753 1366815 9107400
48 6 1992 19230835 6546377.15839913 1097859 3468000 3071500 5743053 1540000 1792000 467894 1420000 9107400
49 7 1992 19441877 7219618 1179619 3353678 3035462 5752127 1540000 1792000 493035 1420000 9107400
50 7 1992 19652918 7255512 1261379 3239356 2999423 5869400 1540000 1792000 518176 1420000 9107400
51 7 1992 19863959 7291406 1343140 3125033 2963385 5869400 1540000 1792000 543318 1420000 9107400
52 7 1992 20075000 7327300 1424900 3010711 2927346 5869400 1540000 1792000 568459 1420000 9107400
1 8 1992 19553612 7116541 1347699 2896389 2979346 5770433 1540000 1792000 593600 1392402 9107400
2 8 1992 19814306 7221921 1386299 2782067 2960915 5671467 1540000 1792000 638280 1392402 9107400
3 8 1992 20075000 7327300 1424900 2667744 2942485 5572500 1540000 1792000 682960 1392402 9107400
4 8 1992 20073116 7321562 1423330 2553422 2924054 5473533 1540000 1792000 711282 1392402 9107400
5 8 1992 20071231 7315823 1421759 2439100 2905623 5374567 1540000 1792000 711282 1392402 9107400
6 9 1992 20040487 7239906 1410701 2387014 2887192 5275600 1482126 1792000 737712 1381394 9107400
7 9 1992 20009744 7163989 1399644 2334849 2868762 5176633 1424251 1792000 764141 1370386 9107400
8 9 1992 19979000 7088071 1388586 2282683 2801321 5077667 1366377 1792000 790571 1359377 9107400
9 9 1992 19948256 7012154 1377528 2230518 2726227 5414900 1308502 1792000 817000 1348369 9107400
10 10 1992 19891132 6937496 1361264 2230875 2735008 5647133 1199292 1792000 817000 1350789 9107400
11 10 1992 19834008 6862838 1344999 2231232 2743789 5654353 1090082 1792000 817000 1353209 9107400
12 10 1992 19776885 6788181 1328735 2231589 2752570 5661572 980873 1792000 817000 1355628 9107400
13 10 1992 19719761 6713523 1312470 2231946 2761350 5668792 871663 1792000 817000 1358048 9107400
14 11 1992 19662637 6638865 1296206 2232303 2770131 5676012 762453 1792000 817000 1360468 9107400
15 11 1992 19505348 6520799 1250437 2230568 2711956 5518822 696602 1790869 817000 1356104 9107400
16 11 1992 19348059 6402733 1204669 2228832 2653781 5361632 630751 1789739 817000 1351741 9107400
17 11 1992 19190769 6284667 1158900 2227097 2595605 5204442 564899 1788608 817000 1347377 9107400
18 11 1992 19033480 6166601 1113131 2225361 2537430 5047252 499048 1787477 817000 1343013 9107400
19 12 1992 18738836 5954816 1042470 2219460 2423590 4740955 499048 1769824 817000 1329179 9107400
20 12 1992 18444192 5743031 971809 2213560 2309751 4434658 499048 1752171 817000 1315344 9107400
21 12 1992 18149547 5531246 901148 2207659 2195911 4244400 499048 1734518 817000 1301510 9107400
22 12 1992 17854903 5319461 830487 2201758 2083480 3869400 499048 1716865 817000 1287675 9107400
23 1 1993 16739113.4840315 1249183 570740.754982174 2107940 2087089 3981212.73964547 499048 1657718 810693 1255979 9107400
24 1 1993 16707890.4014501 1249183 569705.323910382 2107940 2090699 4093025.47929093 499048 1598571 804386 1224283 9107400
25 1 1993 16676480.1412578 1249183 568215.424989502 2107940 2094309 4204838.2189364 499048 1539424 779185 1192587 9107400
26 1 1993 16644878.0681623 1249183 566248.005598958 2107940 2097919 4209593 499048 1480277 741641 1160891 9107400
27 1 1993 16410739 1333299.22654141 561727 2107940 2101529 4189501 499048 1421130 704096 1129195 9107400
28 2 1993 16085400 1664368.78587443 515611 2102386 2106438 4163666 499048 1297560 670000 1117691 9035300
29 2 1993 15981813 1771631.20731515 469496 2096833 2111347 4137831 499048 1173990 626375 1106187 8963300
30 2 1993 15955681 1799690.59156332 432603 2091279 2116256 4111996 499048 1050419 582750 1094683 8891300
31 2 1993 15929549 1825941.58452448 437165 2035871.57183081 2096921.4208247 4086162 499048 926849 539125 1020000 8819300
32 3 1993 15932921 1721268.72578469 444157 2023908.72901389 2088372.33110273 4060129 499048 838337 495500 995000 8131550
33 3 1993 15936293 1639363.06575698 451148 2011945.88619697 2080798.80373865 4034096 499048 749825 413175 970000 7443800
34 3 1993 15939665 1539025.42274615 458140 1999983.04338005 2072247.46776501 4008063 499048 661312 330850 945000 6756050
35 3 1993 15943036 1501751.00462033 465132 1988020.20056314 2098309.38677184 3982030 499048 572800 248525 920000 6068300
36 4 1993 15902772 1574646.32708539 477231 2025520.20056314 2116187.58329713 3945286 499048 572800 166200 890759.132096622 5752550
37 4 1993 15862508 1775138.71667154 489330 2063020.20056314 2134193.47975223 3908542 499048 572800 191341 861518.264193245 5436800
38 4 1993 15860326 1948958.23755059 501330 1848106 2147918.28832889 3906360 630751 592932 216482 832277.396289867 5121050
39 4 1993 15858144 2198445.92502691 513330 1452800 2194166.59680256 3904178 762453 613064 241624 803036.528386489 4805300
40 5 1993 15937562 2472141.99821033 558474 1492107.84565076 2227572.75860125 4078605 797600 774122 266765 1100514 4805300
41 5 1993 16016980 2747648.7820491 603618 1757903.40618581 2340174.33999244 4253031 832747 935180 283646 1137486 4805300
42 5 1993 16096398 3494001.79704912 648761 2127063.8245841 2566922.98259047 4427457 867894 1096237 283646 1174458 9107400
43 5 1993 16175816 5239428.34993759 693905 2552887.03130742 2822897.07765566 4601884 903041 1257295 283646 1211430 9107400
44 5 1993 16255235 5685114 739049 2839074.20049936 2925125.99495421 4776310 938188 1418353 283646 1248402 9107400
45 6 1993 16999135 6059766 828751 3081929.23803599 2992380 5004707 1088641 1511765 390555 1287873 9107400
46 6 1993 17743035 6434419 918454 3242991.77502834 3018735 5233103 1239094 1605177 417612 1327344 9107400
47 6 1993 18486935 6809071 1008156 3361014.74012852 3045090 5461500 1389547 1698588 442753 1366815 9107400
48 6 1993 19230835 7183724 1097859 3468000 3071500 5743053 1540000 1792000 467894 1420000 9107400
49 7 1993 19441877 7219618 1179619 3353678 3053069 5752127 1540000 1792000 493035 1420000 9107400
50 7 1993 19652918 7255512 1261379 3239356 3034638 5869400 1540000 1792000 518176 1420000 9107400
51 7 1993 19863959 7291406 1343140 3125033 3016208 5869400 1540000 1792000 543318 1420000 9107400
52 7 1993 20075000 7327300 1424900 3010711 2997777 5869400 1540000 1792000 568459 1420000 9107400
1 8 1993 19553612 7116541 1347699 2896389 2891308 5770433 1540000 1792000 593600 1392402 9107400
2 8 1993 19814306 7221921 1386299 2782067 2855269 5671467 1540000 1792000 638280 1392402 9107400
3 8 1993 20075000 7327300 1424900 2667744 2819231 5572500 1540000 1792000 682960 1392402 9107400
4 8 1993 20073116 7321562 1423330 2553422 2783192 5473533 1540000 1792000 711282 1392402 9107400
5 8 1993 20071231 7315823 1421759 2439100 2747154 5374567 1540000 1792000 711282 1392402 9107400
6 9 1993 20040487 7239906 1410701 2387014 2711115 5275600 1482126 1792000 737712 1381394 9107400
7 9 1993 20009744 7163989 1399644 2334849 2675077 5176633 1424251 1792000 764141 1370386 9107400
8 9 1993 19979000 7088071 1388586 2282683 2639038 5077667 1366377 1792000 790571 1359377 9107400
9 9 1993 19948256 7012154 1377528 2230518 2603000 5414900 1308502 1792000 817000 1348369 9107400
10 10 1993 19891132 6937496 1361264 2230875 2735008 5647133 1199292 1792000 817000 1350789 9107400
11 10 1993 19834008 6862838 1344999 2231232 2743789 5654353 1090082 1792000 817000 1353209 9107400
12 10 1993 19776885 6788181 1328735 2231589 2752570 5661572 980873 1792000 817000 1355628 9107400
13 10 1993 19719761 6713523 1312470 2231946 2761350 5668792 871663 1792000 817000 1358048 9107400
14 10 1993 19662637 6638865 1296206 2232303 2770131 5676012 762453 1792000 817000 1360468 9107400
15 11 1993 19505348 6520799 1250437 2230568 2711956 5518822 696602 1790869 817000 1356104 9107400
16 11 1993 19348059 6402733 1204669 2228832 2653781 5361632 630751 1789739 817000 1351741 9107400
17 11 1993 19190769 6284667 1158900 2227097 2595605 5204442 564899 1788608 817000 1347377 9107400
18 11 1993 19033480 6166601 1113131 2225361 2537430 5047252 499048 1787477 817000 1343013 9107400
19 12 1993 18738836 5954816 1042470 2219460 2423590 4740955 499048 1769824 817000 1329179 9107400
20 12 1993 18444192 5743031 971809 2213560 2309751 4434658 499048 1752171 817000 1315344 9107400
21 12 1993 18149547 5531246 901148 2207659 2195911 4244400 499048 1734518 817000 1301510 9107400
22 12 1993 17854903 5319461 830487 2201758 2083480 3869400 499048 1716865 817000 1287675 9107400
23 1 1994 15895540.7002425 1668905.38967603 351937.03182349 2107940 2087089 3989400 499048 1657718 810693 1255979 9107400
24 1 1994 15862660.7979243 1666004.13760465 355375.979390814 2107940 2090699 4109400 499048 1598571 804386 1224283 9107400
25 1 1994 15829893.4474577 1659772.40303046 360050.910932797 2107940 2094309 4229400 499048 1539424 779185 1192587 9107400
26 1 1994 15797599.097245 1660984.19065873 362967.719466363 2107940 2097919 4209593 499048 1480277 741641 1160891 9107400
27 1 1994 15764028.3347629 1645217.13684479 363653.77464158 2107940 2101529 4189501 499048 1421130 704096 1129195 9107400
28 2 1994 15722016.1482632 1618448.0037641 360805.65879262 2102386 2090070.43878823 4163666 499048 1297560 670000 1117691 9107400
29 2 1994 15701655.2482184 1621887.49979229 362970.297930347 2096833 2070526.87200885 4137831 499048 1173990 626375 1106187 9107400
30 2 1994 15681399.4721411 1632864.8189453 366869.059434934 2091279 2050787.6743075 4111996 499048 1050419 582750 1094683 9107400
31 2 1994 15660859.5285178 1639861.53261172 346213.454696466 2085725 2030697.16462291 4086162 499048 926849 539125 1083179 9107400
32 3 1994 15657987.001626 1669264.32328128 344524.404220779 2096634 2028718.74720852 4060129 499048 838337 495500 1057047 8973050
33 3 1994 15604905.2839213 1638693.14049695 342835.353745091 2107543 2025134.82445925 4034096 499048 749825 413175 1030915 8838800
34 3 1994 15554824.7713457 1615289.62852936 342835.353745091 2149307.60408083 2043835.06060082 4008063 499048 661312 330850 1004782 8704550
35 3 1994 15499722.8993089 1586071.03067497 342835.353745091 2193490.3415233 2047395.50444657 3968406.98984181 499048 572800 248525 978650 8570300
36 4 1994 15478696.4573986 1617970.3402286 364880.68291203 2255708 2065416.30615656 3945286 499048 572800 166200 998683 8570300
37 4 1994 15527711.1374674 1755379.29221976 382384.749069504 2368703.58707145 2078703.34086173 3908542 499048 572800 191341 1018716 8570300
38 4 1994 15579712.1306577 1879373.0809359 394199.435136723 2425202.86703719 2106431.70483659 3906360 630751 592932 216482 1041129 8570300
39 4 1994 15691915.0094435 2202544.11782482 440531.568875433 2599543.96860685 2315645 3904178 762453 613064 241624 1063542 8570300
40 5 1994 15881147.039932 2698228.92501071 485565.195539311 2742191.51145886 2434175.18515445 4078605 797600 774122 266765 1100514 8570300
41 5 1994 16016980 3093037.350323 516654.06163581 2885011.47135185 2521568.61241023 4253031 832747 935180 283646 1137486 8570300
42 5 1994 16096398 4165623.06397433 648761 3031800 2705872 4427457 867894 1096237 283646 1174458 9107400
43 5 1994 16175816 5197497.936264 693905 3175126 2835948 4601884 903041 1257295 283646 1211430 9107400
44 5 1994 16255235 5685114 739049 3250404.28736756 2966024 4776310 938188 1418353 283646 1248402 9107400
45 6 1994 16999135 6059766 828751 3306041.81656808 2992380 5004707 1088641 1511765 390555 1287873 9107400
46 6 1994 17743035 6434419 918454 3361460.62055363 3018735 5233103 1239094 1605177 417612 1327344 9107400
47 6 1994 18486935 6525795.0214408 1008156 3430613 3045090 5461500 1389547 1698588 442753 1366815 9107400
48 6 1994 18763818.4840851 6718632.12964685 1097859 3468000 3071500 5743053 1540000 1792000 467894 1420000 9107400
49 7 1994 19371330.2685119 7082319.90673838 1179619 3353678 3035462 5752127 1540000 1792000 493035 1420000 9107400
50 7 1994 19645398.0071541 7255512 1261379 3239356 2999423 5869400 1540000 1792000 518176 1420000 9107400
51 7 1994 19831518.5412333 7291406 1343140 3125033 2963385 5869400 1540000 1792000 543318 1420000 9107400
52 7 1994 20075000 7327300 1424900 3010711 2927346 5869400 1540000 1792000 568459 1420000 9107400
52 7 1994 20075000 7327300 1424900 3010711 2927346 5869400 1540000 1792000 817000 1420000 9107400
1 8 1994 19553612 7116541 1347699 2896389 2979346 5770433 1540000 1792000 593600 1392402 9107400
2 8 1994 19814306 7221921 1386299 2782067 2960915 5671467 1540000 1792000 638280 1392402 9107400
3 8 1994 20075000 7327300 1424900 2667744 2942485 5572500 1540000 1792000 682960 1392402 9107400
4 8 1994 20073116 7321562 1423330 2553422 2924054 5473533 1540000 1792000 711282 1392402 9107400
5 9 1994 20071231 7315823 1421759 2439100 2905623 5374567 1540000 1792000 711282 1392402 9107400
6 9 1994 20040487 7239906 1410701 2387014 2887192 5275600 1482126 1792000 737712 1381394 9107400
7 9 1994 20009744 7163989 1399644 2334849 2868762 5176633 1424251 1792000 764141 1370386 9107400
8 9 1994 19979000 7088071 1388586 2282683 2801321 5077667 1366377 1792000 790571 1359377 9107400
9 10 1994 19948256 7012154 1377528 2230518 2726227 5414900 1308502 1792000 817000 1348369 9107400
10 10 1994 19891132 6937496 1361264 2230875 2735008 5647133 1199292 1792000 817000 1350789 9107400
11 10 1994 19834008 6862838 1344999 2231232 2743789 5654353 1090082 1792000 817000 1353209 9107400
12 10 1994 19776885 6788181 1328735 2231589 2752570 5661572 980873 1792000 817000 1355628 9107400
13 10 1994 19719761 6713523 1312470 2231946 2761350 5668792 871663 1792000 817000 1358048 9107400
14 11 1994 19662637 6638865 1296206 2232303 2770131 5676012 762453 1792000 817000 1360468 9107400
15 11 1994 19505348 6520799 1250437 2230568 2711956 5518822 696602 1790869 817000 1356104 9107400
16 11 1994 19348059 6402733 1204669 2228832 2653781 5361632 630751 1789739 817000 1351741 9107400
17 11 1994 19190769 6284667 1158900 2227097 2595605 5204442 564899 1788608 817000 1347377 9107400
18 12 1994 19033480 6166601 1113131 2225361 2537430 5047252 499048 1787477 817000 1343013 9107400
19 12 1994 18738836 5954816 1042470 2219460 2423590 4740955 499048 1769824 817000 1329179 9107400
20 12 1994 18444192 5743031 971809 2213560 2309751 4434658 499048 1752171 817000 1315344 9107400
21 12 1994 18149547 5531246 901148 2207659 2195911 4244400 499048 1734518 817000 1301510 9107400
22 1 1995 17854903 5319461 830487 2201758 2083480 3869400 499048 1716865 817000 1287675 9107400
23 1 1995 16383034.1027735 2568847.78257731 480537.774817037 2107940 2087089 3932083.80318911 499048 1657718 810693 1255979 9107400
24 1 1995 16336564.645718 2549559.67376805 477343.391201033 2107940 2090699 3994767.60637822 499048 1598571 804386 1224283 9107400
25 1 1995 16289927.1025594 2531545.0264874 473223.6269824 2107940 2094309 4057451.40956733 499048 1539424 779185 1192587 9107400
26 1 1995 16243087.0217427 2511214.34761355 467799.67830785 2107940 2097919 4120135.21275644 499048 1480277 741641 1160891 9107400
27 2 1995 16195906.8824666 2499755.25201555 463460.171893494 2107940 2095465.66568431 4182819.01594555 499048 1421130 704096 1129195 9107400
28 2 1995 16085400 2602680.92306676 462542.229275223 2102386 2066366.4681007 4163666 499048 1297560 670000 1117691 9054050.15346872
29 2 1995 15981813 2689024.79388416 461259.827482109 2096833 2036773.0513063 4137831 499048 1173990 626375 1106187 9000774.30117673
30 2 1995 15955681 2726285.7861999 405208.07015503 2091279 2024510.56497526 4111996 499048 1050419 582750 1094683 8947498.44888474
31 3 1995 15929549 2745456.48358186 327747.078924409 2085725 2003084.29312455 4086162 499048 926849 539125 1020000 8894222.59659275
32 3 1995 15932921 2615996.31276778 322467.344270822 2096634 2000225.45514089 4060129 499048 838337 495500 995000 8256182.60818145
33 3 1995 15936293 2544523.43535981 317187.609617235 2107543 2010751.5829838 3995683.53553593 499048 749825 413175 970000 7618168.62553085
34 3 1995 15892438.5524924 2515526.3399136 317187.609617235 2118452 2008727.25577876 3882339.1522751 499048 661312 330850 945000 6980154.64288026
35 4 1995 15831043.6898284 2501135.08106118 317187.609617235 2129361 2004905.20130906 3783174.35278345 499048 572800 248525 920000 6342140.66022966
36 4 1995 15834632.8852693 2540733.92913333 446778.434826837 2186386 2021246.11996446 3798573.29571987 499048 572800 166200 894231.222997471 5977369.80129966
37 4 1995 15833027.3413803 2586190.4764264 449452.969744493 2243411 2030219.02691389 3796190.68403452 499048 572800 191341 868462.445994942 5612598.94236966
38 4 1995 15833056.2903856 2639644.10833751 452831.094590887 1909798.53754748 2035039.49720355 3788597.62765272 630751 592932 216482 842693.668992412 5247828.08343966
39 4 1995 15850309.7372711 2814997.29073216 471134.110212447 1995944.64438575 2044108.32907619 3813868.41890949 762453 613064 241624 816924.891989883 4883057.22450966
40 5 1995 15928755.1119297 3112729.64023979 497681.548194037 2134219.76772289 2083991.47265362 3909538.45468233 797600 774122 266765 1100514 4883057.22450966
41 5 1995 16016980 3701927.87289048 560808.978521406 2334973.09440225 2262990.65230107 4147064.81199611 832747 935180 283646 1137486 4883057.22450966
42 5 1995 16096398 4500003.25511494 627989.04836919 2547001.66379411 2470582.68009442 4427457 867894 1096237 283646 1174458 9107400
43 5 1995 16175816 5240573.63580656 693905 2757216.79558281 2620872.17286958 4601884 903041 1257295 283646 1211430 9107400
44 6 1995 16255235 5685114 739049 2974214.49426338 2831902.26873417 4776310 938188 1418353 283646 1248402 9107400
45 6 1995 16999135 6059766 828751 3188726.0376949 2992380 5004707 1088641 1511765 390555 1287873 9107400
46 6 1995 17743035 6434419 918454 3301132.09524381 3018735 5233103 1239094 1605177 417612 1327344 9107400
47 6 1995 18486935 6809071 1008156 3413507.70501612 3045090 5461500 1389547 1698588 442753 1366815 9107400
48 7 1995 19230835 7012111.73477875 1097859 3468000 3071500 5743053 1540000 1792000 467894 1420000 9107400
49 7 1995 19441877 7219618 1179619 3353678 3053069 5752127 1540000 1792000 493035 1420000 9107400
50 7 1995 19652918 7255512 1261379 3239356 3034638 5869400 1540000 1792000 518176 1420000 9107400
51 7 1995 19863959 7291406 1343140 3125033 3016208 5869400 1540000 1792000 543318 1420000 9107400
52 7 1995 20075000 7327300 1424900 3010711 2997777 5869400 1540000 1792000 568459 1420000 9107400
1 8 1995 19553612 7116541 1347699 2896389 2979346 5770433 1540000 1792000 593600 1392402 9107400
2 8 1995 19814306 7221921 1386299 2782067 2960915 5671467 1540000 1792000 638280 1392402 9107400
3 8 1995 20075000 7327300 1424900 2667744 2942485 5572500 1540000 1792000 682960 1392402 9107400
4 8 1995 20073116 7321562 1423330 2553422 2924054 5473533 1540000 1792000 711282 1392402 9107400
5 9 1995 20071231 7315823 1421759 2439100 2905623 5374567 1540000 1792000 711282 1392402 9107400
6 9 1995 20040487 7239906 1410701 2387014 2887192 5275600 1482126 1792000 737712 1381394 9107400
7 9 1995 20009744 7163989 1399644 2334849 2868762 5176633 1424251 1792000 764141 1370386 9107400
8 9 1995 19979000 7088071 1388586 2282683 2801321 5077667 1366377 1792000 790571 1359377 9107400
9 10 1995 19948256 7012154 1377528 2230518 2726227 5541900.2764985 1308502 1792000 817000 1348369 9107400
10 10 1995 19891132 6937496 1361264 2230875 2735008 5647133 1199292 1792000 817000 1350789 9107400
11 10 1995 19834008 6862838 1344999 2231232 2743789 5654353 1090082 1792000 817000 1353209 9107400
12 10 1995 19776885 6788181 1328735 2231589 2752570 5661572 980873 1792000 817000 1355628 9107400
13 10 1995 19719761 6713523 1312470 2231946 2761350 5668792 871663 1792000 817000 1358048 9107400
14 11 1995 19662637 6638865 1296206 2232303 2770131 5676012 762453 1792000 817000 1360468 9107400
15 11 1995 19505348 6520799 1250437 2230568 2711956 5518822 696602 1790869 817000 1356104 9107400
16 11 1995 19348059 6402733 1204669 2228832 2653781 5361632 630751 1789739 817000 1351741 9107400
17 11 1995 19190769 6284667 1158900 2227097 2595605 5204442 564899 1788608 817000 1347377 9107400
18 12 1995 19033480 6166601 1113131 2225361 2537430 5047252 499048 1787477 817000 1343013 9107400
19 12 1995 18738836 5954816 1042470 2219460 2423590 4740955 499048 1769824 817000 1329179 9107400
20 12 1995 18444192 5743031 971809 2213560 2309751 4434658 499048 1752171 817000 1315344 9107400
21 12 1995 18149547 5531246 901148 2207659 2195911 4244400 499048 1734518 817000 1301510 9107400
22 12 1995 17854903 5319461 830487 2201758 2083480 3869400 499048 1716865 817000 1287675 9107400
23 1 1996 15010240.2228199 1249183 286521.501430223 2107940 1808426.08953015 3730504.82744825 499048 1657718 810693 1255979 9107400
24 1 1996 14984066.2670356 1249183 290617.351360512 2107940 1791024.96921944 3591609.65489649 499048 1598571 804386 1224283 9107400
25 1 1996 14959088.13474 1249183 302349.962303867 2107940 1773300.84490334 3452714.48234474 499048 1539424 779185 1192587 9107400
26 1 1996 14931548.3001095 1249183 303810.641954044 2107940 1754955.0743213 3313819.30979299 499048 1480277 741641 1160891 9107400
27 2 1996 14901305.5694316 1249183 303265.159968924 2107940 1736830.45279833 3174924.13724124 499048 1421130 704096 1129195 9107400
28 2 1996 14892695.3500253 1082274 309299.149225221 2102386 1727029.27045268 3048398.11086191 499048 1297560 670000 1117691 9035300
29 2 1996 14883984.8711135 1000382.40449951 314010.204057018 2096833 1714043.74971069 2921872.08448257 499048 1173990 626375 1106187 8963300
30 2 1996 14876596.998592 1044169.39574323 301344 2067957.07983305 1701963.6764507 2795346.05810324 499048 1050419 582750 1076396.92375828 8891300
31 3 1996 14865910.814862 1072999.60526117 210900 1983008.52991934 1685700.53137217 2668820.03172391 499048 926849 539125 961862.565011038 8819300
32 3 1996 14801449.6162515 1028386.6654404 182900 1965759.38291127 1682947.53037199 2577613.70982734 499048 838337 495500 915061.026890177 8131550
33 3 1996 14740372.6427873 999423.521621199 154900 1948510.2359032 1688478.39178444 2486407.38793078 499048 749825 413175 868259.488769316 7443800
34 3 1996 14680702.4033375 979376.874313815 154900 1931261.08889514 1690415.83938388 2486407.38793078 499048 661312 330850 821457.950648455 6756050
35 3 1996 14616151.3094634 944919.165811301 154900 1914011.94188707 1688672.01207645 2486407.38793078 499048 572800 248525 774656.412527594 6068300
36 4 1996 14618122.3961919 900369.682876112 299558.74203695 1951511.94188707 1691305.67792784 2486407.38793078 499048 572800 166200 724656.412527594 5752550
37 4 1996 14665686.9659514 987373.985974106 320310.525231638 1989011.94188707 1826869.23036997 2486407.38793078 499048 572800 191341 674656.412527594 5436800
38 4 1996 14724596.0707604 1168764.68716541 335945.138824995 1848106 1876330.71658339 2486407.38793078 630751 592932 216482 615935.79727925 5121050
39 4 1996 14785735.7691089 1355186.91495138 356713.488024335 1616067.90123868 1931920.29241812 2486407.38793078 762453 613064 241624 557215.182030906 4805300
40 5 1996 14847775.4522976 1562543.47170771 372680.495268516 1750961.48861144 1967361.10508889 3770613.99902528 797600 774122 266765 1100514 4805300
41 5 1996 14921369.7852944 1776895.82697173 390510.250946636 1843796.5602729 1979617.4176392 3871697.92431343 832747 935180 283646 1137486 4805300
42 5 1996 15098207.3918532 2107111.37592318 443203.627351513 2199738.75967751 2192461.85409867 4118656.04016307 867894 1096237 283646 1174458 9107400
43 5 1996 15431201.8984242 2780158.58568871 529167.604463479 2487386.16633141 2363094.4198737 4477224.37031214 903041 1257295 283646 1211430 9107400
44 6 1996 15869790.5240635 3574784.58736902 638152.206611565 2682385.2312054 2545684.40362026 4776310 938188 1418353 283646 1248402 9107400
45 6 1996 16271890.1508284 4111586.810026 723516.833918961 2953087.35558648 2772489.45071101 5004707 1088641 1511765 390555 1287873 9107400
46 6 1996 16841095.8840757 4808029.55175786 828877.611460069 3190255.89496839 2947761.30212654 5233103 1239094 1605177 417612 1327344 9107400
47 6 1996 17369935.7381425 5326158.70229294 908101.679953186 3348273.03969994 3022093.57797824 5461500 1389547 1698588 442753 1366815 9107400
48 6 1996 18078149.6463971 5853066.72173437 1004256.38086389 3468000 3071500 5743053 1540000 1792000 467894 1420000 9107400
49 7 1996 18586498.4314715 6204880.27165503 1121584.39941851 3353678 3053069 5752127 1540000 1792000 493035 1420000 9107400
50 7 1996 19120042.1708665 6657759.60196046 1217909.42063708 3239356 3034638 5869400 1540000 1792000 518176 1420000 9107400
51 7 1996 19709183.093303 7035839.33287683 1343140 3125033 3016208 5869400 1540000 1792000 543318 1420000 9107400
52 7 1996 20075000 7327300 1424900 3010711 2997777 5869400 1540000 1792000 568459 1420000 9107400
1 8 1996 19553612 7116541 1347699 2896389 2979346 5770433 1540000 1792000 593600 1392402 9107400
2 8 1996 19814306 7221921 1386299 2782067 2960915 5671467 1540000 1792000 638280 1392402 9107400
