Long Lat CellID StnID WRIA_ID StnNum ConveyanceLoss GridArea GW_historical GW_Future ReturnFlow
-116.21875 48.09375 342573 ALBEN NA 1 0.2 32.2265180396693 0.2 0.2 0
-116.15625 48.09375 342574 ALBEN NA 1 0.2 32.2265180396693 0.2 0.2 0
-116.09375 48.09375 342575 ALBEN NA 1 0.2 32.2265180396693 0.2 0.2 0
-116.03125 48.09375 342576 ALBEN NA 1 0.2 32.2265180396693 0.2 0.2 0
-117.15625 48.03125 341630 ALBEN 55 1 0.2 32.2656696759381 0.2 0.2 0
-117.09375 48.03125 341631 ALBEN 57 1 0.2 32.2656696759381 0.2 0.2 0
-117.03125 48.03125 341632 ALBEN 57 1 0.2 32.2656696759381 0.2 0.2 0
-116.96875 48.03125 341633 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.90625 48.03125 341634 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.84375 48.03125 341635 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.78125 48.03125 341636 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.71875 48.03125 341637 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.65625 48.03125 341638 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.59375 48.03125 341639 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.53125 48.03125 341640 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.46875 48.03125 341641 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.40625 48.03125 341642 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.34375 48.03125 341643 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.15625 48.03125 341646 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.09375 48.03125 341647 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-116.03125 48.03125 341648 ALBEN NA 1 0.2 32.2656696759381 0.2 0.2 0
-117.09375 47.96875 340703 ALBEN 57 1 0.2 32.3047829189097 0.2 0.2 0
-117.03125 47.96875 340704 ALBEN 57 1 0.2 32.3047829189097 0.2 0.2 0
-116.96875 47.96875 340705 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.90625 47.96875 340706 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.84375 47.96875 340707 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.78125 47.96875 340708 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.71875 47.96875 340709 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.65625 47.96875 340710 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.59375 47.96875 340711 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.53125 47.96875 340712 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.46875 47.96875 340713 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.40625 47.96875 340714 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.34375 47.96875 340715 ALBEN NA 1 0.2 32.3047829189097 0.2 0.2 0
-116.65625 47.90625 339782 ALBEN NA 1 0.2 32.3438577220429 0.2 0.2 0
-116.59375 47.90625 339783 ALBEN NA 1 0.2 32.3438577220429 0.2 0.2 0
-116.53125 47.90625 339784 ALBEN NA 1 0.2 32.3438577220429 0.2 0.2 0
-116.46875 47.90625 339785 ALBEN NA 1 0.2 32.3438577220429 0.2 0.2 0
-117.90625 51.40625 391730 ARROW NA 2 0.2 30.0977780863436 0.2 0.2 0
-117.90625 51.34375 390802 ARROW NA 2 0.2 30.1388967873112 0.2 0.2 0
-117.84375 51.34375 390803 ARROW NA 2 0.2 30.1388967873112 0.2 0.2 0
-117.90625 51.28125 389874 ARROW NA 2 0.2 30.1799796256535 0.2 0.2 0
-117.84375 51.28125 389875 ARROW NA 2 0.2 30.1799796256535 0.2 0.2 0
-117.78125 51.28125 389876 ARROW NA 2 0.2 30.1799796256535 0.2 0.2 0
-117.71875 51.28125 389877 ARROW NA 2 0.2 30.1799796256535 0.2 0.2 0
-117.59375 51.28125 389879 ARROW NA 2 0.2 30.1799796256535 0.2 0.2 0
-117.53125 51.28125 389880 ARROW NA 2 0.2 30.1799796256535 0.2 0.2 0
-117.46875 51.28125 389881 ARROW NA 2 0.2 30.1799796256535 0.2 0.2 0
-118.53125 51.21875 388936 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-118.46875 51.21875 388937 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-118.40625 51.21875 388938 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-118.03125 51.21875 388944 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.96875 51.21875 388945 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.90625 51.21875 388946 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.84375 51.21875 388947 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.78125 51.21875 388948 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.71875 51.21875 388949 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.65625 51.21875 388950 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.59375 51.21875 388951 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
-117.53125 51.21875 388952 ARROW NA 2 0.2 30.2210265524856 0.2 0.2 0
