"date" "month" "week" "day" "year" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit"
1981-06-28 6 48 28 1981 2580220.61379149 598700.503191793 0 3222198.39587119 598700.503191793 0
1981-07-05 7 49 5 1981 2957036.93787591 662551.934532164 0 2707388.20669559 662551.934532164 254765.153304413
1981-07-12 7 50 12 1981 3791740.2248705 542138.220134828 0 2860205.05806077 542138.220134828 101948.301939232
1981-07-19 7 51 19 1981 3905103.79329819 370322.370530885 0 3117048.84310762 370322.370530885 0
1981-07-26 7 52 26 1981 4258576.00748586 267382.880265816 0 2673359.00734532 267382.880265816 288794.352654681
1981-08-02 8 1 2 1981 3358062.79576384 289098.516885019 0 2899493.93380988 289098.516885019 0
1981-08-09 8 2 9 1981 2461894.44905592 144439.942849072 0 2855254.55511477 144439.942849072 0
1981-08-16 8 3 16 1981 1465560.77021528 0 0 2122148.30730044 0 714360.196699559
1981-08-23 8 4 23 1981 1823863.77194939 16300.0472611534 0 2003010.68029173 0 791816.687708274
1981-08-30 8 5 30 1981 1592159.49051109 82450.930880778 0 2256730.83780156 21684.0785035438 538096.530198441
1981-09-06 9 6 6 1981 1804414.08691612 318933.365807828 31438.230951468 1726652.23736853 141811.774994269 998869.8
1981-09-13 9 7 13 1981 1971105.42807697 511036.297108286 274676.268862158 1483414.19945784 132520.80901146 998869.8
1981-09-20 9 8 20 1981 2061210.45357155 626675.798919803 695086.44999823 1063004.01832177 134958.56458134 998869.8
1981-09-27 9 9 27 1981 2043560.27740301 654581.141313657 840755.003872438 917335.464447562 166193.745422341 998869.8
1981-10-04 10 10 4 1981 1961296.54010151 498004.809469628 622535.409283255 1021289.20191674 142309.447041401 1136977.2
1981-10-11 10 11 11 1981 2059732.52881731 541457.037561217 567603.60130682 1076221.00989318 192481.62029737 1136977.2
1981-10-18 10 12 18 1981 1977866.34161494 438460.903002284 286597.029763787 1357227.58143621 172875.273567102 1136977.2
1981-10-25 10 13 25 1981 2022584.05019012 344933.596427409 500927.094784769 1142897.51641523 84976.9010185141 1136977.2
1981-11-01 11 14 1 1981 2203584.93682205 475234.257281926 720962.505104663 922862.106095337 133778.75502061 1215131
1981-11-08 11 15 8 1981 2380876.28362866 212464.311310746 16692.7291333387 1965920.12510666 46668.7956481086 1212193.89889334
1981-11-15 11 16 15 1981 2507681.89057195 222755.693828952 854356.163429528 1128256.69081047 30292.9289494526 1117706.4
1981-11-22 11 17 22 1981 2573066.09507224 516999.361196221 758645.443440463 1223967.41079954 161569.295797704 1117706.4
1981-11-29 11 18 29 1981 2517119.1058476 494888.70589872 593808.810608055 1388804.04363195 177355.018979457 1008505.2
1981-12-06 12 19 6 1981 2887441.08555175 628564.512815026 445681.083486347 1863692.02883365 379238.580791509 1008505.2
1981-12-13 12 20 13 1981 2892947.36954461 681929.456855073 459106.951711755 1850266.16060824 381289.341616887 1008505.2
1981-12-20 12 21 20 1981 2885199.14974544 401649.237904769 494691.602846792 1814681.50947321 155962.497135259 1008505.2
1981-12-27 12 22 27 1981 2924315.97488635 468406.675966126 279053.76666439 2030319.34565561 175098.990134334 1008505.2
1982-01-03 1 23 3 1982 4264649.98525226 5163393.99595724 299158.022007987 2000191.76951201 4518908.91269045 1020281.8
1982-01-10 1 24 10 1982 3570492.79701327 3426340.13134818 98309.6650909972 2201040.126429 2815679.36825928 1020281.8
1982-01-17 1 25 17 1982 2820069.31809199 2017514.9856789 393136.648941294 1906213.14257871 1166572.96848372 1020281.8
1982-01-24 1 26 24 1982 2044417.31840627 564212.166628703 646240.359497763 1653109.43202224 122819.995297636 1020281.8
1982-01-31 1 27 31 1982 2004656.87249793 433348.382737455 594369.022361254 1704980.76915875 51671.421587674 1033129
1982-02-07 2 28 7 1982 1720489.65965075 1806825.29444315 0 2150596.34334806 1423375.33629291 1070990.92865194
1982-02-14 2 29 14 1982 1471464.18247999 722683.497705158 70312.0344727426 2068664.62424726 333946.651352605 1033129
1982-02-21 2 30 21 1982 1889152.61895221 888482.635384561 0 2271107.55835492 387271.257020282 879820.113645081
1982-02-28 2 31 28 1982 3306295.34316719 2214206.31501574 0 2546695.31423326 1398197.18826994 604232.35776674
1982-03-07 3 32 7 1982 3542982.62769636 2417075.28274219 0 2231258.80604658 1534033.2063987 734287.201953424
1982-03-14 3 33 14 1982 3377773.23406951 2389570.4457728 0 2266708.90897822 1545662.93163841 698837.099021778
1982-03-21 3 34 21 1982 2641118.59374161 1760184.82266308 0 2666855.99593665 1001898.79629104 321172.612063351
1982-03-28 3 35 28 1982 1792702.29406569 1003685.29993886 0 3056002.72567156 360629.328026741 0
1982-04-04 4 36 4 1982 1587305.0324615 641281.628224875 0 2687532.45137627 0 231617.188623729
1982-04-11 4 37 11 1982 1565535.14193721 529372.239243343 0 2499822.73489282 0 419326.905107183
1982-04-18 4 38 18 1982 1531529.52371941 790665.552700369 0 2555123.88019745 301288.902934261 544644.015802549
1982-04-25 4 39 25 1982 1232439.79795425 540422.210054736 0 2956885.48417821 346259.787214022 142882.411821792
1982-05-02 5 40 2 1982 1165263.37257582 321492.126455767 0 2424246.81023609 0 938996.517763907
1982-05-09 5 41 9 1982 1469997.35402474 704543.180011057 0 3611327.75282267 2.97320729235729e-09 0
1982-05-16 5 42 16 1982 1424911.79410903 795547.451464579 0 2466201.22203297 1.39511426867155e-09 897042.105967029
1982-05-23 5 43 23 1982 2104615.28769146 889132.40834743 135808.26609704 1985126.41518296 0 1263308
1982-05-30 5 44 30 1982 6105485.18668964 4077377.44927901 0 3358046.5714895 2897502.04127868 5196.75651049707
1982-06-06 6 45 6 1982 4008521.75390449 2604957.7681542 0 3004690.12219247 1883257.37049312 155788.829807527
1982-06-13 6 46 13 1982 3064341.88999248 2376145.86730803 0 2880076.92615531 1916487.72852153 280402.02584469
1982-06-20 6 47 20 1982 8189484.0332454 1057647.09293556 0 3187785.34132591 672841.284140352 0
1982-06-27 6 48 27 1982 3525521.15578695 665090.926032304 0 3982011.3283536 665090.926032304 0
1982-07-04 7 49 4 1982 5745237.14509402 752107.331350912 0 4652956.09171586 752107.331350912 0
1982-07-11 7 50 11 1982 6679941.69387867 476885.077704457 0 4667431.06221202 476885.077704457 0
1982-07-18 7 51 18 1982 6714399.78171375 266712.257125921 0 3616314.30889925 266712.257125921 0
1982-07-25 7 52 25 1982 6881673.14774481 224299.085296457 0 2947485.11431582 224299.085296457 14668.2456841767
1982-08-01 8 1 1 1982 5340485.51284939 1262569.33737842 0 2963633.14523815 1262569.33737842 0
1982-08-08 8 2 8 1982 3670847.02516785 631284.738765308 0 3309614.53551531 631284.738765308 0
1982-08-15 8 3 15 1982 1999279.65430097 0 0 3027471.81226476 0 0
1982-08-22 8 4 22 1982 1781492.58724812 27151.7868246346 0 3064315.51487807 10851.7395634813 0
1982-08-29 8 5 29 1982 1592197.92031025 82451.6811759072 0 2185957.4190479 21684.8287986731 608869.948952105
1982-09-05 9 6 5 1982 1804414.08691612 318933.365807828 122850.022892503 1635240.4454275 80347.16044607 998869.8
1982-09-12 9 7 12 1982 1971076.36508274 511033.320699793 0 1822163.35895132 316077.374650921 917390.073048678
1982-09-19 9 8 19 1982 2231636.70629956 797028.589865635 0 1857981.63607184 560184.127015725 881571.795928157
1982-09-26 9 9 26 1982 2099898.4811206 690780.469827086 387240.95490894 1370849.51341106 209378.197162958 998869.8
1982-10-03 10 10 3 1982 2534087.83359326 892590.753626404 508786.778692413 1135037.83250759 215092.794128948 1136977.2
1982-10-10 10 11 10 1982 2557656.71817837 683456.243240449 230430.663925649 1413393.94727435 240605.424581686 1136977.2
1982-10-17 10 12 17 1982 2646086.92044008 539165.842318031 363278.971807471 1280545.63939253 145935.294075344 1136977.2
1982-10-24 10 13 24 1982 2852061.13425668 512861.515665074 549721.126534592 1094103.48466541 170470.179826199 1136977.2
1982-10-31 10 14 31 1982 2923040.61472611 528496.509669919 350720.221583237 1293104.38961676 224299.951820986 1215131
1982-11-07 11 15 7 1982 3240435.07275225 317331.829805053 226265.362778557 1756347.49146144 87577.335268362 1215131
1982-11-14 11 16 14 1982 3485013.7198623 352101.713495693 102357.102759501 1880255.7514805 109120.911804588 1117706.4
1982-11-21 11 17 21 1982 3734063.70900106 602494.55368534 771623.967401111 1210988.88683889 147501.407392088 1117706.4
1982-11-28 11 18 28 1982 3637165.75543274 535800.713814899 612507.961127376 1370104.89311262 201050.97384317 1008505.2
1982-12-05 12 19 5 1982 3982212.65285816 721666.934559013 227618.143266642 2081754.96905336 494729.72841501 1008505.2
1982-12-12 12 20 12 1982 3933940.91707667 690338.24790409 365095.930519688 1944277.18180031 413462.315706482 1008505.2
1982-12-19 12 21 19 1982 3947219.71762263 461047.231710267 383671.119820734 1925701.99249927 206631.153871429 1008505.2
1982-12-26 12 22 26 1982 4018808.75498774 546766.598714459 435829.278808217 1873543.83351178 192258.600441692 1008505.2
1983-01-02 1 23 2 1983 4913110.38971493 6207057.50401276 593465.893970422 1705883.89754958 5278226.91820944 1020281.8
1983-01-09 1 24 9 1983 4433047.49151062 4419764.32598303 77504.0468706656 2221845.74464933 3807360.87671999 1020281.8
1983-01-16 1 25 16 1983 3994702.60209713 3380022.81618108 164263.513065649 2135086.27845435 2575105.49725369 1020281.8
1983-01-23 1 26 23 1983 3526156.30796756 2166631.26696692 307375.163977609 1991974.62754239 1260588.83503002 1020281.8
1983-01-30 1 27 30 1983 2850362.69606487 688633.162222834 349317.151482434 1950032.64003757 92007.9354740137 1033129
1983-02-06 2 28 6 1983 2754038.93910217 2435554.45851775 39878.6753868731 2099097.98333313 1897471.38844467 1103788.6
1983-02-13 2 29 13 1983 2461138.92522544 1348674.22076109 221.683692342136 2138754.97502766 778809.191353099 1012172.69697234
1983-02-20 2 30 20 1983 2460516.81354082 591626.067380226 125939.467270095 2013037.1914499 216713.094194829 1033129
1983-02-27 2 31 27 1983 2821136.67136697 803551.513518201 0 2194166.54341435 413592.802728997 956761.128585648
1983-03-06 3 32 6 1983 2760538.77876183 816743.162817221 0 2113995.00135596 427202.934783869 851551.006644037
1983-03-13 3 33 13 1983 2812203.20815715 1002001.09272971 0 2209177.4852808 592262.628575377 756368.522719202
1983-03-20 3 34 20 1983 3154683.42768406 1377610.50682492 0 2321844.68804965 820813.039054061 666183.919950355
1983-03-27 3 35 27 1983 2888969.75161302 1321917.33503956 0 2249102.84663632 772922.214247398 738925.761363682
1983-04-03 4 36 3 1983 2366067.43469862 551416.830398424 0 2236058.90827596 258091.83618754 683090.731724041
1983-04-10 4 37 10 1983 2667790.91788714 318748.932187618 0 2514880.15800276 72138.201856328 404269.481997242
1983-04-17 4 38 17 1983 2483981.539768 139854.952655911 0 2660788.907782 97736.5360619244 438978.988218
1983-04-24 4 39 24 1983 3467774.0674953 108159.425962004 0 2206516.14080127 0 893251.755198726
1983-05-01 5 40 1 1983 3536890.61089751 417841.699236177 0 3194757.76586928 113447.046896768 168485.562130716
1983-05-08 5 41 8 1983 3657617.13915172 520234.335445469 0 3241160.30833047 66139.0682812888 122083.019669533
1983-05-15 5 42 15 1983 3997894.56552224 817099.338890002 0 2387975.82658994 60796.419302847 975267.501410065
1983-05-22 5 43 22 1983 4509252.41117981 508716.756509912 0 2368187.09920707 0 995056.228792926
1983-05-29 5 44 29 1983 12368731.7858361 804391.610112198 27657.0924760308 2093277.58880397 0 1263308
1983-06-05 6 45 5 1983 11325525.3626918 3364263.45723228 0 3703789.89454737 2639876.44761804 0
1983-06-12 6 46 12 1983 10401775.8888349 1875937.10054345 0 3457322.67679173 1326874.81332582 0
1983-06-19 6 47 19 1983 9061957.46326574 1365187.04873984 0 3985356.00307427 1124355.67081541 0
1983-06-26 6 48 26 1983 7035393.39583372 969995.632931579 0 3454373.90394837 969995.632931579 0
1983-07-03 7 49 3 1983 6558210.17110243 662436.635270261 0 3294098.33166104 662436.635270261 0
1983-07-10 7 50 10 1983 6592732.95026584 631778.203199908 0 3328721.98787486 631778.203199908 0
1983-07-17 7 51 17 1983 7277935.30890328 309146.854523332 0 2560475.57241141 309146.854523332 401677.787588593
1983-07-24 7 52 24 1983 6997413.85652106 224113.912022403 0 3700913.09133517 224113.912022403 0
1983-07-31 7 52 31 1983 7347933.56119729 223827.531100544 0 2418033.98345908 223827.531100544 544119.376540915
1983-08-07 8 1 7 1983 5344914.00081137 1263559.44449171 0 3011074.72584632 1263559.44449171 0
1983-08-14 8 2 14 1983 3670847.02516785 631284.738765308 0 2512672.03328019 631284.738765308 323836.470719811
1983-08-21 8 3 21 1983 1998088.30175988 0 0 2351721.94349324 0 484786.56050676
1983-08-28 8 4 28 1983 1788228.1456274 16300.0472611534 0 2126515.24999788 0 668312.118002124
1983-09-04 9 5 4 1983 1592159.49051109 82450.930880778 0 2147094.87885951 21684.0785035438 647732.489140488
1983-09-11 9 6 11 1983 1804414.08691612 318933.365807828 0 1771846.28502192 168804.394108897 967707.146978085
1983-09-18 9 7 18 1983 1971105.42807697 511036.297108286 139675.459247834 1618415.00907217 199032.983239801 998869.8
1983-09-25 9 8 25 1983 2088202.57882436 653594.462390435 448761.577915019 1309328.89040498 136928.079929251 998869.8
1983-10-02 10 9 2 1983 1778245.44643859 380707.269070804 595516.945049252 1162573.52327075 71067.0794321259 998869.8
1983-10-09 10 10 9 1983 1693856.1469926 346550.378705198 521683.128441095 1122141.48275891 72244.0078076875 1136977.2
1983-10-16 10 11 16 1983 1635618.44626575 356238.269005997 426181.366495445 1217643.24470456 83853.4520469413 1136977.2
1983-10-23 10 12 23 1983 1670069.15332208 371684.661965488 458997.749773369 1184826.86142663 92117.3097884623 1136977.2
1983-10-30 10 13 30 1983 1763558.09263062 428892.0475126 447535.557913698 1196289.0532863 133860.582931233 1136977.2
1983-11-06 11 14 6 1983 1960142.22396786 527140.125406117 469377.110468408 1174447.50073159 205349.391540715 1215131
1983-11-13 11 15 13 1983 2483858.62013297 365260.87216167 0 2180984.14473892 122609.568526412 997129.879261076
1983-11-20 11 16 20 1983 2842586.32101595 700413.391458254 319105.643200482 1663507.21103952 379160.269641262 1117706.4
1983-11-27 11 17 27 1983 3168744.5468128 766299.975100319 329833.736536606 1652779.11770339 434980.822923459 1117706.4
1983-12-04 12 18 4 1983 3328917.89156781 499847.208979064 239058.651703732 1743554.20253627 238168.239667968 1008505.2
1983-12-11 12 19 11 1983 3868775.70715599 708855.408176855 136187.918464174 2173185.19385583 503980.05470883 1008505.2
1983-12-18 12 20 18 1983 3715611.96621331 662469.174449075 38609.7580959341 2270763.35422407 500300.05424412 1008505.2
1983-12-25 12 21 25 1983 3907669.06674352 434825.136167167 170600.837159097 2138772.2751609 242440.149752186 1008505.2
1984-01-01 1 22 1 1984 4086103.84032766 597185.256090724 788024.213051382 1521348.89926862 128497.160088649 1008505.2
1984-01-08 1 23 8 1984 4728457.1497215 2642534.59933101 862010.143683213 1437339.64783679 1538440.98364459 1020281.8
1984-01-15 1 24 15 1984 3853442.75733463 634604.820877646 547916.443230355 1751433.34828964 85731.5897067996 1020281.8
1984-01-22 1 25 22 1984 3951620.81409064 352022.235905016 655071.236472708 1644278.55504729 16440.713020146 1020281.8
1984-01-29 1 26 29 1984 4036621.88921627 387361.895960757 614707.183452188 1684642.60806781 45667.8215950144 1020281.8
1984-02-05 2 27 5 1984 4254648.51538506 508253.782631462 396914.77125662 1902435.02026338 92190.0404968267 1033129
1984-02-12 2 28 12 1984 4323013.012792 506185.110286845 347531.744420622 1791444.91429938 34450.8723403931 1103788.6
1984-02-19 2 29 19 1984 4434557.31447614 493176.097154394 338539.938230372 1800436.72048963 37850.4672797668 1033129
1984-02-26 2 30 26 1984 4539539.41809754 355417.361387385 225849.249645979 1913127.40907402 16313.1101001708 1033129
1984-03-04 3 31 4 1984 4706851.68875905 302915.982812166 243583.433410649 1895393.22530935 0 1033129
1984-03-11 3 32 11 1984 4544468.25352387 471823.314683818 143856.222922031 1736518.75915797 0 1103788.6
1984-03-18 3 33 18 1984 4681023.37355055 746870.343997917 0 2113502.17403341 15220.8264046957 852043.833966587
1984-03-25 3 34 25 1984 4506103.39859926 530088.998380714 0 2433612.71455835 161072.220277351 554415.893441646
1984-04-01 4 35 1 1984 4686450.54972438 642610.318670936 0 2248744.62910689 256632.037543762 739283.978893107
1984-04-08 4 36 8 1984 4700478.9140387 162990.930723844 0 2029825.06909151 0 889324.57090849
1984-04-15 4 37 15 1984 5417324.91334885 399255.945846198 0 2419035.98695392 0 500113.653046085
1984-04-22 4 38 22 1984 6446209.93662967 836304.126376778 0 2173759.13204623 300959.012830398 926008.763953773
1984-04-29 4 39 29 1984 6631844.07640207 1295469.40945627 0 3625329.42854581 959791.579830574 0
1984-05-06 5 40 6 1984 5954865.34475742 372678.589512697 0 3253510.1062921 67613.6519697094 109733.221707899
1984-05-13 5 41 13 1984 5453443.06314672 326374.166682697 0 2260393.93189343 0 1102849.39610657
1984-05-20 5 42 20 1984 5795026.62450566 570543.525600202 488484.207586467 1632450.47369353 0 1263308
1984-05-27 5 43 27 1984 6156191.27984926 887708.704267459 0 2511831.68214671 0 851411.645853292
1984-06-03 6 44 3 1984 7134834.38714621 1623910.39469818 0 3416858.65383653 632197.305650332 0
1984-06-10 6 45 10 1984 5781711.60705415 1996397.66116272 0 3594537.0584718 1309718.45053509 0
1984-06-17 6 46 17 1984 5165220.24507027 2153168.63756301 0 3495621.41526374 1688523.74827874 0
1984-06-24 6 47 24 1984 3927638.84206414 1270992.9578956 0 3862153.41663279 1030337.9366742 0
1984-07-01 7 48 1 1984 3443174.68287646 476444.268376953 0 3879781.46827744 476444.268376953 0
1984-07-08 7 49 8 1984 5120547.11724946 690428.629837273 0 3689853.51648628 690428.629837273 0
1984-07-15 7 50 15 1984 5468188.17580538 391894.711678017 0 3202147.5954351 391894.711678017 0
1984-07-22 7 51 22 1984 5612807.36008674 227170.828788756 0 2697593.77716621 227170.828788756 264559.582833793
1984-07-29 7 52 29 1984 5356204.52804657 224113.912022403 0 2384711.06426449 224113.912022403 577442.295735506
1984-08-05 8 1 5 1984 4274165.63555011 289232.149155863 0 2557122.98893493 289232.149155863 279385.515065066
1984-08-12 8 2 12 1984 3206191.81398858 175517.563917472 0 2069251.16194141 175517.563917472 767257.342058591
1984-08-19 8 3 19 1984 1995839.63978502 0 38764.7519976282 1903754.81904237 0 913221.8
1984-08-26 8 4 26 1984 1792494.53014597 16281.1222924162 0 2047587.76658233 0 747239.601417669
1984-09-02 9 5 2 1984 1981544.14846359 60680.7747269125 0 2140172.64690831 0 654654.721091687
1984-09-09 9 6 9 1984 1810627.80259954 326794.715267447 0 1886036.8844452 168580.820705726 853516.547554795
1984-09-16 9 7 16 1984 1969029.9925964 510412.485680466 151339.215321718 1606751.25299828 190920.933620138 998869.8
1984-09-23 9 8 23 1984 2165513.28554444 732125.50436522 380474.254142047 1377616.21417795 255092.069625916 998869.8
1984-09-30 9 9 30 1984 2197394.5688157 789335.533041854 545953.969177562 1212136.49914244 249745.314293811 998869.8
1984-10-07 10 10 7 1984 1940582.09297197 366244.363042747 463186.571336835 1180638.03986317 102278.56953481 1136977.2
1984-10-14 10 11 14 1984 2030367.10240213 371891.897455371 582451.253602237 1061373.35759776 95022.3064246961 1136977.2
1984-10-21 10 12 21 1984 2044431.64695241 464272.67400771 367917.496871854 1275907.11432815 176918.918053782 1136977.2
1984-10-28 10 13 28 1984 2006314.85541905 371534.373225694 421334.201484393 1222490.40971561 118211.133376476 1136977.2
1984-11-04 11 14 4 1984 2011406.20219526 407565.671989547 514872.504110103 1128952.1070899 105977.549251491 1215131
1984-11-11 11 15 11 1984 2175077.8839215 289626.662037334 389033.946576079 1593578.90766392 68361.4943523794 1215131
1984-11-18 11 16 18 1984 2153106.74599947 322143.996770151 398373.944480896 1584238.9097591 90649.0429743644 1117706.4
1984-11-25 11 17 25 1984 2234077.90962235 289239.940024676 466128.982730911 1516483.87150909 57888.7383634742 1117706.4
1984-12-02 12 18 2 1984 2252437.66932542 268545.842552656 654932.533559948 1327680.32068005 42934.4056687283 1008505.2
1984-12-09 12 19 9 1984 2486431.66569729 447637.080554644 540010.937688807 1769362.17463119 204669.783403097 1008505.2
1984-12-16 12 20 16 1984 2468972.41410391 588057.343432913 405160.329388759 1904212.78293124 309370.447321797 1008505.2
1984-12-23 12 21 23 1984 2530325.87146515 381747.154712152 367177.480236608 1942195.63208339 140999.918654494 1008505.2
1984-12-30 12 22 30 1984 2587248.13116402 397096.773632631 425070.565151944 1884302.54716806 128693.654835746 1008505.2
1985-01-06 1 23 6 1985 3397013.28393284 3610799.30568453 846128.919530653 1453220.87198935 2541459.19888534 1020281.8
1985-01-13 1 24 13 1985 2445431.32001069 1586583.89265584 653703.514726725 1645646.27679328 736997.107128492 1020281.8
1985-01-20 1 25 20 1985 1853522.3522739 312751.888054756 751411.63843315 1547938.15308685 13646.1980730528 1020281.8
1985-01-27 1 26 27 1985 1931751.1490538 307854.121948132 759828.065534854 1539521.72598515 8846.51798079312 1020281.8
1985-02-03 2 27 3 1985 1996874.4968728 284915.126389002 773992.590097413 1525357.20142259 6308.01776970336 1033129
1985-02-10 2 28 10 1985 1620164.06609654 1079151.12106402 0 2150669.13124428 744744.310631231 1070918.14075572
1985-02-17 2 29 17 1985 1511475.54548502 350727.943144529 820168.380234402 1318808.2784856 6908.48764438446 1033129
1985-02-24 2 30 24 1985 1209602.49962272 364442.833297485 889936.26808918 1249040.39063082 0 1033129
1985-03-03 3 31 3 1985 908229.008450403 343846.12809207 822658.529006963 1316318.12971304 0 1033129
1985-03-10 3 32 10 1985 342334.586699087 247166.526005357 645110.22213444 1235264.75994556 0 1103788.6
1985-03-17 3 33 17 1985 338240.175070965 292489.616547931 743118.504610358 1137256.47746964 0 1103788.6
1985-03-24 3 34 24 1985 664863.984315256 542786.711642497 404613.526726041 1475761.45535396 0 1126271.2
1985-03-31 3 35 31 1985 843758.277789161 849385.835533226 340186.237465045 1540188.74461496 135748.238184218 1126271.2
1985-04-07 4 36 7 1985 890198.462268294 321679.431816056 385211.415437385 1348823.08296262 0 1202283.8
1985-04-14 4 37 14 1985 1470964.14864791 286390.559585221 0 2175178.63504394 25633.1575878276 743971.004956064
1985-04-21 4 38 21 1985 3513345.66413469 1405594.28526748 0 2739132.8493745 593075.039082167 360635.046625505
1985-04-28 4 39 28 1985 3907375.76834401 1435027.3709392 0 3882116.26784657 979871.602195077 0
1985-05-05 5 40 5 1985 5388461.40853498 3994543.37088521 0 3135552.5943519 3432252.43376042 227690.733648104
1985-05-12 5 41 12 1985 5044465.88466395 3548754.00679185 0 2966009.25011409 2900279.98114056 397234.077885907
1985-05-19 5 42 19 1985 3618875.17331212 2185537.46766802 0 3028358.61622828 1429622.31799677 334884.711771716
1985-05-26 5 43 26 1985 4741930.84091452 1106128.20304731 0 2548387.98125015 304034.694346266 814855.346749853
1985-06-02 6 44 2 1985 7046313.39596211 960408.567025473 0 2334340.98680824 154001.647673132 1028902.34119176
1985-06-09 6 45 9 1985 8015826.15834509 631456.891542681 0 2370304.6674097 307.595324347568 790174.2845903
1985-06-16 6 46 16 1985 7937725.20159571 1128395.85222018 0 2586345.74499654 639631.137909962 574133.20700346
1985-06-23 6 47 23 1985 8552687.58521744 439761.364602646 0 2244174.54961715 255622.593717841 916304.402382851
1985-06-30 6 48 30 1985 5508499.70880112 280376.447065363 0 2203647.08669122 280376.447065363 956831.865308783
1985-07-07 7 49 7 1985 12428321.5674951 0 254198.457826377 1820628.94777362 0 907868.8
1985-07-14 7 50 14 1985 8612080.82012792 0 161774.022321189 1913053.38327881 0 907868.8
1985-07-21 7 51 21 1985 6459122.73911317 170333.173124301 162461.030309451 1912366.37529055 147490.465688148 907868.8
1985-07-28 7 52 28 1985 5581337.52029368 0 493679.900717774 1581147.50488223 0 907868.8
1985-08-04 8 1 4 1985 3659883.57224821 0 0 2098840.45296932 0 737668.051030677
1985-08-11 8 2 11 1985 2826565.62222734 0 281579.938826638 1660939.63221336 0 913221.8
1985-08-18 8 3 18 1985 1094809.25749097 0 0 2054260.08266276 0 782248.421337237
1985-08-25 8 4 25 1985 1317568.21651571 16281.1222924162 0 2006362.69541771 0 788464.672582292
1985-09-01 9 5 1 1985 1282396.61585047 60680.7747269125 0 1974861.13520601 0 819966.232793994
1985-09-08 9 6 8 1985 1626574.56966943 254194.767690157 644289.358123495 1113801.1101965 28563.8559300464 998869.8
1985-09-15 9 7 15 1985 1630606.2214903 364652.710491087 239432.314532579 1518658.15378742 129158.558989446 998869.8
1985-09-22 9 8 22 1985 1955916.99056015 556416.30418826 0 2036358.28614279 316902.524022411 703195.145857212
1985-09-29 9 9 29 1985 2046181.55075973 641064.895173434 348603.67072462 1409486.79759538 159296.190067578 998869.8
1985-10-06 10 10 6 1985 1990645.62604182 369347.700885371 597427.78810061 1046396.82309939 79139.5018310582 1136977.2
1985-10-13 10 11 13 1985 1945133.01059087 456324.253717969 603244.496364151 1040580.11483585 97752.8531078331 1136977.2
1985-10-20 10 12 20 1985 2005984.15681083 555427.864628874 519109.462029308 1124715.14917069 197963.358392811 1136977.2
1985-10-27 10 13 27 1985 2139713.96468088 655939.753081797 431637.647601343 1212186.96359866 257667.042498561 1136977.2
1985-11-03 11 14 3 1985 2179534.50014292 651514.591650365 173805.15152393 1470019.45967607 271453.013896995 1215131
1985-11-10 11 15 10 1985 2690899.34246675 599790.210044112 0 2140650.61994083 232354.096835422 1037463.40405917
1985-11-17 11 16 17 1985 2697023.684017 455118.360218546 413059.1503003 1569553.7039397 105306.947827788 1117706.4
1985-11-24 11 17 24 1985 2681496.34332039 345103.178988295 810108.649273371 1172504.20496663 59235.7225724822 1117706.4
1985-12-01 12 18 1 1985 2556097.29936178 467996.82980586 915462.025691941 1067150.82854806 108828.41739471 1008505.2
1985-12-08 12 19 8 1985 2686892.63596627 677387.946412352 0 2392835.14123187 549430.116886959 902178.090768131
1985-12-15 12 20 15 1985 2783033.08231529 578710.589788035 312406.856848455 1996966.25547155 371170.674456207 1008505.2
1985-12-22 12 21 22 1985 2853987.1616195 362823.531194065 1054635.80610199 1254737.30621801 77302.082563941 1008505.2
1985-12-29 12 22 29 1985 2383038.3719305 370167.161536855 912962.014333444 1396411.09798656 72039.5001512437 1008505.2
1986-01-05 1 23 5 1986 2858698.02304947 2364247.75630493 857986.850284058 1441362.94123594 1272557.28312576 1020281.8
1986-01-12 1 24 12 1986 1674981.38368636 490344.967764472 1255244.59700733 1044105.19451267 40052.3900471282 1020281.8
1986-01-19 1 25 19 1986 1747152.13889255 325951.593168198 790650.091757544 1508699.69976246 14860.7125136478 1020281.8
1986-01-26 1 26 26 1986 2033705.39553625 497233.467312656 724141.204797036 1575208.58672296 21480.6015318647 1020281.8
1986-02-02 2 27 2 1986 2035599.34974925 344157.036696259 746269.746931566 1553080.04458843 12633.8380792164 1033129
1986-02-09 2 28 9 1986 1835203.32483073 706638.673132906 0 2265559.12372664 253827.739089411 956028.148273358
1986-02-16 2 29 16 1986 1612387.9159382 365836.602066819 787415.751382444 1351560.90733756 11265.8953847384 1033129
1986-02-23 2 30 23 1986 1346499.31679504 423821.164027984 948766.81614814 1190209.84257186 25437.3822262474 1033129
1986-03-02 3 31 2 1986 1525760.63522092 526003.215966112 0 2231545.69373598 166319.28626281 919381.978264021
1986-03-09 3 32 9 1986 2005090.02350159 958080.129269876 0 2265005.84334922 531255.008810218 700540.164650776
1986-03-16 3 33 16 1986 2250760.10559519 1264752.37364754 0 2362333.42646141 776560.035261412 603212.581538587
1986-03-23 3 34 23 1986 2062011.12106952 1138392.03558248 0 2101604.02662033 634680.764322069 886424.581379668
1986-03-30 3 35 30 1986 2008882.67133935 646122.074712325 0 2021065.5085054 171337.22003032 966963.099494597
