"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN"
1979-08-05 8 1 5 1979 19553612 7116541 1347699 593600 5770433 2956187.67466893 8688922 2896389 1392402 1792000 1540000
1979-08-12 8 2 12 1979 19814306 7221921 1386299 638280 5671467 2933124.90438303 8549430 2782067 1392402 1792000 1540000
1979-08-19 8 3 19 1979 20075000 7327300 1424900 682960 5572500 2910063.13409714 8409937 2667744 1392402 1792000 1540000
1979-08-26 8 4 26 1979 20073116 7321562 1423330 711282 5473533 2887000.36381124 8270445 2553422 1392402 1792000 1540000
1979-09-02 9 5 2 1979 20071231 7315823 1421759 711282 5374567 2863937.85657455 8130952 2439100 1392402 1792000 1540000
1979-09-09 9 6 9 1979 20040487 7239906 1410701 737712 5275600 2840875.08628865 8239435 2387014 1370869.71763585 1792000 1482126
1979-09-16 9 7 16 1979 20009744 7163989 1399644 764141 5176633 2817813.31600276 8347918 2334849 1321739.43527169 1792000 1424251
1979-09-23 9 8 23 1979 19979000 7088071 1388586 790571 5077667 2794750.54571686 8456401 2282683 1272609.15290754 1792000 1366377
1979-09-30 9 9 30 1979 19948256 7012154 1377528 817000 5414900 2726227 8564884 2230518 1223478.87054338 1792000 1308502
1979-10-07 10 10 7 1979 19891132 6937496 1361264 817000 5647133 2735008 8673368 2230875 1203500.9687614 1792000 1199292
1979-10-14 10 11 14 1979 19834008 6862838 1344999 817000 5654353 2743789 8781851 2231232 1183523.06697941 1792000 1090082
1979-10-21 10 12 21 1979 19776885 6788181 1328735 817000 5661572 2752570 8890334 2231589 1163545.16519743 1792000 980873
1979-10-28 10 13 28 1979 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 1143567.26341545 1792000 871663
1979-11-04 11 14 4 1979 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 1123589.36163346 1792000 762453
1979-11-11 11 15 11 1979 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1157216.19142928 1790869 696602
1979-11-18 11 16 18 1979 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1190842.0212251 1789739 630751
1979-11-25 11 17 25 1979 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1224468.85102091 1788608 564899
1979-12-02 12 18 2 1979 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1258094.68081673 1787477 499048
1979-12-09 12 19 9 1979 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1291721.51061255 1769824 499048
1979-12-16 12 20 16 1979 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1315344 1752171 499048
1979-12-23 12 21 23 1979 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1979-12-30 12 22 30 1979 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1980-01-06 1 23 6 1980 17566070 4916142 376536.357945874 810693 3989400 2087089 7450294 2107940 1255979 1657718 499048
1980-01-13 1 24 13 1980 17277237 4512824 372558.040489484 804386 4109400 2090699 7450294 2107940 1224283 1598571 499048
1980-01-20 1 25 20 1980 16988405 4109505 367431.100562892 779185 4229400 2094309 7450294 2107940 1192587 1539424 499048
1980-01-27 1 26 27 1980 16699572 3706187 361341.362867546 741641 4209593 2097919 7450294 2107940 1160891 1480277 499048
1980-02-03 2 27 3 1980 16410739 3302868 355874.396060556 704096 4189501 2101529 7450294 2107940 1129195 1421130 499048
1980-02-10 2 28 10 1980 16085400 3246041 357300.921782052 670000 4163666 2106438 7144542 2102386 1117691 1297560 499048
1980-02-17 2 29 17 1980 15981813 3286603 357250.011075252 626375 4137831 2111347 7554113 2096833 1106187 1173990 499048
1980-02-24 2 30 24 1980 15955681 3327165 331935.241620928 582750 4111996 2116256 8021800 2091279 1094683 1050419 499048
1980-03-02 3 31 2 1980 15929549 3367727 245315.146823544 539125 4086162 2114303.21173869 8349854 2085725 1020000 926849 499048
1980-03-09 3 32 9 1980 15932921 3394851 224006.980928122 495500 4060129 2106147.43897482 8424628 2096634 1023308.99195544 838337 499048
1980-03-16 3 33 16 1980 15936293 3421975 202698.8150327 413175 4034096 2095455.97411359 8456362 2107543 1026617.98391088 749825 499048
1980-03-23 3 34 23 1980 15939665 3449099 202698.8150327 330850 4008063 2084834.62950932 8482147 2118452 1004782 661312 499048
1980-03-30 3 35 30 1980 15943036 3476223 202698.8150327 248525 3982030 2074367.38597812 8509863 2129361 978650 572800 499048
1980-04-06 4 36 6 1980 15902772 3542861.20141879 319295.201401729 166200 3945286 2064001.81962374 8529202 2186386 998683 572800 499048
1980-04-13 4 37 13 1980 15862508 3509504.93731331 317129.71803329 191341 3908542 2054229.41287635 8488800 2243411 1018716 572800 499048
1980-04-20 4 38 20 1980 15860326 3579913.41389137 333960.004789961 216482 3906360 2081951.53186268 8448050 1905025.7127951 1041129 592932 630751
1980-04-27 4 39 27 1980 15858144 3601082 396252.001329584 241624 3904178 2254117.17577265 8407300 2125245.97582527 1063542 613064 762453
1980-05-04 5 40 4 1980 15937562 4017889 471653.87608149 266765 4078605 2445721 5129300 2340214.90231377 1100514 774122 797600
1980-05-11 5 41 11 1980 16016980 4434695 568872.41119323 283646 4253031 2575796 5129300 2525294.06651776 1137486 935180 832747
1980-05-18 5 42 18 1980 16096398 4851501 644572.316470464 283646 4427457 2699917.22519453 5677987.99156446 2654730.13665095 1174458 1096237 867894
1980-05-25 5 43 25 1980 16175816 5268307 693905 283646 4601884 2768398.85848248 7208710.90925665 2771695.31082259 1211430 1257295 903041
1980-06-01 6 44 1 1980 16255235 5685114 739049 283646 4776310 2929494.36462169 9031317 2947013.10277557 1248402 1418353 938188
1980-06-08 6 45 8 1980 16999135 6059766 828751 390555 5004707 2992380 9050338 3120445.3354881 1287873 1511765 1088641
1980-06-15 6 46 15 1980 17743035 6434419 918454 417612 5233103 3018735 9069359 3268728.34772135 1327344 1605177 1239094
1980-06-22 6 47 22 1980 18486935 6809071 1008156 442753 5461500 3045090 9088379 3399305.3021101 1366815 1698588 1389547
1980-06-29 6 48 29 1980 19230835 7183724 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1980-07-06 7 49 6 1980 19441877 7219618 1179619 493035 5752127 3048437.4927633 9107400 3353678 1420000 1792000 1540000
1980-07-13 7 50 13 1980 19652918 7255512 1261379 518176 5869400 3025374.72247741 9107400 3239356 1420000 1792000 1540000
1980-07-20 7 51 20 1980 19863959 7291406 1343140 543318 5869400 3002312.95219152 8967907 3125033 1420000 1792000 1540000
1980-07-27 7 52 27 1980 20075000 7327300 1424900 568459 5869400 2979250.18190562 8828415 3010711 1420000 1792000 1540000
1980-08-03 8 1 3 1980 19553612 7116541 1347699 593600 5770433 2979346 8688922 2896389 1392402 1792000 1540000
1980-08-10 8 2 10 1980 19814306 7221921 1386299 638280 5671467 2960915 8549430 2782067 1392402 1792000 1540000
1980-08-17 8 3 17 1980 20075000 7327300 1424900 682960 5572500 2942485 8409937 2667744 1392402 1792000 1540000
1980-08-24 8 4 24 1980 20073116 7321562 1423330 711282 5473533 2924054 8270445 2553422 1392402 1792000 1540000
1980-08-31 8 5 31 1980 20071231 7315823 1421759 711282 5374567 2905623 8130952 2439100 1392402 1792000 1540000
1980-09-07 9 6 7 1980 20040487 7239906 1410701 737712 5275600 2887192 8239435 2387014 1381394 1792000 1482126
1980-09-14 9 7 14 1980 20009744 7163989 1399644 764141 5176633 2868762 8347918 2334849 1358200 1792000 1424251
1980-09-21 9 8 21 1980 19979000 7088071 1388586 790571 5077667 2801321 8456401 2282683 1327300 1792000 1366377
1980-09-28 9 9 28 1980 19948256 7012154 1377528 817000 5639913 2726227 8564884 2230518 1296400 1792000 1308502
1980-10-05 10 10 5 1980 19891132 6937496 1361264 817000 5647133 2735008 8673368 2230875 1286140 1792000 1199292
1980-10-12 10 11 12 1980 19834008 6862838 1344999 817000 5654353 2743789 8781851 2231232 1275880 1792000 1090082
1980-10-19 10 12 19 1980 19776885 6788181 1328735 817000 5661572 2752570 8890334 2231589 1265620 1792000 980873
1980-10-26 10 13 26 1980 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 1255360 1792000 871663
1980-11-02 11 14 2 1980 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 1245100 1792000 762453
1980-11-09 11 15 9 1980 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1263538 1790869 696602
1980-11-16 11 16 16 1980 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1281975 1789739 630751
1980-11-23 11 17 23 1980 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1300413 1788608 564899
1980-11-30 11 18 30 1980 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1318850 1787477 499048
1980-12-07 12 19 7 1980 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1329179 1769824 499048
1980-12-14 12 20 14 1980 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1315344 1752171 499048
1980-12-21 12 21 21 1980 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1980-12-28 12 22 28 1980 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1981-01-04 1 23 4 1981 17381844.0970918 4916142 233429.954636383 810693 2913133.40566227 1780128.58642758 7450294 2107940 1255979 1657718 499048
1981-01-11 1 24 11 1981 17277237 4512824 237697.622895594 804386 2844957.92287647 1766355.49069497 7450294 2107940 1224283 1598571 499048
1981-01-18 1 25 18 1981 16988405 4109505 240924.464418388 779185 2773618.86080579 1750827.53808475 7450294 2107940 1192587 1539424 499048
1981-01-25 1 26 25 1981 16699572 3706187 243845.701504995 741641 2621400 1737079.66963465 7450294 2107940 1160891 1480277 499048
1981-02-01 2 27 1 1981 16410739 3302868 246022.12870851 704096 2309400 1724972.00111852 7450294 2107940 1129195 1421130 499048
1981-02-08 2 28 8 1981 16085400 3246041 250678.744519346 670000 2039400 1717355.33609935 7109310.89859705 2102386 1117691 1297560 499048
1981-02-15 2 29 15 1981 15981813 3286603 254872.362401774 626375 1769400 1709349.65550218 7518881.89859705 2096833 1106187 1173990 499048
1981-02-22 2 30 22 1981 15955681 3327165 277376.564818142 582750 1499400 1749575.79597864 7986568.89859705 2091279 1094683 1050419 499048
1981-03-01 3 31 1 1981 15929549 3367727 210900 539125 1229400 1764356.40045558 8314622.89859705 2085725 1083179 926849 499048
1981-03-08 3 32 8 1981 15932921 3394851 182900 495500 1059400 1767508.10629703 8389396.89859705 2096634 1057047 838337 499048
1981-03-15 3 33 15 1981 15936293 3421975 154900 413175 889400 1782846.14799778 8421130.89859705 2107543 1030915 749825 499048
1981-03-22 3 34 22 1981 15939665 3449099 154900 330850 889400 1803033.60367204 8446915.89859705 2118452 1004782 661312 499048
1981-03-29 3 35 29 1981 15943036 3476223 154900 248525 889400 1818418.01976939 8483607.89859705 2129361 978650 572800 499048
1981-04-05 4 36 5 1981 15902772 3556256 270482.210664963 166200 889400 1841412.3102649 8494318.89859705 2186386 998683 572800 499048
1981-04-12 4 37 12 1981 15862508 3625401.46302738 270229.036585352 191341 889400 1851084.79402332 8418337.7971941 2243411 1018716 572800 499048
1981-04-19 4 38 19 1981 15860326 3578509.52112687 271392.913682009 216482 889400 1898354.33637668 8342356.69579115 2234029.8977308 1041129 592932 630751
1981-04-26 4 39 26 1981 15858144 3601082 306224.817095041 241624 889400 2081065.98575595 8266375.59438821 2393397.27670578 1063542 613064 762453
1981-05-03 5 40 3 1981 15937562 3948286.90934098 351677.011853846 266765 2850080.17888373 2273511.68073281 5129300 2583354.33755964 1100514 774122 797600
1981-05-10 5 41 10 1981 16016980 4212574.26031538 391091.691206091 283646 3155787.01210942 2360374.93587696 5129300 2669570.25298137 1137486 935180 832747
1981-05-17 5 42 17 1981 16096398 4661233.12697655 455879.965338184 283646 3462588.14347185 2424994.19048485 5258163 2750593.12967236 1174458 1096237 867894
1981-05-24 5 43 24 1981 16175816 5268307 573590.534379502 283646 3926540.44554793 2615721.84867776 5647240.35546568 2865633.63094382 1211430 1257295 903041
1981-05-31 5 44 31 1981 16255235 5685114 737947.017946078 283646 4581765.84108747 2751050.3160486 8185574.36441477 2947259.21666193 1248402 1418353 938188
1981-06-07 6 45 7 1981 16999135 6059766 828655.437455415 390555 4904922.12099369 2808145.13637816 8397577.85542598 2995619.88220597 1287873 1511765 1088641
1981-06-14 6 46 14 1981 17743035 6434419 871612.004182424 417612 5233103 2864609.46522634 8385674.58095576 3157912.20648341 1327344 1605177 1239094
1981-06-21 6 47 21 1981 18486935 6176814.93571413 926585.893163189 442753 5461500 3018212.51110554 8631307.45500925 3360786.22396192 1366815 1698588 1389547
1981-06-28 6 48 28 1981 18897568.832399 6155710.56825026 980120.736890418 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1981-07-05 7 49 5 1981 19125999.7045317 6379510.78478353 1120203.46727916 493035 5752127 3053069 9107400 3353678 1420000 1792000 1540000
1981-07-12 7 50 12 1981 19468029.923735 6916237.62083394 1249153.67619906 518176 5869400 3034638 9107400 3239356 1420000 1792000 1540000
1981-07-19 7 51 19 1981 19693744.2820169 7181444.70098554 1333039.17265167 543318 5869400 3016208 8967907 3125033 1420000 1792000 1540000
1981-07-26 7 52 26 1981 20075000 7327300 1424900 568459 5869400 2997777 8828415 3010711 1420000 1792000 1540000
1981-08-02 8 1 2 1981 19553612 7116541 1347699 593600 5770433 2979346 8756187 2896389 1392402 1792000 1540000
1981-08-09 8 2 9 1981 19814306 7221921 1386299 638280 5671467 2960915 8639117 2782067 1392402 1792000 1540000
1981-08-16 8 3 16 1981 20075000 7327300 1424900 682960 5572500 2942485 8522046 2667744 1392402 1792000 1540000
1981-08-23 8 4 23 1981 20073116 7321562 1423330 711282 5473533 2924054 8404975 2553422 1392402 1792000 1540000
1981-08-30 8 5 30 1981 20071231 7315823 1421759 711282 5374567 2905623 8287904 2439100 1392402 1792000 1540000
1981-09-06 9 6 6 1981 20040487 7239906 1410701 737712 5275600 2887192 8378948 2387014 1336839.19801854 1792000 1482126
1981-09-13 9 7 13 1981 20009744 7163989 1399644 764141 5176633 2868762 8469992 2334849 1253678.39603708 1792000 1424251
1981-09-20 9 8 20 1981 19979000 7088071 1388586 790571 5077667 2801321 8561036 2282683 1170517.59405561 1792000 1366377
1981-09-27 9 9 27 1981 19948256 7012154 1377528 817000 5414900 2726227 8652080 2230518 1087356.79207415 1792000 1308502
1981-10-04 10 10 4 1981 19891132 6937496 1361264 817000 5647133 2735008 8743124 2230875 1030347.54815682 1792000 1199292
1981-10-11 10 11 11 1981 19834008 6862838 1344999 817000 5654353 2743789 8834168 2231232 973338.304239486 1792000 1090082
1981-10-18 10 12 18 1981 19776885 6788181 1328735 817000 5661572 2752570 8925212 2231589 916329.060322154 1792000 980873
1981-10-25 10 13 25 1981 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 859319.816404821 1792000 871663
1981-11-01 11 14 1 1981 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 802310.572487489 1792000 762453
1981-11-08 11 15 8 1981 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 876097.250926553 1790869 696602
1981-11-15 11 16 15 1981 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 949882.929365617 1789739 630751
1981-11-22 11 17 22 1981 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1023669.60780468 1788608 564899
1981-11-29 11 18 29 1981 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1097455.28624374 1787477 499048
1981-12-06 12 19 6 1981 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1171241.96468281 1769824 499048
1981-12-13 12 20 13 1981 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1245027.64312187 1752171 499048
1981-12-20 12 21 20 1981 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1981-12-27 12 22 27 1981 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1982-01-03 1 23 3 1982 15715589.1623171 4916142 123380 810693 3821571.58481372 1738827.49083315 7450294 2107940 1255979 1657718 499048
1982-01-10 1 24 10 1982 15689912.158034 4512824 123380 804386 3773743.16962743 1711082.66012478 7450294 2107940 1224283 1598571 499048
1982-01-17 1 25 17 1982 15663608.3351732 4109505 123380 779185 3725914.75444115 1682763.73330646 7450294 2107940 1192587 1539424 499048
1982-01-24 1 26 24 1982 15636723.5589431 3706187 123380 741641 3678086.33925486 1653908.95945256 7450294 2107940 1160891 1480277 499048
1982-01-31 1 27 31 1982 15609290.6066868 3302868 123380 704096 3630257.92406858 1624556.47975909 7450294 2107940 1129195 1421130 499048
1982-02-07 2 28 7 1982 15596333.7856965 1426121.38573141 105579 670000 3574200.22184109 1599193.54622144 7091088 2102386 1117691 1297560 499048
1982-02-14 2 29 14 1982 15582949.592182 1457857.67284029 93137.2305953774 626375 3518142.51961361 1573471.02486749 6731882 2096833 1106187 1173990 499048
1982-02-21 2 30 21 1982 15570625.0717598 1498458.06449644 107821.717983781 582750 3462084.81738613 1558270.42310981 6372675 2091279 1048923.13318058 1050419 499048
1982-02-28 2 31 28 1982 15558519.7324924 1542389.75136338 24900 539125 3406027.11515865 1542995.81090863 6013469 2035648.35093992 925230.84424078 926849 499048
1982-03-07 3 32 7 1982 15492499.6107779 1502300 24900 495500 3352765.2754977 1542387.03656212 5698197 2023663.18603391 864692.410831072 838337 499048
1982-03-14 3 33 14 1982 15266487.3383341 1077300 24900 413175 3299503.43583674 1540237.06501383 5454968.25303502 2011678.0211279 804153.977421365 749825 499048
1982-03-21 3 34 21 1982 14920258.3998063 652300 24900 330850 3299503.43583674 1537693.93493123 5480753.25303502 1999692.85622189 743615.544011658 661312 499048
1982-03-28 3 35 28 1982 14574030.1272985 227300 24900 248525 3299503.43583674 1535041.44414366 5517445.25303502 1987707.69131589 683077.11060195 572800 499048
1982-04-04 4 36 4 1982 15277141.4926118 1343921.32957009 80424.8263443504 166200 3299503.43583674 1495713.65931636 5528156.25303502 2025207.69131589 633077.11060195 572800 499048
1982-04-11 4 37 11 1982 15263955.9610268 1307085.545541 74295.3161205465 191341 3299503.43583674 1410608.70300037 5210251.75968331 2062707.69131589 583077.11060195 572800 499048
1982-04-18 4 38 18 1982 15261400.2332449 1340802.55589882 84390.0148718292 216482 3299503.43583674 1401608.70300037 4892347.26633159 1848106 518861.737238067 592932 630751
1982-04-25 4 39 25 1982 15258112.2828124 1346782.54050147 91308.2427304148 241624 3299503.43583674 1392608.70300037 4574442.77297988 1479838.60977805 454646.363874184 613064 762453
1982-05-02 5 40 2 1982 15287063.453222 1548768.21206622 110831.10436138 266765 4038851.3400514 1728386.96240029 4574442.77297988 1722827.78081992 1100514 774122 797600
1982-05-09 5 41 9 1982 15365133.0265302 1739738.06442195 136371.705376669 283646 4239646.44179325 1871863.05718465 4574442.77297988 1926984.48246208 1137486 935180 832747
1982-05-16 5 42 16 1982 15487387.4071292 2113526.72498145 182616.452138663 283646 4409273.94884169 1955212.8451677 8831780 2109543.97846493 1174458 1096237 867894
1982-05-23 5 43 23 1982 15698403.7873207 2692307.65465553 266177.923127923 283646 4601884 2199391.55400399 8931549 2425934.97630656 1211430 1257295 903041
1982-05-30 5 44 30 1982 16000383.430904 3397226.79334085 364658.100103342 283646 4776310 2503518.02395297 5595353 2736732.79594341 1248402 1418353 938188
1982-06-06 6 45 6 1982 16243469.1892662 3802457.00056896 444982.043413308 390555 5004707 2625492.08061671 6372675 2943652.61793177 1287873 1511765 1088641
1982-06-13 6 46 13 1982 16429250.7580302 4250067.89827303 513031.440959854 417612 5233103 2706453.45821572 7248637.41361822 3101919.51889303 1327344 1605177 1239094
1982-06-20 6 47 20 1982 17137955.1518881 4865079.33870176 708850.020872445 442753 5461500 2933252.89085303 7927318 3312203.90920905 1366815 1698588 1389547
1982-06-27 6 48 27 1982 18261246.8699221 5671884.40244832 924423.466170181 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1982-07-04 7 49 4 1982 19158809.0623283 6367487.40349617 1145105.45523087 493035 5752127 3053069 9107400 3353678 1420000 1792000 1540000
1982-07-11 7 50 11 1982 19567007.7085063 7016164.80365064 1256897.86506114 518176 5869400 3034638 9107400 3239356 1420000 1792000 1540000
1982-07-18 7 51 18 1982 19787371.197269 7252598.30593855 1343140 543318 5869400 3016208 8990329 3125033 1420000 1792000 1540000
1982-07-25 7 52 25 1982 20075000 7327300 1424900 568459 5869400 2997777 8873258 3010711 1420000 1792000 1540000
1982-08-01 8 1 1 1982 19553612 7116541 1347699 593600 5770433 2979346 8756187 2896389 1392402 1792000 1540000
1982-08-08 8 2 8 1982 19814306 7221921 1386299 638280 5671467 2960915 8639117 2782067 1392402 1792000 1540000
1982-08-15 8 3 15 1982 20075000 7327300 1424900 682960 5572500 2942485 8522046 2667744 1392402 1792000 1540000
1982-08-22 8 4 22 1982 20073116 7321562 1423330 711282 5473533 2924054 8404975 2553422 1392402 1792000 1540000
1982-08-29 8 5 29 1982 20071231 7315823 1421759 711282 5374567 2905623 8287904 2439100 1392402 1792000 1540000
1982-09-05 9 6 5 1982 20040487 7239906 1410701 737712 5275600 2887192 8378948 2387014 1335644.00000548 1792000 1482126
1982-09-12 9 7 12 1982 20009744 7163989 1399644 764141 5176633 2868762 8469992 2334849 1251288.00001096 1792000 1424251
1982-09-19 9 8 19 1982 19979000 7088071 1388586 790571 5077667 2801321 8561036 2282683 1166932.00001643 1792000 1366377
1982-09-26 9 9 26 1982 19948256 7012154 1377528 817000 5414900 2726227 8652080 2230518 1082576.00002191 1792000 1308502
1982-10-03 10 10 3 1982 19891132 6937496 1361264 817000 5647133 2735008 8743124 2230875 1024109.67511392 1792000 1199292
1982-10-10 10 11 10 1982 19834008 6862838 1344999 817000 5654353 2743789 8834168 2231232 965643.350205918 1792000 1090082
1982-10-17 10 12 17 1982 19776885 6788181 1328735 817000 5661572 2752570 8925212 2231589 907177.02529792 1792000 980873
1982-10-24 10 13 24 1982 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 848710.700389923 1792000 871663
1982-10-31 10 14 31 1982 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 790244.375481926 1792000 762453
1982-11-07 11 15 7 1982 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 865539.328546685 1790869 696602
1982-11-14 11 16 14 1982 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 940833.281611444 1789739 630751
1982-11-21 11 17 21 1982 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1016128.2346762 1788608 564899
1982-11-28 11 18 28 1982 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1091422.18774096 1787477 499048
1982-12-05 12 19 5 1982 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1166717.14080572 1769824 499048
1982-12-12 12 20 12 1982 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1242011.09387048 1752171 499048
1982-12-19 12 21 19 1982 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1982-12-26 12 22 26 1982 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1983-01-02 1 23 2 1983 15233518.8558804 4916142 123380 810693 3895390.12653544 2087089 7450294 2107940 1255979 1657718 499048
1983-01-09 1 24 9 1983 15216977.9182561 4512824 123380 804386 3921380.25307087 2090699 7450294 2107940 1224283 1598571 499048
1983-01-16 1 25 16 1983 15200775.8493392 4109505 123380 779185 3947370.37960631 2094309 7450294 2107940 1192587 1539424 499048
1983-01-23 1 26 23 1983 15183381.8661911 3706187 123380 741641 3973360.50614175 2097919 7450294 2107940 1160891 1480277 499048
1983-01-30 1 27 30 1983 15164987.2799573 3302868 123380 704096 3999350.63267718 2101529 7450294 2107940 1129195 1421130 499048
1983-02-06 2 28 6 1983 15143650.6972442 1082274 112427.09338752 670000 4011216.37630416 2106438 7091088 2102386 1117691 1297560 499048
1983-02-13 2 29 13 1983 15144555.3347158 1115058.86689137 118651.987848774 626375 4023082.11993113 2111347 6731882 2096833 1106187 1173990 499048
1983-02-20 2 30 20 1983 15148106.5500699 1175423.11326641 130574.513928989 582750 4034947.8635581 2100722.65065409 6372675 2091279 1094683 1050419 499048
1983-02-27 2 31 27 1983 15150016.7162451 1224443.09107512 138818.640394414 539125 4046813.60718507 2079308.4930029 6013469 2085725 1015104.65347785 926849 499048
1983-03-06 3 32 6 1983 15151595.5417717 1274748.89867998 147089.194314204 495500 3967730.21250239 2074953.11577612 5698197 2096634 988268.898532044 838337 499048
1983-03-13 3 33 13 1983 15103586.1571205 1280385.81599826 148446.372211654 413175 3868000.48551208 2076946.15023376 5679362 2107543 961433.143586237 749825 499048
1983-03-20 3 34 20 1983 15057735.4621877 1295812.16410199 148455.541503654 330850 3772573.76062665 2081445.86601641 5705147 2118452 934597.388640431 661312 499048
1983-03-27 3 35 27 1983 15008327.8760169 1302856.14604918 146588.541960416 248525 3672940.56702138 2079677.95847124 5741839 2129361 907761.633694625 572800 499048
1983-04-03 4 36 3 1983 14974762.8063782 1338562.99120224 145886.164639882 166200 3663554.14304659 2081088.32566607 5752550 2186386 857761.633694625 572800 499048
1983-04-10 4 37 10 1983 15005662.2475885 1406268.07064883 152494.381574889 191341 3653881.92949115 2079593.00478102 5436800 2243411 807761.633694625 572800 499048
1983-04-17 4 38 17 1983 15028153.4972632 1416779.54072057 155664.889504544 216482 3642351.16216091 2077998.42293036 5121050 1848106 757027.331716302 592932 630751
1983-04-24 4 39 24 1983 15160223.8367535 1627340.24563173 196675.197468077 241624 3773537.38615236 2129659.62842491 4805300 1929429.20449608 706293.02973798 613064 762453
1983-05-01 5 40 1 1983 15320067.5185588 2079171.91325612 244175.221402401 266765 4014006.36767947 2201511.59691373 4805300 2130065.6346748 1100514 774122 797600
1983-05-08 5 41 8 1983 15456334.4561738 2446746.77501723 280677.814850518 283646 4211216.98452915 2305335.33876941 4805300 2363573.40969123 1137486 935180 832747
1983-05-15 5 42 15 1983 15650368.628323 2896195.67626302 328713.786258101 283646 4402126.17117888 2382499.44199292 8831780 2538168.27616595 1174458 1096237 867894
1983-05-22 5 43 22 1983 15997654.3471931 3524013.68935795 403215.729667147 283646 4601884 2497422.80178501 8931549 2713276.21163169 1211430 1257295 903041
1983-05-29 5 44 29 1983 16255235 4754564.51813429 593759.285811526 283646 4776310 2761365.38911216 9031317 2930600.27811528 1248402 1418353 938188
1983-06-05 6 45 5 1983 16999135 6059766 828751 390555 5004707 2959847.89583066 6708006.42233835 3155085.95812323 1287873 1511765 1088641
1983-06-12 6 46 12 1983 17743035 6434419 918454 417612 5233103 3018735 8758983.22657793 3287953.47269682 1327344 1605177 1239094
1983-06-19 6 47 19 1983 18486935 6707917.13509372 1008156 442753 5461500 3045090 9030643.0609573 3394184.5661862 1366815 1698588 1389547
1983-06-26 6 48 26 1983 19073508.3351179 6643936.83586593 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1983-07-03 7 49 3 1983 19340939.4832887 6761857.47140458 1161551.31911004 493035 5752127 3053069 9107400 3353678 1420000 1792000 1540000
1983-07-10 7 50 10 1983 19462232.7555286 6883442.50031196 1215172.42900065 518176 5869400 3034638 9107400 3239356 1420000 1792000 1540000
1983-07-17 7 51 17 1983 19863959 7210872.42764788 1343140 543318 5869400 3016208 8990329 3125033 1420000 1792000 1540000
1983-07-24 7 52 24 1983 20075000 7327300 1424900 568459 5869400 2997777 8873258 3010711 1420000 1792000 1540000
1983-07-31 7 52 31 1983 20075000 7327300 1424900 568459 5869400 2997777 8873258 3010711 1420000 1792000 1540000
