"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN"
1993-08-01 8 1 1 1993 19553612 7116541 1347699 593600 5770433 2891308 8688922 2896389 1392402 1792000 1540000
1993-08-08 8 2 8 1993 19814306 7221921 1386299 638280 5671467 2855269 8549430 2782067 1392402 1792000 1540000
1993-08-15 8 3 15 1993 20075000 7327300 1424900 682960 5572500 2819231 8409937 2667744 1392402 1792000 1540000
1993-08-22 8 4 22 1993 20073116 7321562 1423330 711282 5473533 2783192 8270445 2553422 1392402 1792000 1540000
1993-08-29 8 5 29 1993 20071231 7315823 1421759 711282 5374567 2747154 8130952 2439100 1392402 1792000 1540000
1993-09-05 9 6 5 1993 20040487 7239906 1410701 737712 5275600 2711115 8239435 2387014 1381394 1792000 1482126
1993-09-12 9 7 12 1993 20009744 7163989 1399644 764141 5176633 2675077 8347918 2334849 1358200 1792000 1424251
1993-09-19 9 8 19 1993 19979000 7088071 1388586 790571 5077667 2639038 8456401 2282683 1327300 1792000 1366377
1993-09-26 9 9 26 1993 19948256 7012154 1377528 817000 5414900 2603000 8564884 2230518 1296400 1792000 1308502
1993-10-03 10 10 3 1993 19891132 6937496 1361264 817000 5647133 2735008 8673368 2230875 1286140 1792000 1199292
1993-10-10 10 11 10 1993 19834008 6862838 1344999 817000 5654353 2743789 8781851 2231232 1275880 1792000 1090082
1993-10-17 10 12 17 1993 19776885 6788181 1328735 817000 5661572 2752570 8890334 2231589 1265620 1792000 980873
1993-10-24 10 13 24 1993 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 1255360 1792000 871663
1993-10-31 10 14 31 1993 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 1245100 1792000 762453
1993-11-07 11 15 7 1993 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1263538 1790869 696602
1993-11-14 11 16 14 1993 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1281975 1789739 630751
1993-11-21 11 17 21 1993 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1300413 1788608 564899
1993-11-28 11 18 28 1993 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1318850 1787477 499048
1993-12-05 12 19 5 1993 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1329179 1769824 499048
1993-12-12 12 20 12 1993 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1315344 1752171 499048
1993-12-19 12 21 19 1993 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1993-12-26 12 22 26 1993 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1994-01-02 1 23 2 1994 15895540.7002425 4916142 351937.03182349 810693 3989400 2087089 7450294 2107940 1255979 1657718 499048
1994-01-09 1 24 9 1994 15862660.7979243 4512824 355375.979390814 804386 4109400 2090699 7450294 2107940 1224283 1598571 499048
1994-01-16 1 25 16 1994 15829893.4474577 4109505 360050.910932797 779185 4229400 2094309 7450294 2107940 1192587 1539424 499048
1994-01-23 1 26 23 1994 15797599.097245 3706187 362967.719466363 741641 4209593 2097919 7450294 2107940 1160891 1480277 499048
1994-01-30 1 27 30 1994 15764028.3347629 3302868 363653.77464158 704096 4189501 2101529 7450294 2107940 1129195 1421130 499048
1994-02-06 2 28 6 1994 15722016.1482632 1618448.0037641 360805.65879262 670000 4163666 2090070.43878823 7185292 2102386 1117691 1297560 499048
1994-02-13 2 29 13 1994 15701655.2482184 1621887.49979229 362970.297930347 626375 4137831 2070526.87200885 7594863 2096833 1106187 1173990 499048
1994-02-20 2 30 20 1994 15681399.4721411 1632864.8189453 366869.059434934 582750 4111996 2050787.6743075 8062550 2091279 1094683 1050419 499048
1994-02-27 2 31 27 1994 15660859.5285178 1639861.53261172 346213.454696465 539125 4086162 2030697.16462291 8390604 2085725 1083179 926849 499048
1994-03-06 3 32 6 1994 15657987.001626 1669264.32328128 344524.404220777 495500 4060129 2028718.74720852 8465378 2096634 1057047 838337 499048
1994-03-13 3 33 13 1994 15604905.2839213 1638693.14049695 342835.35374509 413175 4034096 2025134.82445925 8497112 2107543 1030915 749825 499048
1994-03-20 3 34 20 1994 15554824.7713457 1615289.62852936 342835.35374509 330850 4008063 2043835.06060082 8522897 2149307.60408083 1004782 661312 499048
1994-03-27 3 35 27 1994 15499722.8993089 1586071.03067497 342835.35374509 248525 3968406.98984181 2047395.50444657 8509863 2193490.3415233 978650 572800 499048
1994-04-03 4 36 3 1994 15478696.4573986 1617970.3402286 364880.68291203 166200 3945286 2065416.30615656 8529202 2255708 998683 572800 499048
1994-04-10 4 37 10 1994 15527711.1374674 1755379.29221976 382384.749069504 191341 3908542 2078703.34086173 8548541 2368703.58707145 1018716 572800 499048
1994-04-17 4 38 17 1994 15579712.1306577 1879373.0809359 394199.435136723 216482 3906360 2106431.70483659 8540508 2425202.86703719 1041129 592932 630751
1994-04-24 4 39 24 1994 15691915.0094435 2202544.11782482 440531.568875433 241624 3904178 2315645 8532475 2599543.96860685 1063542 613064 762453
1994-05-01 5 40 1 1994 15881147.039932 2698228.92501071 485565.195539311 266765 4078605 2434175.18515445 5615841.28291943 2742191.51145886 1100514 774122 797600
1994-05-08 5 41 8 1994 16016980 3093037.350323 516654.06163581 283646 4253031 2521568.61241023 6181388.13298761 2885011.47135185 1137486 935180 832747
1994-05-15 5 42 15 1994 16096398 4165623.06397433 648761 283646 4427457 2705872 6553390.38897608 3031800 1174458 1096237 867894
1994-05-22 5 43 22 1994 16175816 5197497.936264 693905 283646 4601884 2835948 7948179.94919667 3175126 1211430 1257295 903041
1994-05-29 5 44 29 1994 16255235 5685114 739049 283646 4776310 2966024 9031317 3250404.28736756 1248402 1418353 938188
1994-06-05 6 45 5 1994 16999135 6059766 828751 390555 5004707 2992380 9050338 3306041.81656808 1287873 1511765 1088641
1994-06-12 6 46 12 1994 17743035 6434419 918454 417612 5233103 3018735 9069359 3361460.62055363 1327344 1605177 1239094
1994-06-19 6 47 19 1994 18486935 6525795.0214408 1008156 442753 5461500 3045090 9088379 3430613 1366815 1698588 1389547
1994-06-26 6 48 26 1994 18763818.4840851 6718632.12964685 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1994-07-03 7 49 3 1994 19371330.2685119 7082319.90673838 1179619 493035 5752127 3035462 9107400 3353678 1420000 1792000 1540000
1994-07-10 7 50 10 1994 19645398.0071541 7255512 1261379 518176 5869400 2999423 9107400 3239356 1420000 1792000 1540000
1994-07-17 7 51 17 1994 19831518.5412333 7291406 1343140 543318 5869400 2963385 8967907 3125033 1420000 1792000 1540000
1994-07-24 7 52 24 1994 20075000 7327300 1424900 568459 5869400 2927346 8828415 3010711 1420000 1792000 1540000
1994-07-31 7 52 31 1994 20075000 7327300 1424900 568459 5869400 2927346 8828415 3010711 1420000 1792000 1540000
1994-08-07 8 1 7 1994 19553612 7116541 1347699 593600 5770433 2979346 8756187 2896389 1392402 1792000 1540000
1994-08-14 8 2 14 1994 19814306 7221921 1386299 638280 5671467 2960915 8639117 2782067 1392402 1792000 1540000
1994-08-21 8 3 21 1994 20075000 7327300 1424900 682960 5572500 2942485 8522046 2667744 1392402 1792000 1540000
1994-08-28 8 4 28 1994 20073116 7321562 1423330 711282 5473533 2924054 8404975 2553422 1392402 1792000 1540000
1994-09-04 9 5 4 1994 20071231 7315823 1421759 711282 5374567 2905623 8287904 2439100 1392402 1792000 1540000
1994-09-11 9 6 11 1994 20040487 7239906 1410701 737712 5275600 2887192 8378948 2387014 1346047.18512666 1792000 1482126
1994-09-18 9 7 18 1994 20009744 7163989 1399644 764141 5176633 2868762 8469992 2334849 1272094.37025332 1792000 1424251
1994-09-25 9 8 25 1994 19979000 7088071 1388586 790571 5077667 2801321 8561036 2282683 1198141.55537998 1792000 1366377
1994-10-02 10 9 2 1994 19948256 7012154 1377528 817000 5414900 2726227 8652080 2230518 1124188.74050664 1792000 1308502
1994-10-09 10 10 9 1994 19891132 6937496 1361264 817000 5647133 2735008 8743124 2230875 1078405.06995115 1792000 1199292
1994-10-16 10 11 16 1994 19834008 6862838 1344999 817000 5654353 2743789 8834168 2231232 1032621.39939566 1792000 1090082
1994-10-23 10 12 23 1994 19776885 6788181 1328735 817000 5661572 2752570 8925212 2231589 986837.728840176 1792000 980873
1994-10-30 10 13 30 1994 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 941054.05828469 1792000 871663
1994-11-06 11 14 6 1994 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 895270.387729204 1792000 762453
1994-11-13 11 15 13 1994 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 957437.089263053 1790869 696602
1994-11-20 11 16 20 1994 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1019602.7907969 1789739 630751
1994-11-27 11 17 27 1994 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1081769.49233075 1788608 564899
1994-12-04 12 18 4 1994 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1143935.1938646 1787477 499048
1994-12-11 12 19 11 1994 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1206101.89539845 1769824 499048
1994-12-18 12 20 18 1994 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1268267.5969323 1752171 499048
1994-12-25 12 21 25 1994 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1995-01-01 1 22 1 1995 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1995-01-08 1 23 8 1995 16383034.1027735 4916142 480537.774817037 810693 3932083.80318911 2087089 7450294 2107940 1255979 1657718 499048
1995-01-15 1 24 15 1995 16336564.645718 4512824 477343.391201033 804386 3994767.60637822 2090699 7450294 2107940 1224283 1598571 499048
1995-01-22 1 25 22 1995 16289927.1025594 4109505 473223.6269824 779185 4057451.40956733 2094309 7450294 2107940 1192587 1539424 499048
1995-01-29 1 26 29 1995 16243087.0217427 3706187 467799.67830785 741641 4120135.21275644 2097919 7450294 2107940 1160891 1480277 499048
1995-02-05 2 27 5 1995 16195906.8824666 3302868 463460.171893494 704096 4182819.01594555 2095465.66568431 7450294 2107940 1129195 1421130 499048
1995-02-12 2 28 12 1995 16085400 2602680.92306676 462542.229275223 670000 4163666 2066366.4681007 7091088 2102386 1117691 1297560 499048
1995-02-19 2 29 19 1995 15981813 2689024.79388416 461259.827482109 626375 4137831 2036773.0513063 6731882 2096833 1106187 1173990 499048
1995-02-26 2 30 26 1995 15955681 2726285.7861999 405208.070155027 582750 4111996 2024510.56497526 6372675 2091279 1094683 1050419 499048
1995-03-05 3 31 5 1995 15929549 2745456.48358186 327747.078924406 539125 4086162 2003084.29312455 6013469 2085725 1020000 926849 499048
1995-03-12 3 32 12 1995 15932921 2615996.31276778 322467.344270818 495500 4060129 2000225.45514089 5872447.80129967 2096634 995000 838337 499048
1995-03-19 3 33 19 1995 15936293 2544523.43535981 317187.60961723 413175 3995683.53553593 2010751.5829838 5904181.80129967 2107543 970000 749825 499048
1995-03-26 3 34 26 1995 15892438.5524924 2515526.3399136 317187.60961723 330850 3882339.1522751 2008727.25577876 5929966.80129967 2118452 945000 661312 499048
1995-04-02 4 35 2 1995 15831043.6898284 2501135.08106118 317187.60961723 248525 3783174.35278345 2004905.20130906 5966658.80129967 2129361 920000 572800 499048
1995-04-09 4 36 9 1995 15834632.8852693 2540733.92913333 446778.434826837 166200 3798573.29571987 2021246.11996446 5977369.80129967 2186386 894231.222997471 572800 499048
1995-04-16 4 37 16 1995 15833027.3413803 2586190.4764264 449452.969744493 191341 3796190.68403452 2030219.02691389 5612598.94236967 2243411 868462.445994942 572800 499048
1995-04-23 4 38 23 1995 15833056.2903856 2639644.10833751 452831.094590887 216482 3788597.62765272 2035039.49720355 5247828.08343966 1909798.53754748 842693.668992412 592932 630751
1995-04-30 4 39 30 1995 15850309.7372711 2814997.29073216 471134.110212447 241624 3813868.41890949 2044108.32907619 4883057.22450966 1995944.64438575 816924.891989883 613064 762453
1995-05-07 5 40 7 1995 15928755.1119297 3112729.64023979 497681.548194037 266765 3909538.45468233 2083991.47265362 4883057.22450966 2134219.76772289 1100514 774122 797600
1995-05-14 5 41 14 1995 16016980 3701927.87289048 560808.978521406 283646 4147064.81199611 2262990.65230107 4883057.22450966 2334973.09440225 1137486 935180 832747
1995-05-21 5 42 21 1995 16096398 4500003.25511494 627989.04836919 283646 4427457 2470582.68009442 8831780 2547001.66379411 1174458 1096237 867894
1995-05-28 5 43 28 1995 16175816 5240573.63580656 693905 283646 4601884 2620872.17286958 5748835.64663346 2757216.79558281 1211430 1257295 903041
1995-06-04 6 44 4 1995 16255235 5685114 739049 283646 4776310 2831902.26873417 7616642.04613181 2974214.49426338 1248402 1418353 938188
1995-06-11 6 45 11 1995 16999135 6059766 828751 390555 5004707 2992380 8572777.10076925 3188726.0376949 1287873 1511765 1088641
1995-06-18 6 46 18 1995 17743035 6434419 918454 417612 5233103 3018735 9069359 3301132.09524381 1327344 1605177 1239094
1995-06-25 6 47 25 1995 18486935 6809071 1008156 442753 5461500 3045090 9088379 3413507.70501612 1366815 1698588 1389547
1995-07-02 7 48 2 1995 19230835 7012111.73477875 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1995-07-09 7 49 9 1995 19441877 7219618 1179619 493035 5752127 3053069 9107400 3353678 1420000 1792000 1540000
1995-07-16 7 50 16 1995 19652918 7255512 1261379 518176 5869400 3034638 9107400 3239356 1420000 1792000 1540000
1995-07-23 7 51 23 1995 19863959 7291406 1343140 543318 5869400 3016208 8990329 3125033 1420000 1792000 1540000
1995-07-30 7 52 30 1995 20075000 7327300 1424900 568459 5869400 2997777 8873258 3010711 1420000 1792000 1540000
1995-08-06 8 1 6 1995 19553612 7116541 1347699 593600 5770433 2979346 8756187 2896389 1392402 1792000 1540000
1995-08-13 8 2 13 1995 19814306 7221921 1386299 638280 5671467 2960915 8639117 2782067 1392402 1792000 1540000
1995-08-20 8 3 20 1995 20075000 7327300 1424900 682960 5572500 2942485 8522046 2667744 1392402 1792000 1540000
1995-08-27 8 4 27 1995 20073116 7321562 1423330 711282 5473533 2924054 8404975 2553422 1392402 1792000 1540000
1995-09-03 9 5 3 1995 20071231 7315823 1421759 711282 5374567 2905623 8287904 2439100 1392402 1792000 1540000
1995-09-10 9 6 10 1995 20040487 7239906 1410701 737712 5275600 2887192 8378948 2387014 1351289.46952934 1792000 1482126
1995-09-17 9 7 17 1995 20009744 7163989 1399644 764141 5176633 2868762 8469992 2334849 1282578.93905867 1792000 1424251
1995-09-24 9 8 24 1995 19979000 7088071 1388586 790571 5077667 2801321 8561036 2282683 1213868.40858801 1792000 1366377
1995-10-01 10 9 1 1995 19948256 7012154 1377528 817000 5541900.2764985 2726227 8652080 2230518 1145157.87811735 1792000 1308502
1995-10-08 10 10 8 1995 19891132 6937496 1361264 817000 5647133 2735008 8743124 2230875 1105765.14267666 1792000 1199292
1995-10-15 10 11 15 1995 19834008 6862838 1344999 817000 5654353 2743789 8834168 2231232 1066372.40723597 1792000 1090082
1995-10-22 10 12 22 1995 19776885 6788181 1328735 817000 5661572 2752570 8925212 2231589 1026979.67179529 1792000 980873
1995-10-29 10 13 29 1995 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 987586.936354603 1792000 871663
1995-11-05 11 14 5 1995 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 948194.200913917 1792000 762453
1995-11-12 11 15 12 1995 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 1003745.42579968 1790869 696602
1995-11-19 11 16 19 1995 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 1059295.65068544 1789739 630751
1995-11-26 11 17 26 1995 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1114846.8755712 1788608 564899
1995-12-03 12 18 3 1995 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1170397.10045696 1787477 499048
1995-12-10 12 19 10 1995 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1225948.32534272 1769824 499048
1995-12-17 12 20 17 1995 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1281498.55022848 1752171 499048
1995-12-24 12 21 24 1995 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1995-12-31 12 22 31 1995 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1996-01-07 1 23 7 1996 15010240.2228199 4916142 286521.501430223 810693 3730504.82744825 1808426.08953015 7450294 2107940 1255979 1657718 499048
1996-01-14 1 24 14 1996 14984066.2670356 4512824 290617.351360512 804386 3591609.65489649 1791024.96921944 7450294 2107940 1224283 1598571 499048
1996-01-21 1 25 21 1996 14959088.13474 4109505 302349.962303867 779185 3452714.48234474 1773300.84490334 7450294 2107940 1192587 1539424 499048
1996-01-28 1 26 28 1996 14931548.3001095 3706187 303810.641954044 741641 3313819.30979299 1754955.0743213 7450294 2107940 1160891 1480277 499048
1996-02-04 2 27 4 1996 14901305.5694316 3302868 303265.159968924 704096 3174924.13724124 1736830.45279833 7450294 2107940 1129195 1421130 499048
1996-02-11 2 28 11 1996 14892695.3500253 1082274 309299.149225221 670000 3048398.1108619 1727029.27045268 7091088 2102386 1117691 1297560 499048
1996-02-18 2 29 18 1996 14883984.8711135 1000382.40449951 314010.204057018 626375 2921872.08448257 1714043.74971069 6731882 2096833 1106187 1173990 499048
1996-02-25 2 30 25 1996 14876596.998592 1044169.39574323 301344 582750 2795346.05810324 1701963.6764507 6372675 2067957.07983305 1076396.92375828 1050419 499048
1996-03-03 3 31 3 1996 14865910.814862 1072999.60526117 210900 539125 2668820.03172391 1685700.53137217 6013469 1983008.52991934 961862.56501104 926849 499048
1996-03-10 3 32 10 1996 14801449.6162515 1028386.6654404 182900 495500 2577613.70982734 1682947.53037199 5698197 1965759.38291127 915061.02689018 838337 499048
1996-03-17 3 33 17 1996 14740372.6427873 999423.521621199 154900 413175 2486407.38793078 1688478.39178444 5679362 1948510.23590321 868259.48876932 749825 499048
1996-03-24 3 34 24 1996 14680702.4033375 979376.874313815 154900 330850 2486407.38793078 1690415.83938388 5705147 1931261.08889514 821457.95064846 661312 499048
1996-03-31 3 35 31 1996 14616151.3094634 944919.165811301 154900 248525 2486407.38793078 1688672.01207645 5741839 1914011.94188707 774656.4125276 572800 499048
1996-04-07 4 36 7 1996 14618122.3961919 900369.682876112 299558.74203695 166200 2486407.38793078 1691305.67792784 5752550 1951511.94188707 724656.4125276 572800 499048
1996-04-14 4 37 14 1996 14665686.9659514 987373.985974106 320310.525231638 191341 2486407.38793078 1826869.23036997 5436800 1989011.94188707 674656.4125276 572800 499048
1996-04-21 4 38 21 1996 14724596.0707604 1168764.68716541 335945.138824995 216482 2486407.38793078 1876330.71658339 5121050 1848106 615935.797279256 592932 630751
1996-04-28 4 39 28 1996 14785735.7691089 1355186.91495138 356713.488024335 241624 2486407.38793078 1931920.29241812 4805300 1616067.90123868 557215.182030912 613064 762453
1996-05-05 5 40 5 1996 14847775.4522976 1562543.47170771 372680.495268516 266765 3770613.99902528 1967361.10508889 4805300 1750961.48861144 1100514 774122 797600
1996-05-12 5 41 12 1996 14921369.7852944 1776895.82697173 390510.250946636 283646 3871697.92431343 1979617.4176392 4805300 1843796.5602729 1137486 935180 832747
1996-05-19 5 42 19 1996 15098207.3918532 2107111.37592318 443203.627351513 283646 4118656.04016307 2192461.85409867 8831780 2199738.75967751 1174458 1096237 867894
1996-05-26 5 43 26 1996 15431201.8984242 2780158.58568871 529167.604463479 283646 4477224.37031214 2363094.4198737 5426758 2487386.16633141 1211430 1257295 903041
1996-06-02 6 44 2 1996 15869790.5240635 3574784.58736902 638152.206611565 283646 4776310 2545684.40362026 5595353 2682385.2312054 1248402 1418353 938188
1996-06-09 6 45 9 1996 16271890.1508284 4111586.810026 723516.833918961 390555 5004707 2772489.45071101 6372675 2953087.35558648 1287873 1511765 1088641
1996-06-16 6 46 16 1996 16841095.8840757 4808029.55175786 828877.611460069 417612 5233103 2947761.30212654 7149997 3190255.89496839 1327344 1605177 1239094
1996-06-23 6 47 23 1996 17369935.7381425 5326158.70229294 908101.679953186 442753 5461500 3022093.57797824 8219508.64908986 3348273.03969994 1366815 1698588 1389547
1996-06-30 6 48 30 1996 18078149.6463971 5853066.72173437 1004256.38086389 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1996-07-07 7 49 7 1996 18586498.4314715 6204880.27165503 1121584.39941851 493035 5752127 3053069 9107400 3353678 1420000 1792000 1540000
1996-07-14 7 50 14 1996 19120042.1708665 6657759.60196046 1217909.42063708 518176 5869400 3034638 9107400 3239356 1420000 1792000 1540000
1996-07-21 7 51 21 1996 19709183.093303 7035839.33287683 1343140 543318 5869400 3016208 8990329 3125033 1420000 1792000 1540000
1996-07-28 7 52 28 1996 20075000 7327300 1424900 568459 5869400 2997777 8873258 3010711 1420000 1792000 1540000
1996-08-04 8 1 4 1996 19553612 7116541 1347699 593600 5770433 2979346 8756187 2896389 1392402 1792000 1540000
1996-08-11 8 2 11 1996 19814306 7221921 1386299 638280 5671467 2960915 8639117 2782067 1392402 1792000 1540000
1996-08-18 8 3 18 1996 20075000 7327300 1424900 682960 5572500 2942485 8522046 2667744 1392402 1792000 1540000
1996-08-25 8 4 25 1996 20073116 7321562 1423330 711282 5473533 2924054 8404975 2553422 1392402 1792000 1540000
1996-09-01 9 5 1 1996 20071231 7315823 1421759 711282 5374567 2905623 8287904 2439100 1392402 1792000 1540000
1996-09-08 9 6 8 1996 20040487 7239906 1410701 737712 5275600 2887192 8378948 2387014 1336139.92495248 1792000 1482126
1996-09-15 9 7 15 1996 20009744 7163989 1399644 764141 5176633 2868762 8469992 2334849 1252279.84990496 1792000 1424251
1996-09-22 9 8 22 1996 19979000 7088071 1388586 790571 5077667 2801321 8561036 2282683 1168419.77485745 1792000 1366377
1996-09-29 9 9 29 1996 19948256 7012154 1377528 817000 5639913 2726227 8652080 2230518 1084559.69980993 1792000 1308502
1996-10-06 10 10 6 1996 19891132 6937496 1361264 817000 5647133 2735008 8743124 2230875 1026697.96326735 1792000 1199292
1996-10-13 10 11 13 1996 19834008 6862838 1344999 817000 5654353 2743789 8834168 2231232 968836.226724783 1792000 1090082
1996-10-20 10 12 20 1996 19776885 6788181 1328735 817000 5661572 2752570 8925212 2231589 910974.490182211 1792000 980873
1996-10-27 10 13 27 1996 19719761 6713523 1312470 817000 5668792 2761350 8943846 2231946 853112.753639639 1792000 871663
1996-11-03 11 14 3 1996 19662637 6638865 1296206 817000 5676012 2770131 8943846 2232303 795251.017097068 1792000 762453
1996-11-10 11 15 10 1996 19505348 6520799 1250437 817000 5518822 2711956 8943846 2230568 869920.139959934 1790869 696602
1996-11-17 11 16 17 1996 19348059 6402733 1204669 817000 5361632 2653781 8943846 2228832 944588.262822801 1789739 630751
1996-11-24 11 17 24 1996 19190769 6284667 1158900 817000 5204442 2595605 8943846 2227097 1019257.38568567 1788608 564899
1996-12-01 12 18 1 1996 19033480 6166601 1113131 817000 5047252 2537430 8943846 2225361 1093925.50854853 1787477 499048
1996-12-08 12 19 8 1996 18738836 5954816 1042470 817000 4740955 2423590 8923416 2219460 1168594.6314114 1769824 499048
1996-12-15 12 20 15 1996 18444192 5743031 971809 817000 4434658 2309751 8902987 2213560 1243262.75427427 1752171 499048
1996-12-22 12 21 22 1996 18149547 5531246 901148 817000 4244400 2195911 8882557 2207659 1301510 1734518 499048
1996-12-29 12 22 29 1996 17854903 5319461 830487 817000 3869400 2083480 8862127 2201758 1287675 1716865 499048
1997-01-05 1 23 5 1997 14702181.2403923 4916142 243933.69311359 810693 3563995.00197452 1505349.2735073 7450294 2107940 1255979 1657718 499048
1997-01-12 1 24 12 1997 14683112.6535555 4512824 243352.260139045 804386 3374624.15235685 1475216.04503972 7450294 2107940 1224283 1598571 499048
1997-01-19 1 25 19 1997 14662150.3257053 4109505 242100.8010682 779185 3127236.22853528 1444207.12384283 7450294 2107940 1192587 1539424 499048
1997-01-26 1 26 26 1997 14640446.5358007 3706187 240476.836855763 741641 2879848.30471371 1412853.29747476 7450294 2107940 1160891 1480277 499048
1997-02-02 2 27 2 1997 14616115.5616492 3302868 238053.869794064 704096 2632460.38089213 1381565.91122178 7450294 2107940 1129195 1421130 499048
1997-02-09 2 28 9 1997 14609524.0118873 1082274 240363.304048631 670000 2418374.677585 1356195.86942437 7091088 2102386 1117691 1297560 499048
1997-02-16 2 29 16 1997 14602411.770032 930744.220169075 242153.633561817 626375 2204288.97427787 1330409.43831875 6731882 2096833 1106187 1173990 499048
1997-02-23 2 30 23 1997 14596022.623444 964529.229778287 136011 582750 1990203.27097074 1304282.12362897 6372675 2003000 1045000 1050419 499048
1997-03-02 3 31 2 1997 14589757.4576879 986411.645788594 24900 539125 1776117.56766361 1277819.036484 6013469 1898000 920000 926849 499048
1997-03-09 3 32 9 1997 14534316.2019896 936145.398884867 24900 495500 1637181.06582631 1266687.1340808 5698197 1790500 857500 838337 499048
1997-03-16 3 33 16 1997 14478344.6835228 887809.099021313 24900 413175 1498244.56398902 1255231.05351702 5382924 1683000 795000 749825 499048
1997-03-23 3 34 23 1997 14313611.72474 652300 24900 330850 1498244.56398902 1260010.62820346 4991750.2943371 1575500 732500 661312 499048
1997-03-30 3 35 30 1997 13916829.3800876 227300 24900 248525 1498244.56398902 1217344.26525014 4523922.11446889 1468000 670000 572800 499048
1997-04-06 4 36 6 1997 14392150.9014172 873747.575099697 212791.590794183 166200 1498244.56398902 1152296.84105766 4373266.58585167 1468000 620000 572800 499048
1997-04-13 4 37 13 1997 14397471.5982729 857937.38874402 215786.550373293 191341 1498244.56398902 1087249.41686519 4222611.05723444 1468000 570000 572800 499048
1997-04-20 4 38 20 1997 14421560.287128 869965.931449913 224897.259119732 216482 1498244.56398902 1078249.41686519 4071955.52861722 1848106 505000 592932 630751
1997-04-27 4 39 27 1997 14469738.936622 984787.855359415 254840.121250127 241624 1498244.56398902 1069249.41686519 3921300 1452800 440000 613064 762453
1997-05-04 5 40 4 1997 14538229.0325124 1201320.86885571 283079.757849767 266765 2905338.32882519 1386462.57881153 3921300 1452800 1100514 774122 797600
1997-05-11 5 41 11 1997 14632917.5841706 1416863.36871163 309239.885573406 283646 3075426.01384069 1486375.7889623 3921300 1452800 1137486 935180 832747
1997-05-18 5 42 18 1997 14992969.3285533 1996879.55463399 428813.217489447 283646 3595322.62196795 1845595.99942277 8831780 1452800 1174458 1096237 867894
1997-05-25 5 43 25 1997 15433796.3451472 2875382.37449368 524176.701148856 283646 4160879.25976384 2146163.30506891 5426758 1618784.08886263 1211430 1257295 903041
1997-06-01 6 44 1 1997 15926238.7820536 3525325.5809126 652113.33506007 283646 4717835.34461801 2455179.5961428 5595353 2197640.80166821 1248402 1418353 938188
1997-06-08 6 45 8 1997 16421389.157389 4170628.95128882 773635.232507105 390555 4981512.26473523 2725497.12758345 6372675 2659315.14681492 1287873 1511765 1088641
1997-06-15 6 46 15 1997 16989429.1237676 4644589.8453835 893494.327053859 417612 5233103 2914982.06355405 7149997 3009541.6172004 1327344 1605177 1239094
1997-06-22 6 47 22 1997 18055825.4199319 5388189.08833714 1008156 442753 5461500 3045090 8053185.97328991 3299637.41028339 1366815 1698588 1389547
1997-06-29 6 48 29 1997 18557370.9176136 6085062.21490032 1097859 467894 5743053 3071500 9107400 3468000 1420000 1792000 1540000
1997-07-06 7 49 6 1997 18814364.7518744 6284392.26340276 1179619 493035 5752127 3053069 9107400 3353678 1420000 1792000 1540000
1997-07-13 7 50 13 1997 19471509.7317836 6708917.30922064 1261379 518176 5869400 3034638 9107400 3239356 1420000 1792000 1540000
