"date" "month" "week" "day" "year" "FirmEnergy" "NonFirmEnergy" "ColFallsFlow" "LowerGraniteFlow" "VernitaBarFlow" "McNaryFlow" "GCRec" "DallesFlood" "IHNav" "BonnevillFlow" "BelowFCC" "FirmEnergySales" "NonFirmSpotSales" "TotalSysEnergy" "BonnevilleFlow"
1986-11-30 11 18 30 1986 0 792868.790489157 0 0 0 0 0 0 74132.0012893727 0 5646572.78850574 68704405.84 NA 2167635.71351084 0
1986-12-07 12 19 7 1986 0 727045.638374901 0 0 0 0 0 0 76245.7398352468 0 5555781.44432202 80027781.12 NA 2556983.8736251 0
1986-12-14 12 20 14 1986 0 645437.783356529 0 0 0 0 0 0 81347.424363643 0 5737721.33682142 80027781.12 NA 2638591.72864347 0
1986-12-21 12 21 21 1986 0 748111.019873342 0 0 0 0 0 0 82647.8952106306 0 6362500.8368292 80027781.12 NA 2535918.49212666 0
1986-12-28 12 22 28 1986 0 749774.897623006 0 0 0 0 0 0 82286.9303056807 0 6997564.87800702 80027781.12 NA 2534254.61437699 0
1987-01-04 1 23 4 1987 0 717510.727720283 0 0 0 0 0 0 78652.5849905556 0 8325877.41696081 79680438.32 NA 2568243.04427972 0
1987-01-11 1 24 11 1987 0 79148.2195935786 0 0 0 0 7.11287514084006 0 71008.0547772436 0 9536354.16878434 79680438.32 NA 3206605.55240642 0
1987-01-18 1 25 18 1987 218867.785678329 1009169.82 0 0 0 0 11.8393183221458 0 77524.910950016 0 11266397.0955227 71940385.3829385 NA 2055439.58236967 0
1987-01-25 1 26 25 1987 259083.651519935 1009169.82 0 0 0 0 11.8393183221458 0 79163.1107037482 0 12128503.3048043 70532830.0784823 NA 2015223.71652807 0
1987-02-01 2 27 1 1987 202817.254645295 1021877.1 0 0 0 0 11.8393183221456 0 76719.2328589327 0 12981560.0760912 72502153.9690947 NA 2071490.1134027 0
1987-02-08 2 28 8 1987 0 420310.356355942 0 0 0 0 11.8393183221458 0 75130.147083385 0 13782608.9221212 74122953.52 NA 2789255.45564406 0
1987-02-15 2 29 15 1987 0 800795.934605031 0 0 0 0 15.6243234501346 0 72857.1934703644 0 15364424.6423774 74122953.52 NA 2338879.83739497 0
1987-02-22 2 30 22 1987 285159.209642562 1021877.1 0 0 0 0 9.77855261583636 0 64596.733239068 0 16397556.0909591 64068258.2289903 NA 1830521.66368544 0
1987-03-01 3 31 1 1987 446239.158120899 1021877.1 0 0 8908.4534781657 0 3.36381831342737 0 75788.4550722218 0 16673452.910145 58430460.0322485 NA 1669441.7152071 0
1987-03-08 3 32 8 1987 243875.529831847 1091767.14 0 0 5313.50615261301 0 0 0 78118.236854566 0 16587801.4225578 56560704.2266053 NA 1616020.12076015 0
