"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "BOISE" "PAYHS" "OWYHE" "PELTO"
1985-04-28 4 39 28 1985 20075000 7327300 1424900 241624 5769400 2653904.03660189 8407300 3468000 1290453.13844205 858505 938200 1272600 788275.730899988 1242515.22556141 135205 100500 917621.413477631 610407.025940577 1120000 558270
1985-05-05 5 40 5 1985 20075000 7327300 1424900 266765 5869400 2737423.22928151 8407300 3468000 1420000 997970 1058560 1314040 813394.985989729 1310303.33027554 135205 100500 943319.714377626 647610.633099642 1120000 558270
1985-05-12 5 41 12 1985 20075000 7327300 1424900 291906 5869400 2820942.42196114 8407300 3468000 1420000 1137435 1178920 1355480 822375.107493149 1347375.30594204 135205 100500 977777.956121081 687819.290233955 1120000 558270
1985-05-19 5 42 19 1985 20075000 7327300 1424900 317047 5869400 2904461.61464076 9107400 3468000 1420000 1276901 1299280 1396920 818993.268066917 1325466.69266532 135205 100500 971392.642891535 722881.158072211 1120000 558270
1985-05-26 5 43 26 1985 20075000 7327300 1424900 342188 5869400 2987980.80732038 9107400 3468000 1420000 1416366 1419640 1438360 815556.86160808 1330646.98189259 135205 100500 966788.027709184 743221.141030149 1120000 558270
1985-06-02 6 44 2 1985 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 824219.60524823 1348835.50889603 135205 100500 967432.7119877 760101.569203097 1120000 558270
1985-06-09 6 45 9 1985 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 821802.793562559 1333043.89778993 134973.489451077 100500 970438.56543669 778516.797410955 1120000 558270
1985-06-16 6 46 16 1985 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 825566.250599322 1343664.72035319 135034.140960351 100500 977298.278596328 790830.850158007 1120000 558270
1985-06-23 6 47 23 1985 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 830122.340893056 1357118.08632195 135205 100500 988833.012012949 800452 1120000 558270
1985-06-30 6 48 30 1985 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 837469.41734946 1377745.37833268 135205 100500 1001228.91319704 800452 1120000 558270
1985-07-07 7 49 7 1985 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 842481.790985013 1388620.10729893 135205 100500 1011000 800452 1120000 558270
1985-07-14 7 50 14 1985 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-07-21 7 51 21 1985 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-07-28 7 52 28 1985 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-08-04 8 1 4 1985 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-08-11 8 2 11 1985 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-08-18 8 3 18 1985 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-08-25 8 4 25 1985 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-09-01 9 5 1 1985 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-09-08 9 6 8 1985 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-09-15 9 7 15 1985 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1985-09-22 9 8 22 1985 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
1985-09-29 9 9 29 1985 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1985-10-06 10 10 6 1985 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1985-10-13 10 11 13 1985 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1985-10-20 10 12 20 1985 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1985-10-27 10 13 27 1985 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1985-11-03 11 14 3 1985 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1985-11-10 11 15 10 1985 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1985-11-17 11 16 17 1985 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1985-11-24 11 17 24 1985 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1985-12-01 12 18 1 1985 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1985-12-08 12 19 8 1985 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1985-12-15 12 20 15 1985 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1985-12-22 12 21 22 1985 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1985-12-29 12 22 29 1985 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
1986-01-05 1 23 5 1986 19401154 6404223 934456 816730 3989400 2822181.21839163 9107400 2717655.46196191 1420000 1792000 1012260 1438893 847000 1401000 119500 59960 543749.519420548 610000 1050000 544797
1986-01-12 1 24 12 1986 19117308 6181146 844011 816730 4109400 2822862.43678325 9107400 2667310.92392381 1420000 1792000 1086320 1428500 847000 1401000 119000 59960 501936.939201395 610000 1050000 541606
1986-01-19 1 25 19 1986 18833462 5958069 753567 779185 4229400 2823543.65517488 9107400 2616966.38588572 1420000 1792000 1160380 1418107 847000 1401000 118750 59960 483568.694029722 610000 1050000 538415
1986-01-26 1 26 26 1986 18549615 5734992 663122 741641 4349400 2824224.8735665 9107400 2566621.84784763 1420000 1792000 1234440 1407713 847000 1401000 118100 59960 453279.053035431 610000 1050000 535225
1986-02-02 2 27 2 1986 18265769 5511915 572678 704096 4469400 2824906.09195813 9107400 2516277.30980953 1420000 1792000 1308500 1397320 847000 1401000 117900 59960 420409.096776869 610000 1050000 532034
1986-02-09 2 28 9 1986 17981923 5288838 482233 670000 4569400 2825615.91247186 9107400 2484294.81660795 1320000 1792000 1308500 1386927 847000 1401000 119629.859205763 59960 393968.666203229 610000 1049361.68397415 528843
1986-02-16 2 29 16 1986 17698077 5065762 391789 626375 4669400 2826325.7329856 9107400 2452312.32340636 1220000 1792000 1308500 1376533 847000 1401000 121639.424745898 59960 355754.020200569 610000 1050000 525652
1986-02-23 2 30 23 1986 17414231 4842685 301344 582750 4769400 2827035.55349933 9107400 2420329.83020477 1120000 1792000 1308500 1366140 847000 1401000 123331.170770948 59960 384297.697144389 610000 1047665.43381908 522461
1986-03-02 3 31 2 1986 17130385 4619608 210900 539125 4869400 2827745.37401307 9107400 2388347.33700319 1020000 1792000 1308500 1355747 830300 1270700 124595.992573378 63460 445195.665388802 610000 1042523.96615216 519270
1986-03-09 3 32 9 1986 16846538 4396531 182900 495500 4969400 2828596.8970026 8920600.88020193 2408196.77654684 1007187.80144981 1588262 1215925 1345353 722000 1029000 124986.067291148 83260 497969.62072744 610000 1047171.56053219 528045
1986-03-16 3 33 16 1986 16562692 4173454 154900 413175 5069400 2829448.41999213 8733901.76040386 2428046.21609049 994375.602899622 1386525 1123350 1334960 657000 744000 126143.73688273 94889.2911364809 523148.002251164 610000 1062783.08722886 536820
1986-03-23 3 34 23 1986 16278846 3950377 154900 330850 5131163.99722488 2830299.94298166 8547202.64060579 2447895.65563414 981563.404349433 1184787 1030775 1324567 577000 574000 125672.862106682 92085.2331408428 506437.072438473 610000 1078584.25341245 545595
1986-03-30 3 35 30 1986 15995000 3727300 154900 248525 5192927.99444977 2831151.4659712 8360503.52080772 2467745.0951778 968751.205799244 983050 938200 1314173 556468.895621639 535127.915466625 127417.820099961 90873.7012855988 523870.370447293 605540.235679044 1096703.17828684 554370
1986-04-06 4 36 6 1986 20075000 7327300 1424900 166200 5234103.99259969 2831937.4871923 7779912.54083778 2538348.73648573 943751.205799244 781312 938200 1303780 544557.05834521 499387.231751758 128118.319321237 83273.9342500025 569694.79736273 591892.163078373 1101845.13788069 555345
1986-04-13 4 37 13 1986 20075000 7327300 1424900 191341 5275279.99074961 2832723.50841341 7199321.56086784 2608952.37779367 918751.205799244 579575 938200 1293387 532921.301258232 426858.375138539 127601.53303137 77997.0695966276 606429.744198516 579166.831461877 1108124.60510083 556320
1986-04-20 4 38 20 1986 20075000 7327300 1424900 216482 5316455.98889954 2833661.93104925 6618730.58089789 3468000 918126.808698866 719040 938200 1282993 507672.799046421 386018.397139263 127630.369814205 73534.8083362929 614955.149030003 567552.173088309 1113408.84959912 557295
1986-04-27 4 39 27 1986 20075000 7327300 1424900 241624 5357631.98704946 2834600.3536851 6038139.60092795 3468000 917502.411598488 858505 938200 1272600 500849.042010208 377973.828032978 128998.835317896 74210.0779228499 645899.88257037 572869.6039782 1116656.22230352 558270
1986-05-04 5 40 4 1986 20075000 7327300 1424900 266765 5869400 2881980.28294808 6038139.60092795 3468000 1420000 997970 1058560 1314040 579890.946975169 228609.434625031 129032.779334119 79671.7285911618 679926.601511099 587912.988308561 1118548.78588691 558270
1986-05-11 5 41 11 1986 20075000 7327300 1424900 291906 5869400 2929360.21221106 6038139.60092795 3468000 1420000 1137435 1178920 1355480 528862.750597443 462960.801911818 130456.113274596 93502.953837948 755186.948334956 618393.027571045 1119750.41624312 558270
1986-05-18 5 42 18 1986 20075000 7327300 1424900 317047 5869400 2976740.14147404 9107400 3468000 1420000 1276901 1299280 1396920 527072.239889966 464963.217214695 129852.319236657 100500 795203.87117439 638538.35089673 1120000 558270
1986-05-25 5 43 25 1986 20075000 7327300 1424900 342188 5869400 3024120.07073702 9107400 3468000 1420000 1416366 1419640 1438360 579938.559538671 626450.402671262 132946.986882034 100500 840990.902051551 683201.183508664 1120000 558270
1986-06-01 6 44 1 1986 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 662691.292364873 872642.081353003 135205 99740.8780583354 924117.154834682 734812.89443535 1120000 558270
1986-06-08 6 45 8 1986 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 774964.029953438 1203795.03039725 134707.077179219 99545.5059579828 935352.810195289 765393.020409948 1120000 558270
1986-06-15 6 46 15 1986 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 810384.529714372 1303053.61698594 134984.748487659 99931.6054583169 949050.206857707 785734.613816337 1120000 558270
1986-06-22 6 47 22 1986 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 820831.32803983 1332961.45290356 135205 100500 969847.893338242 800452 1120000 558270
1986-06-29 6 48 29 1986 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 828315.907953607 1355410.8154068 135205 100500 991989.758008122 800452 1120000 558270
1986-07-06 7 49 6 1986 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 838705.013148985 1378271.73602822 135205 100500 1011000 800452 1120000 558270
1986-07-13 7 50 13 1986 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-07-20 7 51 20 1986 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-07-27 7 52 27 1986 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-08-03 8 1 3 1986 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-08-10 8 2 10 1986 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-08-17 8 3 17 1986 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-08-24 8 4 24 1986 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-08-31 8 5 31 1986 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-09-07 9 6 7 1986 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-09-14 9 7 14 1986 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1986-09-21 9 8 21 1986 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
1986-09-28 9 9 28 1986 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1986-10-05 10 10 5 1986 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1986-10-12 10 11 12 1986 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1986-10-19 10 12 19 1986 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1986-10-26 10 13 26 1986 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1986-11-02 11 14 2 1986 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1986-11-09 11 15 9 1986 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1986-11-16 11 16 16 1986 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1986-11-23 11 17 23 1986 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1986-11-30 11 18 30 1986 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1986-12-07 12 19 7 1986 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1986-12-14 12 20 14 1986 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1986-12-21 12 21 21 1986 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1986-12-28 12 22 28 1986 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
1987-01-04 1 23 4 1987 19609226.3572424 6595309.67894002 934456 816730 3985931.56292776 2829469.36469573 9107400 2778122.10268217 1420000 1792000 1012260 1438893 847000 1401000 135205 59960 861000 610000 1050000 544797
1987-01-11 1 24 11 1987 19533451.9543422 6563319.87816544 844011 816730 4102463.12585551 2837438.72939147 9107400 2788244.20536434 1420000 1792000 1086320 1428500 847000 1401000 135205 59960 861000 610000 1050000 541606
1987-01-18 1 25 18 1987 19457678.3115846 6531329.55710546 753567 779185 4218994.68878327 2845408.0940872 9107400 2798366.3080465 1420000 1792000 1160380 1418107 847000 1401000 135209.091384964 59960 861000 610000 1050000 538415
1987-01-25 1 26 25 1987 19381904.668827 6499339.75633088 663122 741641 4335526.25171102 2853377.45878294 9107400 2808488.41072867 1420000 1792000 1234440 1407713 847000 1401000 135205 59960 861000 610000 1050000 535225
1987-02-01 2 27 1 1987 19306130.2659268 6467349.4352709 572678 704096 4452057.81463878 2861346.82347867 9107400 2818610.51341084 1420000 1792000 1308500 1397320 847000 1401000 135205 59960 861000 610000 1050000 532034
1987-02-08 2 28 8 1987 19230356.6231692 6435359.11421092 482233 670000 4548806.15488355 2870203.48259248 9107400 2849497.46726743 1420000 1792000 1308500 1386927 847000 1401000 135205 59960 861000 610000 1050000 528843
1987-02-15 2 29 15 1987 19154583.2202689 6403369.31343634 391789 626375 4645554.49512832 2879060.14170628 9107400 2880384.42112401 1420000 1792000 1308500 1376533 847000 1401000 135205 59960 861000 610000 1050000 525652
1987-02-22 2 30 22 1987 19078809.5775114 6371378.99237636 301344 582750 4742302.83537309 2887916.80082009 9107400 2911271.3749806 1420000 1792000 1308500 1366140 847000 1401000 135205 59960 861000 610000 1049959.25912838 522461
1987-03-01 3 31 1 1987 19003035.1746111 6339388.67131638 210900 539125 4839051.17561786 2896773.45993389 9107400 2942158.32883719 1420000 1792000 1308500 1355747 847000 1401000 135205 63460 861000 610000 1054742.43548959 519270
1987-03-08 3 32 8 1987 18927261.5318535 6307398.8705418 182900 495500 4935799.51586263 2906646.40411459 8973050 3005689.67782943 1420000 1588262 1215925 1345353 847000 1401000 135205 83260 961000 610000 1069362.64461057 528045
1987-03-15 3 33 15 1987 18851487.889096 6275408.54948182 154900 413175 5032547.8561074 2916519.3482953 8838800 3069221.02682168 1420000 1386525 1123350 1334960 847000 1401000 135205 100500 961000 610000 1086959.70103916 536820
1987-03-22 3 34 22 1987 18775713.4861957 6243418.74870723 154900 330850 5032547.8561074 2926392.292476 8704550 3132752.37581393 1420000 1184787 1030775 1324567 847000 1401000 135205 100500 961000 610000 1103660.3237857 545595
1987-03-29 3 35 29 1987 18699939.8434381 6211428.42764726 154900 248525 5032547.8561074 2936265.2366567 8570300 3196283.72480618 1420000 983050 938200 1314173 847000 1401000 135205 100500 961000 714248.01093984 1118387.32166168 554370
1987-04-05 4 36 5 1987 20075000 7327300 1424900 166200 5032547.8561074 2945815.70421533 8570300 3267455.35232556 1420000 781312 938200 1303780 847000 1401000 135205 100500 1011000 715375.769896393 1118577.66971817 555345
1987-04-12 4 37 12 1987 20075000 7327300 1424900 191341 5032547.8561074 2955366.17177397 8570300 3338626.97984494 1420000 579575 938200 1293387 847000 1401000 135205 100500 1011000 724061.531302537 1118802.60750165 556320
1987-04-19 4 38 19 1987 20075000 7327300 1424900 216482 5032547.8561074 2965061.59257674 8570300 3468000 1420000 719040 938200 1282993 847000 1401000 135205 100500 1011000 733685.46410907 1119033.89638277 557295
1987-04-26 4 39 26 1987 20075000 7327300 1424900 241624 5032547.8561074 2974757.01337951 8570300 3468000 1420000 858505 938200 1272600 847000 1401000 135205 100500 1011000 740623.553831188 1119247.76554074 558270
1987-05-03 5 40 3 1987 20075000 7327300 1424900 266765 5869400 2994105.61070361 8570300 3468000 1420000 997970 1058560 1314040 847000 1401000 135205 100500 1002529.74706248 751992.66870958 1119342.77570708 558270
1987-05-10 5 41 10 1987 20075000 7327300 1424900 291906 5869400 3013454.20802771 8570300 3468000 1420000 1137435 1178920 1355480 841730.852192429 1394677.02263091 135205 100500 998073.002392921 762480.434999376 1118995.59058843 558270
1987-05-17 5 42 17 1987 20075000 7327300 1424900 317047 5869400 3032802.8053518 9107400 3468000 1420000 1276901 1299280 1396920 836272.2977197 1372067.71203192 135205 100500 995617.199008866 769865.007923587 1119918.67068725 558270
1987-05-24 5 43 24 1987 20075000 7327300 1424900 342188 5869400 3052151.4026759 9107400 3468000 1420000 1416366 1419640 1438360 842204.029113887 1399081.61164555 135205 100500 994869.651960445 776747.856749397 1120000 558270
1987-05-31 5 44 31 1987 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 830142.54114147 1362687.59350334 135205 100500 996655.35778206 786540.851422072 1120000 558270
1987-06-07 6 45 7 1987 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 827660.711461597 1348842.52485097 134917.669305611 100500 996597.118520835 791886.545619553 1120000 558270
1987-06-14 6 46 14 1987 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 830322.251696225 1356387.0232874 135015.140803764 100500 999133.979593471 796546.061754531 1120000 558270
1987-06-21 6 47 21 1987 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 832894.39755279 1364325.43363725 135205 100500 1002715.13417538 800452 1120000 558270
1987-06-28 6 48 28 1987 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 835828.056068672 1373740.45680756 135205 100500 1006429.92229731 800452 1120000 558270
1987-07-05 7 49 5 1987 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 841204.310679076 1385119.81126067 135205 100500 1011000 800452 1120000 558270
1987-07-12 7 50 12 1987 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-07-19 7 51 19 1987 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-07-26 7 52 26 1987 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-08-02 8 1 2 1987 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-08-09 8 2 9 1987 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-08-16 8 3 16 1987 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-08-23 8 4 23 1987 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-08-30 8 5 30 1987 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-09-06 9 6 6 1987 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-09-13 9 7 13 1987 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1987-09-20 9 8 20 1987 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
1987-09-27 9 9 27 1987 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1987-10-04 10 10 4 1987 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1987-10-11 10 11 11 1987 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1987-10-18 10 12 18 1987 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1987-10-25 10 13 25 1987 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1987-11-01 11 14 1 1987 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1987-11-08 11 15 8 1987 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1987-11-15 11 16 15 1987 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1987-11-22 11 17 22 1987 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1987-11-29 11 18 29 1987 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1987-12-06 12 19 6 1987 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1987-12-13 12 20 13 1987 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1987-12-20 12 21 20 1987 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1987-12-27 12 22 27 1987 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
