"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "BOISE" "PAYHS" "OWYHE" "PELTO"
2000-12-24 12 21 24 2000 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
2000-12-31 12 22 31 2000 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
2001-01-07 1 23 7 2001 19685000 6627300 973647.365779427 816730 3989400 2827256.36487016 9107400 2770400.0684089 1420000 1792000 1012260 1438893 847000 1401000 135205 59960 861000 610000 1050000 544797
2001-01-14 1 24 14 2001 19685000 6627300 922394.731558855 816730 4109400 2833012.72974031 9107400 2772800.1368178 1420000 1792000 1086320 1428500 847000 1401000 135205 59960 861000 610000 1050000 541606
2001-01-21 1 25 21 2001 19685000 6627300 871141.140960179 779185 4229400 2838769.09461047 9107400 2775200.2052267 1420000 1792000 1160380 1418107 847000 1401000 135205 59960 861000 610000 1050000 538415
2001-01-28 1 26 28 2001 19685000 6627300 819888.506739606 741641 4349400 2844525.45948062 9107400 2777600.2736356 1420000 1792000 1234440 1407713 847000 1401000 135205 59960 861000 610000 1050000 535225
2001-02-04 2 27 4 2001 19685000 6627300 768635.872519034 704096 4469400 2850281.82435078 9107400 2780000.34204449 1420000 1792000 1308500 1397320 847000 1401000 135205 59960 861000 610000 1050000 532034
2001-02-11 2 28 11 2001 19685000 6627300 717383.238298461 670000 4569400 2856655.95160897 9107400 2802913.45616238 1420000 1792000 1308500 1386927 847000 1401000 135205 59960 861000 610000 1050000 528843
2001-02-18 2 29 18 2001 19685000 6627300 666129.647699785 626375 4669400 2863030.07886716 9107400 2825826.57028026 1420000 1792000 1308500 1376533 847000 1401000 135205 59960 861000 610000 1050000 525652
2001-02-25 2 30 25 2001 19685000 6627300 614877.013479213 582750 4769400 2869404.20612534 9107400 2848739.68439815 1420000 1792000 1308500 1366140 847000 1401000 135205 59960 861000 610000 1049995.99234025 522461
2001-03-04 3 31 4 2001 19685000 6627300 563624.37925864 539125 4869400 2875778.33338353 9107400 2871652.79851603 1420000 1792000 1308500 1355747 847000 1401000 135205 63460 861000 610000 1054979.00809834 519270
2001-03-11 3 32 11 2001 19685000 6627300 563624.37925864 495500 4969400 2882955.95726385 8973050 2931826.74130251 1420000 1588262 1215925 1345353 847000 1401000 135205 83260 961000 610000 1069981.33650746 528045
2001-03-18 3 33 18 2001 19685000 6627300 563624.37925864 413175 5069400 2890133.58114417 8838800 2992000.68408899 1420000 1386525 1123350 1334960 847000 1401000 135205 100500 961000 610000 1088000 536820
2001-03-25 3 34 25 2001 19685000 6627300 563624.37925864 330850 5219400 2897311.20502449 8704550 3052174.62687547 1420000 1184787 1030775 1324567 847000 1401000 135205 100500 961000 610000 1104681.48372377 545595
2001-04-01 4 35 1 2001 19685000 6627300 563624.37925864 248525 5369400 2904488.82890481 8570300 3112348.56966194 1420000 983050 938200 1314173 847000 1401000 135205 100500 961000 723381.303510726 1119740.98960631 554370
2001-04-08 4 36 8 2001 20075000 7327300 1424900 166200 5469400 2911202.11719988 8570300 3191913.71269575 1420000 781312 938200 1303780 847000 1401000 135205 100500 1011000 722155.145577461 1120000 555345
2001-04-15 4 37 15 2001 20075000 7327300 1424900 191341 5569400 2917915.40549495 8570300 3271478.85572955 1420000 579575 938200 1293387 847000 1401000 135205 100500 1011000 723119.734522338 1120000 556320
2001-04-22 4 38 22 2001 20075000 7327300 1424900 216482 5669400 2925057.36496052 8570300 3468000 1420000 719040 938200 1282993 847000 1401000 135205 100500 1011000 727558.226004592 1120000 557295
2001-04-29 4 39 29 2001 20075000 7327300 1424900 241624 5769400 2932199.32442608 8570300 3468000 1420000 858505 938200 1272600 847000 1401000 135205 100500 1011000 736489.916282512 1120000 558270
2001-05-06 5 40 6 2001 20075000 7327300 1424900 266765 5869400 2960059.45954086 8570300 3468000 1420000 997970 1058560 1314040 847000 1401000 135205 100500 1000369.60921492 746343.350449429 1120000 558270
2001-05-13 5 41 13 2001 20075000 7327300 1424900 291906 5869400 2987919.59465565 8570300 3468000 1420000 1137435 1178920 1355480 847000 1401000 135205 100500 993939.316204993 755201.257197669 1120000 558270
2001-05-20 5 42 20 2001 20075000 7327300 1424900 317047 5869400 3015779.72977043 9107400 3468000 1420000 1276901 1299280 1396920 847000 1401000 135205 100500 991858.099826354 767714.830662152 1120000 558270
2001-05-27 5 43 27 2001 20075000 7327300 1424900 342188 5869400 3043639.86488522 9107400 3468000 1420000 1416366 1419640 1438360 844281.12667353 1399912.45066941 135205 100500 989731.045332908 775324.850873457 1120000 558270
2001-06-03 6 44 3 2001 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 837044.769726095 1378374.47665022 135205 100500 989851.914831334 781511.367255394 1120000 558270
2001-06-10 6 45 10 2001 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 835387.793810094 1369682.23179086 134860.914332285 100500 991239.992150711 789279.19133789 1120000 558270
2001-06-17 6 46 17 2001 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 837554.857693193 1375734.24432929 135020.257936282 100500 994840.498679471 795927.856315025 1120000 558270
2001-06-24 6 47 24 2001 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 839994.586548075 1382785.925025 135205 100500 1000108.8188478 800452 1120000 558270
2001-07-01 7 48 1 2001 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 842220.944644239 1389339.10493194 135205 100500 1006458.15445633 800452 1120000 558270
2001-07-08 7 49 8 2001 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 844329.114661186 1393681.77417165 135205 100500 1011000 800452 1120000 558270
2001-07-15 7 50 15 2001 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-07-22 7 51 22 2001 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-07-29 7 52 29 2001 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-08-05 8 1 5 2001 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-08-12 8 2 12 2001 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-08-19 8 3 19 2001 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-08-26 8 4 26 2001 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-09-02 9 5 2 2001 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-09-09 9 6 9 2001 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-09-16 9 7 16 2001 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
2001-09-23 9 8 23 2001 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
2001-09-30 9 9 30 2001 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
2001-10-07 10 10 7 2001 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
2001-10-14 10 11 14 2001 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
2001-10-21 10 12 21 2001 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
2001-10-28 10 13 28 2001 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
2001-11-04 11 14 4 2001 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
2001-11-11 11 15 11 2001 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
2001-11-18 11 16 18 2001 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
2001-11-25 11 17 25 2001 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
2001-12-02 12 18 2 2001 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
2001-12-09 12 19 9 2001 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
2001-12-16 12 20 16 2001 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
2001-12-23 12 21 23 2001 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
2001-12-30 12 22 30 2001 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
2002-01-06 1 23 6 2002 19401154 6404223 947687.362316008 816730 3918753.22402804 2796761.91810997 9107400 2678000 1420000 1792000 1012260 1438893 847000 1401000 135205 59960 861000 610000 1050000 544797
2002-01-13 1 24 13 2002 19117308 6181146 870473.724632016 816730 3968106.44805607 2772023.83621994 9107400 2588000 1420000 1792000 1086320 1428500 847000 1401000 135205 59960 861000 610000 1050000 541606
2002-01-20 1 25 20 2002 18833462 5958069 793261.086948024 779185 4017459.67208411 2747285.75432991 9107400 2498000 1420000 1792000 1160380 1418107 847000 1401000 135241.866811632 59960 861000 610000 1050000 538415
2002-01-27 1 26 27 2002 18549615 5734992 716047.449264032 741641 4066812.89611215 2722547.67243988 9107400 2408000 1420000 1792000 1234440 1407713 847000 1401000 135205 59960 861000 610000 1050000 535225
2002-02-03 2 27 3 2002 18265769 5511915 638834.81158004 704096 4116166.12014018 2697809.59054986 9107400 2318000 1420000 1792000 1308500 1397320 847000 1401000 134968.578513866 59960 861000 610000 1050000 532034
2002-02-10 2 28 10 2002 17981923 5288838 561621.173896048 670000 4149934.76766647 2669903.42650756 9107400 2213000 1378531.40988612 1792000 1308500 1386927 847000 1401000 135109.657091362 59960 861000 610000 1050000 528843
2002-02-17 2 29 17 2002 17698077 5065762 484408.536212056 626375 4183703.41519275 2641997.26246527 9107400 2108000 1337062.81977223 1792000 1308500 1376533 847000 1401000 135205 59960 861000 610000 1050000 525652
2002-02-24 2 30 24 2002 17414231 4842685 407194.898528064 582750 4217472.06271904 2614091.09842297 9107400 2003000 1295594.22965835 1792000 1308500 1366140 847000 1401000 135205 59960 861000 610000 1049779.06011541 522461
2002-03-03 3 31 3 2002 17130385 4619608 329982.260844072 539125 4251240.71024532 2586184.93438068 9107400 1898000 1254125.63954447 1792000 1308500 1355747 847000 1401000 135205 63460 861000 610000 1053642.84875344 519270
2002-03-10 3 32 10 2002 16846538 4396531 325137.144897086 495500 4285009.35777161 2555262.33201814 8854689.17190371 1856629.80018402 1266108.57932284 1588262 1215925 1345353 847000 1401000 135205 83260 908271.997159377 610000 1067119.56697268 528045
2002-03-17 3 33 17 2002 16562692 4173454 320292.0289501 413175 4318778.00529789 2524339.7296556 8602078.34380741 1815259.60036804 1278091.51910122 1386525 1123350 1334960 847000 1401000 135205 100500 887103.490197337 610000 1083763.6583983 536820
2002-03-24 3 34 24 2002 16278846 3950377 320292.0289501 330850 4318778.00529789 2493417.12729307 8349467.51571112 1773889.40055205 1290074.45887959 1184787 1030775 1324567 847000 1401000 135205 100500 865815.87748037 610000 1099566.27378661 545595
2002-03-31 3 35 31 2002 15995000 3727300 320292.0289501 248525 4318778.00529789 2462494.52493053 8096856.68761482 1732519.20073607 1302057.39865797 983050 938200 1314173 847000 1401000 135205 100500 863033.344385447 643498.951608589 1113944.93139296 554370
2002-04-07 4 36 7 2002 20075000 7327300 1424900 166200 4318778.00529789 2432754.01649376 7524948.12814309 1745302.46558104 1326848.77768706 781312 938200 1303780 847000 1401000 134749.552630851 100500 851331.259606126 625991.526135705 1115713.60580746 555345
2002-04-14 4 37 14 2002 20075000 7327300 1424900 191341 4318778.00529789 2403013.50805699 6953039.56867136 1758085.73042602 1351640.15671615 579575 938200 1293387 847000 1401000 135205 100500 888508.337303451 616159.991797921 1117594.5746896 556320
2002-04-21 4 38 21 2002 20075000 7327300 1424900 216482 4318778.00529789 2373061.0622374 6381131.00919962 3468000 1375606.0362729 719040 938200 1282993 847000 1401000 135205 100500 889568.823226234 616717.704438043 1119139.23096907 557295
2002-04-28 4 39 28 2002 20075000 7327300 1424900 241624 4318778.00529789 2343108.61641781 5809222.44972789 3468000 1399571.91582965 858505 938200 1272600 847000 1401000 135205 100500 898834.391343827 619487.786472394 1120000 558270
2002-05-05 5 40 5 2002 20075000 7327300 1424900 266765 5869400 2488786.89313425 5809222.44972789 3468000 1420000 997970 1058560 1314040 824350.467009736 1339914.89587474 134538.261018761 100500 905734.507720776 638650.922142905 1120000 558270
2002-05-12 5 41 12 2002 20075000 7327300 1424900 291906 5869400 2634465.16985068 5809222.44972789 3468000 1420000 1137435 1178920 1355480 805656.165499901 1299790.62488433 134516.698386722 100500 926469.888490689 658557.366126641 1120000 558270
2002-05-19 5 42 19 2002 20075000 7327300 1424900 317047 5869400 2780143.44656712 9107400 3468000 1420000 1276901 1299280 1396920 802243.983607133 1277258.33961511 135205 100500 951924.597278017 686391.319049835 1120000 558270
2002-05-26 5 43 26 2002 20075000 7327300 1424900 342188 5869400 2925821.72328356 9107400 3468000 1420000 1416366 1419640 1438360 823908.383694194 1352234.87860575 135205 100500 956010.167196251 726944.118363297 1120000 558270
2002-06-02 6 44 2 2002 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 827178.49084083 1355951.11554734 135205 100500 959699.294003196 748646.948401639 1120000 558270
2002-06-09 6 45 9 2002 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 826427.620981348 1345516.91719212 134786.439147333 100500 964315.851699428 771289.573712689 1120000 558270
2002-06-16 6 46 16 2002 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 829379.712717736 1353865.73151994 134943.298651721 100500 971996.912121478 787166.508854223 1120000 558270
2002-06-23 6 47 23 2002 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 834316.40887047 1368022.66306322 135205 100500 985876.416769183 800452 1120000 558270
2002-06-30 6 48 30 2002 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 839341.84316198 1382314.09731523 135205 100500 1000404.34137415 800452 1120000 558270
2002-07-07 7 49 7 2002 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 843584.358415166 1391641.14205755 135205 100500 1011000 800452 1120000 558270
2002-07-14 7 50 14 2002 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-07-21 7 51 21 2002 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-07-28 7 52 28 2002 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-08-04 8 1 4 2002 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-08-11 8 2 11 2002 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-08-18 8 3 18 2002 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-08-25 8 4 25 2002 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-09-01 9 5 1 2002 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-09-08 9 6 8 2002 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-09-15 9 7 15 2002 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
2002-09-22 9 8 22 2002 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
2002-09-29 9 9 29 2002 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
2002-10-06 10 10 6 2002 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
2002-10-13 10 11 13 2002 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
2002-10-20 10 12 20 2002 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
2002-10-27 10 13 27 2002 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
2002-11-03 11 14 3 2002 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
2002-11-10 11 15 10 2002 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
2002-11-17 11 16 17 2002 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
2002-11-24 11 17 24 2002 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
2002-12-01 12 18 1 2002 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
2002-12-08 12 19 8 2002 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
2002-12-15 12 20 15 2002 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
2002-12-22 12 21 22 2002 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
2002-12-29 12 22 29 2002 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
2003-01-05 1 23 5 2003 19561261.3177889 6551260.86708926 960001.432615689 816730 3989400 2827373.46531635 9107400 2759860.65276436 1420000 1792000 1012260 1438893 847000 1401000 135205 59960 861000 610000 1050000 544797
2003-01-12 1 24 12 2003 19437522.5117027 6475220.98192854 895102.294780142 816730 4109400 2833246.9306327 9107400 2751721.30552871 1420000 1792000 1086320 1428500 847000 1401000 135205 59960 859235.886729911 610000 1050000 541606
2003-01-19 1 25 19 2003 19313783.8294916 6399181.8490178 830203.297847068 779185 4229400 2839120.39594905 9107400 2743581.95829307 1420000 1792000 1160380 1418107 847000 1401000 135205 59960 857621.798707333 610000 1050000 538415
2003-01-26 1 26 26 2003 19190045.1472805 6323141.96385708 765304.16001152 741641 4349400 2844993.8612654 9107400 2735442.61105742 1420000 1792000 1234440 1407713 847000 1401000 135205 59960 857304.121975778 610000 1050000 535225
2003-02-02 2 27 2 2003 19066306.3411943 6247102.83094634 700405.59262721 704096 4469400 2850867.32658175 9107400 2727303.26382178 1420000 1792000 1308500 1397320 847000 1401000 135205 59960 861000 610000 1050000 532034
2003-02-09 2 28 9 2003 18942567.6589832 6171063.69803559 635506.454791662 670000 4569400 2857372.81651996 9107400 2738067.90822497 1419216.7803787 1792000 1308500 1386927 847000 1401000 135205 59960 861000 610000 1050000 528843
2003-02-16 2 29 16 2003 18818829.8528971 6095023.81287487 570607.457858588 626375 4669400 2863878.30645818 9107400 2748832.55262815 1418433.5607574 1792000 1308500 1376533 847000 1401000 135205 59960 861000 610000 1050000 525652
2003-02-23 2 30 23 2003 18695091.1706859 6018984.67996413 505708.320023041 582750 4769400 2870383.79639639 9107400 2759597.19703134 1417650.3411361 1792000 1308500 1366140 847000 1401000 135205 59960 861000 610000 1049771.17653788 522461
2003-03-02 3 31 2 2003 18571352.3645998 5942945.54705339 440809.75263873 539125 4869400 2876889.2863346 9107400 2770361.84143453 1416867.1215148 1792000 1308500 1355747 847000 1401000 135205 63460 861000 610000 1053571.85577569 519270
2003-03-09 3 32 9 2003 18447613.6823887 5866905.66189267 440809.75263873 495500 4969400 2884209.53255324 8973050 2825198.28497194 1417258.73132545 1588262 1215925 1345353 847000 1401000 135205 83260 909718.439691791 610000 1066800.14544276 528045
2003-03-16 3 33 16 2003 18323875.0001776 5790866.52898193 440809.75263873 413175 5069400 2891529.77877187 8838800 2880034.72850934 1417650.3411361 1386525 1123350 1334960 847000 1401000 135205 100500 896994.961564655 610000 1082758.58567248 536820
2003-03-23 3 34 23 2003 18200136.1940914 5714826.64382121 440809.75263873 330850 5104361.48380662 2898850.0249905 8704550 2934871.17204674 1418041.95094675 1184787 1030775 1324567 847000 1401000 135205 100500 890515.849089743 610000 1098030.79459836 545595
2003-03-30 3 35 30 2003 18076397.5118803 5638787.51091047 440809.75263873 248525 5139322.96761323 2906170.27120913 8570300 2989707.61558415 1418433.5607574 983050 938200 1314173 847000 1401000 135205 100500 896929.283465098 649283.138677296 1111734.51611752 554370
2003-04-06 4 36 6 2003 20075000 7327300 1424900 166200 5162630.62348431 2913033.68828137 8570300 3072524.10092738 1418825.17056805 781312 938200 1303780 847000 1401000 135205 100500 873742.521910104 634181.244731605 1112282.86897618 555345
2003-04-13 4 37 13 2003 20075000 7327300 1424900 191341 5185938.27935538 2919897.10535362 8570300 3155340.58627061 1419216.7803787 579575 938200 1293387 847000 1401000 135205 100500 874859.987619427 620672.792537797 1112928.68484365 556320
2003-04-20 4 38 20 2003 20075000 7327300 1424900 216482 5209245.93522646 2927174.18071864 8570300 3468000 1419608.39018935 719040 938200 1282993 847000 1401000 135205 100500 858641.99888055 617362.061913534 1113871.29475061 557295
2003-04-27 4 39 27 2003 20075000 7327300 1424900 241624 5232553.59109754 2934451.25608366 8570300 3468000 1420000 858505 938200 1272600 841964.361948712 1387409.84429532 135205 100500 860203.866668618 620627.385046143 1114984.91795628 558270
2003-05-04 5 40 4 2003 20075000 7327300 1424900 266765 5869400 2961861.00486693 8570300 3468000 1420000 997970 1058560 1314040 820649.314217559 1329932.99895039 135205 100500 853814.7738177 634489.543147605 1116073.88458113 558270
2003-05-11 5 41 11 2003 20075000 7327300 1424900 291906 5869400 2989270.75365019 8570300 3468000 1420000 1137435 1178920 1355480 805270.516839849 1298693.00946726 135205 100500 876838.225903791 654027.653209868 1117792.0308793 558270
2003-05-18 5 42 18 2003 20075000 7327300 1424900 317047 5869400 3016680.50243346 9107400 3468000 1420000 1276901 1299280 1396920 808905.876547518 1296945.72472252 135205 100500 907804.557041365 687848.762145763 1119968.63952514 558270
2003-05-25 5 43 25 2003 20075000 7327300 1424900 342188 5869400 3044090.25121673 9107400 3468000 1420000 1416366 1419640 1438360 812449.709364143 1322615.28646958 135205 100500 937007.254606156 723275.416717994 1120000 558270
2003-06-01 6 44 1 2003 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 827088.637040263 1355746.90236423 135205 100500 949341.888825664 749652.292129319 1120000 558270
2003-06-08 6 45 8 2003 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 827158.025811653 1347486.79688597 134957.173262916 100500 956427.384379751 773292.045496439 1120000 558270
2003-06-15 6 46 15 2003 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 830065.588331365 1355700.4487864 135012.30747201 100500 965835.314708215 788120.223672657 1120000 558270
2003-06-22 6 47 22 2003 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 834296.313984291 1367970.41635916 135205 100500 981030.974851254 800452 1120000 558270
2003-06-29 6 48 29 2003 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 840314.848447668 1384688.23021231 135205 100500 997714.819978365 800452 1120000 558270
2003-07-06 7 49 6 2003 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 844033.568187766 1392871.97683448 135205 100500 1011000 800452 1120000 558270
2003-07-13 7 50 13 2003 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
2003-07-20 7 51 20 2003 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
2003-07-27 7 52 27 2003 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
2003-08-03 8 1 3 2003 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
2003-08-10 8 2 10 2003 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
