"date" "month" "week" "day" "year" "TotalFloodSpace" "TotalRelReducReq" "TotalMcNarySharedWater" "TotalBONSharedWater" "GCSupForVernitaBar" "BRLGSup" "BRRelForJBandLP" "DWLGSup" "DWFirmEngSup" "GCFirmEngSup" "TotalEnergySup" "UpstreamFloodEvacGC" "TotalFloodRelSharedWater" "GCMinFloodRelReq" "ARMinFloodRelReq" "ControlledFlow" "BRIn" "GCIn" "TotalDamProtectExcess"
1979-08-05 8 1 5 1979 1323360.65607764 0 809348 0 0 0 136914.072781923 0 0 0 NA NA 146772.860426602 0 0 1e+10 234395.161402923 1101067.93496942 235855.834634119
1979-08-12 8 2 12 1979 1660438.48385159 0 283115.935732745 0 0 27598 157692.756723861 0 0 0 NA NA 1.86264514923096e-09 0 0 1e+10 213632.180513908 572678.973254534 226090.735541586
1979-08-19 8 3 19 1979 1651065.27924036 0 0 0 0 27598 201085.726957297 0 0 0 NA NA 2.79396772384644e-09 0 0 1e+10 489958.988874633 521780.386118618 196630.553949801
1979-08-26 8 4 26 1979 1434513.72367887 0 5738 0 0 27598 140813.478088152 0 0 0 NA NA 9.31322574615479e-10 0 0 1e+10 359618.898194382 692359.773747411 184123.467475579
1979-09-02 9 5 2 1979 1521807.11956994 0 11477 0 0 27598 159870.127344175 0 0 0 NA NA 9.31322574615479e-10 0 0 1e+10 332102.055988083 683995.438002633 162299.083190252
1979-09-09 9 6 9 1979 1650008.86248393 0 87394 0 0 0 185582.913463759 0 1189.96501448194 0 NA NA 9.31322574615479e-10 0 0 1e+10 343648.720793585 665927.611110909 152922.419584705
1979-09-16 9 7 16 1979 1643794.6424499 0 163311 0 0 0 187109.812794469 0 2934.72010376913 0 NA NA 9.31322574615479e-10 0 0 1e+10 312363.47678351 484281.581962313 135701.557043282
1979-09-23 9 8 23 1979 1470085.87179466 0 107574.257619562 0 0 0 193700.958682122 0 6431.85779797658 0 NA NA 9.31322574615479e-10 0 0 1e+10 299303.078533392 345117.171165722 120653.782582772
1979-09-30 9 9 30 1979 1220967.82344888 0 142125.670103284 0 0 0 208405.684782423 0 10566.6306068062 0 NA NA 9.31322574615479e-10 0 0 1e+10 343814.680507276 246866.849672978 123565.127368542
1979-10-07 10 10 7 1979 1333205.76133898 0 166029.128460449 0 0 0 72405.518901768 0 0 0 NA NA 0 0 0 1e+10 272149.18888397 244852.446443802 114725.763615357
1979-10-14 10 11 14 1979 1324817.85738154 0 113625.644763548 0 0 0 71743.982053026 0 0 0 NA NA 0 0 0 1e+10 198711.04296725 276652.56692678 123179.805223826
1979-10-21 10 12 21 1979 1293549.45320187 0 137278.184285667 0 0 0 77581.945002255 0 0 0 NA NA 9.31322574615479e-10 0 0 1e+10 323364.721786383 242491.385436611 115716.150846461
1979-10-28 10 13 28 1979 1246332.46535657 0 148280.219445403 0 0 0 64069.6495040191 0 0 0 NA NA 0 0 0 1e+10 549047.157156208 299106.062906216 151693.811548536
1979-11-04 11 14 4 1979 1310869.84677646 0 190697.778470981 803474.617593492 26088.1608774886 0 67795.819604293 0 0 0 NA NA 1.86264514923096e-09 0 0 1e+10 382640.403167512 442602.160877489 114046.767089785
1979-11-11 11 15 11 1979 2056611.72633739 0 121559.800797306 642358.800797306 0 0 74922.61964353 0 0 0 NA NA 0 0 0 1e+10 296843.20393808 338262.008049475 16306.8882861248
1979-11-18 11 16 18 1979 2115773.36393922 0 24461.7093841662 210265.409725975 0 0 73309.284705521 0 0 0 NA NA 0 0 0 1e+10 264280.94352246 235140.923420247 14701.9444283756
1979-11-25 11 17 25 1979 1999648.22534207 0 24647.5710227708 67500.6687313085 0 0 74951.582889527 0 0 0 NA NA 0 0 0 1e+10 260812.084267901 241012.769252989 14939.0854301638
1979-12-02 12 18 2 1979 1859926.51793225 0 23634.9376801015 70936.1341694761 0 0 71118.884347311 0 0 0 NA NA 0 0 0 1e+10 347955.392669713 236069.112576233 11798.3278300653
1979-12-09 12 19 9 1979 3215381.44174697 0 338375.105348538 2097395.96786379 0 0 64193.700466302 0 1543.99462967173 0 NA NA 0 0 0 1e+10 338009.847850137 316025.587162452 7827.8171575122
1979-12-16 12 20 16 1979 3427758.05422597 0 286309.47057243 1403828.16724815 0 0 55417.2630471 0 7377.10782841348 0 NA NA 0 0 0 1e+10 310060.496611818 451731.444386829 7609.76992749935
1979-12-23 12 21 23 1979 3055943.52136064 0 99852.9160757693 882738.386884823 0 0 61589.647430585 0 16064.4359937108 0 NA NA 0 0 0 1e+10 282752.761160946 506076.613962355 5772.30741312122
1979-12-30 12 22 30 1979 2750476.41772838 0 171647.400028527 568262.220200631 85668.319060659 0 60377.808010395 0 9409.50191815472 0 NA NA 0 0 0 1e+10 304880.047132501 664698.851389844 6827.35529612424
1980-01-06 1 23 6 1980 2581241.56985265 0 1365910.7342036 0 414153.645723072 0 74281.605942033 0 28366.5246977565 346721.321059248 NA NA 0 0 0 1e+10 198932.340347852 300233.200782614 13571.4058525159
1980-01-13 1 24 13 1980 2151514.86750099 0 9440.99999999988 0 0 0 78129.033211872 0 674.646784259451 0 NA NA 0 0 0 1e+10 186010.702397806 282678.233011235 16181.6730153118
1980-01-20 1 25 20 1980 2468869.54085134 0 505645.513315452 505645.513315452 0 0 89056.086731666 0 75.4250617547588 0 NA NA 0 0 0 1e+10 389640.712428152 377224.313545194 56988.923003208
1980-01-27 1 26 27 1980 2442562.68335085 0 505017.367054707 505017.367054707 0 0 67479.134187222 0 0 0 NA NA 0 0 0 1e+10 293721.499261851 372173.021483146 19108.44411953
1980-02-03 2 27 3 1980 2523489.87516541 0 508584.751002532 508584.751002532 0 0 70703.838589776 0 0 0 NA NA 0 0 0 1e+10 209388.465826788 345040.581806266 8171.6225832198
1980-02-10 2 28 10 1980 2306965.62208037 0 372891.076659557 372891.076659557 344449.403045313 0 63764.331668842 0 0 0 NA NA 0 0 0 1e+10 180700.211993559 455211.403045313 1191.34590375901
1980-02-17 2 29 17 1980 2028922.30215276 0 0 0 0 0 62122.3767095761 0 0 0 NA NA 0 0 0 1e+10 176856.99115544 471238.152664118 167.269800485693
1980-02-24 2 30 24 1980 1857958.55334463 0 0 0 0 0 50115.9105455329 0 14594.2655459476 0 NA NA 0 0 0 1e+10 487166.739214926 510637.535491867 137273.227414706
1980-03-02 3 31 2 1980 1685910.7773388 0 0 0 0 0 22944.727445298 0 23636.3150365299 0 NA NA 0 0 0 1e+10 477091.7535601 638630.224148305 100903.577621462
1980-03-09 3 32 9 1980 1612603.01619747 0 285224.843784779 285224.843784779 285224.843784779 0 33479.108770347 0 2886.67450449525 0 NA NA 0 0 0 1e+10 332871.865146559 776512.84378478 99888.1000555579
1980-03-16 3 33 16 1980 1603223.90820753 0 218989.755501751 218989.755501751 218989.755501751 0 43855.077256717 0 5921.19363574848 0 NA NA 1.86264514923096e-09 0 0 1e+10 331256.684262209 667237.755501751 75843.5421572035
1980-03-23 3 34 23 1980 1585579.59572474 0 202560.909177443 202560.909177443 202560.909177443 0 43221.930970392 0 7693.17919150623 0 NA NA 0 0 0 1e+10 331421.797517221 644859.909177443 73031.2926913304
1980-03-30 3 35 30 1980 1502863.47556602 0 60437 60437 60437 0 42491.18034626 0 8380.33111491697 34929.7761495135 NA NA 0 0 0 1e+10 271321.903849358 664634.615675333 71868.188550437
1980-04-06 4 36 6 1980 1615816.9203906 0 348 348 348 0 56536.772509271 0 0 102116.66204728 NA NA 0 0 0 1e+10 319668.175611777 575690.538614455 56609.1167759612
1980-04-13 4 37 13 1980 1607018.27121174 0 0 0 0 59373.9195543926 54810.118968497 0 0 107538.194358665 NA NA 0 0 0 369924.21354165 347648.468222363 564273.880207153 55080.1936673451
1980-04-20 4 38 20 1980 1122638.82976741 0 0 0 0 68578.9034652712 52946.122960294 399040.693282185 0 122831.488939628 NA NA 0 0 0 369924.21354165 314923.40597666 551804.039459845 66056.4063224376
1980-04-27 4 39 27 1980 1068416.2743034 0 0 0 0 77783.8873761497 44854.888278177 0 0 0 NA NA 0 0 0 369924.21354165 372694.965930443 937686.586774069 372600.439102132
1980-05-04 5 40 4 1980 251903.701223235 0 3978100 3978100 0 0 13057.1253165581 0 0 0 NA NA 3978100 1099694.18566003 0 376053.047802027 659071.715018946 2566796.64558564 326181.01016932
1980-05-11 5 41 11 1980 322991.092330983 0 3978100 3978100 0 0 47771.673169381 0 0 0 NA NA 3978100 255353.273681615 0 378351.291921063 383573.443556326 3106733.76488458 271515.346676732
1980-05-18 5 42 18 1980 413900.183240073 640826.246615454 3429412.00843554 3429412.00843554 0 73257.7371210987 54121.8239051461 0 0 0 NA NA 3429412.00843554 0 0 396807.745598234 437587.02827382 2725429.32506166 281670.154770332
1980-05-25 5 43 25 1980 871808.315803055 0 1898689.09074335 1898689.09074335 0 208570 50661.508279717 0 0 0 NA NA 1547240.06475194 1296906.89262251 0 408538.406102019 191503.079533795 1415720.76788612 247659.274671783
1980-06-01 6 44 1 1980 908401.013625205 0 76009.3744836953 0 0 171598 72314.770114415 0 0 0 NA NA 0 0 0 395676.816935674 409183.67948769 1741390.1808171 395042.157085743
1980-06-08 6 45 8 1980 379190.683240073 0 134218.554869387 57062 0 51644.9369913364 86534.931801111 3.64029272477431e-10 0 0 NA NA 57062 57062 0 423688.978787135 518184.751685779 1488468.10141215 439973.964618349
1980-06-15 6 46 15 1980 994863.391942059 0 178042.222513883 38041 38041 92656 69486.799939396 0 0 0 NA NA 0 0 0 443701.44817755 325185.829140027 1054961.52140623 455663.648447665
1980-06-22 6 47 22 1980 599592.209473885 0 64217.1520395401 19021 19021 53185 71653.090066316 0 0 0 NA NA 0 0 0 461386.779672038 188839.626338284 876972.735949883 335643.7959796
1980-06-29 6 48 29 1980 409552.487844069 0 14836.8177446572 0 0 0 73921.337228268 0 0 0 NA NA 0 0 0 490317.016349591 -30386.0109141724 700265.266225598 215004.93714285
1980-07-06 7 49 6 1980 556282.842311781 0 117273 0 0 0 59402.015373047 0 0 0 NA NA 0 0 0 528500.743150483 -50463.2157025181 880740.867761846 253500.916746029
1980-07-13 7 50 13 1980 300051.9194607 0 98136.5160788994 71788 0 0 52276.690073576 0 370.895854312139 0 NA NA 0 0 0 599252.571506422 -83583.229781526 790740.903785362 276508.975542622
1980-07-20 7 51 20 1980 391803.379853007 0 180532.491616638 175387 0 0 59803.84489821 0 71.6641743103225 2147.65093977888 NA NA 0 0 0 606828.487890716 -131208.542404544 1073117.52782403 116633.574541028
1980-07-27 7 52 27 1980 799295.659544704 0 278985 278985 163204.271997212 0 63617.974372703 0 2747.78600313429 0 NA NA 0 0 0 587929.729299989 -159688.587589159 661798.215676767 51065.2856727112
1980-08-03 8 1 3 1980 1255458.86783781 0 210759 0 0 0 70965.102549919 0 NA 0 NA NA 0 0 0 10000063787.4204 -126556.923416994 549624.653685056 6601.83023391059
1980-08-10 8 2 10 1980 1476623.5902198 0 92305.3577365372 0 0 0 79738.5932867948 0 NA 0 NA NA 0 0 0 10000049477.0721 -54907.1732894785 447997.73868238 0
1980-08-17 8 3 17 1980 1032755.54972567 0 0 0 0 0 90030.2936779748 0 NA 0 NA NA 0 0 0 10000047798.0818 -38907.0563363566 539337.368766614 0
1980-08-24 8 4 24 1980 1235776.21327483 0 5738 0 0 0 87734.3907586757 0 NA 0 NA NA 0 0 0 10000046553.4516 -34307.9500236907 747259.944873862 0
1980-08-31 8 5 31 1980 1179103.25647922 0 11477 0 0 0 96309.73851432 0 NA 0 NA NA 0 0 0 10000041254.816 11127.87779531 648238.722586694 0
1980-09-07 9 6 7 1980 1099631.46046882 0 87394 0 0 0 128940.469294723 0 NA 0 NA NA 9.31322574615479e-10 0 0 10000035974.3961 61961.387004119 570939.265885598 24183.578748056
1980-09-14 9 7 14 1980 1152663.06281865 0 119776.513763423 0 0 0 149722.616050763 0 NA 0 NA NA 0 0 0 10000037144.2599 169958.278386397 490192.207661148 134277.155384206
1980-09-21 9 8 21 1980 1179472.77617995 0 79494.3320395099 0 0 0 113624.770727067 0 NA 0 NA NA 0 0 0 10000038332.4122 269272.817401239 436599.363264221 164924.369428145
1980-09-28 9 9 28 1980 1270034.1315618 0 268698.027155302 0 0 0 95681.731160936 0 NA 0 NA NA 0 0 0 10000039520.5281 141747.619945321 373366.48082466 125135.803312046
1980-10-05 10 10 5 1980 1399835.28639631 0 273098.942525748 0 0 0 71303.457785379 0 NA 0 NA NA 0 0 0 10000040708.6804 108257.117147762 201946.551574503 78176.1942723694
1980-10-12 10 11 12 1980 1578402.87380938 0 185349.635768694 0 0 0 72489.013727845 0 NA 0 NA NA 0 0 0 10000041942.8032 90124.4122140215 352974.371358799 74956.7574341276
1980-10-19 10 12 19 1980 1580264.62028192 0 163694.581682081 0 0 0 73307.571098513 0 NA 0 NA NA 0 0 0 10000043176.8894 111911.914317175 324172.209834824 157576.595469907
1980-10-26 10 13 26 1980 1511509.5914826 0 181897.65979667 0 0 0 68649.729969134 0 NA 0 NA NA 0 0 0 10000044411.0121 208749.446701499 327962.765200308 120436.816306405
1980-11-02 11 14 2 1980 1531145.92532642 0 175628.842774001 814493.842774001 0 0 70384.944452939 0 NA 0 NA NA 0 0 0 10000043639.5121 166883.698496731 372021.95706371 90034.7688091581
1980-11-09 11 15 9 1980 2738511.60098392 0 436512.310213941 871527.987105412 0 0 77171.616211711 0 NA 0 NA NA 0 0 0 10000040915.6567 115921.247045193 245283.274612198 4079.52333048149
1980-11-16 11 16 16 1980 2028042.04031997 0 127173.150600778 471948.882609896 26085.1294412203 0 73540.917679926 0 NA 0 NA NA 0 0 0 10000025737.2157 136349.172396119 482005.12944122 6881.47940675193
1980-11-23 11 17 23 1980 2215185.89301683 0 97063.1333930385 217545.768703292 0 0 73657.970023356 0 NA 0 NA NA 0 0 0 10000024194.5318 166773.405553816 330241.363049822 9147.81442215061
1980-11-30 11 18 30 1980 2566194.40250333 0 225266.700399281 249440.957477836 0 0 76056.095977155 0 NA 0 NA NA 0 0 0 10000022921.4784 184789.732496031 397873.957477836 8033.479151747
1980-12-07 12 19 7 1980 4047180.92525952 0 583771.627326266 2247522.68613676 0 0 68659.400314211 0 NA 0 NA NA 0 0 0 10000021687.3314 136085.54122576 533230.920807729 0
1980-12-14 12 20 14 1980 3570492.68419771 0 309028.644486767 1508061.70112065 0 0 59539.0989957851 0 NA 0 NA NA 0 0 0 10000015259.4397 191485.914661038 520851.634326085 6086.78996132524
1980-12-21 12 21 21 1980 3446861.01684118 0 127944.339177281 917500.154889508 0 0 66293.552356452 0 NA 0 NA NA 0 0 0 10000011182.2653 133195.441529973 496503.801138492 0
1980-12-28 12 22 28 1980 2744990.50222586 0 357852.790344633 595990.774901203 218096.115941776 0 65899.794339246 0 NA 0 NA NA 0 0 0 10000008203.3896 198582.116015948 811023.115941776 3570.77693606891
1981-01-04 1 23 4 1981 2381155.87580361 0 3203446.95086267 364543 0 0 52856.39897829 0 NA 88270.2559658692 NA NA 1116121.32708502 0 0 10000008377.1285 279263.067893841 1315462.28648664 1764.4223527436
1981-01-11 1 24 11 1981 2919198.91464709 0 2656375.27367292 276800.622972932 170407.31869799 0 69574.122754963 0 NA 213519.046215978 NA NA 730763.790564369 0 0 10000009151.0315 175215.871029864 898328.295887911 873.445144107201
1981-01-18 1 25 18 1981 4219026.28450276 0 2104790.2640319 551471.637012858 409837.459933879 0 69545.741611929 0 NA 38203.7840400775 NA NA 147857.023683594 0 0 10000008253.0558 165084.761707471 694420.201743884 0
1981-01-25 1 26 25 1981 3444657.07858559 0 1123315.74377066 549014.710000233 442454.250336509 0 68835.150244922 0 NA 0 NA NA 4.65661287307739e-10 0 0 10000004628.0365 175230.266911645 711111.226652917 0
1981-02-01 2 27 1 1981 3360254.63647103 0 1144838.03853337 552162.924299828 482084.800868002 0 61504.50059036 0 NA 4482.48181588796 NA NA 0 0 0 10000002952.2604 247576.067122793 973645.014233544 0
1981-02-08 2 28 8 1981 3076818.34078058 0 912677.386260416 891046.528235853 299717.986757617 0 55796.820067329 0 NA 87178.976087335 NA NA 0 0 0 10000001726.0213 162899.73086011 893443.912807168 0
1981-02-15 2 29 15 1981 2855384.59601323 0 51605.7659149843 33038.217223105 33038.217223105 0 58390.900286345 0 NA 0 NA NA 9.31322574615479e-10 0 0 10000000516.5313 151113.314648405 859123.217223106 0
1981-02-22 2 30 22 1981 2488407.87584246 0 261407.892306103 248972.913331639 248972.913331639 0 40322.873516808 0 NA 0 NA NA 0 0 0 10000001451.2557 311544.896497743 1133173.91333164 0
1981-03-01 3 31 1 1981 2493351.09280548 0 811514.496222371 792777.101402948 8468.97980239172 0 36460.618947841 0 NA 13647.1519278236 NA NA 9.31322574615479e-10 0 0 10000002906.2359 264442.374495524 1601738.73545718 0
1981-03-08 3 32 8 1981 2243484.06555343 0 583653.101402948 583653.101402948 61354.7719667007 0 60345.182719844 0 NA 42279.9404686266 NA NA 0 0 0 10000004012.48 178304.999177425 1163873.8733268 0
1981-03-15 3 33 15 1981 1885075.42339272 0 418169.101402948 417669.101402948 109203.352633068 0 59964.086885034 0 NA 0 NA NA 0 0 0 10000004092.5589 189967.296001729 1026629.50007765 0
1981-03-22 3 34 22 1981 1850181.54937654 0 258134.101402948 257634.101402948 149467.07209223 0 60224.016150482 0 NA 0 NA NA 0 0 0 10000004167.3313 277385.377254025 912646.199547446 0
1981-03-29 3 35 29 1981 1622546.31077461 0 87192.1014029477 86692.1014029477 0 0 54632.170242353 0 NA 219.284736239982 NA NA 0 0 0 10000004237.608 336288.022477818 928265.934789074 0
1981-04-05 4 36 5 1981 1385271.01957335 0 500 0 0 0 52968.961401498 0 NA 151.314030979283 NA NA 0 0 0 10000004407.387 364590.877055142 794015.493863115 0
1981-04-12 4 37 12 1981 1390070.43533714 0 500 0 0 159488.106900277 60275.650027124 0 NA 0 NA NA 1.86264514923096e-09 0 0 10000004630.8865 279973.065406376 683432.185683261 0
1981-04-19 4 38 19 1981 1724932.82622913 0 500 0 0 130128.772250823 64663.32162914 70934.524753266 NA 60189.8242943824 NA NA 0 0 0 10000004476.4642 233762.002250823 540051.789961417 0
1981-04-26 4 39 26 1981 1790686.02707016 0 500 0 0 125466.84292976 68898.50769893 0 NA 60827.1291482589 NA NA 0 0 0 10000003650.0236 385247.23316641 643265.841867286 0
1981-05-03 5 40 3 1981 1299512.67154112 0 3978100 3978100 441695.520396931 179117.161920025 38440.4670685291 5.78662937630197e-10 NA 0 NA NA 3055921.29804281 0 0 10000003753.6502 406470.337252449 1873359.63266554 0
1981-05-10 5 41 10 1981 736597.402751841 0 3978100 3978100 0 84048.802924582 34566.84828665 0 NA 0 NA NA 3600064.94751798 1284842.34223526 0 373467.894596744 335580.708566001 2212636.86071141 0
1981-05-17 5 42 17 1981 2350665.58979072 0 2941692.36825336 2941692.36825336 874465.26949031 232891.073346734 50493.97922327 0 NA 0 NA NA 1467305.62259097 997360.036152575 0 373467.894596744 171478.064842559 1171846.76297064 193643.01937249
1981-05-24 5 43 24 1981 1746452.58567718 0 1005057.66567718 1005057.66567718 1005057.66567718 93297.3477788817 54718.8746005601 4.65661287307739e-10 NA 0 NA NA 0 0 0 373467.894596744 211489.577778882 1340703.43470447 259842.360570735
1981-05-31 5 44 31 1981 1459897.91790408 0 359251.498952042 359251.498952042 0 50803.4702217574 27958.050686952 0 NA 0 NA NA 0 0 0 373467.894596744 168995.700221757 2167264.57045334 271242.746752497
1981-06-07 6 45 7 1981 2213726.15893717 0 777503.160372138 742852.036482859 28770.2870104602 91478.8073753661 54027.606173629 0 NA 0 NA NA 27920.396603737 22338.1962606441 5582.2003430929 401323.557938617 212170.037375366 1779164.10575813 491164.060646855
1981-06-14 6 46 14 1981 1779171.87815839 0 1137993.66041082 1054766.80544517 471049.860555947 0 65987.879973206 0 NA 0 NA NA 149722.896307716 72272.5437415885 77450.3525661277 429113.917108939 141625.230412132 1292856.51730709 560465.519651941
1981-06-21 6 47 21 1981 1967975.12346097 0 1371406.78506885 1275370.22728223 476092.54499075 0 68960.543815184 0 NA 0 NA NA 297884.974777295 1.86264514923096e-09 297884.974777293 443722.368969521 241182.421547183 1084003.82026445 380237.357867963
1981-06-28 6 48 28 1981 277676 0 597566.435724377 540504.931324874 0 0 67070.54923085 0 NA 0 NA NA 540504.931324874 0 540504.931324874 453452.232337032 -97030.3906825831 1779291.4117484 100982.620985538
1981-07-05 7 49 5 1981 827991.391357023 0 638768.826700211 423258.600000002 0 0 78763.431264914 0 NA 0 NA NA 251090.935925114 0 251090.935925114 461227.981864805 -193952.749890298 1308590.87171767 37904.5695222127
1981-07-12 7 50 12 1981 398668.752639291 0 541266.590017611 411062.37916606 0 0 83778.457880527 0 NA 0 NA NA 329175.108862517 0 329175.108862517 474739.059778085 -44816.7048937652 1626272.36656734 194153.643824312
1981-07-19 7 51 19 1981 228839.5 0 377209.12636279 285348.29901446 0 0 80130.704707669 0 NA 0 NA NA 285348.29901446 139493 145855.29901446 535322.702023596 -183314.942105852 1762955.1573097 47834.5050830226
1981-07-26 7 52 26 1981 507104.709527405 0 278985 278985 0 0 81881.45658387 0 NA 0 NA NA 0 0 0 589429.499532266 -187921.466269969 1582136.3976314 0
1981-08-02 8 1 2 1981 783564.502606141 0 287960 0 0 0 89280.542525109 0 NA 0 NA NA 210759 0 0 10000063553.0153 -177862.62628274 1791678.91316682 0
1981-08-09 8 2 9 1981 1011382.31478749 0 143980 0 0 0 12178.6521928464 0 NA 0 NA NA 105379 0 0 10000058777.1714 -99383.048153874 1706318.03327176 0
1981-08-16 8 3 16 1981 1246424.57409928 0 0 0 0 0 0 0 NA 0 NA NA 0 0 0 10000051036.2947 -91788.4361327924 1094888.06777727 0
1981-08-23 8 4 23 1981 1080350.26484845 0 9192 0 0 0 0 0 NA 0 NA NA 0 0 0 10000044679.0719 -64599.5961811186 1049931.11117449 0
1981-08-30 8 5 30 1981 1238657.9811872 0 18387 0 0 0 0 0 NA 0 NA NA 0 0 0 10000038947.0604 -56162.4654962818 1158516.58492969 0
1981-09-06 9 6 6 1981 1484985.60807731 0 136106 0 0 0 0 0 NA 0 NA NA 0 0 0 10000034375.4179 1580.13582045272 949681.964005031 0
1981-09-13 9 7 13 1981 1723535.61069683 0 253823 0 0 0 0 0 NA 0 NA NA 0 0 0 10000034787.275 5818.26451308151 772002.925245221 0
1981-09-20 9 8 20 1981 1954226.69979049 0 333045.216798566 0 0 0 0 0 NA 0 NA NA 0 0 0 10000035199.132 22875.6844031702 371146.271885655 0
1981-09-27 9 9 27 1981 2051683.60730198 0 412905.262760877 0 0 0 0 0 NA 0 NA NA 1.86264514923096e-09 0 0 10000035610.9617 64327.2553314002 300506.688719969 2.91038304567337e-11
1981-10-04 10 10 4 1981 2012371.03856908 0 275385.614072695 0 0 0 0 0 NA 0 NA NA 0 0 0 10000036039.1179 159395.08423988 411917.507933721 0
1981-10-11 10 11 11 1981 2030706.75047538 0 333942.560488768 0 0 0 0 0 NA 0 NA NA 0 0 0 10000036803.9213 113475.544752312 596289.135963005 35829.9231185049
1981-10-18 10 12 18 1981 1481659.9510241 0 217861.958878471 0 0 0 76728.871835494 0 NA 0 NA NA 0 0 0 10000037568.7246 256941.662703356 629868.058689534 222576.945669697
1981-10-25 10 13 25 1981 1594043.56812418 0 144285.702575598 0 0 0 62423.168696704 0 NA 0 NA NA 0 0 0 10000038333.5747 198069.408187222 423774.502030672 105345.39426139
1981-11-01 11 14 1 1981 2049161.46462882 0 283855.134525348 922720.134525348 0 0 0 0 NA 0 NA NA 0 0 0 10000035835.908 117016.065370234 292115.196457487 80534.8111343621
1981-11-08 11 15 8 1981 2593778.85690147 0 406605.793942451 942755.552153883 15873.3093141355 0 0 0 NA 0 NA NA 0 0 0 10000033803.2234 80536.3596465704 432387.309314135 0
1981-11-15 11 16 15 1981 2451538.24298449 0 41244.0848882888 196018.259722167 0 0 0 0 NA 0 NA NA 0 0 0 10000020192.1142 72169.1104906253 221518.147445895 0
1981-11-22 11 17 22 1981 2703227.46572035 0 209445.200841073 283166.446888907 0 0 18393.9500212413 0 NA 0 NA NA 0 0 0 10000019306.6409 220681.315398302 357034.263967406 0
1981-11-29 11 18 29 1981 2526122.04273083 0 205551.632277662 269188.319299461 0 0 76103.5693646501 0 NA 0 NA NA 0 0 0 10000018517.2246 391331.138636755 417621.319299461 17958.3959642448
1981-12-06 12 19 6 1981 3538803.47810594 0 558482.27277645 2163336.75905283 0 0 54904.577303325 0 NA 0 NA NA 0 0 0 10000017591.7125 199344.039904966 431186.759547045 0
1981-12-13 12 20 13 1981 3394449.84490343 0 290703.799984003 1881003.39845834 0 0 58871.524912107 0 NA 0 NA NA 0 0 0 10000013302.8673 174434.604838922 583058.398458337 0
1981-12-20 12 21 20 1981 2679053.16536787 0 138377.83403746 1614683.82134754 40779.2966893427 0 58987.329883227 0 NA 0 NA NA 0 0 0 10000010438.2133 283577.996190276 591452.150728507 0
1981-12-27 12 22 27 1981 2253661.19221676 0 347855.852302033 1589319.46412016 245273 0 47086.3961769841 0 NA 0 NA NA 0 0 0 10000009878.8196 554329.562939 685805.003824647 9272.30833416828
1982-01-03 1 23 3 1982 3478789.96163407 0 3974835.59711234 320333.612079686 460614.717156409 0 51572.146667975 0 NA 58872.549094995 NA NA 703852.377019989 0 0 10000009801.3639 414743.903068881 436010.825701884 0
1982-01-10 1 24 10 1982 4188645.14383922 0 2913591.42177416 549629.211859167 456429.062419263 0 62195.396154916 0 NA 7741.26224096946 NA NA 180033.764578952 0 0 10000005914.0657 286877.304042752 459596.934087409 2728.32288640788
1982-01-17 1 25 17 1982 4325047.24205189 0 1680256.68802349 546229.596612496 241452.20469287 0 63357.379276408 0 NA 0 NA NA 0 0 0 10000002307.9526 243947.300423698 477932.440113919 2599.8890201411
1982-01-24 1 26 24 1982 2864020.31260657 0 696993.977318466 542395.287337857 53131.3345102137 0 64576.628498931 0 NA 0 NA NA 0 0 0 10000000038.9924 248351.374062309 469645.334510214 5031.91980330669
1982-01-31 1 27 31 1982 2745524.0162642 0 628541.054383425 538807.39312012 56263.6727097463 0 66036.490827984 0 NA 0 NA NA 0 0 0 1e+10 255500.781434053 472777.672709746 9157.95808766061
1982-02-07 2 28 7 1982 4119862.47091601 0 2463955.89441111 2409605.81954839 462777.09476871 0 61684.730751206 0 NA 0 NA NA 735464.09909976 0 0 1e+10 185795.578770826 584629.025675293 2952.12867346601
1982-02-14 2 29 14 1982 3386838.29136313 0 1288024.90553835 1226038.89269627 327403.306258801 0 64962.060685571 0 NA 0 NA NA 0 0 0 1e+10 173842.285286971 368732.193596519 1964.10094525502
1982-02-21 2 30 21 1982 2636942.65342839 0 1123904.93781957 1092863.93781957 695293.65541441 0 64624.452028187 0 NA 0 NA NA 0 0 0 1e+10 326971.154656059 971020.337819567 19126.4553347425
1982-02-28 2 31 28 1982 2148372.70918842 0 1710060.17337679 1682142.17337679 233334.16420831 0 32268.667001171 0 NA 0 NA NA 820975.478006931 0 0 1e+10 439991.595387573 1560299.57337679 22606.886317161
1982-03-07 3 32 7 1982 2711712.15397008 0 1963368.40409824 1935273.98150475 343335.52071872 0 37647.32880327 0 NA 0 NA NA 829934.070544165 0 0 1e+10 408094.617963512 1315542.33191895 20413.6901967289
1982-03-14 3 33 14 1982 3077915.10860184 0 1743344.04411912 1716451.55716635 105148.61586538 0 30717.099039128 0 NA 0 NA NA 882788.172592358 0 0 1e+10 351125.377685095 1453561.24560675 8461.81685163686
1982-03-21 3 34 21 1982 2955466.25141639 0 1054963.88544726 1027987.02525903 0 0 32329.676158133 0 NA 0 NA NA 698451.468083085 0 0 1e+10 403406.919456119 1554749.26006833 27914.7219175792
1982-03-28 3 35 28 1982 2928649.53045678 0 359174.601706853 328615.493351715 0 0 36298.478400407 0 NA 0 NA NA 328615.493351715 0 0 1e+10 397285.686033164 1556060.73376247 8788.62736652698
